raw_bin,bank_kind,pattern_count,window_count,diag_cv,mean_abs_corr,max_abs_corr,target_amp_mean,target_phase_std,effective_replicas_empirical_rcond_1e_m6,effective_replicas_empirical_rcond_1e_m3,effective_replicas_rawpower_rcond_1e_m6,effective_replicas_rawpower_rcond_1e_m3,effective_replicas_white_model,effective_replicas_shrink_0p05_rcond_1e_m3,effective_replicas_shrink_0p05_rcond_1e_m6,effective_replicas_shrink_0p2_rcond_1e_m3,effective_replicas_shrink_0p2_rcond_1e_m6,effective_replicas_shrink_0p5_rcond_1e_m3,effective_replicas_shrink_0p5_rcond_1e_m6,eig_max,rank_1em02,range_residual_1em02,rank_1em03,range_residual_1em03,rank_1em04,range_residual_1em04,rank_1em06,range_residual_1em06,dataset
61,fixed,4,512,0.13513032236969794,0.3866648393720467,0.4593741419084732,31.999999979963828,9.364740391275515e-10,2.010251699331588,2.010251699331588,6.446397161634717,6.446397161634717,3.999999994990958,6.171508798810998,6.171508798810998,5.589340869617912,5.589340869617912,4.828937022169735,4.828937022169735,5.9107860560849596e-06,4,3.9004793662517e-16,4,3.9004793662517e-16,4,3.9004793662517e-16,4,3.9004793662517e-16,0_0_0_10_14_32
301,fixed,4,512,0.02865723812171645,0.20749201290114241,0.28828238586618055,31.999999967466444,8.135447162829454e-10,2.640702192188402,2.640702192188402,11.109877664869142,11.109877664869142,3.9999999918666105,10.15297865195023,10.15297865195023,8.121887656411385,8.121887656411385,5.84517151298707,5.84517151298707,3.338231531985297e-06,4,7.815626582120118e-16,4,7.815626582120118e-16,4,7.815626582120118e-16,4,7.815626582120118e-16,0_0_0_10_14_32
653,fixed,4,512,0.2023241893449132,0.1564120320719079,0.3138670114064225,31.99999997261623,7.612448847122017e-10,3.3291707696727415,3.3291707696727415,14.37175944513572,14.37175944513572,3.9999999931540566,12.52595995686953,12.52595995686953,9.204194272936656,9.204194272936656,6.142527052397503,6.142527052397503,3.3394673478702325e-06,4,9.556349662494437e-16,4,9.556349662494437e-16,4,9.556349662494437e-16,4,9.556349662494437e-16,0_0_0_10_14_32
900,fixed,4,512,0.057520188814146646,0.15898402860533714,0.27965333162926587,31.999999952656466,4.910069753690933e-10,3.0157509080154226,3.0157509080154226,15.145868125086027,15.145868125086027,3.999999988164117,13.179246559475471,13.179246559475471,9.596702604640594,9.596702604640594,6.279059892838153,6.279059892838153,2.5604009310713348e-06,4,8.097078219819889e-16,4,8.097078219819889e-16,4,8.097078219819889e-16,4,8.097078219819889e-16,0_0_0_10_14_32
61,basic_only,56,512,0.3247196986490941,0.47103478934423126,0.8967806016160951,31.99999997996383,8.865435620638879e-10,2.91172934181454,2.91172934181454,7.945515556875634,7.945515556875634,3.9999999949909553,7.248919785623491,7.248919785623491,6.068270306955186,6.068270306955186,4.931786761025633,4.931786761025633,8.267659860311458e-05,18,0.009388663469213703,20,1.6376971720658016e-15,20,1.6376971720658016e-15,20,1.6376971720658016e-15,0_0_0_10_14_32
301,basic_only,56,512,0.18478693631398194,0.3584784884040375,0.8343437619919115,31.999999967466444,6.520177760925932e-10,3.613600529506562,3.613600529506562,13.6570939953458,13.6570939953458,3.9999999918666114,11.575573245146968,11.575573245146968,8.516570631811852,8.516570631811852,5.893661256789908,5.893661256789908,4.582105465758135e-05,20,1.803983462192472e-15,20,1.803983462192472e-15,20,1.803983462192472e-15,20,1.803983462192472e-15,0_0_0_10_14_32
653,basic_only,56,512,0.8006725866713469,0.28679813446346053,0.8875927507933241,31.999999972616227,9.516516940327722e-10,7.787185797732577,7.787185797732577,17.463634159484783,17.463634159484783,3.9999999931540535,14.2792423890764,14.2792423890764,9.708564122307072,9.708564122307072,6.213165231695326,6.213165231695326,6.350467732885054e-05,20,2.563857250176262e-15,20,2.563857250176262e-15,20,2.563857250176262e-15,20,2.563857250176262e-15,0_0_0_10_14_32
900,basic_only,56,512,0.13050602106778586,0.3079857068679325,0.8319015433834079,31.99999995265647,4.5924346356638597e-10,3.818907244591646,3.818907244591646,16.788094398220895,16.788094398220895,3.9999999881641144,14.104771245882976,14.104771245882976,9.841149550024774,9.841149550024774,6.30633561918086,6.30633561918086,3.4321123468854856e-05,20,8.54820175975874e-16,20,8.54820175975874e-16,20,8.54820175975874e-16,20,8.54820175975874e-16,0_0_0_10_14_32
61,random_only,64,512,0.12870562156511023,0.29964572099940506,0.5712165775517518,31.999999978543286,6.217313342913764e-10,10.904956649878168,10.904956649878168,18.783118290836896,18.783118290836896,3.8224580477218986,12.707269669792113,12.707269669792113,7.753541077847698,7.753541077847698,5.128873144672601,5.128873144672601,9.67532232829703e-05,40,0.08476791784892344,64,1.6492098731306356e-15,64,1.6492098731306356e-15,64,1.6492098731306356e-15,0_0_0_10_14_32
301,random_only,64,512,0.14474646497741323,0.22041656913104193,0.5592816524157573,31.999999964388152,7.781085161624811e-10,11.927561891831456,11.927561891831456,24.160050574955015,24.160050574955015,3.8224580443739278,16.312126738927258,16.312126738927258,9.628745038598442,9.628745038598442,5.8583415444346585,5.8583415444346585,5.7278844876901164e-05,48,0.05396121433499329,64,1.035501912458243e-15,64,1.035501912458243e-15,64,1.035501912458243e-15,0_0_0_10_14_32
