dataset,window_count,window_len,guard_samples,active_interval_count,raw_noise_power,offset_var_mean,offset_var_cv,lag_corr_mean_abs,lag_corr_max_abs
0_0_0_10_14_32,512,4096,8192,7,8.643370008572431e-06,8.643370008572431e-06,0.001544938471987721,0.09105663246485973,0.652811307443797
