esn0_db,trials,estimate_available_rate,strict_gate_rate,decoder_aware_gate_rate,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,ridge_enabled,ridge_top_k,ridge_crc_pdr,ridge_crc_accept_rate,ridge_crc_false_deliveries,ridge_rescues_over_decoder_aware,ridge_regressions_vs_decoder_aware,ridge_mean_decoder_attempts,ridge_mean_list_generation_ms,ridge_mean_operational_decode_ms,ridge_soft_hamming_enabled,ridge_soft_crc_pdr,ridge_soft_crc_accept_rate,ridge_soft_crc_false_deliveries,ridge_soft_rescues_over_hard_ridge,ridge_soft_regressions_vs_hard_ridge,ridge_soft_mean_decoder_attempts,ridge_soft_mean_operational_decode_ms,soft_oracle_crc_pdr,strict_crc_accept_rate,decoder_aware_crc_accept_rate,strict_crc_false_deliveries,decoder_aware_crc_false_deliveries,strict_decoder_calls,decoder_aware_decoder_calls,extra_decoder_calls,extra_candidate_crc_rescues,extra_candidate_crc_rejects,extra_candidate_crc_false_accepts,fec_corrected_packets,oracle_gap_gate_rejects,oracle_gap_bad_candidate_decodes,oracle_demod_failures,decoder_aware_beats_oracle,strict_decode_total_ms,decoder_aware_decode_total_ms,extra_decode_total_ms,extra_decode_ms_per_trial,mean_sync_ms,mean_candidate_decode_ms
10.0,80,0.5375,0.0,0.05,0.0,0.0,0.0,1,4,0.0,0.0,0,0,0,2.15,52.16290874998322,267.53350249999244,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,0,4,0,0,0,0,80,0,0.0,2260.5336999999963,2260.5336999999963,28.256671249999954,14284.537086250033,89.60529749998614
11.0,80,0.8,0.025,0.1625,0.0,0.0,0.0,1,4,0.0,0.0,0,0,0,3.2,78.80167500001107,496.4649175000204,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,13,11,0,11,0,0,0,0,80,0,1001.0901999999078,3340.655899999092,2339.5656999991843,29.244571249989804,19573.630052499975,149.4980437499862
12.0,80,0.9125,0.15,0.4625,0.025,0.1375,0.35,1,4,0.2625,0.2625,0,10,0,2.975,86.42482749996816,637.678207499971,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.025,0.1375,0,0,12,37,25,9,16,0,14,14,3,52,0,4778.062900000805,15471.754799999871,10693.691899999067,133.67114874998833,20258.912941250008,277.93262750001304
13.0,80,0.975,0.45,0.6875,0.3125,0.5,0.7875,1,4,0.7375,0.75,1,19,0,1.8625,107.28656124999247,699.3223112499663,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.3125,0.5,0,0,36,55,19,15,4,0,44,16,8,17,1,20269.73980000139,28316.99180000078,8047.251999999389,100.59064999999237,26838.36525625001,416.0942312500197
14.0,80,1.0,0.6875,0.875,0.575,0.75,0.95,1,4,0.8875,0.8875,0,11,0,1.4625,93.57608249999885,508.6782775000188,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.575,0.75,0,0,55,70,15,14,1,0,63,9,7,4,0,23316.860999998426,30371.70409999635,7054.843099997925,88.18553874997406,21491.445983750084,405.97967749995405
15.0,80,1.0,0.8125,1.0,0.775,0.9625,1.0,1,4,0.9875,0.9875,0,2,0,1.0625,91.63607624999486,471.39366125006745,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.775,0.9625,0,0,65,80,15,15,0,0,77,0,3,0,0,27440.443399998912,34001.4941999998,6561.050800000885,82.01313500001106,22428.800213750063,425.01867749999747
16.0,80,1.0,0.925,1.0,0.9125,0.9875,1.0,1,4,0.9875,0.9875,0,0,0,1.0375,93.42925375001414,484.03398750004953,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.9125,0.9875,0,0,74,80,6,6,0,0,79,0,1,0,0,35121.199699997305,38142.49359999758,3021.2939000002734,37.76617375000342,23193.884098750015,476.78116999996973
