energy_weight,coherence_weight,phase_local_weight,rank_weight,adaptive,low_energy_weight,low_coherence_weight,low_phase_local_weight,low_rank_weight,penalty_weight,penalty_min_energy,penalty_coherence_ref,penalty_phase_ref,penalty_gap_ref_db,symbol_count,phase_line_ser,savaux_ser,stage1_top40_recall,actual_viterbi_candidate_recall,ser_-26,savaux_ser_-26,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate,variant
0.65,0.15,0.15,0.0,0,,,,,0.0,0.8,0.88,0.55,1.5,385,0.34805194805194806,0.37922077922077924,0.9298701298701298,0.8623376623376623,0.34805194805194806,0.37922077922077924,225,0.5844155844155844,26,0.06753246753246753,14,0.03636363636363636,27,0.07012987012987013,16,0.04155844155844156,67,0.17402597402597403,0,0.0,10,0.025974025974025976,0,0.0,e0.65_c0.15_p0.15_r0.00
