dataset,snr_db,hypothesis,rows,blocks,raw_coherence_q10,raw_coherence_median,raw_coherence_q90,gt_slope_coherence_q10,gt_slope_coherence_median,gt_slope_coherence_q90,best_linear_coherence_q10,best_linear_coherence_median,best_linear_coherence_q90
0_0_0_10_14_32,,gt,49,49,0.02475607922405988,0.279142863562162,0.6844759786400356,0.5497398671156408,0.9972453152365137,0.9997123172058893,0.5497398671156408,0.9972453152365135,0.9997123172058893
0_0_0_10_14_32,,hard,49,49,0.02475607922405988,0.279142863562162,0.6844759786400356,0.5497398671156408,0.9972453152365137,0.9997123172058893,0.5497398671156408,0.9972453152365135,0.9997123172058893
0_0_0_10_14_32,,random_valid,3136,49,0.03311430304080697,0.1661115424350072,0.4201262985996177,0.030196181147264016,0.16827205666467857,0.4281905383531711,0.3714443587855879,0.5146941853011063,0.6946049063089919
