dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,gt,0,0,0.6273209314637209,0.9932722914306115,0.993272291430611,-0.46544953398315947,-0.46544953398315947,1.0,1,803|711|922|718|107
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,hard,0,0,0.6273209314637209,0.9932722914306115,0.993272291430611,-0.46544953398315947,-0.46544953398315947,1.0,1,803|711|922|718|107
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,0,0,0.018655092467424274,0.0023968115405478756,0.4180338921044854,1.5420412073148828,-0.46544953398315947,606.6,909,462|43|999|65|192
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,1,0,0.05913419781911543,0.2546366972212514,0.5802438078011153,-1.1018961784741355,-0.46544953398315947,577.4,887,452|492|48|815|190
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,2,0,0.06623687475072161,0.029889007085185024,0.8456022774333255,1.9254428003817354,-0.46544953398315947,612.4,885,937|619|242|149|258
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,3,0,0.006326751360555907,0.3107426203561642,0.5733177072932756,-0.8917921054734999,-0.46544953398315947,437.0,836,918|636|581|1007|401
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,4,0,0.10491852283851856,0.21988927568464314,0.6016576020527898,2.198424734645335,-0.46544953398315947,588.6,855,907|240|349|1023|782
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,5,0,0.06846156550946474,0.2564163430520291,0.5294916028850637,1.173975677970704,-0.46544953398315947,497.2,808,1023|867|885|765|881
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,6,0,0.16172635144675376,0.22082638789879214,0.6387317898471837,2.2628362022805666,-0.46544953398315947,514.2,647,999|112|334|875|427
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,7,0,0.6909133125368546,0.41652747018915254,0.7159868759570385,0.16179547227421187,-0.46544953398315947,605.6,954,945|896|373|318|873
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,8,0,0.1862354686826696,0.23779911676644735,0.49087384160426994,-2.813400889924567,-0.46544953398315947,429.0,920,987|52|578|914|996
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,9,0,0.014317886119292172,0.09916046299203182,0.7301568585447458,1.686200206308019,-0.46544953398315947,605.0,892,695|807|142|1006|283
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,10,0,0.08517313527541678,0.10371864472160226,0.7292306699680703,-1.2889961558907597,-0.46544953398315947,316.6,727,410|18|644|615|248
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,11,0,0.5623496815155362,0.21107346055965664,0.7390833501527986,0.39490364085885865,-0.46544953398315947,569.6,919,895|934|765|673|212
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,12,0,0.3574301362212003,0.17832267393784004,0.595945634146062,2.0972067140756856,-0.46544953398315947,522.0,749,192|118|941|377|339
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,13,0,0.039786995137760635,0.0004025471214736609,0.7243793099229842,-2.482141913514806,-0.46544953398315947,438.6,604,954|723|168|110|770
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,14,0,0.480200924198695,0.24249394443585862,0.4976853326595697,0.14032498306246843,-0.46544953398315947,617.0,809,41|435|128|765|598
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,15,0,0.3681346384021802,0.3637472239158775,0.41508316811597906,-0.22467333353717578,-0.46544953398315947,526.2,961,289|77|94|106|57
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,16,0,0.3299689562697487,0.2992116688422487,0.42451443245623915,3.1262565898671193,-0.46544953398315947,528.0,944,809|348|24|374|858
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,17,0,0.00626724269462202,0.04231838817541694,0.6802488358155749,-2.684577954654104,-0.46544953398315947,828.6,904,96|559|356|225|873
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,18,0,0.3155134339939095,0.36390537123561756,0.36506753517871243,-0.41023970458153247,-0.46544953398315947,485.4,1012,506|749|523|815|216
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,19,0,0.04405459641842274,0.1128072077681102,0.48947053350526987,2.8118672835522993,-0.46544953398315947,360.6,631,322|907|82|631|459
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,20,0,0.07170750490105611,0.3080617935549612,0.5513821808997249,-2.515881253704689,-0.46544953398315947,531.2,735,337|992|554|452|518
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,21,0,0.10187718758752211,0.050330783544467524,0.5286292707769654,1.989854268016967,-0.46544953398315947,493.4,1021,934|880|65|67|743
0_0_0_10_14_32,,53,0,0,0,10,1,0,5,random_valid,22,0,0.37992380853611757,0.4043806591751143,0.5753278609560466,-1.811955928833947,-0.46544953398315947,483.8,980,663|67|694|431|732
