branch_dimension,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,offpacket_windows,branch_gls_active,min_branch_correlation
4,2048,0.008517598260071023,0.012132221960434314,0.018148212102383248,2,2048,0.017111327721622323,0.019845150522182595,0.019845150522182595,0_0_0_10_14_8,-22.0,46,128,0,0.05
4,2048,0.008517599636301264,0.012132223803031061,0.018148222079040228,2,2048,0.017111329074489777,0.019845151590823888,0.019845151590823888,0_0_0_10_14_8,-23.0,46,128,0,0.05
4,2048,0.008517597923828727,0.012132227536851078,0.018148219382607404,2,2048,0.017111328554476085,0.01984515005532028,0.01984515005532028,0_0_0_10_14_8,-24.0,46,128,0,0.05
4,2048,0.008517595203912586,0.012132229033278943,0.018148225904879356,2,2048,0.01711132857595052,0.019845149775176325,0.019845149775176325,0_0_0_10_14_8,-25.0,46,128,0,0.05
4,2048,0.008517594033206228,0.012132225901667631,0.01814822486270816,2,2048,0.017111327065660174,0.019845151233743127,0.019845151233743127,0_0_0_10_14_8,-26.0,46,128,0,0.05
4,2048,0.009832404657223322,0.01239936552974538,0.022425591932580362,2,2048,0.01127091312040244,0.025752387619969175,0.025752387619969175,0_0_0_10_14_16,-22.0,46,128,0,0.05
4,2048,0.009845235655122882,0.012398518619657873,0.022428151053021234,2,2048,0.011225539229611838,0.02575552515643859,0.02575552515643859,0_0_0_10_14_16,-23.0,46,128,0,0.05
4,2048,0.009856636283413257,0.012397595917714277,0.02242936527521385,2,2048,0.011187102384350153,0.025759197500931256,0.025759197500931256,0_0_0_10_14_16,-24.0,46,128,0,0.05
4,2048,0.009866755814851651,0.012396638290691602,0.02242960474615813,2,2048,0.01115443381426847,0.02576316712376875,0.02576316712376875,0_0_0_10_14_16,-25.0,46,128,0,0.05
4,2048,0.009875745517143231,0.012395665671784276,0.02242913730633268,2,2048,0.011126584761431,0.02576725872021618,0.02576725872021618,0_0_0_10_14_16,-26.0,46,128,0,0.05
4,2048,0.00844849404183187,0.012180507702928466,0.01963845812021419,2,2048,0.009825662194250356,0.024824495494951145,0.024824495494951145,0_0_0_10_14_32,-22.0,46,128,0,0.05
4,2048,0.00845371443917066,0.012106944408258801,0.019509152463936412,2,2048,0.009325991962385385,0.025504042973190325,0.025504042973190325,0_0_0_10_14_32,-23.0,46,128,0,0.05
4,2048,0.008458063862436015,0.012047786122585157,0.019412154780330752,2,2048,0.00890309152567384,0.026085110470807395,0.026085110470807395,0_0_0_10_14_32,-24.0,46,128,0,0.05
4,2048,0.008461657060171207,0.011998263795781424,0.019337824905335966,2,2048,0.008544360006772889,0.02657615958937365,0.02657615958937365,0_0_0_10_14_32,-25.0,46,128,0,0.05
4,2048,0.008464618163195943,0.011955379895956532,0.019279670208357778,2,2048,0.00823931710044881,0.026988023317696747,0.026988023317696747,0_0_0_10_14_32,-26.0,46,128,0,0.05
