packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,byte_symbol_prior_known,byte_residual_candidates,byte_residual_unknown_bytes,byte_residual_symbol_known,prior_search_success,prior_search_selected,prior_search_payload_hex,prior_search_candidates,prior_search_known_symbols,prior_search_score,prior_search_signal_score,prior_search_score_mode,prior_search_effective_kappa,prior_search_kappa_source,prior_search_kappa_source_line_rmse_pi,prior_search_prior_score,prior_search_margin,prior_search_phase_score,prior_search_amp_score,prior_search_profile_score,prior_search_line_rmse_pi,prior_search_line_r2,prior_search_map_phase_ll,prior_search_map_line_ll,prior_search_map_amp_ll,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_profile_quality,preamble_profile_anchors,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,35,35,35,35,0,30,0,256,1,30,1,2,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.465488,0.465488,map,2.000000,scoring_line,0.010740,0.000000,0.159989,0.965548,1.000000,0.000000,0.004664,0.995641,1.862192,-0.000121,-0.000000,0.0000,-0.0008,-0.0008,0.0307,0.0307,16,8,session_header_prior_forced,,,-0.0002,-0.0008,0.0000,0.0000,0.0000,0,0.0018,0.0307,2,1.0000,1.0000,,33,35,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0
2,2,1,35,35,35,35,0,30,0,256,1,30,1,3,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.455092,0.455092,map,2.000000,scoring_line,0.019364,0.000000,0.195575,0.955231,1.000000,0.000000,0.007067,0.997962,1.820925,-0.000277,0.000000,0.0000,-0.0292,-0.0292,0.9227,0.9227,16,8,session_header_prior_forced,,,-0.0038,-0.0292,0.0000,0.0000,0.0000,0,0.2551,0.9227,2,1.0000,1.0000,,33,35,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0
3,3,1,35,35,35,35,0,30,0,256,1,30,1,4,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.395810,0.395810,map,2.000000,scoring_line,0.018637,0.000000,0.178169,0.896761,1.000000,0.000000,0.018502,0.976618,1.587044,-0.001902,0.000000,0.0000,-0.0221,-0.0221,0.8807,0.8807,16,8,session_header_prior_forced,,,-0.0031,-0.0221,0.0000,0.0000,0.0000,0,0.3560,0.8807,2,1.0000,1.0000,,33,35,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0
5,5,1,35,35,35,35,0,30,0,256,1,30,1,6,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.479822,0.479822,map,2.000000,scoring_line,0.021749,0.000000,0.253190,0.980177,1.000000,0.000000,0.011306,0.994253,1.920709,-0.000710,0.000000,0.0000,-0.0444,-0.0444,0.9563,0.9563,16,8,session_header_prior_forced,,,-0.0037,-0.0444,0.0000,0.0000,0.0000,0,0.2253,0.9563,2,1.0000,1.0000,,33,35,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0
6,6,1,35,35,35,35,0,30,0,256,1,30,1,7,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.440656,0.440656,map,2.000000,scoring_line,0.031668,0.000000,0.166049,0.941400,1.000000,0.000000,0.016366,0.991729,1.765601,-0.001488,-0.000000,0.0000,-0.0381,-0.0381,0.8838,0.8838,16,8,session_header_prior_forced,,,-0.0034,-0.0381,0.0000,0.0000,0.0000,0,0.1757,0.8838,2,1.0000,1.0000,,33,35,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0
