packet_index,joint_byte_value,joint_byte_hex,affine_byte_value,affine_byte_hex,used_outlier,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,candidate_top1_gap,candidate_score_std,candidate_entropy_norm,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,2,02,0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.465487684,1,256,0.159988802,0.338663919,0.925741141,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.465487684,0.000000000,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
2,3,03,3,03,0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.455092422,1,256,0.195574956,0.207469262,0.916719585,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.455092422,0.000000000,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
3,4,04,4,04,0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.395810173,1,256,0.178168526,0.263404553,0.915173276,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.395810173,0.000000000,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
5,6,06,6,06,0,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.479822259,1,256,0.253190279,0.314933427,0.921760817,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.479822259,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,7,07,0,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.440656249,1,256,0.166049375,0.323979066,0.922423852,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.440656249,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
