dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-18.0,10,0.12857142857142856,0.8714285714285716,0.4,0.002857142857142857,0.9971428571428571,0.9,0.02857142857142857,0.9714285714285713,0.5,0.09999999999999999,0.09999999999999998,-0.025714285714285714,-0.4,0.82,0.0,0.6,0.7889931272061098,0.31797067816393654
0_0_0_10_14_8,-19.0,10,0.22857142857142856,0.7714285714285715,0.0,0.011428571428571429,0.9885714285714287,0.8,0.07142857142857142,0.9285714285714286,0.5,0.15714285714285714,0.5,-0.06,-0.30000000000000004,0.7857142857142858,0.0,0.6,0.8291485708600078,0.2784356846609587
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.11142857142857143,0.8885714285714286,0.5,0.2542857142857143,0.5,-0.06571428571428571,-0.09999999999999998,0.72,0.0,0.8824110671936758,0.8700751244846773,0.2154079643347815
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.18,0.82,0.5,0.33714285714285713,0.5,-0.04857142857142857,0.0,0.6028571428571429,0.0,0.958608695652174,0.7584104876671477,0.31499078487342513
0_0_0_10_14_8,-22.0,10,0.6628571428571428,0.33714285714285713,0.0,0.18857142857142856,0.8114285714285716,0.3,0.27999999999999997,0.72,0.2,0.38285714285714284,0.2,-0.09142857142857141,-0.09999999999999998,0.4228571428571429,0.0,0.8916399835796387,0.8472829992247923,0.20350112676796508
0_0_0_10_14_16,-18.0,11,0.11948051948051944,0.8805194805194805,0.09090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.01038961038961039,0.9896103896103896,0.8181818181818182,0.10909090909090904,0.7272727272727273,-0.007792207792207792,-0.09090909090909083,0.9272727272727272,0.0,0.45454545454545453,0.9711113859353674,0.18858410157252417
0_0_0_10_14_16,-19.0,11,0.2363636363636363,0.7636363636363637,0.0,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.012987012987012986,0.987012987012987,0.8181818181818182,0.2233766233766233,0.8181818181818182,-0.01038961038961039,-0.09090909090909083,0.8597402597402596,0.0,1.0,0.9712245065407875,0.1865495316347829
0_0_0_10_14_16,-20.0,11,0.35844155844155845,0.6415584415584417,0.0,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.02857142857142857,0.9714285714285715,0.5454545454545454,0.32987012987012987,0.5454545454545454,-0.012987012987012986,-0.09090909090909094,0.7688311688311689,0.0,1.0,0.9748104028205088,0.17223497510337565
0_0_0_10_14_16,-21.0,11,0.4961038961038961,0.5038961038961038,0.0,0.07012987012987014,0.92987012987013,0.2727272727272727,0.0831168831168831,0.916883116883117,0.18181818181818182,0.412987012987013,0.18181818181818182,-0.012987012987012964,-0.09090909090909088,0.6051948051948052,0.0,0.9597402597402597,0.9644595654059401,0.19065510344289668
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.1844155844155844,0.8155844155844156,0.09090909090909091,0.4181818181818183,0.09090909090909091,-0.005194805194805169,0.09090909090909091,0.41558441558441556,0.00505050505050505,0.9246071777215696,0.9206313230822555,0.211686070656617
0_0_0_10_14_32,-18.0,7,0.18367346938775506,0.8163265306122449,0.0,0.1142857142857143,0.8857142857142858,0.8571428571428571,0.11836734693877551,0.8816326530612244,0.8571428571428571,0.06530612244897954,0.8571428571428571,-0.004081632653061218,0.0,0.7428571428571429,0.0,0.7795918367346939,0.8900947638225103,0.3969224204207248
0_0_0_10_14_32,-19.0,7,0.2653061224489796,0.7346938775510203,0.0,0.11836734693877551,0.8816326530612244,0.8571428571428571,0.13877551020408163,0.8612244897959184,0.7142857142857143,0.12653061224489798,0.7142857142857143,-0.020408163265306117,-0.1428571428571428,0.7183673469387755,0.0,0.9142857142857144,0.9230736152523443,0.37380923344000655
0_0_0_10_14_32,-20.0,7,0.3959183673469387,0.6040816326530614,0.0,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.17142857142857143,0.8285714285714285,0.2857142857142857,0.22448979591836726,0.2857142857142857,-0.02857142857142858,-0.4285714285714286,0.6408163265306123,0.0,0.889795918367347,0.8395367232599006,0.34638162776069015
0_0_0_10_14_32,-21.0,7,0.5428571428571428,0.4571428571428572,0.0,0.15918367346938772,0.8408163265306123,0.42857142857142855,0.22448979591836735,0.7755102040816327,0.14285714285714285,0.31836734693877544,0.14285714285714285,-0.06530612244897963,-0.2857142857142857,0.5428571428571429,0.0,0.8612244897959184,0.8378555061212282,0.30183949956954487
0_0_0_10_14_32,-22.0,7,0.673469387755102,0.32653061224489793,0.0,0.24489795918367346,0.7551020408163266,0.0,0.3142857142857142,0.6857142857142858,0.0,0.3591836734693878,0.0,-0.06938775510204076,0.0,0.36326530612244895,0.0,0.8450606329488316,0.8438403917687863,0.34624934071369246
mean_of_datasets,-18.0,28,0.14390847247990102,0.856091527520099,0.16363636363636366,0.03991341991341992,0.9600865800865801,0.8887445887445887,0.05244279529993815,0.9475572047000617,0.7251082251082251,0.09146567717996286,0.5614718614718615,-0.012529375386518242,-0.1636363636363636,0.83004329004329,0.0,0.6113790970933828,0.8833997589879958,0.30115906671906184
mean_of_datasets,-19.0,28,0.24341372912801482,0.7565862708719852,0.0,0.044131106988249846,0.9558688930117502,0.8554112554112554,0.07439703153988868,0.9256029684601114,0.6774891774891776,0.16901669758812612,0.6774891774891776,-0.030265924551638835,-0.1779220779220779,0.7879406307977735,0.0,0.8380952380952381,0.9078155642177133,0.27959814991191606
mean_of_datasets,-20.0,28,0.3733580705009276,0.6266419294990725,0.0,0.06805194805194804,0.931948051948052,0.6502164502164502,0.10380952380952381,0.8961904761904762,0.4437229437229437,0.26954854669140377,0.4437229437229437,-0.03575757575757576,-0.2064935064935065,0.709882498453927,0.0,0.9240689951870076,0.8948074168550288,0.2446748557329491
mean_of_datasets,-21.0,28,0.5187012987012988,0.4812987012987013,0.0,0.12024737167594308,0.879752628324057,0.4004329004329004,0.16253555967841682,0.8374644403215833,0.2748917748917749,0.35616573902288184,0.2748917748917749,-0.04228818800247372,-0.12554112554112554,0.5836363636363636,0.0,0.9265244817294507,0.8535751863981053,0.2691617959619556
mean_of_datasets,-22.0,28,0.6463079777365492,0.3536920222634508,0.0,0.2042300556586271,0.795769944341373,0.09999999999999999,0.25956709956709956,0.7404329004329004,0.09696969696969697,0.3867408781694497,0.09696969696969697,-0.055337043908472446,-0.003030303030303022,0.40056895485466915,0.0016835016835016834,0.8871025980833466,0.8705849046919448,0.25381217937942485
