event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,0,114688,0,5,6,6,6,6,6,471.50343176722527,8.017782488258716,0.2870080614122412,11,125000.0,500000.0,4,8192,4,16384,6,2
1,2473984,2637824,151,159,9,7825,-367,7825,7825,6801.961894572602,9.430665225110658,0.5626926928151158,11,125000.0,500000.0,4,8192,4,16384,6,2
2,4964352,5128192,303,311,9,7293,-899,7293,7293,3326.6502995533165,1.8239321474703187,0.4120059435203698,11,125000.0,500000.0,4,8192,4,16384,6,2
3,7471104,7651328,456,465,10,647,647,647,647,3790.4723969276265,4.333918262681578,0.341401414842002,11,125000.0,500000.0,4,8192,4,16384,6,2
4,9977856,10141696,609,617,9,179,179,179,179,1456.2250569102664,3.57470627486683,0.23498419790801262,11,125000.0,500000.0,4,8192,4,16384,6,2
5,12468224,12632064,761,769,9,7892,-300,7892,7892,3356.497070414812,5.997184525956497,0.3781291007255315,11,125000.0,500000.0,4,8192,4,16384,6,2
6,14974976,15138816,914,922,9,7498,-694,7498,7498,1468.2802905293818,1.9513409972099653,0.20701855703215485,11,125000.0,500000.0,4,8192,4,16384,6,2
7,17481728,17645568,1067,1075,9,815,815,815,815,2839.6749485559317,1.4470075069019328,0.22033052057893715,11,125000.0,500000.0,4,8192,4,16384,6,2
