packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,dataset,snr_db,seed
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_018,0.19066551807386978,0.06403990820440295,0.23413167581161604,0.8256688803250664,1,0.02857142857142857,15,0.42857142857142855,14,0,14,6,0.17142857142857143,5,0,5,3,0.08571428571428572,2,0,2,3,0.08571428571428572,2,0,2,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-24.0,1
1,0,1,35,1.0,1.2,32,random_only,random_003,0.2110940787165077,0.06480841035393929,0.23725224113263782,0.7963037825016274,5,0.14285714285714285,18,0.5142857142857142,15,0,13,11,0.3142857142857143,7,0,6,11,0.3142857142857143,7,0,6,11,0.3142857142857143,7,0,6,5,0.14285714285714285,0,0,0,0_0_0_10_14_16,-25.0,1
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_008,0.23603656627207742,0.06624981629246955,0.24221832791089615,0.7715852466361092,13,0.37142857142857144,23,0.6571428571428571,19,1,11,14,0.4,6,1,2,14,0.4,6,1,2,14,0.4,6,1,2,12,0.34285714285714286,2,1,0,0_0_0_10_14_16,-26.0,1
1,0,1,35,1.0,1.3714285714285714,32,random_only,random_010,0.20999304786273928,0.06206464072938391,0.22677395444006665,0.7994130323822065,5,0.14285714285714285,18,0.5142857142857142,17,0,13,9,0.2571428571428571,7,0,4,8,0.22857142857142856,7,1,4,8,0.22857142857142856,7,1,4,4,0.11428571428571428,3,1,0,0_0_0_10_14_16,-24.0,2
1,0,1,35,0.9428571428571428,2.6,32,random_only,random_010,0.2249411236496376,0.06250008361555012,0.22851875591103776,0.7762568436701163,9,0.2571428571428571,23,0.6571428571428571,21,0,14,16,0.45714285714285713,13,0,7,16,0.45714285714285713,12,0,7,16,0.45714285714285713,12,0,7,10,0.2857142857142857,3,0,1,0_0_0_10_14_16,-25.0,2
1,0,1,35,0.9142857142857143,6.685714285714286,32,random_only,random_002,0.2447714734523088,0.06409114995377556,0.23452571193552094,0.7550280855769015,16,0.45714285714285713,25,0.7142857142857143,22,0,9,21,0.6,15,0,5,23,0.6571428571428571,16,0,7,23,0.6571428571428571,16,0,7,18,0.5142857142857142,7,0,2,0_0_0_10_14_16,-26.0,2
1,0,1,35,1.0,1.2285714285714286,32,random_only,random_007,0.19948747157198107,0.06391081893050907,0.2336911223758991,0.8146317353207262,6,0.17142857142857143,13,0.37142857142857144,14,1,8,6,0.17142857142857143,2,1,1,8,0.22857142857142856,2,0,2,8,0.22857142857142856,2,0,2,4,0.11428571428571428,2,2,0,0_0_0_10_14_16,-24.0,3
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_021,0.21011639741309585,0.06324824544123547,0.23043432532908875,0.7882330861708332,10,0.2857142857142857,19,0.5428571428571428,18,0,9,10,0.2857142857142857,7,3,3,10,0.2857142857142857,6,3,3,10,0.2857142857142857,6,3,3,8,0.22857142857142856,2,2,0,0_0_0_10_14_16,-25.0,3
1,0,1,35,0.8857142857142857,6.0285714285714285,32,random_only,random_002,0.2254908412956341,0.06332701614254721,0.23051408949374205,0.762695141600274,12,0.34285714285714286,26,0.7428571428571429,24,0,14,19,0.5428571428571428,11,0,7,21,0.6,11,0,9,21,0.6,12,0,9,13,0.37142857142857144,2,0,1,0_0_0_10_14_16,-26.0,3
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_031,0.2133439534416986,0.06550120434893157,0.2398359264075715,0.7996136791094347,4,0.11428571428571428,14,0.4,13,0,10,6,0.17142857142857143,6,1,3,8,0.22857142857142856,6,0,4,7,0.2,5,0,3,6,0.17142857142857143,2,0,2,0_0_0_10_14_16,-24.0,42
1,0,1,35,0.9428571428571428,3.5428571428571427,32,random_only,random_031,0.24143997148516125,0.06552780377880948,0.24007400098104675,0.7718235003559005,10,0.2857142857142857,21,0.6,19,0,11,11,0.3142857142857143,7,1,2,10,0.2857142857142857,7,1,1,10,0.2857142857142857,7,1,1,9,0.2571428571428571,2,1,0,0_0_0_10_14_16,-25.0,42
1,0,1,35,0.8857142857142857,10.057142857142857,32,random_only,random_031,0.23795932473101808,0.06372448096114663,0.23357783253798467,0.7489011836285867,17,0.4857142857142857,27,0.7714285714285715,26,2,12,18,0.5142857142857142,14,2,3,17,0.4857142857142857,12,2,2,17,0.4857142857142857,12,2,2,17,0.4857142857142857,3,0,0,0_0_0_10_14_16,-26.0,42
