packet_index,symbol_index,gt_bin,savaux_bin,nus_null_bin,savaux_correct,nus_null_correct,changed,fix,break,activated,sensed_delta_bin,sensed_stability,alternative_bin,savaux_glrt,alternative_glrt,savaux_nullability,alternative_nullability,dataset,snr_db,seed,echo_delay_samples
1,17,656,656,656,1,1,0,0,0,0,-175,2.2728476973134013,831,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,18,889,889,889,1,1,0,0,0,0,-175,2.2728476973134013,40,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,19,510,510,510,1,1,0,0,0,0,-175,2.2728476973134013,685,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,20,860,860,860,1,1,0,0,0,0,-175,2.2728476973134013,11,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,21,553,553,553,1,1,0,0,0,0,-175,2.2728476973134013,728,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,22,629,629,629,1,1,0,0,0,0,-175,2.2728476973134013,804,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,23,759,759,759,1,1,0,0,0,0,-175,2.2728476973134013,934,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,24,874,874,874,1,1,0,0,0,0,-175,2.2728476973134013,25,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,25,720,720,720,1,1,0,0,0,0,-175,2.2728476973134013,895,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,26,314,314,314,1,1,0,0,0,0,-175,2.2728476973134013,489,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,27,602,602,602,1,1,0,0,0,0,-175,2.2728476973134013,777,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,28,7,7,7,1,1,0,0,0,0,-175,2.2728476973134013,182,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,29,610,610,610,1,1,0,0,0,0,-175,2.2728476973134013,785,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,30,807,807,807,1,1,0,0,0,0,-175,2.2728476973134013,982,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,31,897,897,897,1,1,0,0,0,0,-175,2.2728476973134013,48,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,32,749,749,749,1,1,0,0,0,0,-175,2.2728476973134013,924,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,33,584,584,584,1,1,0,0,0,0,-175,2.2728476973134013,759,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,34,934,934,934,1,1,0,0,0,0,-175,2.2728476973134013,85,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,0,803,803,803,1,1,0,0,0,0,-305,2.128058364245913,84,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,1,826,826,826,1,1,0,0,0,0,-305,2.128058364245913,107,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,2,922,922,922,1,1,0,0,0,0,-305,2.128058364245913,203,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,3,718,718,718,1,1,0,0,0,0,-305,2.128058364245913,1023,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,4,86,86,86,1,1,0,0,0,0,-305,2.128058364245913,391,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,5,468,468,468,1,1,0,0,0,0,-305,2.128058364245913,773,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,6,89,89,89,1,1,0,0,0,0,-305,2.128058364245913,394,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,7,713,713,713,1,1,0,0,0,0,-305,2.128058364245913,1018,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,8,865,865,865,1,1,0,0,0,0,-305,2.128058364245913,146,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,9,492,492,492,1,1,0,0,0,0,-305,2.128058364245913,797,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,10,765,765,765,1,1,0,0,0,0,-305,2.128058364245913,46,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,11,1023,1023,1023,1,1,0,0,0,0,-305,2.128058364245913,304,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,12,597,597,597,1,1,0,0,0,0,-305,2.128058364245913,902,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,13,562,562,562,1,1,0,0,0,0,-305,2.128058364245913,867,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,14,478,478,478,1,1,0,0,0,0,-305,2.128058364245913,783,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,15,267,267,267,1,1,0,0,0,0,-305,2.128058364245913,572,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,16,917,917,917,1,1,0,0,0,0,-305,2.128058364245913,198,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,17,656,656,656,1,1,0,0,0,0,444,2.5250341195046833,212,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,18,889,889,889,1,1,0,0,0,0,444,2.5250341195046833,445,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,19,510,510,510,1,1,0,0,0,0,444,2.5250341195046833,66,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,20,860,860,860,1,1,0,0,0,0,444,2.5250341195046833,416,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,21,553,553,553,1,1,0,0,0,0,444,2.5250341195046833,109,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,22,629,629,629,1,1,0,0,0,0,444,2.5250341195046833,185,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,23,759,759,759,1,1,0,0,0,0,444,2.5250341195046833,315,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,24,874,874,874,1,1,0,0,0,0,444,2.5250341195046833,430,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,25,720,720,720,1,1,0,0,0,0,444,2.5250341195046833,276,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,26,314,314,314,1,1,0,0,0,0,444,2.5250341195046833,894,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,27,602,602,602,1,1,0,0,0,0,444,2.5250341195046833,158,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,28,7,7,7,1,1,0,0,0,0,444,2.5250341195046833,587,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,29,610,610,610,1,1,0,0,0,0,444,2.5250341195046833,166,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,30,775,775,775,1,1,0,0,0,0,444,2.5250341195046833,331,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,31,912,912,912,1,1,0,0,0,0,444,2.5250341195046833,468,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,32,768,768,768,1,1,0,0,0,0,444,2.5250341195046833,324,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,33,581,581,581,1,1,0,0,0,0,444,2.5250341195046833,137,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
2,34,93,93,93,1,1,0,0,0,0,444,2.5250341195046833,673,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,0,222,222,222,1,1,0,0,0,0,466,2.215118185656177,780,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,1,711,711,711,1,1,0,0,0,0,466,2.215118185656177,245,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,2,871,871,871,1,1,0,0,0,0,466,2.215118185656177,405,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,3,718,718,718,1,1,0,0,0,0,466,2.215118185656177,252,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,4,107,107,107,1,1,0,0,0,0,466,2.215118185656177,665,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,5,468,468,468,1,1,0,0,0,0,466,2.215118185656177,2,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,6,89,89,89,1,1,0,0,0,0,466,2.215118185656177,647,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,7,713,713,713,1,1,0,0,0,0,466,2.215118185656177,247,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,8,865,865,865,1,1,0,0,0,0,466,2.215118185656177,399,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,9,492,492,492,1,1,0,0,0,0,466,2.215118185656177,26,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,10,765,765,765,1,1,0,0,0,0,466,2.215118185656177,299,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,11,1023,1023,1023,1,1,0,0,0,0,466,2.215118185656177,557,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,12,597,597,597,1,1,0,0,0,0,466,2.215118185656177,131,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,13,562,562,562,1,1,0,0,0,0,466,2.215118185656177,96,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,14,478,478,478,1,1,0,0,0,0,466,2.215118185656177,12,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,15,267,267,267,1,1,0,0,0,0,466,2.215118185656177,825,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,16,917,917,917,1,1,0,0,0,0,466,2.215118185656177,451,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,17,656,656,656,1,1,0,0,0,0,-338,2.389432732972817,994,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,18,889,889,889,1,1,0,0,0,0,-338,2.389432732972817,203,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,19,510,510,510,1,1,0,0,0,0,-338,2.389432732972817,848,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,20,860,860,860,1,1,0,0,0,0,-338,2.389432732972817,174,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,21,553,553,553,1,1,0,0,0,0,-338,2.389432732972817,891,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,22,629,629,629,1,1,0,0,0,0,-338,2.389432732972817,967,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,23,759,759,759,1,1,0,0,0,0,-338,2.389432732972817,73,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,24,874,874,874,1,1,0,0,0,0,-338,2.389432732972817,188,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,25,720,720,720,1,1,0,0,0,0,-338,2.389432732972817,34,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,26,314,314,314,1,1,0,0,0,0,-338,2.389432732972817,652,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,27,602,602,602,1,1,0,0,0,0,-338,2.389432732972817,940,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,28,7,7,7,1,1,0,0,0,0,-338,2.389432732972817,345,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,29,610,610,610,1,1,0,0,0,0,-338,2.389432732972817,948,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,30,778,778,778,1,1,0,0,0,0,-338,2.389432732972817,92,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,31,897,897,897,1,1,0,0,0,0,-338,2.389432732972817,211,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,32,740,740,740,1,1,0,0,0,0,-338,2.389432732972817,54,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,33,590,590,590,1,1,0,0,0,0,-338,2.389432732972817,928,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
3,34,930,930,930,1,1,0,0,0,0,-338,2.389432732972817,244,nan,nan,nan,nan,0_0_0_10_14_16,-20.0,44,0
1,0,222,222,222,1,1,0,0,0,0,389,2.3696073426511264,857,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,1,826,826,826,1,1,0,0,0,0,389,2.3696073426511264,437,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,2,922,922,922,1,1,0,0,0,0,389,2.3696073426511264,533,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,3,718,718,718,1,1,0,0,0,0,389,2.3696073426511264,329,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,4,107,107,107,1,1,0,0,0,0,389,2.3696073426511264,742,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,5,468,468,468,1,1,0,0,0,0,389,2.3696073426511264,79,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,6,89,89,89,1,1,0,0,0,0,389,2.3696073426511264,724,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,7,713,713,713,1,1,0,0,0,0,389,2.3696073426511264,324,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,8,865,865,865,1,1,0,0,0,0,389,2.3696073426511264,476,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,9,492,492,492,1,1,0,0,0,0,389,2.3696073426511264,103,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,10,765,765,765,1,1,0,0,0,0,389,2.3696073426511264,376,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,11,1023,1023,1023,1,1,0,0,0,0,389,2.3696073426511264,634,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,12,597,597,597,1,1,0,0,0,0,389,2.3696073426511264,208,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,13,562,562,562,1,1,0,0,0,0,389,2.3696073426511264,173,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,14,478,478,478,1,1,0,0,0,0,389,2.3696073426511264,89,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,15,267,267,267,1,1,0,0,0,0,389,2.3696073426511264,902,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,16,917,917,917,1,1,0,0,0,0,389,2.3696073426511264,528,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,17,656,656,656,1,1,0,0,0,0,-175,2.3120643694318725,831,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,18,889,889,889,1,1,0,0,0,0,-175,2.3120643694318725,40,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,19,510,510,510,1,1,0,0,0,0,-175,2.3120643694318725,685,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,20,860,860,860,1,1,0,0,0,0,-175,2.3120643694318725,11,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,21,553,553,553,1,1,0,0,0,0,-175,2.3120643694318725,728,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,22,629,629,629,1,1,0,0,0,0,-175,2.3120643694318725,804,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,23,759,759,759,1,1,0,0,0,0,-175,2.3120643694318725,934,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,24,874,874,874,1,1,0,0,0,0,-175,2.3120643694318725,25,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,25,720,720,720,1,1,0,0,0,0,-175,2.3120643694318725,895,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,26,314,314,314,1,1,0,0,0,0,-175,2.3120643694318725,489,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,27,602,602,602,1,1,0,0,0,0,-175,2.3120643694318725,777,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,28,7,7,7,1,1,0,0,0,0,-175,2.3120643694318725,182,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,29,610,610,610,1,1,0,0,0,0,-175,2.3120643694318725,785,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,30,807,807,807,1,1,0,0,0,0,-175,2.3120643694318725,982,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,31,897,897,897,1,1,0,0,0,0,-175,2.3120643694318725,48,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,32,749,749,749,1,1,0,0,0,0,-175,2.3120643694318725,924,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,33,584,584,584,1,1,0,0,0,0,-175,2.3120643694318725,759,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,34,934,934,934,1,1,0,0,0,0,-175,2.3120643694318725,85,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,0,803,803,803,1,1,0,0,0,0,-49,2.15387581017076,852,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,1,826,826,826,1,1,0,0,0,0,-49,2.15387581017076,875,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,2,922,922,922,1,1,0,0,0,0,-49,2.15387581017076,971,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,3,718,718,718,1,1,0,0,0,0,-49,2.15387581017076,767,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,4,86,86,86,1,1,0,0,0,0,-49,2.15387581017076,135,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,5,468,468,468,1,1,0,0,0,0,-49,2.15387581017076,517,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,6,89,89,89,1,1,0,0,0,0,-49,2.15387581017076,138,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,7,713,713,713,1,1,0,0,0,0,-49,2.15387581017076,762,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,8,865,865,865,1,1,0,0,0,0,-49,2.15387581017076,914,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,9,492,492,492,1,1,0,0,0,0,-49,2.15387581017076,541,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,10,765,765,765,1,1,0,0,0,0,-49,2.15387581017076,814,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,11,1023,1023,1023,1,1,0,0,0,0,-49,2.15387581017076,48,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,12,597,597,597,1,1,0,0,0,0,-49,2.15387581017076,646,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,13,562,562,562,1,1,0,0,0,0,-49,2.15387581017076,611,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,14,478,478,478,1,1,0,0,0,0,-49,2.15387581017076,527,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,15,267,267,267,1,1,0,0,0,0,-49,2.15387581017076,316,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,16,917,917,917,1,1,0,0,0,0,-49,2.15387581017076,966,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,17,656,656,656,1,1,0,0,0,0,444,2.563592561846739,212,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,18,889,889,889,1,1,0,0,0,0,444,2.563592561846739,445,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,19,510,510,510,1,1,0,0,0,0,444,2.563592561846739,66,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,20,860,860,860,1,1,0,0,0,0,444,2.563592561846739,416,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,21,553,553,553,1,1,0,0,0,0,444,2.563592561846739,109,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,22,629,629,629,1,1,0,0,0,0,444,2.563592561846739,185,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,23,759,759,759,1,1,0,0,0,0,444,2.563592561846739,315,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,24,874,874,874,1,1,0,0,0,0,444,2.563592561846739,430,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,25,720,720,720,1,1,0,0,0,0,444,2.563592561846739,276,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,26,314,314,314,1,1,0,0,0,0,444,2.563592561846739,894,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,27,602,602,602,1,1,0,0,0,0,444,2.563592561846739,158,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,28,7,7,7,1,1,0,0,0,0,444,2.563592561846739,587,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,29,610,610,610,1,1,0,0,0,0,444,2.563592561846739,166,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,30,775,775,775,1,1,0,0,0,0,444,2.563592561846739,331,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,31,912,912,912,1,1,0,0,0,0,444,2.563592561846739,468,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,32,768,768,768,1,1,0,0,0,0,444,2.563592561846739,324,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,33,581,581,581,1,1,0,0,0,0,444,2.563592561846739,137,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
2,34,93,93,93,1,1,0,0,0,0,444,2.563592561846739,673,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,0,222,222,222,1,1,0,0,0,0,466,2.1924716352205587,780,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,1,711,711,711,1,1,0,0,0,0,466,2.1924716352205587,245,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,2,871,871,871,1,1,0,0,0,0,466,2.1924716352205587,405,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,3,718,718,718,1,1,0,0,0,0,466,2.1924716352205587,252,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,4,107,107,107,1,1,0,0,0,0,466,2.1924716352205587,665,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,5,468,468,468,1,1,0,0,0,0,466,2.1924716352205587,2,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,6,89,89,89,1,1,0,0,0,0,466,2.1924716352205587,647,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,7,713,713,713,1,1,0,0,0,0,466,2.1924716352205587,247,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,8,865,865,865,1,1,0,0,0,0,466,2.1924716352205587,399,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,9,492,492,492,1,1,0,0,0,0,466,2.1924716352205587,26,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,10,765,765,765,1,1,0,0,0,0,466,2.1924716352205587,299,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,11,1023,1023,1023,1,1,0,0,0,0,466,2.1924716352205587,557,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,12,597,597,597,1,1,0,0,0,0,466,2.1924716352205587,131,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,13,562,562,562,1,1,0,0,0,0,466,2.1924716352205587,96,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,14,478,478,478,1,1,0,0,0,0,466,2.1924716352205587,12,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,15,267,267,267,1,1,0,0,0,0,466,2.1924716352205587,825,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,16,917,917,917,1,1,0,0,0,0,466,2.1924716352205587,451,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,17,656,656,656,1,1,0,0,0,0,442,2.54532371912815,214,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,18,889,889,889,1,1,0,0,0,0,442,2.54532371912815,447,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,19,510,510,510,1,1,0,0,0,0,442,2.54532371912815,68,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,20,860,860,860,1,1,0,0,0,0,442,2.54532371912815,418,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,21,553,553,553,1,1,0,0,0,0,442,2.54532371912815,111,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,22,629,629,629,1,1,0,0,0,0,442,2.54532371912815,187,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,23,759,759,759,1,1,0,0,0,0,442,2.54532371912815,317,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,24,874,874,874,1,1,0,0,0,0,442,2.54532371912815,432,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,25,720,720,720,1,1,0,0,0,0,442,2.54532371912815,278,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,26,314,314,314,1,1,0,0,0,0,442,2.54532371912815,896,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,27,602,602,602,1,1,0,0,0,0,442,2.54532371912815,160,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,28,7,7,7,1,1,0,0,0,0,442,2.54532371912815,589,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,29,610,610,610,1,1,0,0,0,0,442,2.54532371912815,168,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,30,778,778,778,1,1,0,0,0,0,442,2.54532371912815,336,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,31,897,897,897,1,1,0,0,0,0,442,2.54532371912815,455,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,32,740,740,740,1,1,0,0,0,0,442,2.54532371912815,298,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,33,590,590,590,1,1,0,0,0,0,442,2.54532371912815,148,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
3,34,930,930,930,1,1,0,0,0,0,442,2.54532371912815,488,nan,nan,nan,nan,0_0_0_10_14_16,-22.0,44,0
1,0,222,222,222,1,1,0,0,0,0,200,2.265255636727974,22,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,1,826,826,826,1,1,0,0,0,0,200,2.265255636727974,626,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,2,922,922,922,1,1,0,0,0,0,200,2.265255636727974,722,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,3,718,718,718,1,1,0,0,0,0,200,2.265255636727974,518,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,4,107,107,107,1,1,0,0,0,0,200,2.265255636727974,931,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,5,468,468,468,1,1,0,0,0,0,200,2.265255636727974,268,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,6,89,89,89,1,1,0,0,0,0,200,2.265255636727974,913,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,7,713,713,713,1,1,0,0,0,0,200,2.265255636727974,513,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,8,865,865,865,1,1,0,0,0,0,200,2.265255636727974,665,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,9,492,492,492,1,1,0,0,0,0,200,2.265255636727974,292,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
1,10,765,765,765,1,1,0,0,0,0,200,2.265255636727974,565,nan,nan,nan,nan,0_0_0_10_14_16,-24.0,44,0
