raw_bin,bank_kind,pattern_count,offpacket_windows,packet_target_count,diag_cv,mean_abs_corr,max_abs_corr,target_synth_vs_hard_residual,target_packet_vs_hard_residual,target_packet_phase_std,range_hard_residual_1e_m3,range_hard_residual_1e_m6,range_synth_residual_1e_m3,range_synth_residual_1e_m6,eff_white_hard,eff_empirical_hard,eff_shrink_hard,eff_empirical_synth,eff_shrink_synth,range_packet_residual_1e_m3,range_packet_residual_1e_m6,eff_empirical_packet,eff_shrink_packet,dataset
89,fixed,4,256,12,0.6456454347494787,0.4418442954856101,0.6833869312837156,6.723960089118602e-10,0.022731746500649932,0.01589589120893113,4.0052514193785063e-16,4.0052514193785063e-16,4.621743314950579e-16,4.621743314950579e-16,3.9999999999999996,46.27244374227632,10.04742005361966,46.27244387572303,10.047420054326235,4.623795957551063e-16,4.623795957551063e-16,42.98282811573827,10.166028984863093,0_0_0_10_14_8
874,fixed,4,256,11,0.032969767334215735,0.9991174875494212,0.9995009765780591,2.585500457483794e-09,0.019914029104376795,0.012527448620538837,0.02869226885036228,8.765644717472407e-16,0.028692269591979316,9.070866105374917e-16,3.9999999999999996,0.010260217341159845,0.013437722346971449,0.010260217320959811,0.013437722189773276,0.012899062683250298,9.445955650024867e-16,0.010271033979703002,0.013789127783558038,0_0_0_10_14_8
467,fixed,4,256,10,0.606974752826641,0.4604607985598035,0.8638742028364517,3.424784933292728e-09,0.019629950085009288,0.013669601994888255,7.099750624909365e-16,7.099750624909365e-16,6.29497877350034e-16,6.29497877350034e-16,3.9999999999999996,153.8031681482024,16.104335342728174,153.8031677573991,16.104335298441296,6.820567426285108e-16,6.820567426285108e-16,157.1499349614001,16.09950034644078,0_0_0_10_14_8
713,fixed,4,256,10,0.42910883007052186,0.462011208727898,0.8366115679434517,2.906645647709472e-09,0.022729200835213233,0.016720783531638885,6.281708537033265e-16,6.281708537033265e-16,6.557553138940061e-16,6.557553138940061e-16,3.9999999999999996,97.63235814231449,14.34917666397828,97.63235775676493,14.349176616987064,6.47103500487659e-16,6.47103500487659e-16,100.52221624252246,14.43924906768623,0_0_0_10_14_8
865,fixed,4,256,10,0.4380001721246448,0.7779836314750193,0.9027067908318234,1.956735466232251e-09,0.021018669230589645,0.015154986860285524,1.126123620874811e-15,1.126123620874811e-15,1.1695227437066221e-15,1.1695227437066221e-15,3.9999999999999996,159.60748451279983,9.283944723498491,159.6074843369365,9.28394470201585,1.15989471472621e-15,1.15989471472621e-15,165.0680986987179,9.557643551695035,0_0_0_10_14_8
405,fixed,4,256,10,0.8735763378165428,0.47850462777380104,0.6377355524957902,3.1923486714501094e-09,0.02111898701043906,0.016251836553271077,6.185967854150764e-16,6.185967854150764e-16,6.234595228488933e-16,6.234595228488933e-16,3.9999999999999996,110.39248355693228,11.308986883487693,110.39248400669332,11.308986864161618,5.692670712415838e-16,5.692670712415838e-16,107.20162811342205,11.228693399769908,0_0_0_10_14_8
89,basic_only,56,256,12,0.5709060812968886,0.58421857184294,0.9831616061941458,1.0738824709703876e-09,0.018419676348882,0.013374365693223058,0.4771789231402176,0.4771789231402176,0.4771789230775374,0.4771789230775374,4.0,10.435564254015373,14.545145976223203,10.435564259535077,14.54514597395939,0.47468030613355827,0.47468030613355827,10.451212181793116,14.551426186975903,0_0_0_10_14_8
874,basic_only,56,256,11,0.0367789134823813,0.9992140088919068,0.9999678581248297,2.1537358457235945e-09,0.017276857308460628,0.011589136922427058,0.025052117848117072,0.02319135575927166,0.02505211812017815,0.023191356147712897,4.0,0.010264235294869046,0.01282207493982979,0.010264235274958275,0.012822074914957349,0.01574555628655174,0.013331422121260617,0.010271199862957495,0.01283077093345286,0_0_0_10_14_8
467,basic_only,56,256,10,0.532793365755224,0.47351575061437245,0.9900828132058153,2.5741406177560764e-09,0.018138930382929595,0.012854521164480893,0.6111172059338706,0.6111172059338706,0.6111172056938002,0.6111172056938002,3.9999999999999996,27.310423792769235,18.110276998359886,27.310423736830398,18.110276940163832,0.6135038332656259,0.6135038332656259,27.15453365008325,18.191361970324873,0_0_0_10_14_8
713,basic_only,56,256,10,0.4923506677935529,0.5323116331969773,0.9934136332858768,2.3020784951246545e-09,0.01814949422789278,0.013066195222108477,0.5903742655043722,0.5903742655043722,0.5903742652649255,0.5903742652649255,3.9999999999999973,16.07946743129769,16.970950601923178,16.079467381994263,16.97095053828395,0.5934217301892343,0.5934217301892343,15.994498701336525,17.090435734166803,0_0_0_10_14_8
865,basic_only,56,256,10,0.5117518664127751,0.751574852960416,0.9984378225821813,1.4210663450618335e-09,0.01796703191911788,0.01280747113266578,0.46600278927050454,0.46600278927050454,0.4660027893009163,0.4660027893009163,3.9999999999999982,8.78268071579223,14.077513746182404,8.782680687520989,14.077513723233247,0.47542509386751114,0.47542509386751114,9.097095115674197,14.578604176644927,0_0_0_10_14_8
405,basic_only,56,256,10,0.5503819806361305,0.5684684566633166,0.9802672700131646,2.2583331253086874e-09,0.0180886814096204,0.013231408859078074,0.5834456052620268,0.5834456052620268,0.5834456056427101,0.5834456056427101,4.000000000000001,8.25627895757363,16.524931196390437,8.256278920578957,16.52493116676294,0.5840281727154948,0.5840281727154948,8.30219908063435,16.57122165754316,0_0_0_10_14_8
89,random_only,64,256,12,0.45268568452946184,0.489409253925093,0.9866811649157561,1.1915728371148797e-09,0.005253929027863975,0.0039929164687066395,0.5147395758951182,0.5147395758951182,0.5147395759614561,0.5147395759614561,3.8224580529159513,5.338662311955059,17.237166482296743,5.33866231260985,17.237166490383434,0.51384563446986,0.51384563446986,5.344623762368,17.18449496419356,0_0_0_10_14_8
874,random_only,64,256,11,0.01716903003285839,0.9957509215758795,0.999802456567267,1.6104462800007049e-09,0.005386639559703507,0.0035125333620043666,0.014033862994023615,0.013875513828945944,0.014033862997783695,0.013875513839169264,3.8224580529159518,0.010307529772359594,0.01287544393254244,0.010307529753544504,0.012875443908995495,0.015318957101943208,0.015017815379830097,0.010316712226516155,0.01288672120172298,0_0_0_10_14_8
