dataset,file_samples,file_exact_zero_fraction,header_exact_zero_fraction,payload_exact_zero_fraction,header_to_payload_packet_zero_rate_correlation,paired_packet_count,covariance_source,header_residual_count,header_residual_power,regularized_psd_mean,regularized_psd_color_cv,regularized_psd_flatness,regularized_psd_p95_to_p05_db,header_residual_lag1_abs_correlation,header_residual_osr_offset_power_cv,header_residual_q0_power,header_residual_q1_power,header_residual_q2_power,header_residual_q3_power,payload_q0_exact_zero_fraction,payload_q1_exact_zero_fraction,payload_q2_exact_zero_fraction,payload_q3_exact_zero_fraction
0_0_0_10_14_8,29485411,0.9235948924028904,0.0062957763671875,0.004662272135416667,0.9618019202855829,10,clean_header_residual_circulant,80,6.33969308465362e-05,6.33969308465362e-05,1.7018573337483498,0.35596968560616815,15.74515349427154,0.7086034810479251,0.01615582427229321,6.191158280175444e-05,6.33702687766202e-05,6.480336988521256e-05,6.350250192255765e-05,0.004580078125,0.004694010416666667,0.004632161458333333,0.0047428385416666665
0_0_0_10_14_16,28249920,0.8682243701929068,0.01901799982244318,0.01844149502840909,0.7970847987785908,11,clean_header_residual_circulant,88,4.4541683987621064e-05,4.454168398762108e-05,1.6004783961416187,0.44294006078313897,14.581154453896087,0.6520808743719835,0.020004026187581205,4.33029548640384e-05,4.439729629634157e-05,4.580935568601204e-05,4.465712910409229e-05,0.01856652462121212,0.018590198863636363,0.018332741477272728,0.01827651515151515
0_0_0_10_14_32,30551040,0.8541922631766382,0.08751133510044642,0.09986862909226192,0.9988665774623847,7,clean_header_residual_circulant,56,4.4916755741688395e-05,4.491675574168839e-05,1.54311365382677,0.4569611262566935,14.41029162184126,0.6485781030736884,0.015277076140110252,4.4002794735406834e-05,4.469924571208815e-05,4.59071764040419e-05,4.5057806115216664e-05,0.10029761904761905,0.09980933779761905,0.099609375,0.09975818452380952
