capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
xcopy_aligned_raw_low4,low1_win4,60.470340|66.471804|69.472536|72.473268|75.474002|78.474732|81.475466|84.476198|87.476928|90.477662|93.478392|96.479122,,12,0,12,588,99.15992,500000.0,125000.0,-17.12981513005898,-16.8003048706028,-17.785449058849977,-15.139976428454375,-15.257008|-17.351629|-16.677652|-16.958236|-17.651517|-17.785449|-17.509330|-17.301394|-16.261226|-15.139976|-16.312502|-17.397739,12,15.572745466656773,15.225212756303614,31/588,31,0.05272108843537415,2,0.003401360544217687,gls_crossfit,2,0.003401360544217687,0.003401360544217687,0.003401360544217687
