packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,48,0,0,0,0,0,1.0000,-0.1372,-0.1372,0.3491,0.3491,16,8,phase_checksum_beam,7.0317,174950,-0.0023,-0.1372,0.0000,0.0000,-0.0335,0.3491,2,0.0000,0.0000,,25,35,,0
3,3,1,180,0,0,0,0,0,1.0000,0.3827,0.3827,0.8449,0.8449,16,8,argmax,,,-0.0073,0.3827,0.0000,0.0000,0.0712,0.8449,2,0.0056,0.0000,,97,35,,0
5,5,1,24,0,0,0,0,0,1.0000,-0.2469,-0.2469,0.6642,0.6642,16,8,phase_checksum_beam,6.7284,174950,-0.0155,-0.2469,0.0000,0.0000,0.0709,0.6642,2,0.0000,0.0000,,16,35,,0
6,6,1,80,2,2,2,0,0,0.9750,0.2846,0.2846,0.6515,0.6515,16,8,phase_checksum_beam,6.8759,174950,-0.0082,0.2846,0.0000,0.0000,0.0438,0.6515,2,0.0125,0.0250,,49,35,,0
