dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,predicted_phase_rad,predicted_fractional_bin,predicted_timing_offset_chips,timing_offset_at_reference_chips,timing_slope_chips_per_symbol,timing_fit_consistency,timing_grid_contrast,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency,gls_candidate_loss_db
0_0_0_10_14_32,-22.0,42,0,0,8,803,130,711,711,711,711,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.11728859706541706,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.8745840942660976,1.0716088217393038,711|470|814|346|89|404|339|1009,0.87458409|0.88699834|0.90810414|0.65925493|0.8170599|0.99312942|0.41691118|0.96737671,0|-1.0113214|-2.2582528|-2.3837447|-2.7455584|-3.2089524|-3.2951692|-3.3012921
0_0_0_10_14_32,-22.0,42,0,1,9,711,885,711,711,711,711,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.09720176314170598,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.8858737369273255,-0.7635523005079902,711|278|44|336|23|187|274|986,0.88587374|0.76208977|0.98795444|0.97800406|0.73588147|0.60331494|0.98946398|0.95140549,0|-0.42308761|-0.6237171|-1.1011216|-1.1822347|-1.643214|-1.69769|-1.7287556
0_0_0_10_14_32,-22.0,42,0,2,10,922,971,922,922,922,922,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.07711492921799484,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9935063921834152,-0.3029624475010002,922|550|202|808|813|638|664|687,0.99350639|0.79104551|0.93700391|0.85098189|0.66675713|0.60026608|0.95987591|0.97392076,0|-2.9445074|-3.3481046|-3.417932|-3.4807596|-3.8156641|-3.9414287|-3.9988584
0_0_0_10_14_32,-22.0,42,0,3,11,718,954,718,718,718,718,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.057028095294283765,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.7672792861845873,1.3603596646277196,718|265|400|312|825|25|716|493,0.76727929|0.91019444|0.92994488|0.97708443|0.59272377|0.9224212|0.99301668|0.96057211,0|-0.93649203|-0.98081988|-1.6490773|-1.8202393|-1.9549362|-2.3684399|-2.5647876
0_0_0_10_14_32,-22.0,42,0,4,12,107,28,599,599,599,599,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.03694126137057263,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9926311486860915,0.1844745493842991,599|514|189|897|505|679|694|818,0.99263115|0.92529399|0.97558497|0.94244553|0.78516526|0.88960649|0.85951878|0.83559104,0|-0.23461109|-0.53895885|-0.66720997|-0.86363768|-1.0595233|-1.1383063|-1.2464548
0_0_0_10_14_32,-22.0,42,0,5,13,468,223,468,468,468,468,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,-0.016854427446861497,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.659088213205338,1.2031699699060976,468|546|156|846|389|474|1008|714,0.65908821|0.97427398|0.9689139|0.97528315|0.98692877|0.62053311|0.8852155|0.43009385,0|-2.2873777|-2.6091638|-2.6932499|-2.9102317|-3.0932239|-3.1119|-3.2134225
0_0_0_10_14_32,-22.0,42,0,6,14,89,697,189,189,633,633,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.0032324064768496363,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9506016180428659,-0.09060985253794335,189|633|619|772|129|319|784|417,0.84346386|0.95060162|0.70336517|0.97052001|0.84135501|0.51530403|0.88115666|0.46833148,0|-0.1215154|-0.92240718|-1.1834657|-1.2913028|-1.4166371|-1.7209761|-1.7619076
0_0_0_10_14_32,-22.0,42,0,7,15,713,777,501,501,982,982,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.02331924040056066,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9719091494633461,-0.2432108325365245,501|982|776|872|905|20|531|192,0.2268926|0.97190915|0.99201036|0.8066654|0.96606046|0.76150789|0.73633284|0.81287989,0|-0.53629682|-0.74537031|-0.81483409|-0.88423881|-1.1095597|-1.2881962|-1.2888772
0_0_0_10_14_32,-22.0,42,0,8,16,865,572,171,171,171,171,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.04340607432427179,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.934116595882257,-0.30351810302172405,171|396|676|272|906|838|618|82,0.9341166|0.92724929|0.53959755|0.88029925|0.77290363|0.91031993|0.86257725|0.88497183,0|-0.47139968|-0.59297042|-1.0437527|-1.1279923|-1.3839904|-1.6919749|-1.6977268
0_0_0_10_14_32,-22.0,42,0,9,17,492,220,492,492,193,193,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.06349290824798293,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9482396520308747,-0.9310324195394207,492|193|934|493|51|159|739|297,0.55328388|0.94823965|0.95275941|0.9857352|0.78152102|0.69755976|0.85891089|0.48547873,0|-0.56844014|-0.98425936|-1.0539259|-1.2143057|-1.4517232|-1.4632842|-1.6093098
0_0_0_10_14_32,-22.0,42,0,10,18,765,43,896,896,896,896,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.08357974217169406,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9492753229905452,-1.1399798819902003,896|634|344|44|211|765|43|925,0.94927532|0.30521311|0.83372102|0.9856466|0.89635724|0.91594754|0.65626205|0.99354827,0|-0.41587857|-0.65004186|-0.75244253|-0.8832388|-1.1364874|-1.5312446|-1.6783949
0_0_0_10_14_32,-22.0,42,0,11,19,1023,621,693,693,693,693,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.10366657609540508,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.8420007636582493,-0.28688984634567116,693|477|338|593|299|215|937|329,0.84200076|0.93712435|0.896568|0.88008214|0.48619123|0.85671477|0.91569939|0.74668186,0|-0.71070943|-0.88645829|-0.89528674|-1.3094135|-1.3858912|-1.3922716|-1.5371788
0_0_0_10_14_32,-22.0,42,0,12,20,597,331,539,539,47,47,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.12375341001911622,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9577676663988112,0.5032717296284634,539|886|47|854|153|365|830|171,0.55208137|0.82896141|0.95776767|0.97587964|0.93407719|0.78843857|0.92620434|0.90751304,0|-0.077310287|-0.16472627|-0.84195554|-0.85123431|-1.0501495|-1.318584|-1.3272951
0_0_0_10_14_32,-22.0,42,0,13,21,562,947,262,262,262,262,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.14384024394282735,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.706265196159618,1.4979631854863213,262|568|562|450|184|1001|838|160,0.7062652|0.57438213|0.64703035|0.50279951|0.99246389|0.98440583|0.91229269|0.56430252,0|-1.4095759|-1.5391996|-1.6114609|-1.7005868|-1.7168222|-1.7420006|-1.7877368
0_0_0_10_14_32,-22.0,42,0,14,22,478,3,839,839,839,839,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.16392707786653848,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.994324671539237,-0.36575916419473065,839|656|205|335|808|211|167|203,0.99432467|0.85515165|0.80707054|0.79694824|0.86121148|0.64954773|0.64530036|0.5679699,0|-1.5232374|-2.3909662|-2.6803135|-2.704196|-2.9234672|-2.9351404|-2.9578673
0_0_0_10_14_32,-22.0,42,0,15,23,267,856,437,437,437,437,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.18401391179024962,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9781134327948564,0.19637691959779793,437|171|101|732|632|287|329|888,0.97811343|0.83043572|0.67703782|0.95142992|0.99005747|0.61300126|0.7985664|0.99707103,0|-0.35638851|-0.47927855|-0.98842877|-1.0208668|-1.202688|-1.2074726|-1.6463888
0_0_0_10_14_32,-22.0,42,0,16,24,917,567,984,984,984,984,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.20410074571396064,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9661288129753868,1.143847140746307,984|453|935|166|550|917|163|397,0.96612881|0.90750531|0.88157286|0.41718046|0.80049944|0.95537306|0.6274341|0.90938915,0|-0.32904069|-0.42325914|-0.48335165|-0.59854787|-0.7924453|-0.95943614|-0.9643113
0_0_0_10_14_32,-22.0,42,0,17,25,656,531,224,224,224,224,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.22418757963767177,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9690218218898028,0.7345028620727998,224|381|207|65|347|714|37|278,0.96902182|0.71811179|0.68730699|0.78082889|0.87491493|0.89900928|0.88828224|0.90375023,0|-0.14639339|-0.16715413|-0.1753222|-0.24975553|-0.42596958|-0.67745133|-0.84404992
0_0_0_10_14_32,-22.0,42,0,18,26,889,456,553,553,553,553,1,1,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.2442744135613829,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.8898759739803919,-0.4908440971670732,553|889|894|460|699|746|364|1002,0.88987597|0.85981635|0.77301539|0.69029234|0.58749645|0.9209822|0.57083433|0.88729861,0|-0.0067627262|-1.3614206|-1.4265727|-1.5168293|-1.583493|-1.6738799|-1.6934914
0_0_0_10_14_32,-22.0,42,0,19,27,510,525,633,633,633,633,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.26436124748509404,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.617574858607829,0.5958076211715531,633|933|184|320|783|82|340|733,0.61757486|0.89718779|0.75335449|0.58141337|0.75401037|0.85984103|0.80778249|0.99420715,0|-0.76383188|-0.81178395|-0.81238819|-0.87703473|-1.0511408|-1.3189602|-1.3943626
0_0_0_10_14_32,-22.0,42,0,20,28,860,500,340,340,340,340,0,0,8,0.8775730320019337,0.9283126162519879,0.27849378487559634,0.28444808140880506,-0.011386518497018244,-0.051122194513715746,-0.051122194513715746,0.0,0.9283126162519879,0.1619886047874708,0.17652412071063722,0.9166309568072343,0.4699316740921533,340|830|335|82|438|135|598|361,0.91663096|0.9409843|0.82530432|0.99233328|0.70559804|0.94427312|0.89933094|0.67089774,0|-0.050374474|-1.2347558|-1.3962606|-1.3992755|-1.4131161|-1.8273378|-1.8795269
