dataset,target_snr_db,noise_seed,packet_count,center_symbol_ser,multi_symbol_ser,pure_symbol_ser,pure_gain_vs_center,pure_gain_vs_multi,pure_crc_valid_rate,mean_phase_score,mean_amp_score,mean_candidate_count,mean_selected_energy_drop_db,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_16,-24.0,42,11,0.8337662337662337,0.5168831168831168,0.9454545454545454,-0.11168831168831166,-0.4285714285714285,0.0,0.9949243497538874,0.6754029066122853,32.0,-1.8526742788257329,0.9423038587405717,0.031439903063109315
mean,-24.0,mean,11,0.8337662337662337,0.5168831168831168,0.9454545454545454,-0.11168831168831166,-0.4285714285714285,0.0,0.9949243497538874,0.6754029066122853,32.0,-1.8526742788257329,0.9423038587405717,0.031439903063109315
