dataset,snr_db,seed,bank_kind,pattern_count,symbol_count,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,savaux_mean_gt_floor_db,plain_coherent_ser,plain_coherent_mean_gt_rank,plain_coherent_mean_gt_margin_db,plain_coherent_mean_gt_floor_db,plain_coherent_fix_vs_savaux,plain_coherent_break_vs_savaux,plain_coherent_changes_vs_savaux,lora_coherent_ser,lora_coherent_mean_gt_rank,lora_coherent_mean_gt_margin_db,lora_coherent_mean_gt_floor_db,lora_coherent_fix_vs_savaux,lora_coherent_break_vs_savaux,lora_coherent_changes_vs_savaux,lora_mean_power_ser,lora_mean_power_mean_gt_rank,lora_mean_power_mean_gt_margin_db,lora_mean_power_mean_gt_floor_db,lora_mean_power_fix_vs_savaux,lora_mean_power_break_vs_savaux,lora_mean_power_changes_vs_savaux,lora_best_power_ser,lora_best_power_mean_gt_rank,lora_best_power_mean_gt_margin_db,lora_best_power_mean_gt_floor_db,lora_best_power_fix_vs_savaux,lora_best_power_break_vs_savaux,lora_best_power_changes_vs_savaux,lora_stable_power_ser,lora_stable_power_mean_gt_rank,lora_stable_power_mean_gt_margin_db,lora_stable_power_mean_gt_floor_db,lora_stable_power_fix_vs_savaux,lora_stable_power_break_vs_savaux,lora_stable_power_changes_vs_savaux,lora_adaptive_gls_ser,lora_adaptive_gls_mean_gt_rank,lora_adaptive_gls_mean_gt_margin_db,lora_adaptive_gls_mean_gt_floor_db,lora_adaptive_gls_fix_vs_savaux,lora_adaptive_gls_break_vs_savaux,lora_adaptive_gls_changes_vs_savaux,lora_offpacket_gls_ser,lora_offpacket_gls_mean_gt_rank,lora_offpacket_gls_mean_gt_margin_db,lora_offpacket_gls_mean_gt_floor_db,lora_offpacket_gls_fix_vs_savaux,lora_offpacket_gls_break_vs_savaux,lora_offpacket_gls_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.35714285714285715,10.342857142857143,7.415727515308537,25.87564368641081,0.5714285714285714,77.54285714285714,-0.42913891712116803,21.71207703999382,0,15,33,0.35714285714285715,10.342857142857143,7.415727507338592,25.87564357299855,0,0,0,0.38571428571428573,26.82857142857143,3.68884886934972,19.62060458599011,0,2,15,0.4142857142857143,53.75714285714286,1.3367271232108724,17.115787211243653,1,5,22,0.35714285714285715,10.371428571428572,7.358642734857597,31.94976777667976,0,0,6,0.3,5.328571428571428,8.521694083026985,27.774212746328757,4,0,11,0.35714285714285715,10.342857142857143,7.415727507338592,25.87564357299855,0,0,0
0_0_0_10_14_16,-24.0,42,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.35714285714285715,18.02857142857143,6.879345797656466,25.328419525584966,0.5714285714285714,89.28571428571429,-0.7640032786655898,21.327768784509452,0,15,33,0.35714285714285715,18.02857142857143,6.879345815003553,25.328419929034848,0,0,0,0.4,41.857142857142854,3.317082845150025,19.23025745846682,0,3,16,0.44285714285714284,69.75714285714285,1.0422197563929203,16.803615233642223,0,6,23,0.37142857142857144,18.557142857142857,6.668833064661939,31.23308804387734,0,1,7,0.32857142857142857,8.357142857142858,8.073049331488267,27.26162335468539,4,2,13,0.35714285714285715,18.02857142857143,6.879345815003553,25.328419929034848,0,0,0
0_0_0_10_14_16,-25.0,42,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.4142857142857143,29.857142857142858,6.343521232111166,24.779625850329843,0.5857142857142857,102.95714285714286,-1.0877000656430198,20.95649159273178,1,13,35,0.4142857142857143,29.857142857142858,6.343521115887377,24.779625479693053,0,0,0,0.4142857142857143,60.642857142857146,2.968717903593793,18.863433578228054,0,0,14,0.4857142857142857,88.35714285714286,0.7636266413880479,16.504769197435767,0,5,25,0.4,30.87142857142857,5.9549928903688025,30.48604383503142,1,0,9,0.34285714285714286,14.485714285714286,7.626107886615,26.7504533468989,5,0,15,0.4142857142857143,29.857142857142858,6.343521115887377,24.779625479693053,0,0,0
0_0_0_10_14_16,-23.0,43,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.24285714285714285,10.085714285714285,9.553960300522418,28.83431925164383,0.5714285714285714,72.52857142857142,0.307956428308483,24.334924874454412,1,24,37,0.24285714285714285,10.085714285714285,9.55396012927222,28.834319303253775,0,0,0,0.2857142857142857,31.34285714285714,5.3485306756241915,22.54604175432126,1,4,11,0.37142857142857144,48.98571428571429,2.667725180370983,19.64050306086234,0,9,19,0.2571428571428571,9.314285714285715,9.602660479822688,34.990109760214004,0,1,6,0.22857142857142856,9.4,10.442380570798159,30.607062601483317,1,0,6,0.24285714285714285,10.085714285714285,9.55396012927222,28.834319303253775,0,0,0
0_0_0_10_14_16,-24.0,43,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.3,15.771428571428572,9.16601308855544,28.427709698097743,0.5857142857142857,79.0,0.009883047479570983,23.995568168859613,0,20,36,0.3,15.771428571428572,9.166012967559245,28.42770972496112,0,0,0,0.3142857142857143,45.628571428571426,5.06408576446462,22.24669870964823,1,2,13,0.38571428571428573,61.7,2.437810012964251,19.39792051133633,0,6,20,0.3,14.67142857142857,9.115739688968452,34.46673168778231,1,1,9,0.2571428571428571,14.614285714285714,10.10419782328156,30.231259984897196,3,0,9,0.3,15.771428571428572,9.166012967559245,28.42770972496112,0,0,0
0_0_0_10_14_16,-25.0,43,multiscale_only_diverse8,8,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.3142857142857143,23.97142857142857,8.786533086523121,28.03064446673279,0.6142857142857143,86.1,-0.27900967499958845,23.666723046757,0,21,38,0.3142857142857143,23.97142857142857,8.786533166335824,28.030644536412417,0,0,0,0.32857142857142857,60.51428571428571,4.796317810746978,21.965489819196165,1,2,14,0.4,75.04285714285714,2.2205985365410994,19.168601695687258,0,6,21,0.34285714285714286,22.3,8.626535484365652,33.94558189838592,0,2,11,0.2857142857142857,22.071428571428573,9.771351823223485,29.858461374967177,3,1,10,0.3142857142857143,23.97142857142857,8.786533166335824,28.030644536412417,0,0,0
