dataset,snr_db,seed,packet_index,block_index,hard_errors,gt_fixed_coherence,hard_fixed_coherence,gt_beats_hard_fixed,gt_best_coherence,hard_best_coherence,gt_beats_hard_own_best,random_trials,gt_beats_random_fixed_fraction,gt_beats_random_own_best_fraction,random_fixed_max,random_own_best_max
0_0_0_10_14_32,-22.0,50,2,3,0,0.9548218877361364,0.9548218877361364,0,0.9548218877361364,0.9548218877361364,0,64,1.0,1.0,0.8730278693195082,0.8761395267744199
0_0_0_10_14_32,-22.0,50,2,4,0,0.9859007035366447,0.9859007035366447,0,0.9859007035366447,0.9859007035366447,0,64,1.0,1.0,0.5701311812712403,0.8597361563244863
0_0_0_10_14_32,-22.0,50,2,5,0,0.955857961672349,0.955857961672349,0,0.955857961672349,0.955857961672349,0,64,1.0,1.0,0.711233497134925,0.7815238846345876
0_0_0_10_14_32,-22.0,50,2,6,0,0.9532311758151177,0.9532311758151177,0,0.9532311758151177,0.9532311758151177,0,64,1.0,1.0,0.6108075642845796,0.8927394911441877
0_0_0_10_14_32,-22.0,50,3,0,0,0.9549573898534943,0.9549573898534943,0,0.9549573898534939,0.9549573898534939,0,64,1.0,1.0,0.6790285691824532,0.8548790710346449
0_0_0_10_14_32,-22.0,50,3,1,0,0.9765616422480484,0.9765616422480484,0,0.9765616422480484,0.9765616422480484,0,64,1.0,1.0,0.6914270846974659,0.768945516879893
0_0_0_10_14_32,-22.0,50,3,2,0,0.9678047428201665,0.9678047428201665,0,0.9678047428201662,0.9678047428201662,0,64,1.0,1.0,0.6309206751812554,0.8246589288611108
0_0_0_10_14_32,-22.0,50,3,3,0,0.9739145784653415,0.9739145784653415,0,0.9739145784653415,0.9739145784653415,0,64,1.0,1.0,0.5724845855986531,0.8760209671365102
0_0_0_10_14_32,-22.0,50,3,4,0,0.9721110660244299,0.9721110660244299,0,0.9721110660244302,0.9721110660244302,0,64,1.0,1.0,0.7330262042725094,0.8154767700798324
0_0_0_10_14_32,-22.0,50,3,5,0,0.9202068834264674,0.9202068834264674,0,0.9202068834264674,0.9202068834264674,0,64,1.0,1.0,0.7355937233482328,0.8926081741960108
0_0_0_10_14_32,-22.0,50,3,6,0,0.9443762901461238,0.9443762901461238,0,0.9443762901461238,0.9443762901461238,0,64,1.0,1.0,0.7860678772207891,0.8531975287239094
0_0_0_10_14_32,-22.0,50,4,0,0,0.9789268846826673,0.9789268846826673,0,0.9789268846826673,0.9789268846826673,0,64,1.0,1.0,0.5345699395888635,0.8907657960471709
0_0_0_10_14_32,-22.0,50,4,1,0,0.963109553643049,0.963109553643049,0,0.9631095536430486,0.9631095536430486,0,64,1.0,1.0,0.7295588920861898,0.7935500118769275
0_0_0_10_14_32,-22.0,50,4,2,0,0.9898036494322326,0.9898036494322326,0,0.989803649432233,0.989803649432233,0,64,1.0,1.0,0.672113457290608,0.8712825410211774
0_0_0_10_14_32,-22.0,50,4,3,0,0.9858079764635304,0.9858079764635304,0,0.9858079764635304,0.9858079764635304,0,64,1.0,1.0,0.7747159850124673,0.8745816408310594
0_0_0_10_14_32,-22.0,50,4,4,0,0.9801424088155124,0.9801424088155124,0,0.9801424088155127,0.9801424088155127,0,64,1.0,1.0,0.7638070527019907,0.8911702624718738
0_0_0_10_14_32,-22.0,50,4,5,0,0.9605337589268214,0.9605337589268214,0,0.9605337589268214,0.9605337589268214,0,64,1.0,1.0,0.7287114284747811,0.8725039811736599
0_0_0_10_14_32,-22.0,50,4,6,0,0.9794563045923564,0.9794563045923564,0,0.9794563045923564,0.9794563045923564,0,64,1.0,1.0,0.7400865425487949,0.8580886585425147
0_0_0_10_14_32,-22.0,50,5,0,0,0.376168027094282,0.376168027094282,0,0.376168027094282,0.376168027094282,0,64,0.828125,0.046875,0.8180118663462316,0.8571324628361584
0_0_0_10_14_32,-22.0,50,5,1,0,0.582286180314207,0.582286180314207,0,0.582286180314207,0.582286180314207,0,64,0.96875,0.59375,0.648051806910466,0.7719390528489152
0_0_0_10_14_32,-22.0,50,5,2,0,0.6108745165596814,0.6108745165596814,0,0.6108745165596815,0.6108745165596815,0,64,0.96875,0.75,0.6744748950287988,0.9510905314675262
0_0_0_10_14_32,-22.0,50,5,3,0,0.5556250349395372,0.5556250349395372,0,0.5556250349395372,0.5556250349395372,0,64,0.96875,0.484375,0.7254711915858815,0.8549077970140273
0_0_0_10_14_32,-22.0,50,5,4,0,0.5940761986230833,0.5940761986230833,0,0.5940761986230834,0.5940761986230834,0,64,0.984375,0.75,0.6346551420804085,0.8512362235902802
0_0_0_10_14_32,-22.0,50,5,5,0,0.9078728820639166,0.9078728820639166,0,0.9078728820639166,0.9078728820639166,0,64,1.0,1.0,0.7759621058675413,0.7836371977875143
0_0_0_10_14_32,-22.0,50,5,6,0,0.380241849487824,0.380241849487824,0,0.38024184948782386,0.38024184948782386,0,64,0.90625,0.078125,0.6191554548202901,0.8110482200999334
0_0_0_10_14_32,-22.0,50,6,0,0,0.5396788271142254,0.5396788271142254,0,0.5396788271142255,0.5396788271142255,0,64,0.984375,0.609375,0.6645364473333817,0.9066950697120135
0_0_0_10_14_32,-22.0,50,6,1,0,0.5884522102279149,0.5884522102279149,0,0.5884522102279149,0.5884522102279149,0,64,1.0,0.671875,0.5793416018787628,0.8648965639289558
0_0_0_10_14_32,-22.0,50,6,2,0,0.6101882728914726,0.6101882728914726,0,0.6101882728914727,0.6101882728914727,0,64,0.984375,0.75,0.6375421533279136,0.8012014631526879
0_0_0_10_14_32,-22.0,50,6,3,0,0.6220887222794655,0.6220887222794655,0,0.6220887222794655,0.6220887222794655,0,64,0.96875,0.78125,0.6397568824965765,0.831540090307362
0_0_0_10_14_32,-22.0,50,6,4,0,0.551948491342125,0.551948491342125,0,0.551948491342125,0.551948491342125,0,64,0.96875,0.515625,0.7640812836212505,0.8269363409102117
0_0_0_10_14_32,-22.0,50,6,5,0,0.7269675576778608,0.7269675576778608,0,0.7269675576778606,0.7269675576778606,0,64,0.984375,0.84375,0.7832225751158826,0.918616090330689
0_0_0_10_14_32,-22.0,50,6,6,0,0.5316129074244687,0.5316129074244687,0,0.5316129074244687,0.5316129074244687,0,64,0.953125,0.5625,0.7215397641956145,0.8925107073061782
0_0_0_10_14_32,-22.0,50,7,0,0,0.6369588933978938,0.6369588933978938,0,0.6369588933978935,0.6369588933978935,0,64,0.984375,0.796875,0.6374303002523443,0.7267771681116384
0_0_0_10_14_32,-22.0,50,7,1,0,0.5457436551784399,0.5457436551784399,0,0.54574365517844,0.54574365517844,0,64,0.96875,0.515625,0.638854959667142,0.7977679781048869
0_0_0_10_14_32,-22.0,50,7,2,0,0.44275304464117404,0.44275304464117404,0,0.4427530446411739,0.4427530446411739,0,64,0.921875,0.1875,0.7076799432334612,0.9148607213232033
0_0_0_10_14_32,-22.0,50,7,3,0,0.5869881696244769,0.5869881696244769,0,0.586988169624477,0.586988169624477,0,64,0.9375,0.65625,0.7705116713694596,0.8478383551803221
0_0_0_10_14_32,-22.0,50,7,4,0,0.5790704525741762,0.5790704525741762,0,0.579070452574176,0.579070452574176,0,64,1.0,0.71875,0.47522550786206497,0.903033017116606
0_0_0_10_14_32,-22.0,50,7,5,0,0.78657179504355,0.78657179504355,0,0.78657179504355,0.78657179504355,0,64,1.0,1.0,0.710452284257522,0.7783093899380465
0_0_0_10_14_32,-22.0,50,7,6,0,0.5370895018813777,0.5370895018813777,0,0.5370895018813776,0.5370895018813776,0,64,0.984375,0.578125,0.560360154274092,0.8331354647242359
0_0_0_10_14_32,-22.0,51,0,0,5,0.8891013880724545,0.8573482746083935,1,0.8891013880724545,0.8599438964221804,1,64,1.0,1.0,0.5871522547100139,0.8180189388711283
0_0_0_10_14_32,-22.0,51,0,1,5,0.9392115146860387,0.05012980311765925,1,0.9392115146860386,0.5058208481605183,1,64,1.0,1.0,0.7291253528645095,0.8678661684714913
0_0_0_10_14_32,-22.0,51,0,2,4,0.8652860170714193,0.21130705678884945,1,0.8652860170714193,0.5615984189244649,1,64,1.0,0.984375,0.7581257938277117,0.8912172030764615
0_0_0_10_14_32,-22.0,51,0,3,5,0.8198341518837232,0.49049800107529795,1,0.8198341518837232,0.5104085014795537,1,64,1.0,1.0,0.5949461909723335,0.7757553565251621
0_0_0_10_14_32,-22.0,51,0,4,5,0.642719352657801,0.5008605679500772,1,0.6427193526578012,0.5011866387321009,1,64,0.984375,0.765625,0.7965026643839995,0.8467350034752638
0_0_0_10_14_32,-22.0,51,0,5,5,0.7511587548026731,0.16058060911532662,1,0.7511587548026739,0.7373320725151907,1,64,1.0,0.90625,0.6724618287729638,0.7768060654722213
0_0_0_10_14_32,-22.0,51,0,6,5,0.7597670407852211,0.39786675109067376,1,0.7597670407852207,0.6977894418688454,1,64,1.0,0.9375,0.6862044897598201,0.8768295658433131
0_0_0_10_14_32,-22.0,51,2,0,0,0.9622335872366101,0.9622335872366101,0,0.9622335872366109,0.9622335872366109,0,64,1.0,1.0,0.6297520891054019,0.8578927623850651
0_0_0_10_14_32,-22.0,51,2,1,0,0.9451023655444236,0.9451023655444236,0,0.9451023655444241,0.9451023655444241,0,64,1.0,1.0,0.6451786936170038,0.7863366426847529
0_0_0_10_14_32,-22.0,51,2,2,0,0.9630415378885612,0.9630415378885612,0,0.963041537888561,0.963041537888561,0,64,1.0,1.0,0.6431173933674601,0.9205951260722839
0_0_0_10_14_32,-22.0,51,2,3,1,0.9561415574976933,0.7993208235968214,1,0.9561415574976929,0.8168317158203349,1,64,1.0,1.0,0.7111343788076742,0.8258197455983637
0_0_0_10_14_32,-22.0,51,2,4,0,0.9625322765300975,0.9625322765300975,0,0.9625322765300978,0.9625322765300978,0,64,1.0,1.0,0.6189804497345633,0.8576151541707224
0_0_0_10_14_32,-22.0,51,2,5,0,0.966484379322419,0.966484379322419,0,0.966484379322419,0.966484379322419,0,64,1.0,1.0,0.7569656074122427,0.8408226293270584
0_0_0_10_14_32,-22.0,51,2,6,0,0.951844285373729,0.951844285373729,0,0.951844285373729,0.951844285373729,0,64,1.0,1.0,0.6626596455563141,0.8715411344502116
0_0_0_10_14_32,-22.0,51,3,0,0,0.9705090308339948,0.9705090308339948,0,0.9705090308339944,0.9705090308339944,0,64,1.0,1.0,0.622442950617503,0.8334030805043432
0_0_0_10_14_32,-22.0,51,3,1,0,0.9759254372099966,0.9759254372099966,0,0.9759254372099966,0.9759254372099966,0,64,1.0,1.0,0.8337569023642143,0.8739241639228507
0_0_0_10_14_32,-22.0,51,3,2,0,0.9880654564453107,0.9880654564453107,0,0.9880654564453107,0.9880654564453107,0,64,1.0,1.0,0.5923020349233564,0.7534125495904801
0_0_0_10_14_32,-22.0,51,3,3,0,0.9877628872245277,0.9877628872245277,0,0.9877628872245282,0.9877628872245282,0,64,1.0,1.0,0.5007579047490562,0.7998031063448999
0_0_0_10_14_32,-22.0,51,3,4,0,0.9568026243015346,0.9568026243015346,0,0.9568026243015346,0.9568026243015346,0,64,1.0,1.0,0.6402688329425881,0.8394926801777386
0_0_0_10_14_32,-22.0,51,3,5,0,0.9526270651381538,0.9526270651381538,0,0.9526270651381538,0.9526270651381538,0,64,1.0,1.0,0.6703991085100013,0.8817324063350802
0_0_0_10_14_32,-22.0,51,3,6,0,0.950888759393077,0.950888759393077,0,0.950888759393077,0.950888759393077,0,64,1.0,1.0,0.8773061875211916,0.8801129268174915
0_0_0_10_14_32,-22.0,51,4,0,0,0.9641683232092612,0.9641683232092612,0,0.9641683232092603,0.9641683232092603,0,64,1.0,1.0,0.7539088847704032,0.8550441405953433
0_0_0_10_14_32,-22.0,51,4,1,0,0.9714648948357942,0.9714648948357942,0,0.9714648948357945,0.9714648948357945,0,64,1.0,1.0,0.7815882993397406,0.8937610854234519
0_0_0_10_14_32,-22.0,51,4,2,0,0.975790380936281,0.975790380936281,0,0.975790380936281,0.975790380936281,0,64,1.0,1.0,0.6106327443529372,0.8725778466388134
0_0_0_10_14_32,-22.0,51,4,3,0,0.9866050252597973,0.9866050252597973,0,0.9866050252597973,0.9866050252597973,0,64,1.0,1.0,0.8535638535114535,0.8851555154928699
0_0_0_10_14_32,-22.0,51,4,4,0,0.95932088935336,0.95932088935336,0,0.9593208893533596,0.9593208893533596,0,64,1.0,1.0,0.5758050294170023,0.8575643744661874
0_0_0_10_14_32,-22.0,51,4,5,0,0.996433452277338,0.996433452277338,0,0.9964334522773377,0.9964334522773377,0,64,1.0,1.0,0.7676614798416833,0.859196432328118
0_0_0_10_14_32,-22.0,51,4,6,0,0.9769608312452609,0.9769608312452609,0,0.9769608312452612,0.9769608312452612,0,64,1.0,1.0,0.7140560549643833,0.9361557750883223
0_0_0_10_14_32,-22.0,51,5,0,0,0.43088443622156974,0.43088443622156974,0,0.43088443622156963,0.43088443622156963,0,64,0.9375,0.1875,0.6789931184360639,0.8647098407122097
0_0_0_10_14_32,-22.0,51,5,1,0,0.5676018714297214,0.5676018714297214,0,0.5676018714297214,0.5676018714297214,0,64,0.9375,0.578125,0.7291175636976052,0.9173067719736318
0_0_0_10_14_32,-22.0,51,5,2,0,0.46352707826592926,0.46352707826592926,0,0.46352707826592926,0.46352707826592926,0,64,0.90625,0.28125,0.7115966914233323,0.8783331833186179
0_0_0_10_14_32,-22.0,51,5,3,0,0.587736217202688,0.587736217202688,0,0.587736217202688,0.587736217202688,0,64,1.0,0.625,0.48959319318111344,0.9405695628527727
0_0_0_10_14_32,-22.0,51,5,4,0,0.6065703251201487,0.6065703251201487,0,0.6065703251201485,0.6065703251201485,0,64,0.984375,0.765625,0.8963472297464927,0.8963987113528634
0_0_0_10_14_32,-22.0,51,5,5,0,0.8156462587945889,0.8156462587945889,0,0.8156462587945889,0.8156462587945889,0,64,1.0,1.0,0.526292872117668,0.7927533147415159
0_0_0_10_14_32,-22.0,51,5,6,0,0.5274025468732065,0.5274025468732065,0,0.5274025468732064,0.5274025468732064,0,64,0.984375,0.484375,0.5652599423148256,0.851487392966531
0_0_0_10_14_32,-22.0,51,6,0,0,0.5803110460508248,0.5803110460508248,0,0.5803110460508245,0.5803110460508245,0,64,0.96875,0.625,0.8291929518007387,0.8845117446082265
0_0_0_10_14_32,-22.0,51,6,1,0,0.6254333386299125,0.6254333386299125,0,0.6254333386299122,0.6254333386299122,0,64,0.984375,0.75,0.7325073435249227,0.8457445110269621
0_0_0_10_14_32,-22.0,51,6,2,0,0.43187797228325214,0.43187797228325214,0,0.43187797228325214,0.43187797228325214,0,64,0.875,0.15625,0.7483409190507286,0.9125188206868646
0_0_0_10_14_32,-22.0,51,6,3,0,0.5360885136286777,0.5360885136286777,0,0.5360885136286775,0.5360885136286775,0,64,0.96875,0.546875,0.6491860366152041,0.813797534676854
0_0_0_10_14_32,-22.0,51,6,4,0,0.587119248574386,0.587119248574386,0,0.5871192485743858,0.5871192485743858,0,64,0.96875,0.6875,0.7244500386683107,0.9286610761855913
0_0_0_10_14_32,-22.0,51,6,5,0,0.7486455287421946,0.7486455287421946,0,0.748645528742195,0.748645528742195,0,64,1.0,0.921875,0.6837624905475236,0.8324119660467455
0_0_0_10_14_32,-22.0,51,6,6,0,0.48875124702884915,0.48875124702884915,0,0.48875124702884915,0.48875124702884915,0,64,0.96875,0.3125,0.7838806134114024,0.9466618551427114
0_0_0_10_14_32,-22.0,51,7,0,0,0.6211655300419469,0.6211655300419469,0,0.6211655300419471,0.6211655300419471,0,64,1.0,0.734375,0.5103017088153264,0.8848690739775529
0_0_0_10_14_32,-22.0,51,7,1,0,0.641987822495377,0.641987822495377,0,0.641987822495377,0.641987822495377,0,64,1.0,0.75,0.6101600919893005,0.8567780195754374
0_0_0_10_14_32,-22.0,51,7,2,0,0.4939037690258186,0.4939037690258186,0,0.4939037690258186,0.4939037690258186,0,64,1.0,0.421875,0.48127094481414184,0.8271350294357959
0_0_0_10_14_32,-22.0,51,7,3,0,0.6345979111256156,0.6345979111256156,0,0.6345979111256158,0.6345979111256158,0,64,1.0,0.84375,0.5800871268649354,0.7470259675600853
0_0_0_10_14_32,-22.0,51,7,4,0,0.5614620300636127,0.5614620300636127,0,0.5614620300636124,0.5614620300636124,0,64,0.984375,0.546875,0.621092364185261,0.8865201371894789
0_0_0_10_14_32,-22.0,51,7,5,0,0.7238683079570896,0.7238683079570896,0,0.7238683079570896,0.7238683079570896,0,64,1.0,0.984375,0.5243892564117963,0.8080397720971318
0_0_0_10_14_32,-22.0,51,7,6,0,0.5035396681676413,0.5035396681676413,0,0.5035396681676413,0.5035396681676413,0,64,0.90625,0.40625,0.6553958291344785,0.8383057534007984
0_0_0_10_14_32,-22.0,52,0,0,4,0.879648656199877,0.3330238674396604,1,0.879648656199877,0.37397978437356444,1,64,1.0,1.0,0.6759321146419627,0.7586135093588796
0_0_0_10_14_32,-22.0,52,0,1,3,0.8765269898561296,0.21731340441313762,1,0.8765269898561296,0.439659062249983,1,64,1.0,1.0,0.6787723475256908,0.7921898427022177
0_0_0_10_14_32,-22.0,52,0,2,4,0.6835220426533369,0.055790001935570946,1,0.6835220426533369,0.5344883000100793,1,64,0.984375,0.84375,0.830495862578141,0.8305606681755707
0_0_0_10_14_32,-22.0,52,0,3,4,0.7908485350432588,0.37506633353624547,1,0.7908485350432588,0.8502225810518486,0,64,1.0,0.96875,0.7901269836906083,0.8243527998574873
0_0_0_10_14_32,-22.0,52,0,4,5,0.8129135942474865,0.2865568069349281,1,0.8129135942474868,0.47295434531871233,1,64,1.0,0.984375,0.5918327078145559,0.8780421643286805
0_0_0_10_14_32,-22.0,52,0,5,4,0.8646339510263001,0.3149095730648437,1,0.8646339510263001,0.49045840633359744,1,64,1.0,1.0,0.6386374843685712,0.8288910061334974
0_0_0_10_14_32,-22.0,52,0,6,5,0.8051128165892502,0.036558112279901515,1,0.8051128165892504,0.6128764729965239,1,64,1.0,0.921875,0.5910630230492175,0.8981142484895729
0_0_0_10_14_32,-22.0,52,2,0,0,0.9782100044295493,0.9782100044295493,0,0.9782100044295493,0.9782100044295493,0,64,1.0,1.0,0.6117752127937749,0.9260615201147296
0_0_0_10_14_32,-22.0,52,2,1,0,0.9619953200219012,0.9619953200219012,0,0.9619953200219012,0.9619953200219012,0,64,1.0,1.0,0.7125099855017984,0.7687499227729109
0_0_0_10_14_32,-22.0,52,2,2,0,0.9891699400902643,0.9891699400902643,0,0.9891699400902643,0.9891699400902643,0,64,1.0,1.0,0.6193083000142288,0.8157672296610864
0_0_0_10_14_32,-22.0,52,2,3,0,0.9672977037604281,0.9672977037604281,0,0.9672977037604281,0.9672977037604281,0,64,1.0,1.0,0.6206760618206527,0.8283278285624631
0_0_0_10_14_32,-22.0,52,2,4,0,0.9722316547653023,0.9722316547653023,0,0.972231654765302,0.972231654765302,0,64,1.0,1.0,0.622704817577148,0.8292623375894648
0_0_0_10_14_32,-22.0,52,2,5,0,0.9806185285824656,0.9806185285824656,0,0.9806185285824656,0.9806185285824656,0,64,1.0,1.0,0.5088354955489057,0.9036398690259466
0_0_0_10_14_32,-22.0,52,2,6,0,0.9654740363315628,0.9654740363315628,0,0.9654740363315628,0.9654740363315628,0,64,1.0,1.0,0.5463229804923397,0.7643143582586298
0_0_0_10_14_32,-22.0,52,3,0,0,0.969854687073162,0.969854687073162,0,0.969854687073162,0.969854687073162,0,64,1.0,1.0,0.6540781535696039,0.8046562526762815
0_0_0_10_14_32,-22.0,52,3,1,0,0.9684399006742815,0.9684399006742815,0,0.9684399006742811,0.9684399006742811,0,64,1.0,1.0,0.6024039994933078,0.8830631985986449
0_0_0_10_14_32,-22.0,52,3,2,0,0.9803028282981877,0.9803028282981877,0,0.9803028282981874,0.9803028282981874,0,64,1.0,1.0,0.514084034120274,0.7974683665996114
0_0_0_10_14_32,-22.0,52,3,3,0,0.9706382489938729,0.9706382489938729,0,0.9706382489938729,0.9706382489938729,0,64,1.0,1.0,0.653449553152935,0.8769357792619985
0_0_0_10_14_32,-22.0,52,3,4,0,0.9600232332243852,0.9600232332243852,0,0.9600232332243852,0.9600232332243852,0,64,1.0,1.0,0.6091469697416,0.9196967370093068
0_0_0_10_14_32,-22.0,52,3,5,0,0.9571305100511761,0.9571305100511761,0,0.9571305100511766,0.9571305100511766,0,64,1.0,1.0,0.535990288609517,0.8635935728804648
0_0_0_10_14_32,-22.0,52,3,6,0,0.9908268290743224,0.9908268290743224,0,0.9908268290743224,0.9908268290743224,0,64,1.0,1.0,0.7515498842930256,0.8657759161517928
0_0_0_10_14_32,-22.0,52,4,0,0,0.9524310367715249,0.9524310367715249,0,0.9524310367715251,0.9524310367715251,0,64,1.0,1.0,0.8036647781407239,0.9110258086162079
0_0_0_10_14_32,-22.0,52,4,1,0,0.9784851154283967,0.9784851154283967,0,0.9784851154283962,0.9784851154283962,0,64,1.0,1.0,0.6517329114595425,0.8641605801449042
0_0_0_10_14_32,-22.0,52,4,2,0,0.9885503327062841,0.9885503327062841,0,0.9885503327062841,0.9885503327062841,0,64,1.0,1.0,0.6043167790702691,0.8787976228541036
0_0_0_10_14_32,-22.0,52,4,3,0,0.9864176428326852,0.9864176428326852,0,0.9864176428326852,0.9864176428326852,0,64,1.0,1.0,0.6113206810261467,0.8592796103012239
0_0_0_10_14_32,-22.0,52,4,4,0,0.9749931518263236,0.9749931518263236,0,0.9749931518263236,0.9749931518263236,0,64,1.0,1.0,0.7651940485937926,0.8421241410831305
0_0_0_10_14_32,-22.0,52,4,5,0,0.9728893979598114,0.9728893979598114,0,0.9728893979598114,0.9728893979598114,0,64,1.0,1.0,0.6900369340698752,0.8839716374021418
0_0_0_10_14_32,-22.0,52,4,6,0,0.9824367319964307,0.9824367319964307,0,0.9824367319964307,0.9824367319964307,0,64,1.0,1.0,0.7020625216479272,0.7976057750253276
0_0_0_10_14_32,-22.0,52,5,0,0,0.48358918457556904,0.48358918457556904,0,0.48358918457556904,0.48358918457556904,0,64,0.890625,0.28125,0.6902756892176176,0.758900400011485
0_0_0_10_14_32,-22.0,52,5,1,0,0.5957141148734943,0.5957141148734943,0,0.5957141148734945,0.5957141148734945,0,64,0.953125,0.6875,0.6427924761099689,0.8657366975576236
0_0_0_10_14_32,-22.0,52,5,2,0,0.5582477101889436,0.5582477101889436,0,0.5582477101889436,0.5582477101889436,0,64,1.0,0.59375,0.5538396700447604,0.8985546023971797
0_0_0_10_14_32,-22.0,52,5,3,0,0.5437082447688113,0.5437082447688113,0,0.5437082447688113,0.5437082447688113,0,64,0.9375,0.53125,0.7587027715718442,0.8920166783967923
0_0_0_10_14_32,-22.0,52,5,4,0,0.4266790857932825,0.4266790857932825,0,0.4266790857932825,0.4266790857932825,0,64,0.8125,0.078125,0.8166346878126839,0.9268025438257497
0_0_0_10_14_32,-22.0,52,5,5,0,0.8348821283811902,0.8348821283811902,0,0.8348821283811899,0.8348821283811899,0,64,1.0,1.0,0.718449979422138,0.7782386742487304
0_0_0_10_14_32,-22.0,52,5,6,0,0.47492500482274075,0.47492500482274075,0,0.47492500482274064,0.47492500482274064,0,64,0.890625,0.265625,0.6089105220209435,0.9282690397696708
0_0_0_10_14_32,-22.0,52,6,0,0,0.6532276132208954,0.6532276132208954,0,0.6532276132208957,0.6532276132208957,0,64,1.0,0.796875,0.5323516548119455,0.8414841309438732
0_0_0_10_14_32,-22.0,52,6,1,0,0.5008263597049594,0.5008263597049594,0,0.5008263597049594,0.5008263597049594,0,64,0.953125,0.375,0.7661369172838312,0.854586574545998
0_0_0_10_14_32,-22.0,52,6,2,0,0.5815649459809135,0.5815649459809135,0,0.5815649459809131,0.5815649459809131,0,64,0.875,0.453125,0.70162330447253,0.8820262624357504
0_0_0_10_14_32,-22.0,52,6,3,0,0.6143734349950212,0.6143734349950212,0,0.6143734349950212,0.6143734349950212,0,64,0.984375,0.75,0.6729690415445705,0.791378118740338
0_0_0_10_14_32,-22.0,52,6,4,0,0.5726292939488079,0.5726292939488079,0,0.572629293948808,0.572629293948808,0,64,0.9375,0.5,0.726859822875117,0.8613206715172586
0_0_0_10_14_32,-22.0,52,6,5,0,0.88843270833248,0.88843270833248,0,0.88843270833248,0.88843270833248,0,64,1.0,1.0,0.6740130210551979,0.7799615669521056
0_0_0_10_14_32,-22.0,52,6,6,0,0.5494231173031757,0.5494231173031757,0,0.5494231173031757,0.5494231173031757,0,64,0.9375,0.46875,0.7961400116155016,0.8508527405248176
0_0_0_10_14_32,-22.0,52,7,0,0,0.5965726678524945,0.5965726678524945,0,0.5965726678524949,0.5965726678524949,0,64,0.96875,0.703125,0.7443410822220875,0.7842530419637908
0_0_0_10_14_32,-22.0,52,7,1,0,0.5195321032201308,0.5195321032201308,0,0.519532103220131,0.519532103220131,0,64,0.9375,0.375,0.7318729242970959,0.8875620197634281
0_0_0_10_14_32,-22.0,52,7,2,0,0.5692003303198464,0.5692003303198464,0,0.5692003303198464,0.5692003303198464,0,64,0.953125,0.53125,0.6569952862218227,0.8193184856271969
0_0_0_10_14_32,-22.0,52,7,3,0,0.5093021598572063,0.5093021598572063,0,0.5093021598572063,0.5093021598572063,0,64,0.953125,0.421875,0.6547155285591094,0.7825885734281075
0_0_0_10_14_32,-22.0,52,7,4,0,0.4666741567091292,0.4666741567091292,0,0.4666741567091294,0.4666741567091294,0,64,0.9375,0.21875,0.5933909524739828,0.8767524669060931
0_0_0_10_14_32,-22.0,52,7,5,0,0.8420361928932281,0.8420361928932281,0,0.8420361928932281,0.8420361928932281,0,64,1.0,0.984375,0.6557741036861984,0.8432398349232937
0_0_0_10_14_32,-22.0,52,7,6,0,0.5510841161284504,0.5510841161284504,0,0.5510841161284501,0.5510841161284501,0,64,0.96875,0.5,0.6378649344262849,0.8727726672282123
