dataset,snr_db,hypothesis,rows,blocks,raw_coherence_q10,raw_coherence_median,raw_coherence_q90,gt_slope_coherence_q10,gt_slope_coherence_median,gt_slope_coherence_q90,best_linear_coherence_q10,best_linear_coherence_median,best_linear_coherence_q90
0_0_0_10_14_32,-22.0,gt,147,147,0.024511125396807734,0.27507508207937625,0.6698791088144675,0.515440125874961,0.8562306724842051,0.9797307462816188,0.5154401258749611,0.8562306724842048,0.9797307462816189
0_0_0_10_14_32,-22.0,hard,147,147,0.026089934821564055,0.22288428150481004,0.6698791088144675,0.37572734967106736,0.7238683079570896,0.9797307462816188,0.48977554261169814,0.748645528742195,0.9797307462816189
0_0_0_10_14_32,-22.0,random_valid,9408,147,0.02787725523755864,0.15690715836563926,0.42942759738662156,0.024144884976550644,0.15737161136504518,0.43298228496258057,0.40698375429872524,0.5376626373923901,0.7189576987162936
0_0_0_10_14_32,-24.0,gt,147,147,0.023836926910704596,0.26941521807480523,0.6710523175098145,0.5115331510116496,0.8182851561820647,0.9683377332722019,0.5115331510116495,0.8182851561820643,0.9683377332722016
0_0_0_10_14_32,-24.0,hard,147,147,0.023836926910704596,0.2189501453452148,0.6554290347981516,0.2531227867636533,0.6148379985347442,0.9671442988768809,0.4884925709344209,0.6503071195733787,0.9671442988768806
0_0_0_10_14_32,-24.0,random_valid,9408,147,0.028069568544643528,0.15725738525395733,0.4289430814677148,0.023866187846479897,0.15741187353476901,0.4313497647816225,0.40723369443435964,0.5373626998548253,0.7191597066908377
0_0_0_10_14_32,-26.0,gt,147,147,0.024967662807931373,0.23940891442572088,0.6633953457370273,0.4766937592055086,0.7624076170738804,0.9512115741512197,0.4766937592055086,0.7624076170738807,0.9512115741512197
0_0_0_10_14_32,-26.0,hard,147,147,0.030071154844906484,0.17820172624641023,0.5919579268584667,0.09815138728600895,0.44399819698969806,0.8870536537945898,0.44588181506513574,0.6027896724290968,0.8965362230787931
0_0_0_10_14_32,-26.0,random_valid,9408,147,0.028183517818701785,0.15750503690552414,0.429103586275257,0.023556671819216515,0.1578431412465578,0.4324690484375081,0.4076248851374157,0.5375677897965869,0.7192403482074918
