group,e1_count,delta_energy_selected_minus_gt_mean,delta_energy_selected_minus_gt_median,delta_energy_selected_minus_gt_p25,delta_energy_selected_minus_gt_p75,delta_energy_selected_minus_gt_selected_gt_rate,delta_coherence_selected_minus_gt_mean,delta_coherence_selected_minus_gt_median,delta_coherence_selected_minus_gt_p25,delta_coherence_selected_minus_gt_p75,delta_coherence_selected_minus_gt_selected_gt_rate,delta_rank_selected_minus_gt_mean,delta_rank_selected_minus_gt_median,delta_rank_selected_minus_gt_p25,delta_rank_selected_minus_gt_p75,delta_rank_selected_minus_gt_selected_gt_rate,delta_phase_local_selected_minus_gt_mean,delta_phase_local_selected_minus_gt_median,delta_phase_local_selected_minus_gt_p25,delta_phase_local_selected_minus_gt_p75,delta_phase_local_selected_minus_gt_selected_gt_rate,delta_local_score_selected_minus_gt_mean,delta_local_score_selected_minus_gt_median,delta_local_score_selected_minus_gt_p25,delta_local_score_selected_minus_gt_p75,delta_local_score_selected_minus_gt_selected_gt_rate,delta_transition_penalty_selected_minus_gt_mean,delta_transition_penalty_selected_minus_gt_median,delta_transition_penalty_selected_minus_gt_p25,delta_transition_penalty_selected_minus_gt_p75,delta_transition_penalty_selected_minus_gt_selected_gt_rate
overall,830,0.19652973639736437,0.1889910657315238,0.09289590074670312,0.30427177692132745,0.9156626506024096,0.042437033017763644,0.04281051277790665,-0.016194478907715915,0.10452690639526468,0.6710843373493975,0.23872653005183123,0.1333333333333333,0.06666666666666665,0.33333333333333326,0.9156626506024096,-0.0057509715508677756,0.0,-0.20367501453103212,0.10496635863740666,0.38795180722891565,0.14513806663356893,0.12448239310105741,0.07253015250876926,0.2061950779822455,1.0,-0.0011575034196567519,0.0007101116080845953,-0.006491174320800863,0.009653644952172542,0.5481927710843374
-26.0,425,0.2023629949030833,0.1929201108449623,0.09322087962930459,0.3166058111696407,0.9011764705882352,0.041698641048177845,0.0361367885379541,-0.01832074134721251,0.1061040114546975,0.668235294117647,0.276725992961287,0.19999999999999996,0.06666666666666665,0.4,0.9011764705882352,0.029915978290397893,0.0,-0.1502778048514356,0.2161196931044732,0.3976470588235294,0.15478038116825754,0.1404773918695068,0.07458268837376669,0.21808963426096706,1.0,-0.004120913347941242,0.00020435961860758994,-0.013408389250307781,0.009573475386477008,0.5129411764705882
-25.0,245,0.19084501886863733,0.18799962054861163,0.08986004470231124,0.2905041210513012,0.9183673469387755,0.04046139738023355,0.04169118770275693,-0.016102071519034422,0.10683555880560602,0.6448979591836734,0.2235455549741264,0.1333333333333333,0.06666666666666665,0.33333333333333326,0.9183673469387755,-0.007896178197727316,-0.0018999056909968504,-0.2507825346082252,0.10722072170314745,0.42857142857142855,0.1404204041724565,0.11271888041131162,0.07067214585917903,0.20943318240411968,1.0,-0.0026036255362024622,0.0007294068990000326,-0.005161830298480259,0.00883200896925186,0.5387755102040817
-24.0,123,0.18556786533410852,0.18036752174854587,0.11267109009103998,0.2637002792031269,0.943089430894309,0.04931226093322676,0.05457194939447374,-0.005372016619280995,0.09759107614841162,0.7235772357723578,0.1602807310124383,0.07692307692307698,0.02564102564102566,0.1923076923076923,0.943089430894309,-0.09830831862778154,-0.05092695936005154,-0.26291128598807456,0.00505552440247975,0.2926829268292683,0.12403062694007627,0.10819201979270965,0.07352954488975555,0.16331078609186062,1.0,0.009401572002550956,0.0035645574851648765,-0.0023641809221402917,0.01386538630497964,0.6341463414634146
-23.0,30,0.18138647149509138,0.16642741637565572,0.06940286677704599,0.2883836827175429,0.9666666666666667,0.04529655630421835,0.04993849164442993,-0.01139394987775047,0.09703243529472858,0.7333333333333333,0.1478632478632478,0.05128205128205132,0.02564102564102566,0.14102564102564105,0.9666666666666667,-0.08699339735761148,-0.05356328691167589,-0.12541223522778805,0.00034713671072991725,0.26666666666666666,0.12211089773018981,0.10982965228815356,0.042284427065040514,0.178982379884236,1.0,0.005835498301401483,0.002658596269968334,-0.0013313475741488668,0.006288649211051004,0.7333333333333333
-22.0,7,0.2988481674625416,0.3315288267659199,0.16614354097696488,0.45692577303545456,1.0,0.02335254531393976,0.032725230747611245,-0.08888118256403543,0.12030643288641901,0.5714285714285714,0.23076923076923075,0.15384615384615385,0.051282051282051266,0.32051282051282054,1.0,-0.12161548432152751,0.008226817320353907,-0.2051891119490088,0.011729445032326202,0.5714285714285714,0.19440574879512268,0.17308864755228925,0.11188195480095176,0.28851618762771875,1.0,0.013870040796245016,0.006754896248471668,0.0023602404191819114,0.01658879178702171,0.7142857142857143
