dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,selected_raw_bin,savaux_top1_raw_bin,gt_symbol,selected_symbol,savaux_top1_symbol,selected_energy,gt_energy,delta_energy_selected_minus_gt,selected_coherence,gt_coherence,delta_coherence_selected_minus_gt,selected_rank,gt_rank,delta_rank_selected_minus_gt,selected_phase_local,gt_phase_local,delta_phase_local_selected_minus_gt,selected_local_score,gt_local_score,delta_local_score_selected_minus_gt,selected_transition_penalty,gt_transition_penalty,delta_transition_penalty_selected_minus_gt,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,gt_rank_position,selected_rank_position,hard_anchor,high_confidence,pre_hard_anchor_count,hard_anchor_rmse_pi
0_0_0_10_14_16,-26.0,44,8,22,629,384,384,628,383,383,1.0,0.4774917690839103,0.5225082309160898,0.9109457182534423,0.9328101429340198,-0.021864424680577477,1.0,0.6666666666666667,0.33333333333333326,0.0,0.0,0.0,0.8821891436506885,0.5208062669455411,0.36138287670514735,0.0509629319091573,0.0025995082251537445,0.04836342368400356,3.2103411030483824,12.720262550721216,0.9109457182534423,4,2,1,1,1,5,0.1179824849226671
0_0_0_10_14_16,-26.0,44,8,26,314,586,586,313,585,585,1.0,0.8534031667306103,0.14659683326938966,0.9477647829680893,0.918541322872734,0.029223460095355258,1.0,0.9333333333333333,0.06666666666666665,0.9809074325131145,0.9277307784312301,0.053176654081884434,1.046498145795716,0.9295274058349708,0.11697073996074525,0.018451306389002126,0.024249863424926785,-0.005798557035924658,0.6884574993337645,10.805841511662575,0.9477647829680893,16,2,1,0,0,5,0.1179824849226671
0_0_0_10_14_16,-26.0,44,8,27,602,216,216,601,215,215,1.0,0.8242598486498689,0.1757401513501311,0.9138021352461804,0.959100129256898,-0.04529799401071766,1.0,0.8666666666666667,0.1333333333333333,0.8034002086259588,0.7857407167952093,0.017659491830749552,1.0113044604293895,0.8945204345935213,0.11678402583586822,0.019498894168431785,0.011426036190179557,0.008072857978252228,0.7073176467611474,10.386608702552174,0.9138021352461804,16,3,1,0,0,5,0.1179824849226671
0_0_0_10_14_16,-26.0,44,8,33,586,1005,118,585,1004,117,0.9446886200742828,0.7514380490068757,0.19325057106740706,0.8392697804666357,0.8332345122332527,0.006035268233382962,0.8666666666666667,0.6,0.2666666666666667,0.6425313214928396,0.9086687653682153,-0.26613744387537563,0.9319410015841794,0.838040539210378,0.09390046237380134,0.008061611608619713,0.013204946934937593,-0.00514333532631788,0.013369316551803541,9.398871250029941,0.9126783114189392,16,7,3,0,0,5,0.1179824849226671
0_0_0_10_14_16,-26.0,44,8,34,91,133,133,90,132,132,1.0,0.868544649719833,0.13145535028016697,0.9801257633394465,0.8188008896119218,0.1613248737275247,1.0,0.9333333333333333,0.06666666666666665,0.0,0.0,0.0,0.8960251526678893,0.7717414327262675,0.1242837199416218,0.002892223409022837,0.03474351871093112,-0.031851295301908285,0.6120785064404581,10.537904456606032,0.9801257633394465,16,2,1,0,0,5,0.1179824849226671
0_0_0_10_14_16,-26.0,44,9,5,468,813,475,467,812,474,0.8123604626772103,0.5462027535580045,0.2661577091192058,0.9617559487033843,0.9496980208881884,0.012057927815195879,0.8666666666666667,0.4666666666666667,0.4,0.6865887765632378,0.8243287536133993,-0.1377399770501615,0.8708577178648421,0.7041741322463847,0.16668358561845742,0.008926229254623996,0.045013194626142936,-0.03608696537151894,0.6116750586951799,11.368441361932572,0.9913839467024559,16,9,3,0,0,4,0.054556768978628954
0_0_0_10_14_16,-26.0,44,9,23,759,82,295,758,81,294,0.9517608181444683,0.9968361248538442,-0.04507530670937587,0.8308180182864233,0.8522311130339325,-0.021413094747509187,0.8666666666666667,0.9333333333333333,-0.06666666666666665,0.9509724965449162,0.049436877464981155,0.9015356190799351,0.984551775805599,0.8761414103988744,0.10841036540672466,0.024099763333868277,0.09666904557588946,-0.07256928224202118,0.013762317800068839,9.71679660542896,0.9000602285231184,16,2,3,0,0,4,0.054556768978628954
0_0_0_10_14_16,-26.0,44,9,24,874,789,567,873,788,566,0.739188874040665,0.6823766501605552,0.05681222388010987,0.8452663105862367,0.91536649621164,-0.07010018562540332,0.8666666666666667,0.7333333333333334,0.1333333333333333,0.924103143809963,0.02244138966694259,0.9016617541430203,0.8343419769553069,0.6643275767014274,0.17001440025387948,0.01459568472612708,0.17108663552116826,-0.1564909507950412,1.18370612762721,10.325788678020354,0.9582905572919209,16,5,3,0,0,4,0.054556768978628954
0_0_0_10_14_16,-26.0,44,9,25,720,822,720,719,821,719,0.9537578682110037,1.0,-0.04624213178899628,0.9449017172775306,0.8815968396802144,0.06330487759731618,0.9333333333333333,1.0,-0.06666666666666665,0.6948623764652939,0.0014805666604944534,0.6933818098047995,0.9677888314376557,0.8765562586017219,0.09123257283593378,0.0057914526784736626,0.2589291930950003,-0.25313774041652665,0.2056186622550216,10.450496146012735,0.8815968396802144,16,1,2,0,0,4,0.054556768978628954
0_0_0_10_14_16,-26.0,44,9,33,580,248,862,579,247,861,0.9091776653629291,0.8400206237615402,0.06915704160138891,0.9403088207675215,0.7047435674451185,0.23556525332240308,0.9333333333333333,0.8,0.1333333333333333,0.9919855936627482,0.9246532117514049,0.06733238191134328,0.9832038248935944,0.8769076640023266,0.10629616089126781,0.009909160094381008,0.010817059601057541,-0.0009078995066765325,0.4135124158848322,8.816428981435585,0.9274961140757226,16,4,2,0,0,4,0.054556768978628954
0_0_0_10_14_16,-26.0,44,10,12,597,500,500,596,499,499,1.0,0.5976511762433908,0.4023488237566092,0.9331035034326547,0.8558383022211965,0.07726520121145819,1.0,0.5333333333333333,0.4666666666666667,0.0002063590036030516,0.7641884843646681,-0.763982125361065,0.8866537181271074,0.7117936413129597,0.1748600768141476,0.08554769129625106,0.01827038810213657,0.06727730319411449,0.5432953464785597,11.026654666544438,0.9331035034326547,16,8,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,13,562,80,588,561,79,587,0.8993355099043057,0.8356361398734995,0.06369937003080617,0.9403255025797178,0.7952501331436669,0.14507536943605093,0.9333333333333333,0.8666666666666667,0.06666666666666665,0.6460397766054164,0.9722809780666648,-0.32624120146124835,0.9209663217058242,0.8995602810308493,0.02140604067497487,0.039010304274230544,0.056180542902549716,-0.017170238628319172,0.4607825830340017,10.539654268164826,0.7414131165060738,16,3,2,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,21,553,3,3,552,2,2,1.0,0.8155645156094415,0.18443548439055846,0.8947536305755004,0.735190830185277,0.1595628003902234,1.0,0.4666666666666667,0.5333333333333333,0.9652559278453688,0.0021096685990242003,0.9631462592463447,1.033391674570359,0.7182708739395084,0.3151208006308507,0.018511656978848816,0.034793332400536586,-0.01628167542168777,0.01247375998424995,9.255321366153082,0.8947536305755004,16,9,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,24,874,758,758,873,757,757,1.0,0.687900189395508,0.312099810604492,0.9260203418435038,0.797766855828881,0.12825348601462283,1.0,0.33333333333333337,0.6666666666666666,0.20121726430182493,0.10783341268334398,0.09338385161848095,0.9173988306569927,0.6583368497719668,0.25906198088502586,0.030402981035967995,0.06409900189074724,-0.03369602085477925,0.5179206835250239,10.110535951312139,0.9260203418435038,16,11,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,27,602,393,48,601,392,47,0.9024218476935472,0.7893807217967383,0.11304112589680881,0.9745465284931085,0.956301046087833,0.01824548240527557,0.9333333333333333,0.6666666666666667,0.2666666666666666,0.0,0.0,0.0,0.8266045990841048,0.7438267144752834,0.0827778846088214,0.005606901101240323,0.006007062290186643,-0.00040016118894631997,0.44590398934877123,10.677103142915332,0.9972912789386513,16,6,2,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,29,610,987,987,609,986,986,1.0,0.8070798891550377,0.1929201108449623,0.9615748358305345,0.8833063624666315,0.07826847336390297,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.8923149671661068,0.7416171949018526,0.15069777226425418,0.010119967796573117,0.0055222611577535816,0.0045977066388195355,0.4288195580782639,9.869815319665024,0.9615748358305345,16,4,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,33,577,459,459,576,458,458,1.0,0.7682943386478508,0.2317056613521492,0.947601460498582,0.8932594970739974,0.05434196342458453,1.0,0.8666666666666667,0.1333333333333333,0.0,0.0,0.0,0.8895202920997164,0.716457936468295,0.17306235563142136,0.01303497543050462,0.005698705919250769,0.007336269511253851,0.9293263407107427,10.091988376303554,0.947601460498582,16,3,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,10,34,930,46,46,929,45,45,1.0,0.9233117762391785,0.07668822376082152,0.8345177272340434,0.8211427607295108,0.013374966504532626,1.0,0.9333333333333333,0.06666666666666665,0.0,0.0,0.0,0.8669035454468086,0.8105467955133271,0.0563567499334815,0.0006133298367910685,0.00023376091644839898,0.00037956892034266953,0.34651625261345265,9.709849557093202,0.8345177272340434,16,2,1,0,0,2,6.321721310140102e-16
0_0_0_10_14_16,-26.0,44,11,0,222,179,179,221,178,178,1.0,0.71286136789939,0.28713863210060997,0.9194511645901553,0.914313856808653,0.005137307781502343,1.0,0.0,1.0,0.0,0.0,0.0,0.883890232918031,0.6818657288913036,0.20202450402672745,0.006291297809936537,0.03702547531844828,-0.03073417750851174,1.2735046624287574,10.5323539053859,0.9194511645901553,4,4,1,0,1,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,1,711,851,851,710,850,850,1.0,0.7825090561062799,0.21749094389372015,0.909910779166243,0.9774703707868483,-0.06755959162060532,1.0,0.8666666666666667,0.1333333333333333,0.4463687452759227,0.4248873691040628,0.02148137617185991,0.9534011550773962,0.8112323924884155,0.1421687625889807,0.00907143606787062,0.016397027654217588,-0.007325591586346969,1.020866783293687,10.892114511889506,0.909910779166243,16,3,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,2,871,26,26,870,25,25,1.0,0.7158131330374228,0.2841868669625772,0.9461756155875849,0.973687245927982,-0.027511630340397053,1.0,0.4,0.6,0.9811915878022569,0.5110829360552065,0.4701086517470504,1.046225777165878,0.7775799120806254,0.2686458650852527,0.003569530203200641,0.03011145982437486,-0.02654192962117422,0.6466127972158062,9.964307910203562,0.9461756155875849,16,10,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,5,468,110,110,467,109,109,1.0,0.658294396519047,0.341705603480953,0.9828916419947273,0.891786153440484,0.09110548855424339,1.0,0.5333333333333333,0.4666666666666667,0.00025880177260892423,0.00045594751409139267,-0.00019714574148246844,0.8966197366825629,0.6392362598536843,0.25738347682887863,0.09024376428919811,0.10745868454195498,-0.017214920252756866,0.6052782009948469,10.65858537415486,0.9828916419947273,16,8,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,8,865,515,515,864,514,514,1.0,0.7081466564890639,0.29185334351093606,0.946133414284463,0.9336018100821428,0.012531604202320135,1.0,0.8,0.19999999999999996,0.2505323454190925,0.009440466023626082,0.2410918793954664,0.9293118581239473,0.6839334961225535,0.24537836200139385,0.0409936402057795,0.05091601301358475,-0.009922372807805245,0.7429100394319164,10.584836492771863,0.946133414284463,16,4,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,10,765,512,512,764,511,511,1.0,0.9866653364628708,0.013334663537129199,0.953329583707196,0.9045253158519411,0.048804267855254935,1.0,0.9333333333333333,0.06666666666666665,0.2929611204769797,0.0016208275354291646,0.2913402929415505,0.9375396960177559,0.8718301311000665,0.06570956491768942,0.06482555813266946,0.02252317033265356,0.042302387800015905,0.058301291680459374,9.90716964145688,0.953329583707196,16,2,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,16,917,93,917,916,92,916,0.9854350461154399,1.0,-0.014564953884560139,0.9227133405936452,0.9010062349229618,0.021707105670683347,0.9333333333333333,1.0,-0.06666666666666665,0.05774248312046468,0.002530236263310892,0.055212246857153785,0.8835859976988113,0.8806060847867221,0.002979912912089211,0.06147516352454117,0.10460085851411074,-0.04312569498956958,0.06371996491903603,11.41417769826658,0.9010062349229618,16,1,2,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,20,860,251,251,859,250,250,1.0,0.8707325443113899,0.1292674556886101,0.8192527544858563,0.8774095202081353,-0.058156765722279014,1.0,0.9333333333333333,0.06666666666666665,0.0016103878898471313,0.022469734056539126,-0.020859346166691994,0.8641082129595468,0.7885898425086463,0.07551837045090048,0.08839420777935922,0.06540911899863636,0.022985088780722862,0.6011522314044498,10.885653270066875,0.8192527544858563,16,2,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,23,759,552,552,758,551,551,1.0,0.8329173176697033,0.16708268233029666,0.9374212118938247,0.9305187883855254,0.006902423508299282,1.0,0.9333333333333333,0.06666666666666665,0.35761249126129224,0.20235840678445444,0.1552540844768378,0.9447022409805717,0.80152322513141,0.1431790158491616,0.03651636279795117,0.045985374329309395,-0.009469011531358228,0.7939810815146884,12.01483827650616,0.9374212118938247,16,2,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,11,24,874,482,482,873,481,481,1.0,0.9111735127537496,0.08882648724625042,0.9785893376228789,0.9263656600375412,0.05222367758533775,1.0,0.9333333333333333,0.06666666666666665,0.022105542323542365,0.0777213081016144,-0.055615765778072035,0.8992547542963425,0.8355300002313912,0.06372475406495126,0.0244654550436529,0.07682471083923995,-0.05235925579558705,0.40398913415437754,10.188203009727106,0.9785893376228789,16,2,1,0,0,7,0.46727412357659254
0_0_0_10_14_16,-26.0,44,12,13,562,390,390,561,389,389,1.0,0.49785238212594796,0.502147617874052,0.9824269372640255,0.9551869148774774,0.0272400223865481,1.0,0.0,1.0,0.0,0.0,0.0,0.896485387452805,0.539534050463659,0.35695133698914605,0.06702163122401938,0.017781636773843416,0.04923999445017597,2.8422927684799966,12.396548535539216,0.9824269372640255,4,4,1,1,1,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,14,478,530,530,477,529,529,1.0,0.9897025758717598,0.010297424128240196,0.9304575443279013,0.9562411733210414,-0.02578362899314013,1.0,0.9333333333333333,0.06666666666666665,0.2473410427990999,0.028572284763395822,0.2187687580357041,0.9256660757134362,0.8886116033365834,0.037054472376852776,0.021333075394451374,0.05333456028239329,-0.03200148488794192,0.04495299407181666,10.255993164921911,0.9304575443279013,16,2,1,0,0,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,16,917,217,217,916,216,216,1.0,0.968024109990032,0.03197589000996803,0.9627893003163588,0.9220931792118625,0.040696121104496275,1.0,0.9333333333333333,0.06666666666666665,0.7741678807940772,0.0026099201016635543,0.7715579606924137,1.016424720990324,0.862453100051661,0.15397162093866312,0.0052358395231880475,0.09240239160267749,-0.08716655207948945,0.1411382584735717,10.819777753468337,0.9627893003163588,16,2,1,0,0,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,23,759,233,233,758,232,232,1.0,0.8007424333798127,0.19925756662018734,0.9488448078578345,0.8569859308925984,0.09185887696523609,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.8897689615715669,0.7319168895443886,0.15785207202717833,0.0340889073304511,0.0023293019506296277,0.03175960537982147,0.218905472689858,10.19168050683916,0.9488448078578345,16,4,1,0,0,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,28,7,700,700,6,699,699,1.0,0.6718240155658339,0.32817598443416607,0.9566792591007187,0.7839628962043369,0.17271636289638181,1.0,0.6666666666666667,0.33333333333333326,0.02605445751536553,0.3173380922053305,-0.291283634689965,0.8955045650226022,0.677843484889804,0.21766108013279828,0.014880806907398543,0.08287553755134479,-0.06799473064394625,1.7274447557428503,11.977741787948684,0.9566792591007187,4,2,1,0,1,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,30,791,290,290,790,289,289,1.0,0.7160263728946205,0.28397362710537954,0.9396210228103651,0.8372097680408384,0.10241125476952673,1.0,0.6,0.4,0.9662512013706825,0.11412693035597679,0.8521242710147058,1.0425243967813822,0.6869207234913582,0.35560367329002396,0.10660239131480956,0.022384371754098284,0.08421801956071127,0.7812098001806828,9.701686597407203,0.9396210228103651,16,7,1,0,0,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,12,31,904,283,283,903,282,282,1.0,0.912682463421613,0.08731753657838703,0.9246002300771976,0.8362039944092375,0.08839623566796007,1.0,0.9333333333333333,0.06666666666666665,0.0004623204901764433,0.0029056743711154687,-0.0024433538809390254,0.8849940172938677,0.806583431176355,0.07841058611751273,0.10555592133605393,0.0888445298004639,0.016711391535590037,0.3968029406544465,11.194497320682817,0.9246002300771976,16,2,1,0,0,9,0.5598356763168948
0_0_0_10_14_16,-26.0,44,13,2,871,727,992,870,726,991,0.9863251123062824,0.8215493070055645,0.1647758053007179,0.9590320199982237,0.8397827414827062,0.11924927851551759,0.962962962962963,0.8518518518518519,0.11111111111111116,0.4893303030210183,0.9975635453445563,-0.508233242323538,0.9605268310974053,0.9026512304555654,0.05787560064183994,0.00984104423864204,0.0004523097740689134,0.009388734464573128,0.05979909391638259,10.9329796478319,0.9149784064233242,28,5,2,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,10,765,744,744,764,743,743,1.0,0.6712763957400152,0.3287236042599848,0.9563570232222962,0.9334630651167652,0.022893958105530965,1.0,0.8888888888888888,0.11111111111111116,0.03659261558752874,0.9979025544118003,-0.9613099388242716,0.8971262231384638,0.8162504987472516,0.08087572439121216,0.06716829340249746,0.002914780491596586,0.06425351291090087,0.7967907127422204,10.741456015990456,0.9563570232222962,28,4,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,12,597,557,557,596,556,556,1.0,0.9520784056790822,0.047921594320917804,0.9590738991274677,0.8707818066921058,0.08829209243536185,1.0,0.962962962962963,0.03703703703703698,0.9859416257364868,0.9531844040067655,0.032757221729721286,1.0495654399433314,0.9931207499548611,0.0564446899884703,0.0003278333303245625,0.000910318576826456,-0.0005824852465018935,0.21327285069680785,11.365168000731778,0.9590738991274677,28,2,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,23,759,454,759,758,453,758,0.9417626909470533,1.0,-0.05823730905294666,0.9400491076865841,0.8966782017743646,0.04337090591221948,0.962962962962963,1.0,-0.03703703703703698,0.9320681035286854,0.16916604931451681,0.7629020542141686,0.9963746017648438,0.9064022082451956,0.08997239351964825,0.04407753800845028,0.0026233804354456056,0.04145415757300468,0.26058518646713646,11.39418011906498,0.8966782017743646,28,1,2,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,24,874,54,54,873,53,53,1.0,0.6952858289644983,0.3047141710355017,0.8746707443134251,0.8278910012044092,0.04677974310901589,1.0,0.7777777777777778,0.2222222222222222,0.014516601435800996,0.0454412814560573,-0.030924680020256307,0.8772568050924131,0.6595488855489998,0.2177079195434133,0.08804931083195372,0.08974456188463523,-0.0016952510526815068,0.4419344411499321,10.381656351282281,0.8746707443134251,28,7,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,25,720,664,664,719,663,663,1.0,0.8362733691222047,0.16372663087779527,0.7896693899789916,0.8671141004978218,-0.07744471051883017,1.0,0.8518518518518519,0.14814814814814814,0.23263709492778728,0.0034631537809401425,0.22917394114684714,0.8951558131842443,0.759368283090058,0.13578753009418632,0.056979691333889596,0.03740086254323985,0.019578828790649747,0.23302009220607428,10.060343924077841,0.7896693899789916,28,5,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,26,314,480,480,313,479,479,1.0,0.9645602439746621,0.03543975602533789,0.886730450347267,0.8806076793510245,0.006122770996242588,1.0,0.962962962962963,0.03703703703703698,0.13572031942604285,0.0008718590739163756,0.13484846035212647,0.8990613411776203,0.8514532041042949,0.04760813707332534,0.005842514964984258,0.021028799028903963,-0.015186284063919704,0.15670642246441965,10.948985493387369,0.886730450347267,28,2,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,31,921,9,9,920,8,8,1.0,0.7532059581800188,0.2467940418199812,0.9285527320193195,0.878622968052648,0.04992976396667159,1.0,0.6666666666666667,0.33333333333333326,0.0,0.0,0.0,0.8857105464038639,0.7029687643365428,0.18274178206732117,0.036376320055203026,0.011985947558590768,0.02439037249661226,1.2308625318740976,10.931729182423373,0.9285527320193195,4,2,1,0,1,8,0.262597085176319
0_0_0_10_14_16,-26.0,44,13,34,936,659,659,935,658,658,1.0,0.89797478052194,0.10202521947805998,0.8962160179957172,0.9406033853941376,-0.04438736739842042,1.0,0.9259259259259259,0.07407407407407407,0.6756785185475594,0.5414038084203522,0.13427471012720726,0.9873517665667529,0.9033276327914418,0.08402413377531115,0.00904806986587183,0.006676157133074971,0.002371912732796859,0.44390993245080895,10.845655780480705,0.8962160179957172,28,3,1,0,0,8,0.262597085176319
0_0_0_10_14_16,-25.0,44,1,3,718,136,136,717,135,135,1.0,0.7325966121098686,0.2674033878901314,0.9851985072485547,0.8135106194367483,0.17168788781180644,1.0,0.6666666666666667,0.33333333333333326,0.9942936108216351,0.8087470048373013,0.1855466059843338,1.0561266791811725,0.804919273138226,0.25120740604294656,0.0006129827733964269,0.004659965646315311,-0.004046982872918884,1.3513509405994164,10.023145732131642,0.9851985072485547,4,2,1,0,1,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,5,468,941,941,467,940,940,1.0,0.8093018270679377,0.19069817293206226,0.942275926388611,0.8377915226271969,0.1044844037614141,1.0,0.8,0.19999999999999996,0.3475447293934536,0.9519055472783228,-0.6043608178848692,0.9440623419806747,0.8863744710375274,0.05768787094314731,0.020864754283645145,0.0025377349114620745,0.01832701937218307,0.4401668963444263,9.83680714280265,0.942275926388611,16,4,1,0,0,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,8,865,374,374,864,373,373,1.0,0.5989783528655247,0.4010216471344753,0.9814692973976419,0.6258466401027364,0.3556226572949055,1.0,0.6,0.4,0.0007952181747268583,0.8875144504352818,-0.8867192322605549,0.8964210943874846,0.6864564870960597,0.20996460729142497,0.0980018656821636,0.003990625641098226,0.09401124004106537,0.7627573061193431,11.450274026060372,0.9814692973976419,16,7,1,0,0,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,10,765,221,634,764,220,633,0.9729738793150827,0.7930039332772895,0.17996994603779326,0.8612110239737281,0.9573757613969478,-0.09616473742321974,0.9333333333333333,0.8,0.1333333333333333,0.6295801254400851,0.9793407474079265,-0.3497606219678414,0.9540567403857171,0.9032724251587605,0.05078431522695659,0.011156598656994456,0.00010021102079687606,0.01105638763619758,0.11898818746647641,10.849160126285858,0.9935526799322331,16,4,2,0,0,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,12,597,620,620,596,619,619,1.0,0.7266573496560863,0.2733426503439137,0.8688339141319057,0.9840178499060687,-0.11518393577416297,1.0,0.6666666666666667,0.33333333333333326,0.6573046680290358,0.9784679928557957,-0.3211633248267599,0.9789355297110268,0.8620185935974014,0.11691693611362541,0.00033859855968254864,0.006177031227251167,-0.005838432667568619,1.3867032948967677,12.132791676846935,0.8688339141319057,4,2,1,0,1,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,13,562,645,342,561,644,341,0.9462802574930268,0.9373823504347161,0.008897907058310728,0.9207580700990673,0.9865257345891745,-0.06576766449010718,0.9333333333333333,0.8666666666666667,0.06666666666666665,0.9577669031702922,0.8099077084196812,0.14785919475061104,0.999790498772179,0.9830580255692851,0.01673247320289384,0.0017026928120498974,0.004560724707460974,-0.0028580318954110765,0.23980220620359136,10.129934235897483,0.9494285875089366,16,3,2,0,0,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,1,21,553,171,171,552,170,170,1.0,0.833245717345035,0.16675428265496495,0.9667041248156003,0.9837649092451693,-0.017060784429569043,1.0,0.9333333333333333,0.06666666666666665,0.6275271548467652,0.9826339650367687,-0.35510681019000345,0.9937451697386025,0.9372464183964414,0.05649875134216109,0.005842841761424795,0.00013768063736136884,0.0057051611240634265,0.7922690981648594,12.257651597089865,0.9667041248156003,16,2,1,0,0,2,1.766974823035287e-17
0_0_0_10_14_16,-25.0,44,2,1,826,509,509,825,508,508,1.0,0.8835412662815246,0.11645873371847537,0.95609258092382,0.958718221923706,-0.0026256409998860475,1.0,0.9333333333333333,0.06666666666666665,0.5457643612899965,0.9966962726008243,-0.45093191131082777,0.9785408139911634,0.9696939343979403,0.008846879593223167,0.009479876565935519,0.0009010299448855766,0.008578846621049942,0.5377316172051493,11.154090649303622,0.95609258092382,16,2,1,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,2,4,86,1022,1022,85,1021,1021,1.0,0.9716192023904573,0.028380797609542707,0.9520729529485014,0.8955339796107317,0.056538973337769693,1.0,0.9333333333333333,0.06666666666666665,0.9977728845294659,0.9080569472169411,0.08971593731252481,1.0500582521144148,1.004529349150177,0.04552890296423784,0.0008333399891688688,0.00010393309016883626,0.0007294068990000326,0.12503910695018905,10.272315044593842,0.9520729529485014,16,2,1,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,2,17,656,277,277,655,276,276,1.0,0.6868488298919255,0.3131511701080745,0.78193584791724,0.8831161017599504,-0.10118025384271034,1.0,0.9333333333333333,0.06666666666666665,0.2886972973285773,0.9923412729138866,-0.7036439755853093,0.9025787371560203,0.8161920049425597,0.0863867322134606,0.006980618320044867,0.011100309778542733,-0.0041196914584978655,1.631388372752701,10.84745642205359,0.78193584791724,16,2,1,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,2,26,314,257,257,313,256,256,1.0,0.6936522454717466,0.30634775452825336,0.8681780327975078,0.9105739601815526,-0.04239592738404474,1.0,0.6666666666666667,0.33333333333333326,0.9769125914059422,0.0006097226713887294,0.9763028687345535,1.0299416211844523,0.6677689194939553,0.362172701690497,0.05065324166141654,0.04761380357094469,0.0030394380904718507,0.12122803349586647,10.800862486266833,0.8681780327975078,16,6,1,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,2,27,602,226,155,601,225,154,0.9912445293364793,0.8375220393584384,0.15372248997804094,0.8395019900150835,0.8556040615341179,-0.016102071519034422,0.9333333333333333,0.8666666666666667,0.06666666666666665,0.5824248991664082,0.00013803070678247709,0.5822868684596256,0.9549595524051775,0.7574083247708157,0.19755122763436184,0.008682850605761775,0.08269922013394657,-0.07401636952818479,0.03819196532383218,10.128458447901627,0.9152221317127989,16,3,2,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,2,28,7,592,857,6,591,856,0.9202417320765368,0.6980311616063811,0.2222105704701557,0.9873580045538541,0.8042968695029019,0.18306113505095223,0.8,0.06666666666666665,0.7333333333333334,0.2397908810917726,0.002237282567772031,0.23755359852400057,0.8800073543390302,0.6498391522358906,0.2301682021031396,0.006669231496404195,0.031221153638831833,-0.024551922142427636,0.2680452132724131,9.678231130985855,0.9042408104066231,16,15,4,0,0,6,0.25923354855838215
0_0_0_10_14_16,-25.0,44,3,7,713,335,335,712,334,334,1.0,0.8756157302829531,0.12438426971704686,0.877478289340592,0.9518968957829675,-0.07441860644237552,1.0,0.9333333333333333,0.06666666666666665,0.14058352995620915,8.805947384268875e-05,0.14049547048236646,0.8979890226611118,0.8033244798704755,0.0946645427906363,0.027198590865042886,0.003924300702319907,0.02327429016272298,0.5768644500986092,11.708470467431251,0.877478289340592,16,2,1,0,0,7,0.4624065869779055
