dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,selected_raw_bin,savaux_top1_raw_bin,gt_symbol,selected_symbol,savaux_top1_symbol,selected_energy,gt_energy,delta_energy_selected_minus_gt,selected_coherence,gt_coherence,delta_coherence_selected_minus_gt,selected_rank,gt_rank,delta_rank_selected_minus_gt,selected_phase_local,gt_phase_local,delta_phase_local_selected_minus_gt,selected_local_score,gt_local_score,delta_local_score_selected_minus_gt,selected_transition_penalty,gt_transition_penalty,delta_transition_penalty_selected_minus_gt,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,gt_rank_position,selected_rank_position,hard_anchor,high_confidence,pre_hard_anchor_count,hard_anchor_rmse_pi
0_0_0_10_14_16,-25.0,42,5,32,741,793,793,740,792,792,1.0,0.4297417877150598,0.5702582122849402,0.7812348988157328,0.8430422350841947,-0.06180733626846191,1.0,0.4358974358974359,0.5641025641025641,0.015096520376712413,0.0005402567185605611,0.014556263658151852,0.8586624230234206,0.4695141394923505,0.38914828353107006,0.04058691024900642,0.040379728381044776,0.00020718186796164773,0.6347670538329598,11.38313770538649,0.7812348988157328,40,23,1,0,0,10,0.321459741854482
0_0_0_10_14_16,-25.0,42,5,33,581,277,277,580,276,276,1.0,0.9131802449905839,0.08681975500941608,0.9797471729682771,0.8517179850696757,0.1280291878986014,1.0,0.9743589743589743,0.02564102564102566,0.0004911178721332676,0.00041373719400425446,7.738067812901317e-05,0.8960280134531967,0.8096359664583844,0.08639204699481229,0.016035446147760236,0.05342808212708653,-0.037392635979326294,0.39443492258871554,11.415247818447163,0.9797471729682771,40,2,1,0,0,10,0.321459741854482
0_0_0_10_14_16,-25.0,42,6,2,871,311,220,870,310,219,0.8792488437940388,0.6884823112236567,0.19076653257038212,0.9913553949669772,0.9248784714871975,0.06647692347977974,0.962962962962963,0.7037037037037037,0.2592592592592593,0.9993025720591138,0.8920818503559663,0.10722072170314745,0.9736336811786808,0.8096464082109538,0.16398727296772697,0.005758672531038126,0.0017477477345831725,0.004010924796454953,0.558881941047918,10.590053557620218,0.8294526422445714,28,9,2,0,0,9,0.06932258053842265
0_0_0_10_14_16,-25.0,42,6,26,314,223,223,313,222,222,1.0,0.772286866850153,0.22771313314984698,0.8766057509359433,0.8605544760779185,0.016051274858024822,1.0,0.8518518518518519,0.14814814814814814,0.6998513378133633,0.9959919746945489,-0.29614063688118564,0.9872973642373267,0.8720704179618186,0.11522694627550811,0.011352509116696389,0.0021949329963884493,0.00915757612030794,0.6192135034018524,11.07395436795131,0.8766057509359433,28,5,1,0,0,9,0.06932258053842265
0_0_0_10_14_16,-25.0,42,8,7,713,945,945,712,944,944,1.0,0.7342758128809991,0.2657241871190009,0.9909271155902051,0.8206347130241328,0.17029240256607225,1.0,0.6296296296296297,0.37037037037037035,0.9996033012747741,0.9432259874020299,0.05637731387274425,1.0581219513220048,0.8290361696058506,0.22908578171615424,0.0020255567132101645,0.0025583593011868607,-0.0005328025879766962,0.21061642899308453,10.229007849684425,0.9909271155902051,28,11,1,0,0,8,0.1835777231597016
0_0_0_10_14_16,-25.0,42,8,13,562,628,628,561,627,627,1.0,0.7028989877437902,0.2971010122562098,0.946427400188734,0.8624726480469072,0.0839547521418268,1.0,0.6666666666666667,0.33333333333333326,0.8308114780262388,0.6840450873823456,0.14676639064389319,1.022215316521945,0.7739710350112099,0.24824428151073508,0.009463186688972742,0.04001504211924323,-0.030551855430270485,1.531070821174376,10.980503618838888,0.946427400188734,4,2,1,0,1,8,0.1835777231597016
0_0_0_10_14_16,-25.0,42,8,14,478,532,532,477,531,531,1.0,0.7504922301831676,0.24950776981683243,0.902401620788063,0.953202706672642,-0.05080108588457899,1.0,0.8888888888888888,0.11111111111111116,0.6738673032297373,0.9971757087348148,-0.32330840550507745,0.9882990926743705,0.8755332158603161,0.11276587681405448,0.013086064519921526,0.003741641377586615,0.00934442314233491,0.5534364739846453,11.258168739038247,0.902401620788063,28,4,1,0,0,8,0.1835777231597016
0_0_0_10_14_16,-25.0,42,9,26,314,313,446,313,312,445,0.7819101379707571,0.7089812254746796,0.07292891249607758,0.9888393731042711,0.9198943542166623,0.06894501888760873,0.8717948717948718,0.7435897435897436,0.1282051282051282,0.7630960294769285,0.9024517226650798,-0.13935569318815133,0.8672003359166928,0.824658004302021,0.0425423316146718,0.023036315327896233,0.014248693120149687,0.008787622207746546,0.3101289859849863,9.744236130862024,0.6787372851698019,40,11,6,0,0,10,0.18808893550980504
0_0_0_10_14_16,-25.0,42,9,30,794,603,603,793,602,602,1.0,0.7484126527733813,0.2515873472266187,0.9463437161383124,0.8739740373042676,0.07236967883404477,1.0,0.9230769230769231,0.07692307692307687,0.5829164558772734,0.9898380719819889,-0.40692161610471556,0.9825353761680262,0.8570577559193386,0.12547762024868758,0.035827110655287396,0.0033154222933886447,0.03251168836189875,0.6668814210211658,11.120728670964283,0.9463437161383124,40,4,1,0,0,10,0.18808893550980504
0_0_0_10_14_16,-25.0,42,9,33,580,565,565,579,564,564,1.0,0.640050997999155,0.359949002000845,0.9174158207543408,0.7762861905613041,0.1411296301930367,1.0,0.6923076923076923,0.3076923076923077,0.9373359605124997,0.6723521133781225,0.26498384713437717,1.033456917832868,0.7108692748521689,0.3225876429806992,0.020430645607403743,0.02577535141647138,-0.0053447058090676375,0.6588676478897298,10.215532718020127,0.9174158207543408,40,13,1,0,0,10,0.18808893550980504
0_0_0_10_14_16,-25.0,42,10,24,874,552,814,873,551,813,0.931604432122545,0.70052952502987,0.23107490709267497,0.8110550601218063,0.8339627053228876,-0.02290764520108135,0.9333333333333333,0.6666666666666667,0.2666666666666666,0.7259897089127456,0.008857260412459267,0.7171324485002863,0.930492467936182,0.65858037025148,0.27191209768470204,0.09643476033243392,0.06191005872760203,0.03452470160483189,0.3076845396970384,10.70002198790391,0.9421526826569725,16,6,2,0,0,7,0.19187134570425307
0_0_0_10_14_16,-25.0,42,10,26,314,57,159,313,56,158,0.8689860805641854,0.9464096048519792,-0.07742352428779387,0.8493698907314786,0.7347625073919001,0.11460738333957854,0.8,0.8666666666666667,-0.06666666666666665,0.8776178950516557,8.425495669830974e-05,0.8775336400949574,0.9185830977494903,0.8094527056678371,0.1091303920816532,0.013729210796353728,0.21313114624636206,-0.19940193545000834,0.21540024303806496,10.234215373365146,0.9637224739388426,16,3,4,0,0,7,0.19187134570425307
0_0_0_10_14_16,-25.0,42,10,28,7,782,782,6,781,781,1.0,0.8087667273278406,0.1912332726721594,0.8835064634150486,0.9427885123218502,-0.059282048906801665,1.0,0.8666666666666667,0.1333333333333333,0.8934041728526527,0.06953241584036624,0.8238717570122864,1.019645960339434,0.7658195981283171,0.253826362211117,0.03913937030287619,0.1532848994174385,-0.11414552911456231,0.6517421678988597,11.0277727522671,0.8835064634150486,16,3,1,0,0,7,0.19187134570425307
0_0_0_10_14_16,-25.0,42,10,30,826,474,805,825,473,804,0.8783385149502907,0.8358113604858085,0.042527154464482186,0.8980619323127533,0.9180119510676176,-0.01995001875486424,0.8666666666666667,0.6666666666666667,0.19999999999999996,0.9989713839730879,0.9523012466629773,0.046670137310110604,0.9542847683634481,0.9210385420196658,0.03324622634378227,0.0027363356761243183,0.004653126506869659,-0.0019167908307453404,0.36330168325370177,9.712141479694843,0.9457163249614315,16,6,3,0,0,7,0.19187134570425307
0_0_0_10_14_16,-25.0,42,11,5,468,818,818,467,817,817,1.0,0.8812736546304057,0.11872634536959425,0.886031118465736,0.8796442697533785,0.006386848712357507,1.0,0.9487179487179487,0.05128205128205132,0.926063925481916,0.0023259861549065897,0.9237379393270093,1.0253764517702537,0.7931925699767447,0.23218388179350902,0.028142623093515964,0.0951536608626731,-0.06701103776915714,0.21730620876103754,9.437728553400074,0.886031118465736,40,3,1,0,0,10,0.4803215035801815
0_0_0_10_14_16,-25.0,42,11,18,889,853,853,888,852,852,1.0,0.7094958789486988,0.2905041210513012,0.8645328843613764,0.9641395838691484,-0.09960669950777201,1.0,0.8974358974358975,0.10256410256410253,0.7717546981686841,0.010095420495637858,0.7616592776730463,0.9963873285792647,0.6910902993172209,0.30529702926204383,0.02100074059079209,0.09238424396941829,-0.0713835033786262,0.2313310320336227,10.94996829128056,0.8645328843613764,40,5,1,0,0,10,0.4803215035801815
0_0_0_10_14_16,-25.0,42,11,25,720,722,722,719,721,721,1.0,0.786586119676864,0.21341388032313602,0.9232303627302767,0.9243966654341746,-0.0011663027038979479,1.0,0.9230769230769231,0.07692307692307687,0.0,0.0,0.0,0.8846460725460553,0.7354896168606396,0.1491564556854157,0.07127977940398915,0.11194888891109596,-0.04066910950710681,0.6042634086188868,10.24736579958387,0.9232303627302767,40,4,1,0,0,10,0.4803215035801815
0_0_0_10_14_16,-25.0,42,11,34,93,689,689,92,688,688,1.0,0.9877264668772766,0.01227353312272339,0.9506457444941819,0.9083487014276896,0.04229704306649229,1.0,0.9743589743589743,0.02564102564102566,0.2685636779617584,0.004429032747737399,0.26413464521402097,0.9330993373727177,0.8737869123392695,0.059312425033448135,0.028095814477222415,0.026855640346928417,0.001240174130293998,0.05363308826563622,9.22649815342779,0.9506457444941819,40,2,1,0,0,10,0.4803215035801815
0_0_0_10_14_16,-25.0,42,12,16,917,415,415,916,414,414,1.0,0.8424789254092607,0.15752107459073927,0.9935098572351517,0.8035422523567264,0.18996760487842534,1.0,0.9743589743589743,0.02564102564102566,0.9990297250832891,0.011051609491054964,0.9879781155922341,1.0585467274603566,0.7522119557763965,0.30633477168396006,0.020112909979210735,0.09916016913573933,-0.07904725915652859,0.7444095418711784,10.94965658347359,0.9935098572351517,40,2,1,0,0,17,0.7835917448356579
0_0_0_10_14_16,-25.0,42,12,32,761,652,652,760,651,651,1.0,0.6895201418067308,0.3104798581932692,0.9378879595857429,0.9811372409289407,-0.04324928134319783,1.0,0.717948717948718,0.28205128205128205,0.0,0.0,0.0,0.8875775919171486,0.6788915474504997,0.20868604446664885,0.062649186129178,0.0616456667597404,0.0010035193694376,0.32768604679775193,9.982841737295892,0.9378879595857429,40,12,1,0,0,17,0.7835917448356579
0_0_0_10_14_16,-25.0,42,13,2,871,1013,184,870,1012,183,0.9799313165368492,0.629762686498949,0.3501686300379002,0.9549054535667604,0.931293407762847,0.023612045803913406,0.9743589743589743,0.5897435897435898,0.3846153846153846,0.6473095664796251,0.845096744558825,-0.19778717807919988,0.9805025429258866,0.7623080412312457,0.21819450169464083,0.030538446311077733,0.013967558472934093,0.01657088783814364,0.08804362975232875,9.843656219699577,0.8952239096862545,40,17,2,0,0,20,0.1847625900594485
0_0_0_10_14_16,-24.0,42,1,0,222,664,265,221,663,264,0.9822600216360687,0.9485130089523542,0.033747012683714495,0.9726193870111218,0.8728727144341729,0.09974667257694891,0.9487179487179487,0.9230769230769231,0.02564102564102555,0.45848000575583886,0.6183428146082637,-0.15986280885242482,0.9554626934684067,0.9374684994908047,0.017994193977602047,0.021097904266435468,0.015812779320355012,0.005285124946080456,0.0673515899920615,10.58942066190443,0.9050054266708674,40,4,3,0,0,11,0.1053468015684203
0_0_0_10_14_16,-24.0,42,1,15,267,587,728,266,586,727,0.9795926477660869,0.7149415895020436,0.26465105826404334,0.9446926547494156,0.9688927851061697,-0.024200130356754168,0.9743589743589743,0.8205128205128205,0.15384615384615385,0.9996846789731353,0.9945007733598049,0.005183905613330375,1.0346029330218456,0.8533577934102332,0.18124513961161237,0.0019520796525502823,0.00345527845842533,-0.0015031988058750475,0.0895448308856541,10.360564615803838,0.9668532806208595,40,8,2,0,0,11,0.1053468015684203
0_0_0_10_14_16,-24.0,42,1,19,510,547,641,509,546,640,0.8902990405077611,0.6949529147163298,0.1953461257914313,0.8710759224385896,0.7928293815726788,0.07824654086591076,0.9487179487179487,0.7435897435897436,0.20512820512820507,0.9999946290751189,0.9517314266738421,0.048263202401276795,0.9574236534951697,0.7973099448837814,0.1601137086113883,0.0020169590932457345,0.009512034400752519,-0.007495075307506784,0.057621404029525584,9.720873852673925,0.9038054612138335,40,11,3,0,0,11,0.1053468015684203
0_0_0_10_14_16,-24.0,42,1,23,759,725,725,758,724,724,1.0,0.7079106946139204,0.2920893053860796,0.9048281697496557,0.930300957195415,-0.025472787445759204,1.0,0.641025641025641,0.35897435897435903,0.9334082167181214,0.9958807493484219,-0.062472532630300504,1.0303109486248305,0.8409385975645748,0.18937235106025574,0.014020207771047169,0.0027977741340005657,0.011222433637046603,0.7508000072560008,9.543832466554205,0.9048281697496557,40,15,1,0,0,11,0.1053468015684203
0_0_0_10_14_16,-24.0,42,2,23,759,276,276,758,275,275,1.0,0.946489191712583,0.053510808287417055,0.966216759578273,0.9798655890296117,-0.013648829451338718,1.0,0.9743589743589743,0.02564102564102566,0.9959389064022175,0.9928425657415293,0.0030963406606882016,1.0525935769400094,1.017370362523375,0.03522321441663445,0.013558587029143768,0.013136503764616914,0.0004220832645268537,0.23884341030755057,11.79551250309774,0.966216759578273,40,2,1,0,0,11,0.31332216604759944
0_0_0_10_14_16,-24.0,42,2,26,314,699,839,313,698,838,0.8221934258985983,0.7072975177657912,0.11489590813280715,0.9228874186643531,0.956306463135359,-0.033419044471005965,0.9743589743589743,0.9230769230769231,0.05128205128205121,0.7363945312471656,0.9999980059955323,-0.26360347474836676,0.8779360068614359,0.8463692360224109,0.03156677083902504,0.02834302260617342,0.030498469164581023,-0.0021554465584076032,0.8502600007741141,10.591146332111398,0.9153712187122515,40,4,2,0,0,11,0.31332216604759944
0_0_0_10_14_16,-24.0,42,2,27,602,365,365,601,364,364,1.0,0.7787482574516822,0.2212517425483178,0.8559525171220936,0.9229263263114922,-0.06697380918939855,1.0,0.9230769230769231,0.07692307692307687,0.6982805228433635,0.8099681670052005,-0.11168764416183696,0.9829153870793569,0.859303952199308,0.12361143488004889,0.0153619167314816,0.018797573448408066,-0.003435656716926465,0.17843148167963815,10.268226425781581,0.8559525171220936,40,4,1,0,0,11,0.31332216604759944
0_0_0_10_14_16,-24.0,42,3,0,222,685,222,221,684,221,0.9654114595765907,1.0,-0.03458854042340931,0.9734359259953487,0.947203192276909,0.026232733718439705,0.962962962962963,1.0,-0.03703703703703698,0.6603486988535572,0.4828884072881019,0.17746029156545529,0.9761309987192522,0.9667027836214781,0.00942821509777414,0.002418185924120381,0.0056953672393591,-0.003277181315238719,0.1528755034709654,10.677352997280568,0.947203192276909,28,1,2,0,0,8,0.09683845941196342
0_0_0_10_14_16,-24.0,42,3,6,89,54,752,88,53,751,0.8910961969719302,0.5090939330535764,0.3820022639183538,0.9749252434241378,0.9142569862065699,0.060668257217567856,0.962962962962963,0.0,0.962962962962963,0.9193037306705877,0.9967399457394728,-0.0774362150688851,0.9658409834724727,0.6986955416971331,0.2671454417753396,0.015897255265488856,0.00951360149598763,0.006383653769501226,0.5007540981388519,10.669284833256283,0.9223613158855842,28,28,2,0,0,8,0.09683845941196342
0_0_0_10_14_16,-24.0,42,3,7,713,602,602,712,601,601,1.0,0.5206256372425182,0.4793743627574818,0.9644493413105311,0.8758801362685518,0.0885692050419793,1.0,0.7407407407407407,0.2592592592592593,0.7309706410165144,0.9211779515420508,-0.1902073105255364,1.0098451708247485,0.6870024455702012,0.32284272525454727,0.02556476399785164,0.01169935765119018,0.013865406346661458,1.0095240216666768,11.698688147641791,0.9644493413105311,28,8,1,0,0,8,0.09683845941196342
0_0_0_10_14_16,-24.0,42,3,23,759,691,879,758,690,878,0.9871582835636998,0.7153520150037851,0.27180626855991474,0.9932100662359301,0.8326140532549517,0.16059601298097836,0.962962962962963,0.7037037037037037,0.2592592592592593,0.5420684133228104,0.7000415484754607,-0.15797313515265032,0.9763837578734255,0.7792758689097137,0.19710788896371179,0.026654606824010208,0.01993237535939316,0.006722231464617048,0.056132058238939415,9.583909977514018,0.9933418556960067,28,9,2,0,0,8,0.09683845941196342
0_0_0_10_14_16,-24.0,42,3,30,778,6,891,777,5,890,0.9024477634209731,0.628374411829657,0.2740733515913161,0.7772678983095933,0.7268186725195879,0.050449225790005436,0.962962962962963,0.37037037037037035,0.5925925925925927,0.8686106710720294,0.9984158601855093,-0.12980518911347994,0.9261447214281244,0.744972360414359,0.18117236101376544,0.006766207953809885,0.0019041267401585745,0.004862081213651311,0.44577927056191685,9.482746053581163,0.8801844546989691,28,18,2,0,0,8,0.09683845941196342
0_0_0_10_14_16,-24.0,42,5,1,826,543,543,825,542,542,1.0,0.7274604159091292,0.27253958409087076,0.9203936506967071,0.9901491095791595,-0.06975545888245238,1.0,0.8974358974358975,0.10256410256410253,0.7238665573654192,0.6539246404544077,0.06994191691101148,0.9998973793178084,0.8118800555249275,0.18801732379288094,0.01629373658215686,0.033936511520810994,-0.017642774938654134,0.3509396865419285,10.605124032642031,0.9203936506967071,40,5,1,0,0,14,0.12692937810364827
0_0_0_10_14_16,-24.0,42,5,5,468,194,194,467,193,193,1.0,0.81801152771038,0.18198847228962,0.9286547600417885,0.9133096526710596,0.015345107370728917,1.0,0.9743589743589743,0.02564102564102566,0.7343954301427438,0.9997770717187506,-0.26538164157600685,1.0032342208311966,0.9152343314064779,0.0879998894247187,0.034382419104664066,0.004101781344767352,0.030280637759896714,0.8724057605272262,11.72530871317174,0.9286547600417885,40,2,1,0,0,14,0.12692937810364827
0_0_0_10_14_16,-24.0,42,5,32,741,793,793,740,792,792,1.0,0.6006812533089172,0.3993187466910828,0.7811301680107373,0.876732761090251,-0.09560259307951369,1.0,0.8717948717948718,0.1282051282051282,0.6539917063545453,0.9922599109729847,-0.3382682046184394,0.9608647066188747,0.7545850152899698,0.2062796913289049,0.03619736769801613,0.005010247547090578,0.031187120150925556,0.6400434682972946,11.389374477145907,0.7811301680107373,40,6,1,0,0,14,0.12692937810364827
0_0_0_10_14_16,-24.0,42,5,34,91,392,392,90,391,391,1.0,0.5151623555735039,0.48483764442649613,0.9574858503934703,0.7638886045896388,0.19359724580383153,1.0,0.3846153846153846,0.6153846153846154,0.9742969749455362,0.8147823055440074,0.1595146694015288,1.0473846860699798,0.6437565387064217,0.4036281473635581,0.014794000444903723,0.0008777749265880279,0.013916225518315695,0.006360266353468699,10.261740623812104,0.9574858503934703,40,25,1,0,0,14,0.12692937810364827
0_0_0_10_14_16,-24.0,42,6,4,107,752,886,106,751,885,0.8902612284236635,0.7098937066751176,0.18036752174854587,0.9267052566444965,0.9269947310794333,-0.00028947443493676506,0.8974358974358975,0.7435897435897436,0.15384615384615385,0.9767056654035023,0.8858868473963478,0.09081881800715452,0.9647968176900241,0.8240664364718846,0.14073038121813952,0.003215227252712324,0.006989695097597662,-0.0037744678448853384,0.037844272589980174,9.525274534609485,0.9563586651692609,40,11,5,0,0,15,0.1505737783837442
0_0_0_10_14_16,-24.0,42,8,7,713,945,713,712,944,712,0.9996680671214382,1.0,-0.00033193287856181364,0.9908934687791867,0.8629319256591393,0.12796154312004737,0.9743589743589743,1.0,-0.02564102564102566,0.9933417725260781,0.9728702745224665,0.020471498003611588,1.0568810243450166,1.0282456290554225,0.028635395289594134,0.0027349471058983154,0.0031075362903766205,-0.000372589184478305,0.0014418054797790177,10.255997634829514,0.8629319256591393,40,1,2,0,0,14,0.19609604672143216
0_0_0_10_14_16,-24.0,42,8,13,562,628,628,561,627,627,1.0,0.878483771056151,0.12151622894384895,0.9467263502403158,0.9083458568634464,0.03838049337686944,1.0,0.9743589743589743,0.02564102564102566,0.7517941979003434,0.8412596483361914,-0.08946545043584797,1.009632341712118,0.9312093548457856,0.07842298686633242,0.01326293705032356,0.01854363938606642,-0.005280702335742859,0.5626625716909981,10.974031874579781,0.9467263502403158,40,2,1,0,0,14,0.19609604672143216
0_0_0_10_14_16,-24.0,42,8,26,314,506,207,313,505,206,0.6094366239629206,0.6087518015857989,0.0006848223771217521,0.9156732947128464,0.8066505860753945,0.10902270863745189,0.8205128205128205,0.7948717948717949,0.02564102564102555,0.9290695768747789,0.9565339987209092,-0.027464421846130294,0.7583914280165784,0.7405018181204835,0.017889609896094893,0.011021613288971808,0.00683970944559608,0.004181903843375728,1.0061423350215613,10.806991536245029,0.9783738956582279,40,9,8,0,0,14,0.19609604672143216
0_0_0_10_14_16,-24.0,42,9,33,580,565,565,579,564,564,1.0,0.8602367177350245,0.13976328226497547,0.9172992969269095,0.8201206525869329,0.09717864433997658,1.0,0.9743589743589743,0.02564102564102566,0.9091814638575009,0.9961031134876299,-0.08692164963012905,1.028928893602582,0.9255663310899246,0.10336256251265741,0.019848503612427373,0.02406407348092681,-0.004215569868499438,0.6538202426811178,10.210794217114358,0.9172992969269095,40,2,1,0,0,18,0.18444067721792876
0_0_0_10_14_16,-24.0,42,10,1,826,131,131,825,130,130,1.0,0.8960676197145339,0.10393238028546614,0.9109764162448186,0.9297267363544874,-0.018750320109668817,1.0,0.8974358974358975,0.10256410256410253,0.8976860498846453,0.9415641364119758,-0.043878086527330495,1.025825051230507,0.9638429428969872,0.06198210833351969,0.007790303111636255,0.004225745626471379,0.0035645574851648765,0.004554491512713855,9.347796583888087,0.9109764162448186,40,5,1,0,0,14,0.25231339084392546
0_0_0_10_14_16,-24.0,42,10,5,468,532,5,467,531,4,0.7332731661148872,0.512096712911415,0.22117645320347223,0.9258165190493894,0.7844974158905803,0.14131910315880913,0.7692307692307692,0.15384615384615385,0.6153846153846153,0.6917997197882352,0.9582370859060767,-0.2664373661178415,0.8091424752564166,0.6686851159610788,0.14045735929533776,0.03704154572966391,0.009474611650170986,0.02756693407949292,0.22317092983233394,9.78608182704416,0.9851849728542681,40,34,10,0,0,14,0.25231339084392546
0_0_0_10_14_16,-24.0,42,10,11,1023,632,632,1022,631,631,1.0,0.8216716552042201,0.17832834479577986,0.9003074531139083,0.8002558334211021,0.10005161969280618,1.0,0.9743589743589743,0.02564102564102566,0.9655982352052416,0.9938730137172682,-0.028274778512026644,1.0345572082556203,0.8942410075219374,0.1403162007336829,0.004412279827366877,0.007200487843256895,-0.002788208015890018,0.853016944073196,10.500536822161472,0.9003074531139083,40,2,1,0,0,14,0.25231339084392546
0_0_0_10_14_16,-24.0,42,10,22,629,911,911,628,910,910,1.0,0.6931090390547536,0.30689096094524637,0.9915699145835255,0.9269399507435923,0.06462996383993325,1.0,0.8461538461538461,0.15384615384615385,0.855081518312771,0.9023672161457663,-0.0472856978329953,1.0351270258467484,0.8149430720703685,0.2201839537763799,0.008914409557000628,0.01591616071455959,-0.007001751157558963,0.8807843665542539,10.948440783156002,0.9915699145835255,40,7,1,0,0,14,0.25231339084392546
0_0_0_10_14_16,-24.0,42,11,5,468,818,468,467,817,467,0.8195184518574493,1.0,-0.18048154814255069,0.8861946234719191,0.9097873502260476,-0.02359272675412849,0.9743589743589743,1.0,-0.02564102564102566,0.8893328775284509,0.0035743528209772335,0.8857585247074737,0.8931951013991505,0.8825293664965659,0.0106657349025846,0.028705289917246524,0.0963225885464025,-0.06761729862915597,0.8644126363142474,10.288821807690393,0.9097873502260476,40,1,2,0,0,20,0.5186033976726886
0_0_0_10_14_16,-24.0,42,12,16,917,415,917,916,414,916,0.8790796788828031,1.0,-0.12092032111719686,0.9935230219570067,0.8447467710306518,0.14877625092635494,0.9743589743589743,1.0,-0.02564102564102566,0.9844709428501838,0.022259865397246392,0.9622110774529373,0.9715757304653929,0.8725109326696897,0.09906479779570321,0.020354072523891757,0.09964574183504904,-0.07929166931115728,0.5597175913460334,11.50683667584359,0.8447467710306518,40,1,2,0,0,23,0.5003200613029848
0_0_0_10_14_16,-24.0,42,12,32,761,437,652,760,436,651,0.9186069533778782,0.9943129636210546,-0.07570601024317636,0.9200909437908488,0.9867319239737794,-0.06664098018293063,0.9230769230769231,0.9743589743589743,-0.05128205128205121,0.6076570950262254,0.0005446890351049061,0.6071124059911206,0.9242681913268805,0.8934526095751109,0.030815581751769683,0.03354389331687895,0.0606172164166619,-0.02707332309978295,0.02476898317963622,9.98352856131681,0.9377699320996858,40,2,4,0,0,23,0.5003200613029848
0_0_0_10_14_16,-23.0,42,3,6,89,54,752,88,53,751,0.8867766902752663,0.717235008127068,0.1695416821481983,0.9751181939619481,0.9381448693948418,0.036973324567106336,0.9743589743589743,0.8717948717948718,0.10256410256410253,0.8386602598066492,0.9950458878522784,-0.15638562804562928,0.9499529635541398,0.8489008216242805,0.10105214192985934,0.023180608682045113,0.012525068090519247,0.010655540591525866,0.5218573122948812,10.686754873550408,0.9223942955759122,40,6,2,0,0,18,0.13018972206461107
0_0_0_10_14_16,-23.0,42,3,7,713,602,602,712,601,601,1.0,0.7247122896629291,0.2752877103370709,0.964334980804477,0.9038906663720592,0.06044431443241782,1.0,0.9487179487179487,0.05128205128205132,0.7751202152420595,0.964907534275019,-0.18978731903295942,1.016886230599625,0.8424619415224652,0.17442428907715968,0.036678962132003334,0.014087129443779097,0.022591832688224237,0.9996786830960487,11.670344829215207,0.964334980804477,40,3,1,0,0,18,0.13018972206461107
0_0_0_10_14_16,-23.0,42,5,1,826,543,543,825,542,542,1.0,0.9575483647558116,0.04245163524418838,0.920317059625222,0.9932323905372487,-0.07291533091202662,1.0,0.9743589743589743,0.02564102564102566,0.7495953651299014,0.7043858813343095,0.045209483795591976,1.0039986703458286,0.9816320744500073,0.02236659589582124,0.017026081676423922,0.025584715647385063,-0.008558633970961141,0.18839281050096887,10.599181967105654,0.920317059625222,40,2,1,0,0,20,0.17935871432771544
0_0_0_10_14_16,-23.0,42,5,32,741,564,793,740,563,792,0.8617950198501786,0.8286856619499691,0.033109357900209524,0.8771445613889062,0.9036680623943767,-0.026523501005470518,0.9743589743589743,0.9487179487179487,0.02564102564102566,0.9584776578795605,0.9999119156276471,-0.04143425774808662,0.9320418514336359,0.9207994823442772,0.011242369089358717,0.008482019792845545,0.005252953909435237,0.003229065883410308,0.6459601994576641,11.369662825682955,0.7810125427017388,40,3,2,0,0,20,0.17935871432771544
0_0_0_10_14_16,-23.0,42,5,34,91,392,392,90,391,391,1.0,0.7568836098287377,0.2431163901712623,0.9574070710490169,0.8263711483780875,0.13103592267092945,1.0,0.8461538461538461,0.15384615384615385,0.8744841293939833,0.9507339967769535,-0.07624986738297013,1.0313988749128407,0.8472101960400464,0.18418867887279422,0.015162829071710331,0.0010907241753580826,0.014072104896352248,0.0634871360003269,10.267766104871592,0.9574070710490169,40,7,1,0,0,20,0.17935871432771544
0_0_0_10_14_16,-23.0,42,6,18,889,499,725,888,498,724,0.8379307050350241,0.5375315827589944,0.3003991222760297,0.789974368643154,0.8202862706442668,-0.03031190200111289,0.9743589743589743,0.28205128205128205,0.6923076923076923,0.9992588561566429,0.8781836977390746,0.12107515841756833,0.9044277842382105,0.6808387536984014,0.22358903053980905,0.0027106229993757325,0.012915909107314941,-0.010205286107939209,0.7679189505140431,9.977101680806364,0.8992724800626856,40,29,2,0,0,23,0.21535465462439188
0_0_0_10_14_16,-23.0,42,10,22,629,911,911,628,910,910,1.0,0.9321772355871941,0.06782276441280588,0.9915884609278458,0.9451898633113441,0.04639859761650167,1.0,0.9743589743589743,0.02564102564102566,0.8246773445181432,0.9541177717425041,-0.1294404272243609,1.030266067308472,0.9942208810521054,0.03604518625636666,0.007607521273760978,0.011397732351594183,-0.003790211077833205,0.3050150704555018,10.961003458904582,0.9915884609278458,40,2,1,0,0,22,0.21913938684382628
0_0_0_10_14_16,-23.0,42,10,27,602,947,947,601,946,946,1.0,0.5674379706972719,0.43256202930272813,0.9847409581710375,0.9312625724986793,0.053478385672358186,1.0,0.717948717948718,0.28205128205128205,0.9615089994274129,0.9605236185771172,0.0009853808502956474,1.0507896315425935,0.7371428729601649,0.31364675858242863,0.00998557321340432,0.002988469632438492,0.006997103580965828,0.8566635982769881,10.47502266925099,0.9847409581710375,40,12,1,0,0,22,0.21913938684382628
