dataset,target_snr_db,seed_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,symbol_savaux_ser,symbol_phase_line_ser,raw_candidate_recall,raw_A_savaux_ok_phase_ok,raw_A_savaux_ok_phase_ok_rate,raw_B_savaux_wrong_phase_rescue,raw_B_savaux_wrong_phase_rescue_rate,raw_C_savaux_ok_phase_break,raw_C_savaux_ok_phase_break_rate,raw_D_gt_not_in_topk_unrescuable,raw_D_gt_not_in_topk_unrescuable_rate,raw_E_gt_in_topk_phase_miss,raw_E_gt_in_topk_phase_miss_rate,raw_Z_other,raw_Z_other_rate,symbol_A_savaux_ok_phase_ok,symbol_A_savaux_ok_phase_ok_rate,symbol_B_savaux_wrong_phase_rescue,symbol_B_savaux_wrong_phase_rescue_rate,symbol_C_savaux_ok_phase_break,symbol_C_savaux_ok_phase_break_rate,symbol_D_gt_not_in_topk_unrescuable,symbol_D_gt_not_in_topk_unrescuable_rate,symbol_E_gt_in_topk_phase_miss,symbol_E_gt_in_topk_phase_miss_rate,symbol_Z_other,symbol_Z_other_rate
0_0_0_10_14_16,-26.0,5,1925,0.4077922077922078,0.38597402597402597,0.4077922077922078,0.38597402597402597,0.9402597402597402,1118,0.5807792207792207,64,0.03324675324675325,22,0.011428571428571429,115,0.05974025974025974,606,0.3148051948051948,0,0.0,1118,0.5807792207792207,64,0.03324675324675325,22,0.011428571428571429,115,0.05974025974025974,606,0.3148051948051948,0,0.0
0_0_0_10_14_16,-25.0,5,1925,0.24727272727272728,0.21506493506493507,0.24727272727272728,0.21506493506493507,0.9787012987012987,1437,0.7464935064935065,74,0.03844155844155844,12,0.006233766233766234,41,0.0212987012987013,361,0.18753246753246752,0,0.0,1437,0.7464935064935065,74,0.03844155844155844,12,0.006233766233766234,41,0.0212987012987013,361,0.18753246753246752,0,0.0
0_0_0_10_14_16,-24.0,5,1925,0.12311688311688311,0.09922077922077922,0.12311688311688311,0.09922077922077922,0.9942857142857143,1683,0.8742857142857143,51,0.026493506493506493,5,0.0025974025974025974,11,0.005714285714285714,175,0.09090909090909091,0,0.0,1683,0.8742857142857143,51,0.026493506493506493,5,0.0025974025974025974,11,0.005714285714285714,175,0.09090909090909091,0,0.0
0_0_0_10_14_16,-23.0,5,1925,0.03896103896103896,0.027532467532467533,0.03896103896103896,0.027532467532467533,0.9979220779220779,1849,0.9605194805194806,23,0.011948051948051949,1,0.0005194805194805195,4,0.002077922077922078,48,0.024935064935064935,0,0.0,1849,0.9605194805194806,23,0.011948051948051949,1,0.0005194805194805195,4,0.002077922077922078,48,0.024935064935064935,0,0.0
0_0_0_10_14_16,-22.0,5,1925,0.01090909090909091,0.006233766233766234,0.01090909090909091,0.006233766233766234,1.0,1904,0.9890909090909091,9,0.004675324675324675,0,0.0,0,0.0,12,0.006233766233766234,0,0.0,1904,0.9890909090909091,9,0.004675324675324675,0,0.0,0,0.0,12,0.006233766233766234,0,0.0
