dataset,target_snr_db,seed_count,snr_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,symbol_savaux_ser,symbol_phase_line_ser,raw_candidate_recall,raw_A_savaux_ok_phase_ok,raw_A_savaux_ok_phase_ok_rate,raw_B_savaux_wrong_phase_rescue,raw_B_savaux_wrong_phase_rescue_rate,raw_C_savaux_ok_phase_break,raw_C_savaux_ok_phase_break_rate,raw_D_gt_not_in_topk_unrescuable,raw_D_gt_not_in_topk_unrescuable_rate,raw_E_gt_in_topk_phase_miss,raw_E_gt_in_topk_phase_miss_rate,raw_Z_other,raw_Z_other_rate,symbol_A_savaux_ok_phase_ok,symbol_A_savaux_ok_phase_ok_rate,symbol_B_savaux_wrong_phase_rescue,symbol_B_savaux_wrong_phase_rescue_rate,symbol_C_savaux_ok_phase_break,symbol_C_savaux_ok_phase_break_rate,symbol_D_gt_not_in_topk_unrescuable,symbol_D_gt_not_in_topk_unrescuable_rate,symbol_E_gt_in_topk_phase_miss,symbol_E_gt_in_topk_phase_miss_rate,symbol_Z_other,symbol_Z_other_rate
0_0_0_10_14_16,overall,5,5,9625,0.1656103896103896,0.1468051948051948,0.1656103896103896,0.1468051948051948,0.9822337662337662,7991,0.8302337662337662,221,0.02296103896103896,40,0.004155844155844156,171,0.017766233766233767,1202,0.12488311688311689,0,0.0,7991,0.8302337662337662,221,0.02296103896103896,40,0.004155844155844156,171,0.017766233766233767,1202,0.12488311688311689,0,0.0
