dataset,input_iq,gt_symbol_csv,iq_complex64_samples,reference_power,reference_power_db,reference_sample_count,reference_packet_count,paired_packet_count,seed,independent_noise,top_k_metrics,nibble_candidates,row_beam_width,block_candidate_limit,block_symbol_seed_top_m,block_symbol_seed_deep_top_l,block_symbol_seed_max_deep_positions,block_symbol_seed_quota,block_symbol_seed_max_combinations,global_beam_width,global_rank_diverse_top_r,global_rank_diverse_beam_width,global_rank_cost_max,global_rank_cost_state_limit,final_candidate_limit,crc_candidate_min_evidence_margin,crc_candidate_max_beam_rank,crc_candidate_high_rank_max_beam_rank,crc_candidate_high_rank_min_evidence_margin,crc_selection_policy,adaptive_path_top_k,adaptive_switch_penalty,adaptive_step_penalty,adaptive_path_gain_power,adaptive_switch_penalty_power,adaptive_score_mix,timing_path_top_k,timing_tau_grid,timing_slope_grid,timing_path_gain_power,timing_slope_penalty_power,timing_score_mix
0_0_0_10_14_8,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\weak_sync_chain\header_first\0_0_0_10_14_8_header_first_symbols.csv,29485411,9.806766495277738e-05,-40.08474165377003,358400,10,10,20260531,0,64,16,2048,512,6,0,1,64,50000,2048,8,0,12.5,20000,2048,-999.0,64,256,4.0,earliest_rank,0,0.4,0.1,0.18,0.4,1.0,0,"-0.5,0,0.5","-0.5,0,0.5",0.2,0.1,0.25
