packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,mean_hybrid_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,hybrid_mean_pattern_err,hybrid_mean_pattern_ser,hybrid_mean_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_hybrid_pattern_err,gated_hybrid_pattern_ser,gated_hybrid_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,dataset,snr_db,seed
1,0,1,35,1.0,1.0,32,random_only,random_029,0.1881101644570394,0.06490300197404264,0.23790204274034776,0.8326503425960871,0.2663591829477057,0,0.0,14,0.4,14,0,14,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-23.0,42
2,1,2,35,1.0,1.0285714285714285,32,random_only,random_009,0.1953469088947184,0.06450302826512921,0.2357633588240039,0.8493410107604714,0.2642802125435746,1,0.02857142857142857,6,0.17142857142857143,6,0,5,2,0.05714285714285714,2,0,1,0,0.0,1,1,0,0,0.0,1,1,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,1,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-23.0,42
3,2,3,35,1.0,1.1142857142857143,32,random_only,random_022,0.18823787559525104,0.0638392067095377,0.23352893399150076,0.834416076276872,0.26414825833966954,3,0.08571428571428572,8,0.22857142857142856,8,0,5,5,0.14285714285714285,3,0,2,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,5,0.14285714285714285,3,0,2,4,0.11428571428571428,1,0,1,3,0.08571428571428572,0,0,0,4,0.11428571428571428,1,0,1,0_0_0_10_14_16,-23.0,42
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_029,0.20811324747166415,0.06561504508475596,0.24062660578054507,0.8009653166557162,0.27036703252502575,4,0.11428571428571428,20,0.5714285714285714,20,0,16,5,0.14285714285714285,2,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,4,0.11428571428571428,1,0,0,5,0.14285714285714285,2,0,1,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-24.0,42
2,1,2,35,1.0,1.1714285714285715,32,random_only,random_009,0.21699606433128404,0.06455504314515367,0.23582601076545545,0.8175266256696206,0.26688706503107973,4,0.11428571428571428,10,0.2857142857142857,9,0,6,4,0.11428571428571428,3,0,0,3,0.08571428571428572,2,1,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-24.0,42
3,2,3,35,0.9714285714285714,2.2857142857142856,32,random_only,random_022,0.21013904638258596,0.06483059590165469,0.23708730787142202,0.8118570051504633,0.268149782071812,6,0.17142857142857143,17,0.4857142857142857,18,1,12,6,0.17142857142857143,5,1,1,8,0.22857142857142856,4,0,2,9,0.2571428571428571,5,0,3,7,0.2,2,0,1,8,0.22857142857142856,3,0,2,7,0.2,4,0,1,7,0.2,1,0,1,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,0_0_0_10_14_16,-24.0,42
0,0,0,35,0.37142857142857144,87.4,32,random_only,random_009,0.24401501593387234,0.06631382636118086,0.24302496008565555,0.7540311574632831,0.27569145966536335,29,0.8285714285714286,33,0.9428571428571428,28,1,5,30,0.8571428571428571,10,1,2,30,0.8571428571428571,11,1,2,30,0.8571428571428571,11,1,2,29,0.8285714285714286,3,0,0,28,0.8,4,1,0,30,0.8571428571428571,8,1,2,29,0.8285714285714286,3,0,0,29,0.8285714285714286,0,0,0,28,0.8,2,1,0,0_0_0_10_14_32,-22.0,1
2,1,2,35,1.0,1.0,32,random_only,random_026,0.15201175124351154,0.06393278425790214,0.23526663701270065,0.903521234672666,0.2591946394134863,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,1
3,2,3,35,1.0,1.0,32,random_only,random_009,0.1435993839945233,0.0623321040947045,0.22838266895967607,0.9002543494994258,0.25612721537818756,0,0.0,3,0.08571428571428572,3,0,3,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,1
0,0,0,35,0.2857142857142857,127.2,32,random_only,random_005,0.2419281799822977,0.06535668785029287,0.23979634628358223,0.7494454564763658,0.2738148572590077,34,0.9714285714285714,34,0.9714285714285714,29,1,1,32,0.9142857142857143,12,2,0,32,0.9142857142857143,13,2,0,31,0.8857142857142857,13,3,0,33,0.9428571428571428,4,1,0,33,0.9428571428571428,7,1,0,32,0.9142857142857143,10,2,0,34,0.9714285714285714,2,0,0,34,0.9714285714285714,0,0,0,33,0.9428571428571428,4,1,0,0_0_0_10_14_32,-23.0,1
2,1,2,35,1.0,1.0,32,random_only,random_026,0.16581268884416892,0.06410167550356077,0.23598245684951005,0.8824675527763292,0.2610395005570445,0,0.0,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-23.0,1
3,2,3,35,1.0,1.0,32,random_only,random_009,0.1558301905977669,0.062310226624840134,0.22828595922732345,0.877895261245744,0.2576685259014348,0,0.0,7,0.2,7,0,7,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-23.0,1
0,0,0,35,0.22857142857142856,170.88571428571427,32,random_only,random_017,0.2425681961839403,0.06537166709522992,0.2398458306862093,0.748462362759923,0.27394168799950375,34,0.9714285714285714,35,1.0,28,0,1,34,0.9714285714285714,11,0,0,33,0.9428571428571428,13,1,0,33,0.9428571428571428,13,1,0,34,0.9714285714285714,3,0,0,34,0.9714285714285714,6,0,0,34,0.9714285714285714,9,0,0,34,0.9714285714285714,1,0,0,34,0.9714285714285714,0,0,0,34,0.9714285714285714,3,0,0,0_0_0_10_14_32,-24.0,1
2,1,2,35,1.0,1.0,32,random_only,random_026,0.1820573413507599,0.06429154284067103,0.23678819529883413,0.8577249481659933,0.26325729766550726,0,0.0,4,0.11428571428571428,4,0,4,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-24.0,1
3,2,3,35,1.0,1.0285714285714285,32,random_only,random_005,0.17176625659155342,0.062297629179627216,0.22815779921778637,0.8509013556019669,0.25964524749269485,1,0.02857142857142857,10,0.2857142857142857,9,0,9,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,2,1,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,0_0_0_10_14_32,-24.0,1
0,0,0,35,0.5142857142857142,45.65714285714286,32,random_only,random_017,0.254422938172887,0.06344820240036829,0.2324013626582473,0.7219678845567182,0.2726076335992571,30,0.8571428571428571,31,0.8857142857142857,23,0,1,29,0.8285714285714286,13,2,1,29,0.8285714285714286,12,1,0,30,0.8571428571428571,13,1,1,29,0.8285714285714286,9,1,0,29,0.8285714285714286,8,1,0,28,0.8,9,2,0,29,0.8285714285714286,5,1,0,29,0.8285714285714286,2,1,0,30,0.8571428571428571,2,0,0,0_0_0_10_14_32,-22.0,2
2,1,2,35,1.0,1.0,32,random_only,random_000,0.15413250819861365,0.06318709858996098,0.231582292446076,0.8918412681740039,0.2585031608019472,0,0.0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,2
3,2,3,35,1.0,1.0,32,random_only,random_030,0.14588240599250524,0.0628539664157537,0.2309867793452477,0.896876430683054,0.2574570943936621,0,0.0,6,0.17142857142857143,6,0,6,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,2
0,0,0,35,0.34285714285714286,71.65714285714286,32,random_only,random_017,0.25257369257556384,0.06325114581687868,0.2322232888785899,0.7169642015339039,0.2726734848200511,32,0.9142857142857143,34,0.9714285714285714,27,1,3,31,0.8857142857142857,12,1,0,31,0.8857142857142857,13,1,0,31,0.8857142857142857,13,1,0,31,0.8857142857142857,9,1,0,31,0.8857142857142857,8,1,0,32,0.9142857142857143,8,0,0,32,0.9142857142857143,5,0,0,32,0.9142857142857143,2,0,0,32,0.9142857142857143,2,0,0,0_0_0_10_14_32,-23.0,2
2,1,2,35,1.0,1.0285714285714285,32,random_only,random_000,0.1698329455886438,0.06328732417560136,0.23187752286503835,0.8653833773146369,0.2606626412203692,1,0.02857142857142857,5,0.14285714285714285,4,0,4,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0,0.0,1,1,0,0,0.0,1,1,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0,0.0,1,1,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-23.0,2
3,2,3,35,1.0,1.0,32,random_only,random_030,0.15924720050354002,0.06292807891619659,0.23132986432785596,0.8731196519693084,0.2593324061363996,0,0.0,7,0.2,7,0,7,2,0.05714285714285714,2,0,2,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0_0_0_10_14_32,-23.0,2
0,0,0,35,0.3142857142857143,104.0,32,random_only,random_017,0.24844320026459324,0.06314501926096407,0.23210246455601485,0.7168943332695319,0.2724612293158558,34,0.9714285714285714,34,0.9714285714285714,27,1,1,33,0.9428571428571428,12,1,0,33,0.9428571428571428,13,1,0,33,0.9428571428571428,13,1,0,34,0.9714285714285714,8,0,0,33,0.9428571428571428,8,1,0,33,0.9428571428571428,9,1,0,34,0.9714285714285714,5,0,0,34,0.9714285714285714,2,0,0,34,0.9714285714285714,3,0,0,0_0_0_10_14_32,-24.0,2
2,1,2,35,1.0,1.0571428571428572,32,random_only,random_000,0.18699057936597266,0.06339042116353012,0.2322381637991446,0.8370447219323939,0.26303030492649393,1,0.02857142857142857,7,0.2,6,0,6,3,0.08571428571428572,2,0,2,4,0.11428571428571428,3,0,3,5,0.14285714285714285,4,0,4,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-24.0,2
3,2,3,35,1.0,1.3714285714285714,32,random_only,random_030,0.17863645728214989,0.06335550263864509,0.23295390029011648,0.8452915999419506,0.2622714791461734,2,0.05714285714285714,12,0.34285714285714286,12,0,10,2,0.05714285714285714,1,0,0,3,0.08571428571428572,2,0,1,3,0.08571428571428572,2,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,1,0,0,2,0.05714285714285714,1,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,1,0,0,0_0_0_10_14_32,-24.0,2
0,0,0,35,0.37142857142857144,145.22857142857143,32,random_only,random_005,0.2400234694132718,0.06159833883781881,0.2259010744778906,0.7082110647994038,0.27010163066522846,29,0.8285714285714286,33,0.9428571428571428,32,0,4,30,0.8571428571428571,19,1,2,30,0.8571428571428571,17,1,2,30,0.8571428571428571,16,1,2,30,0.8571428571428571,8,1,2,29,0.8285714285714286,8,1,1,29,0.8285714285714286,13,1,1,31,0.8857142857142857,6,0,2,30,0.8571428571428571,2,0,1,29,0.8285714285714286,5,1,1,0_0_0_10_14_32,-22.0,42
2,1,2,35,1.0,1.0,32,random_only,random_029,0.14419588103132291,0.0608184010567574,0.22286062325272588,0.889675789344451,0.2536713444586646,0,0.0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,42
3,2,3,35,1.0,1.0,32,random_only,random_009,0.1512170077638429,0.06331754110223775,0.23197252522286976,0.8860460312346021,0.2590327701599013,0,0.0,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-22.0,42
0,0,0,35,0.3142857142857143,194.05714285714285,32,random_only,random_009,0.23912571892604134,0.06258648237822403,0.22962136641316364,0.7142028162542418,0.27170108666961595,32,0.9142857142857143,33,0.9428571428571428,33,1,2,30,0.8571428571428571,20,3,1,31,0.8857142857142857,17,2,1,31,0.8857142857142857,16,2,1,33,0.9428571428571428,6,0,1,31,0.8857142857142857,9,2,1,31,0.8857142857142857,14,2,1,32,0.9142857142857143,4,0,0,32,0.9142857142857143,1,0,0,32,0.9142857142857143,3,0,0,0_0_0_10_14_32,-23.0,42
2,1,2,35,1.0,1.0,32,random_only,random_029,0.15724523057015918,0.06059527907618526,0.22201285437663476,0.8639132420168523,0.2550113327900456,0,0.0,6,0.17142857142857143,6,0,6,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-23.0,42
3,2,3,35,1.0,1.0,32,random_only,random_009,0.16627288963535036,0.0634651866884424,0.23248270526560885,0.859213103547512,0.2612695391906194,0,0.0,6,0.17142857142857143,6,0,6,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-23.0,42
0,0,0,35,0.2571428571428571,243.28571428571428,32,random_only,random_005,0.24108286135158927,0.062077609505330714,0.22773555126707207,0.7123738897179431,0.2707344350442962,33,0.9428571428571428,33,0.9428571428571428,33,1,1,31,0.8857142857142857,20,2,0,33,0.9428571428571428,19,1,1,33,0.9428571428571428,18,1,1,33,0.9428571428571428,8,0,0,33,0.9428571428571428,8,0,0,32,0.9142857142857143,14,1,0,33,0.9428571428571428,4,0,0,33,0.9428571428571428,2,0,0,33,0.9428571428571428,5,0,0,0_0_0_10_14_32,-24.0,42
2,1,2,35,1.0,1.0,32,random_only,random_029,0.17284951770427856,0.060345360533705567,0.2210637683333765,0.8332266364217045,0.2567270209172116,0,0.0,11,0.3142857142857143,11,0,11,1,0.02857142857142857,1,0,1,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-24.0,42
3,2,3,35,1.0,1.2285714285714286,32,random_only,random_009,0.18209355500606347,0.06339325650281591,0.2322988213683023,0.8302739843663113,0.263268216178982,1,0.02857142857142857,12,0.34285714285714286,12,0,11,3,0.08571428571428572,2,0,2,3,0.08571428571428572,2,0,2,3,0.08571428571428572,2,0,2,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,3,0.08571428571428572,2,0,2,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-24.0,42
