snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores
clean,,,0,0,0,8,623528,803,803,1,1,24.635677744847378,35,0,1,0.0,803,1,1,3.511640463910044,803,1,1,6.5910067712552225,803,1,1,0.0,35,35|291|547|803,0.29821682|2.95092754|27.4035894|185.744459,803,1,1,3.511640463910044,35,35|291|547|803,46.7081865|196.42116|208.352876|118.897635,803,1,1,6.5910067712552225,35,35|291|547|803,34.1445643|0.0105548713|148.517714|235.752947
clean,,,0,0,1,9,627624,711,711,1,1,22.358258987223167,199,0,1,0.0,711,1,1,4.225392672312278,711,1,1,7.267187460139372,711,1,1,0.0,199,199|455|711|967,7.17440293|49.7301322|202.083244|18.2393624,711,1,1,4.225392672312278,199,199|455|711|967,107.008704|136.423765|118.359717|1.54492071,711,1,1,7.267187460139372,199,199|455|711|967,0.0132658286|101.153296|240.967379|1.18243443
clean,,,0,0,2,10,631720,922,922,1,1,26.779616296521006,154,0,1,0.0,922,1,1,3.471653249259365,922,1,1,6.512557029583911,922,1,1,0.0,154,154|410|666|922,5.77379938|4.56759836|22.6464317|65.1841652,922,1,1,3.471653249259365,154,154|410|666|922,317.950815|395.532683|402.063391|144.162398,922,1,1,6.512557029583911,154,154|410|666|922,193.303065|0.00560052741|251.586336|267.717463
clean,,,0,0,3,11,635816,718,718,1,1,23.877206517862966,206,0,1,0.0,718,1,1,4.2484982476783975,718,1,1,7.2475006677083496,718,1,1,0.0,206,206|462|718|974,12.8582137|57.7396797|107.778813|11.2118694,718,1,1,4.2484982476783975,206,206|462|718|974,112.31159|138.132751|75.8535506|1.68790313,718,1,1,7.2475006677083496,206,206|462|718|974,0.00310153444|99.5123929|150.499967|0.702180041
-24,-24.0,24.0,42,0,0,8,623528,803,803,1,1,3.6667879144598063,223,0,605,-10.304438058758752,517,0,209,-5.945831022778776,355,0,8,-0.9942125992147123,479,0,605,-10.304438058758752,223,223|479|735|991,0.013088805|0.979918393|0.237489868|0.949254875,517,0,209,-5.945831022778776,5,5|261|517|773,0|3.43090698|1.22811181|0.459768114,803,1,8,-0.9942125992147123,35,35|291|547|803,0.701003677|1.37616216|0.111335285|0.0725668554
-24,-24.0,24.0,42,0,1,9,627624,711,711,1,1,1.4614022063455088,168,0,113,-4.199133137317457,632,0,190,-5.4959140942000175,833,0,18,-2.144360999520191,680,0,113,-4.199133137317457,168,168|424|680|936,0.225771414|0.752568788|0.757482581|0.243839998,943,0,190,-5.4959140942000175,175,175|431|687|943,2.16619626|1.34431152|0.976838093|0.392308423,747,0,18,-2.144360999520191,235,235|491|747|1003,0.0425388868|0.570461683|0.0448775456|1.09540512
-24,-24.0,24.0,42,0,2,10,631720,922,922,1,1,0.4420310626475986,37,0,509,-9.129955419848502,978,0,153,-6.15895804327391,424,0,23,-2.7785875695702034,549,0,509,-9.129955419848502,37,37|293|549|805,0.37085219|1.07109324|1.51640283|1.04112122,978,0,153,-6.15895804327391,210,210|466|722|978,3.23287326|3.68937007|4.53923238|0.890809527,77,0,23,-2.7785875695702034,77,77|333|589|845,0.457031724|0.504933825|0.347151138|0.442816275
-24,-24.0,24.0,42,0,3,11,635816,718,718,1,1,1.329992184457769,58,0,21,-2.4240005712908133,826,0,5,-1.182838896791845,105,0,2,-0.36862017837406547,826,0,21,-2.4240005712908133,58,58|314|570|826,1.8308328|1.3336143|1.10269919|2.07313744,58,0,5,-1.182838896791845,58,58|314|570|826,1.62394113|1.28757395|1.24493726|0.0533788142,600,0,2,-0.36862017837406547,88,88|344|600|856,0.139375789|3.14168352|1.48499409|1.38287127
