dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_status,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,model_gls_bin,model_gls_correct,model_gls_margin_db,model_gls_fix_vs_savaux,model_gls_break_vs_savaux
0_0_0_10_14_32,0,0,0,0,8,4305479,4305481,803,16.772151585755374,17.865360862778005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,8,2175,1.3757253763565981e-05,8,8,803,1,1,17.865360862778005,0,0,803,1,15.88389084284362,0,0,insufficient_covariance_samples:8<32,803,1,3.249844335991699,0,0,803,1,6.01565873790029,0,0
