packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
22,22,15241216,15368192,16,362,362,0.6423465159921835,15243144,1928,2,2,1.4262702610476237,0.0015234645623577057,0,15235176,15374440,15383656,-1364.3471854493946,3705,-391,2,3716,3886,24,32,13,149,654,289,365,0.6075036979723838,0.5924999246326615,0,391,1564,15236740,15376004,15385220,15236742,15384928,16.59375,1317,0,32,-604,-196,24,32,628,228,-446,357,-44.5,28,-0.4318335639898775,-0.4828161587405475,-0.41888112659123067,-0.41888112659123067,-2,-73,-145,-73.43183356398988,-8963.846870604233,-0.018820953855851415,-0.07528381542340566,-1.8379837749854898e-05,125002.29747971872,-0.021151649978476073,-0.1011407038658445,0,887,123,863,0,-0.1011407038658445,-34.857142857142854,496,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.1150961378761169|0.3933712810823178|-0.4318335639898775|0.3090396414139757,0.4860004424183444|0.46259023113715614|-0.4828161587405475|-0.4875787885517866,-0.4647424387792398|0.4710692674865413|-0.41888112659123067|-0.008618996052746297,0.4860004424183444|0.4710692674865413|-0.41888112659123067|-0.008618996052746297,2|2|-2|0,-107|-168|-73|184,-214|-336|-145|369,-107.11509613787612|-167.60662871891768|-73.43183356398988|184.309039641414,-13075.573259018081|-20459.793544789754|-8963.846870604233|22498.662065602293,-0.0274541460267265|-0.04295843467267728|-0.018820953855851415|0.04723934786790393,-0.109816584106906|-0.17183373869070911|-0.07528381542340566|0.18895739147161572,-2.68106894792251e-05|-4.1951596360036405e-05|-1.8379837749854898e-05|4.613217565224993e-05,125003.3513361849|125005.24394954501|125002.29747971872|124994.23347804346,-0.39253223043690366|0.0963993579608684|-0.021151649978476073|-0.49695986427982053,0.49078764894950866|-0.08617398939801002|-0.1011407038658445|-0.296192635841229,2|0|0|-1,211|159|887|980,123|321|123|391,187|135|863|956,0|0|0|0,-0.00921235105049134|-0.08617398939801002|-0.1011407038658445|-0.04619263584122901,15236736|15236737|15236742|15236741,15384788|15384547|15384928|15385958,,,,,,
23,23,16027648,16138240,12,4024,-72,0.8061586583666628,16024040,-3608,330,330,1.4698802984327022,0.0015564682349006194,0,16016048,16155312,16164528,-2283.864881553248,98,98,3,3933,347,24,32,285,217,3933,4079,146,0.6200086631019626,0.41037751101320513,0,-98,-392,16015656,16154920,16164136,16015658,16163777,-7.46875,1078,1,32,731,-358,24,32,707,390,-1387,76,-655.5,28,-0.20754684533334397,0.07081002690529203,-0.43633761686714934,-0.43633761686714934,-2,-90,-179,-90.20754684533334,-11011.66343326823,-0.02312065481990295,-0.0924826192796118,-2.2578764472561473e-05,125002.82234555906,-0.1761985711040437,-0.27446135408863137,-1,929,761,905,0,-0.02446135408863137,57.607142857142854,506,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.2135320222219989|-0.17874410680537384|-0.20754684533334397|0.46793032379770916,0.4605084082219548|0.4572383037260579|0.07081002690529203|0.019507023879782537,-0.45749017166221506|-0.47214856969401353|-0.43633761686714934|0.004438000632490002,0.4605084082219548|0.4572383037260579|-0.43633761686714934|0.004438000632490002,2|2|-2|0,-89|134|-90|37,-178|268|-179|75,-89.213532022222|133.82125589319463|-90.20754684533334|37.46793032379771,-10890.323733181396|16335.602526024735|-11011.66343326823|4573.721963354213,-0.022865883745699714|0.034299071122922554|-0.02312065481990295|0.00960322183816837,-0.09146353498279886|0.13719628449169022|-0.0924826192796118|0.03841288735267348,-2.2329964595409877e-05|3.349518664347906e-05|-2.2578764472561473e-05|9.378146326336299e-06,125002.79124557442|124995.81310166956|125002.82234555906|124998.82773170921,-0.271199871640436|-0.4451914203404206|-0.1761985711040437|0.31174109945387785,-0.36837987755965984|-0.29942036806799965|-0.27446135408863137|0.35255479226609343,-1|-1|-1|1,623|764|929|407,6|918|761|497,599|740|905|383,0|0|0|0,-0.11837987755965984|-0.049420368067999654|-0.02446135408863137|0.10255479226609343,16015652|16015653|16015658|16015657,16163779|16164672|16163777|16164284,,,,,,
24,24,16367616,16482304,13,386,386,0.1587972662842297,16368600,984,490,490,1.449442875348899,0.0015598956444640545,0,16360144,16499408,16508624,-670.0362547653122,276,276,2,393,327,24,32,93,19,271,154,117,0.448577164647078,0.491392865933725,0,-276,-1104,16359040,16498304,16507520,16359040,16508285,162.3125,1248,0,32,-129,901,24,32,153,869,-395,417,11.0,28,-0.491914287208253,0.06521110929880969,-0.019012475980627386,-0.019012475980627386,0,191,383,190.50808571279174,23255.381556737273,0.04882819502583344,0.19531278010333375,4.7683784204915466e-05,124994.03952697437,-0.4565102351539574,-0.24899040629416547,-1,707,535,683,0,0.0010095937058345328,-39.214285714285715,509,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.22087229959238308|0.04411319094936103|-0.491914287208253|-0.20241433938600048,0.4328545235344734|-0.027871794224552104|0.06521110929880969|-0.4430702979261696,0.09877648701541375|0.04732361570631838|-0.019012475980627386|-0.022445747694177953,0.09877648701541375|0.04732361570631838|-0.019012475980627386|-0.022445747694177953,0|0|0|0,26|21|191|-164,53|43|383|-328,26.220872299592383|21.04411319094936|190.50808571279174|-164.202414339386,3200.790075633836|2568.8614735045608|23255.381556737273|-20044.24003166333,0.006720543443610925|0.005393713653616301|0.04882819502583344|-0.04208591714665419,0.0268821737744437|0.021574854614465205|0.19531278010333375|-0.16834366858661676,6.563030706651294e-06|5.267298489859669e-06|4.7683784204915466e-05|-4.109952846352948e-05,124999.17962116166|124999.34158768877|124994.03952697437|125005.13744105793,0.31383387721096334|0.21992245262204002|-0.4565102351539574|-0.369195096387112,0.3423961868463098|0.2428457356499093|-0.24899040629416547|0.45193975573960765,1|1|-1|2,284|628|707|629,242|398|535|509,260|604|683|605,0|0|0|0,0.09239618684630979|-0.0071542643500907|0.0010095937058345328|-0.04806024426039235,16359038|16359039|16359040|16359041,16507621|16507602|16508285|16506863,,,,,,
25,25,16793600,16904192,12,391,391,0.46749776917884994,16790056,-3544,550,550,1.2020319473318875,0.0014610358827976682,0,16798312,16937576,16946792,-1428.7209434602973,40,40,1,39,284,24,32,25,212,3753,3507,246,0.6735755774526959,0.6496495265554407,0,-40,-160,16798152,16937416,16946632,16798152,16946675,-67.6875,1543,0,32,1014,275,24,32,990,243,-303,-549,-426.0,28,0.445256805052405,0.11161768141664652,0.08706149979752809,0.08706149979752809,0,11,23,11.445256805052406,1397.1260748354987,0.0029334777540117912,0.011733911016047165,2.86472436915214e-06,124999.64190945386,0.1809327879259054,0.19340006838045554,1,229,738,205,0,-0.056599931619544464,-101.28571428571429,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.48048835352225167|-0.4292850576585354|0.445256805052405|0.1793804143644522,0.4481969552720386|0.01473445594162115|0.11161768141664652|-0.4908541323567448,0.4539815943227268|-0.46932393441699105|0.08706149979752809|0.122508637987778,0.4539815943227268|-0.46932393441699105|0.08706149979752809|0.122508637987778,2|-2|0|0,12|-50|11|216,24|-99|23|432,12.48048835352225|-50.42928505765853|11.445256805052406|216.17938041436446,1523.4971134670716|-6155.918586139957|1397.1260748354987|26389.08452323785,0.003198812885360429|-0.012925283231919861|0.0029334777540117912|0.0554078789251498,0.012795251541441717|-0.051701132927679444|0.011733911016047165|0.2216315157005992,3.123840708359794e-06|-1.262234690617174e-05|2.86472436915214e-06|5.41092567628416e-05,124999.60951991146|125001.57779336326|124999.64190945386|124993.23634290464,-0.44365639334573936|0.1170670021615734|0.1809327879259054|-0.10443923640742847,-0.43006143858295776|0.06213454842591393|0.19340006838045554|0.1310442490244581,-2|0|1|1,355|230|229|912,430|648|738|500,331|206|205|888,0|0|0|0,0.06993856141704224|0.06213454842591393|-0.056599931619544464|-0.1189557509755419,16798148|16798153|16798152|16798153,16946680|16946431|16946675|16947496,,,,,,
26,26,17408000,17518592,12,3836,-260,0.5351690723661259,17404176,-3824,3402,-694,0.7617539179694167,0.001205488698996027,0,17407800,17547064,17556280,-1209.3669984158878,3716,-380,2,3891,3770,24,32,151,22,411,147,264,0.3893522529093563,0.27944728336874736,0,380,1520,17409320,17548584,17557800,17409322,17557366,30.21875,1249,0,32,-151,556,24,32,175,524,829,-384,222.5,28,-0.12321940409268263,0.035108752194616955,-0.39933733324858167,-0.39933733324858167,-2,-109,-218,-109.12321940409268,-13320.705493663658,-0.027968838272527344,-0.11187535309010938,-2.7313318625514984e-05,125003.41416482818,-0.2943401579694567,-0.41320772062769784,-2,874,867,850,0,0.08679227937230216,18.5,505,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.38226598872885864|-0.24418946560833604|-0.12321940409268263|-0.3373082190837244,0.029280579903797843|0.46412570331853686|0.035108752194616955|-0.47796237044427414,-0.4737497340297523|-0.023449341892046505|-0.39933733324858167|-0.48360963606069163,-0.4737497340297523|-0.023449341892046505|-0.39933733324858167|-0.48360963606069163,-2|0|-2|-2,-61|221|-109|-155,-122|442|-218|-310,-61.38226598872886|220.75581053439166|-109.12321940409268|-155.33730821908372,-7492.952391202253|26947.730778123983|-13320.705493663658|-18962.07375721237,-0.015732588166067474|0.056580841330323886|-0.027968838272527344|-0.03981374518635527,-0.0629303526642699|0.22632336532129554|-0.11187535309010938|-0.15925498074542108,-1.5363855630925268e-05|5.525472786164442e-05|-2.7313318625514984e-05|-3.888061053355007e-05,125001.92048195386|124993.0931590173|125003.41416482818|125004.8600763167,0.022807444656088527|-0.21286241932168215|-0.2943401579694567|0.24235051797593976,-0.04405605504969823|0.02760615633219432|-0.41320772062769784|0.07314210093392992,0|0|-2|0,815|373|874|373,623|557|867|860,791|349|850|349,0|0|0|0,-0.04405605504969823|0.02760615633219432|0.08679227937230216|0.07314210093392992,17409320|17409319|17409322|17409323,17557554|17558683|17557366|17557181,,,,,,
27,27,18313216,18436096,15,737,737,0.8787527083540972,18310816,-2400,531,531,1.338039152030341,0.0015649840196827298,0,18315200,18454464,18463680,-1189.2663093597753,603,603,1,628,822,24,32,1,187,743,500,243,0.5688902298855585,0.22493618045419234,0,-603,-2412,18312788,18452052,18461268,18312790,18461076,-34.34375,1498,0,32,-323,364,24,32,347,332,622,359,490.5,28,-0.033764894006054924,-0.02132471366775235,-0.44140321266195315,-0.44140321266195315,-2,-48,-95,-48.033764894006055,-5863.496691162848,-0.012311299183413485,-0.04924519673365394,-1.2022753108802232e-05,125001.50284413861,0.16463521346881538,0.11231219193930797,0,701,32,677,0,0.11231219193930797,30.714285714285715,441,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.07957759231869407|-0.05253333351671486|-0.033764894006054924|-0.05810871926298664,0.47055341190264244|-0.4811331531905694|-0.02132471366775235|0.4636990203396181,0.41271874708957057|-0.47394831928761505|-0.44140321266195315|-0.02703797381241202,0.41271874708957057|-0.47394831928761505|-0.44140321266195315|-0.02703797381241202,2|-2|-2|0,-47|-91|-48|246,-94|-181|-95|493,-47.07957759231869|-91.05253333351672|-48.033764894006055|245.94189128073702,-5747.01874906234|-11114.811197939052|-5863.496691162848|30022.203525480592,-0.012066736106294518|-0.02333722917098542|-0.012311299183413485|0.06303616241560822,-0.04826694442517807|-0.09334891668394169|-0.04924519673365394|0.2521446496624329,-1.178392197880324e-05|-2.279026286229045e-05|-1.2022753108802232e-05|6.15587523589924e-05,125001.47299024736|125002.84878285778|125001.50284413861|124992.30515595512,0.026583191688146046|-0.22073965275914853|0.16463521346881538|-0.009880776512948941,-0.024700436763605726|-0.3199228767358364|0.11231219193930797|0.2580229137533858,0|-1|0|1,958|992|701|733,800|373|32|563,934|968|677|709,0|0|0|0,-0.024700436763605726|-0.06992287673583641|0.11231219193930797|0.008022913753385819,18312784|18312789|18312790|18312789,18461078|18460904|18461076|18462252,,,,,,
28,28,18989056,19116032,16,452,452,0.5036325386192437,18986440,-2616,100,100,0.30624924492125805,0.001284772145707358,0,18990664,19129928,19139144,-696.7240085834135,3807,-289,1,3958,3829,24,32,127,10,3671,3751,80,0.6340479322758362,0.727663724240965,0,289,1156,18991820,19131084,19140300,18991820,19140581,40.875,2004,0,32,-928,-491,24,32,952,523,-45,-884,-464.5,28,-0.22169556135499635,0.004382976380497894,0.018691733266450683,0.018691733266450683,0,70,140,69.77830443864501,8517.859428545533,0.01788453568757561,0.07153814275030244,1.7465366882398058e-05,124997.8168291397,-0.40900312473112965,-0.3329938480589334,-1,894,593,870,0,-0.0829938480589334,-10.0,500,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.2466971519228264|-0.10356762786328597|-0.22169556135499635|-0.20431057617986081,0.018822201399643745|0.062443430848475145|0.004382976380497894|-0.44450073910536503,0.05949773845998152|-0.4758644452210774|0.018691733266450683|0.033880590860405846,0.05949773845998152|-0.4758644452210774|0.018691733266450683|0.033880590860405846,0|-2|0|0,-114|-204|70|-204,-228|-407|140|-408,-113.75330284807717|-204.1035676278633|69.77830443864501|-204.20431057617986,-13885.90122657192|-24914.986282698155|8517.859428545533|-24927.28400588133,-0.029155552298563963|-0.05231278645372752|0.01788453568757561|-0.05233860738573402,-0.11662220919425585|-0.20925114581491008|0.07153814275030244|-0.2093544295429361,-2.847221904156637e-05|-5.108670552121828e-05|1.7465366882398058e-05|-5.111192127513088e-05,125003.5590273802|125006.38583819015|124997.8168291397|125006.3889901594,0.1265200649059347|-0.1498736117403583|-0.40900312473112965|0.3590451545169171,0.0026089676370377735|-0.3722029541687002|-0.3329938480589334|0.13660607312754758,0|-1|-1|1,119|125|894|559,922|560|593|560,95|101|870|535,0|0|0|0,0.0026089676370377735|-0.1222029541687002|-0.0829938480589334|-0.11339392687245242,18991818|18991821|18991820|18991821,19139842|19139484|19140581|19139484,,,,,,
29,29,19243008,19369984,16,347,347,0.4399593969798235,19243856,848,3841,-255,1.9264726409691582,0.0016593899447703096,0,19251992,19391256,19400472,-808.1505586289356,3886,-210,3,3828,3869,24,32,82,49,223,372,149,0.4552974251735996,0.16770750399402506,0,210,840,19252832,19392096,19401312,19252832,19402303,-74.5625,1353,0,32,-1086,-468,24,32,1110,500,-128,162,17.0,28,0.20500068478329686,0.47608590172326615,-0.10692483474710457,-0.10692483474710457,0,248,497,248.2050006847833,30298.461997654213,0.06361620891039146,0.25446483564156586,6.212520401405416e-05,124992.23434949825,-0.07120614961457772,0.1991627382545862,1,340,556,316,0,-0.05083726174541381,-11.607142857142858,492,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.25722430547289254|0.2914683187129531|0.20500068478329686|-0.00849443162523738,0.49832815875021197|0.470175068068329|0.47608590172326615|0.4391316169853212,0.44528459970726075|-0.49058276722320215|-0.10692483474710457|0.01305459450360047,0.44528459970726075|0.470175068068329|-0.10692483474710457|0.01305459450360047,2|2|0|0,-78|249|248|-225,-155|498|497|-449,-77.74277569452711|249.29146831871296|248.2050006847833|-225.00849443162522,-9490.084923648328|30431.08744124914|30298.461997654213|-27466.857230423,-0.019925870333844346|0.06389467611203428|0.06361620891039146|-0.05767082592567798,-0.07970348133537739|0.25557870444813713|0.25446483564156586|-0.23068330370271192,-1.945885774789487e-05|6.239714464065848e-05|6.212520401405416e-05|-5.63191659430449e-05,125002.43235721848|124992.20035691992|124992.23434949825|125007.03989574288,-0.19234325097575833|-0.485195296346574|-0.07120614961457772|0.1675881648819051,-0.2770281998945968|-0.2136429228704282|0.1991627382545862|-0.07751284530222646,-1|-1|1|0,51|916|340|43,828|487|556|209,27|892|316|19,0|0|0|0,-0.027028199894596816|0.03635707712957181|-0.05083726174541381|-0.07751284530222646,19252828|19252829|19252832|19252833,19400999|19402308|19402303|19400413,,,,,,
30,30,19812352,19922944,12,506,506,0.5063266078904503,19808272,-4080,4049,-47,1.1855274130764448,0.0012187085426818324,0,19812176,19951440,19960656,-662.7951584892276,3972,-124,2,9,3959,24,32,109,45,498,468,30,0.5653334456319232,0.5643368210193672,0,124,496,19812672,19951936,19961152,19812674,19960488,137.59375,1373,1,32,-329,-13,24,32,353,45,-30,-106,-68.0,28,0.16586128683451692,-0.4838974296743572,-0.49416286435393886,-0.49416286435393886,-2,-166,-331,-165.8341387131655,-20243.42513588446,-0.04250413643458209,-0.17001654573832836,-4.150794573689657e-05,125005.18849321712,0.14570476973943425,-0.03493781010753949,0,868,967,844,0,-0.03493781010753949,52.75,500,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.11214360992793554|0.4259256831376951|0.16586128683451692|0.020360611584250385,-0.020488203366937796|0.41706180121389025|-0.4838974296743572|-0.07251422331091817,0.4795063032879625|0.4990800933104538|-0.49416286435393886|-0.024199080334710743,0.4795063032879625|0.4990800933104538|-0.49416286435393886|-0.024199080334710743,2|2|-2|0,-165|-26|-166|204,-330|-51|-331|409,-164.88785639007207|-25.574074316862305|-165.8341387131655|204.02036061158424,-20127.91215699122|-3121.8352437576054|-20243.42513588446|24904.82917621878,-0.042261599443836395|-0.00655476581834691|-0.04250413643458209|0.05229146007063365,-0.16904639777534558|-0.02621906327338764|-0.17001654573832836|0.2091658402825346,-4.127109320687148e-05|-6.401138494479404e-06|-4.150794573689657e-05|5.1065878975228173e-05,125005.15888665087|125000.8001423118|125005.18849321712|124993.6167651281,0.12713512108519787|0.2893275871233527|0.14570476973943425|-0.35087235807443395,-0.05247667655110688|0.26146983239537835|-0.03493781010753949|-0.12863365277424066,0|1|0|-1,823|986|868|1,1011|839|967|841,799|962|844|-23,0|0|0|0,-0.05247667655110688|0.011469832395378354|-0.03493781010753949|0.12136634722575934,19812668|19812669|19812674|19812673,19960490|19961046|19960488|19961970,,,,,,
31,32,20209664,20324352,13,314,314,0.7560353480705101,20212720,3056,4027,-69,1.9864717824007359,0.001585495920314168,0,20212944,20352208,20361424,-740.4287954186616,435,435,3,415,464,24,32,44,3,3803,3509,294,0.5378806108564618,0.4336174108177647,0,-435,-1740,20211204,20350468,20359684,20211202,20358882,-76.6875,1917,0,32,-429,342,24,32,453,310,434,-60,187.0,28,-0.4170144046638194,0.4979095724262379,0.47550567008829603,0.47550567008829603,2,-201,-401,-201.41701440466383,-24587.037891194315,-0.05162420914616153,-0.20649683658464613,-5.041426674429837e-05,125006.30178334305,-0.17646902258887298,-0.3958719114600595,-2,803,217,779,0,0.10412808853994049,-117.71428571428571,508,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.32801057954856666|-0.2921140548335238|-0.4170144046638194|0.3318880944634636,-0.06875663093148887|0.022243384303976654|0.4979095724262379|-0.45096411200154307,0.48302196067390923|0.020440909357944292|0.47550567008829603|-0.4959738805549705,0.48302196067390923|0.020440909357944292|0.47550567008829603|-0.4959738805549705,2|0|2|-2,78|-207|-201|-69,156|-413|-401|-138,77.67198942045144|-207.29211405483352|-201.41701440466383|-68.66811190553653,9481.4440210512|-25304.21314145917|-24587.037891194315|-8382.337879093815,0.019907727450392515|-0.05313002718239531|-0.05162420914616153|-0.017599987673143462,0.07963090980157006|-0.21252010872958124|-0.20649683658464613|-0.07039995069257385,1.944114008827394e-05|-5.188479217030792e-05|-5.041426674429837e-05|-1.7187487962054162e-05,124997.56985748897|125006.48559902128|125006.30178334305|125002.14843599524,0.12006923908646971|0.32028003952129436|-0.17646902258887298|-0.05917348609556128,0.20467708075063795|0.09447742399611436|-0.3958719114600595|-0.13397343370642112,1|0|-2|-1,457|850|803|329,584|979|217|216,433|826|779|305,0|0|0|0,-0.04532291924936205|0.09447742399611436|0.10412808853994049|0.11602656629357888,20211200|20211203|20211202|20211207,20359993|20358855|20358882|20359410,,,,,,
32,33,20361216,20471808,12,3159,-937,0.6097103451686147,20363496,2280,990,990,0.9829544738304586,0.0012596811897784023,0,20359304,20498568,20507784,-584.0864077440342,4027,-69,1,14,4047,24,32,59,12,511,356,155,0.621300194229287,0.41448815514766396,0,69,276,20359580,20498844,20508060,20359580,20508112,-95.40625,1455,1,32,193,157,24,32,169,125,648,-1058,-205.0,28,-0.11762561400909217,-0.017936626742312,-0.027899603318815025,-0.027899603318815025,0,13,27,12.882374385990907,1572.5554670399056,0.00330181832735055,0.0132072733094022,3.2244319603032716e-06,124999.59694600495,0.0777585831564026,0.09179131104764238,0,82,290,58,0,0.09179131104764238,56.714285714285715,475,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.43913492459204545|0.47002555222015696|-0.11762561400909217|0.21081489498663789,0.47198309398584115|-0.4957607806638862|-0.017936626742312|-0.07535164578536069,-0.4782863070016674|0.4932854598963843|-0.027899603318815025|0.46462240684553535,0.47198309398584115|-0.4957607806638862|-0.027899603318815025|0.46462240684553535,2|-2|0|2,204|-217|13|133,408|-434|27|267,204.43913492459205|-216.52997444777984|12.882374385990907|133.21081489498664,24955.949087474615|-26431.8816464575|1572.5554670399056|16261.085802610674,0.05239879406515072|-0.05549773796590625|0.00330181832735055|0.034142611978415685,0.20959517626060287|-0.221990951863625|0.0132072733094022|0.13657044791366274,5.117069732924875e-05|-5.419700973233032e-05|3.2244319603032716e-06|3.334239451017157e-05,124993.60366283383|125006.77462621653|124999.59694600495|124995.83220068623,0.14874450407066409|-0.27168839557288615|0.0777585831564026|-0.4428140098451627,0.37143937884755474|0.49244621807201217|0.09179131104764238|-0.29770790893689636,1|2|0|-1,230|82|82|228,686|510|290|483,206|58|58|204,0|0|0|0,0.12143937884755474|-0.007553781927987835|0.09179131104764238|-0.04770790893689636,20359576|20359581|20359580|20359579,20508873|20507189|20508112|20508594,,,,,,
33,34,20905984,21016576,12,168,168,0.3923422642931767,20908432,2448,919,919,2.6204063362601486,0.0016496182569405546,0,20912832,21052096,21061312,-1242.2922212616409,335,335,2,262,244,24,32,97,123,346,157,189,0.46466101135038296,1.387470975104014,0,-335,-1340,20911492,21050756,21059972,20911490,21060600,16.21875,1260,0,32,879,9,24,32,855,23,-166,-7,-86.5,28,0.3711080547059352,0.4784567913070532,-0.4561643818277048,0.4784567913070532,2,157,315,157.37110805470593,19210.34033870922,0.04033501846798901,0.16134007387195604,3.9389666472645517e-05,124995.07629169092,-0.2308226177172985,-0.059398789228345183,0,829,295,805,0,-0.059398789228345183,8.071428571428571,509,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.06519002238035322|-0.19932811786349927|0.3711080547059352|0.3233984139396777,0.4584817570305404|0.492161089587853|0.4784567913070532|-0.08963454901785184,-0.0024823967943916614|0.04020526332431018|-0.4561643818277048|0.4337626643315957,-0.0024823967943916614|0.04020526332431018|0.4784567913070532|0.4337626643315957,0|0|2|2,35|-254|157|245,70|-507|315|491,35.06519002238036|-254.1993281178635|157.37110805470593|245.32339841393969,4280.4187039038525|-31030.191420637635|19210.34033870922|29946.70390795162,0.008987387231489737|-0.06515258563611429|0.04033501846798901|0.0628776395360723,0.035949548925958946|-0.26061034254445714|0.16134007387195604|0.2515105581442892,8.776745343251696e-06|-6.362557191026786e-05|3.9389666472645517e-05|6.14039448594456e-05,124998.9029068321|125007.95319648877|124995.07629169092|124992.32450689258,0.2851139946132799|-0.044677477031346946|-0.2308226177172985|0.4458471294859092,0.3233103903471113|-0.32157596598483273|-0.059398789228345183|-0.28692290248578356,1|-1|0|-1,567|882|829|75,700|280|295|687,543|858|805|51,0|0|0|0,0.07331039034711129|-0.07157596598483273|-0.059398789228345183|-0.03692290248578356,20911490|20911491|20911490|20911491,21060109|21058956|21060600|21060954,,,,,,
