packet_index,event_index,stage,symbol_index,start_sample,peak_bin,signed_peak_bin,expected_signed_bin,distance_to_expected,peak_power,second_power,confidence_db,peak_share
0,0,preamble,0,309572,3497,-599,0,599,0.006481863574337051,0.006118206927137705,0.25075724668213745,0.0020461608109086987
0,0,preamble,1,313668,3625,-471,0,471,0.0070848991896672354,0.006720263429472292,0.2294737767654203,0.0020722186153652915
0,0,preamble,2,317764,154,154,0,154,0.007082129935396651,0.006527679012212789,0.35405099908866455,0.0021282253501904475
0,0,preamble,3,321860,3702,-394,0,394,0.006147430130587617,0.0061070689565965505,0.02860777646605885,0.0018924063973530605
0,0,preamble,4,325956,3936,-160,0,160,0.007742160674734194,0.007439217121878202,0.17334945819825895,0.0023641138251882924
0,0,preamble,5,330052,3589,-507,0,507,0.007407157316544302,0.0070355912253999234,0.22350969899051143,0.0022508401741499046
0,0,preamble,6,334148,3892,-204,0,204,0.010964488065283105,0.008082417294586119,1.324470898915226,0.0033176621746843203
0,0,preamble,7,338244,3797,-299,0,299,0.008376438834443256,0.006428542586240824,1.149468963243492,0.0025714779891533985
0,0,preamble,8,342340,434,434,0,434,0.008152775061466895,0.007810789512351996,0.18610525662683758,0.0024579156498343445
0,0,preamble,9,346436,346,346,0,346,0.00776702621933929,0.007275830497568927,0.28372198309982266,0.002413582753845993
0,0,preamble,10,350532,3916,-180,0,180,0.009219338466521048,0.008952326862668015,0.127638288359033,0.0019633576930392425
0,0,preamble,11,354628,254,254,0,254,0.011807830416337033,0.00924821272859661,1.0611229631130492,0.0022752740026302618
0,0,preamble,12,358724,3760,-336,0,336,0.010544658009870478,0.010382022632826783,0.06750527720615992,0.0021214136983776608
0,0,preamble,13,362820,4012,-84,0,84,0.00801659343511617,0.006809680462048173,0.7086312520549892,0.0024812576206018596
0,0,preamble,14,366916,723,723,0,723,0.006241388098493479,0.0055985462655958355,0.4720591696868742,0.001930712563007697
0,0,preamble,15,371012,2705,-1391,0,1391,0.0065005692396895,0.006084327921415058,0.28738775681874834,0.0020554420626501062
0,0,preamble,16,375108,3675,-421,0,421,0.006959424158427501,0.005970330799199544,0.6657491156840722,0.0021768832216279136
0,0,preamble,17,379204,441,441,0,441,0.006717930224031049,0.00590109303899868,0.5630302676347245,0.0020837081720186073
0,0,preamble,18,383300,3887,-209,0,209,0.010471863113238038,0.007157366489856151,1.6527070089730056,0.0032541614902301887
0,0,preamble,19,387396,3231,-865,0,865,0.008674795859976676,0.007225423099749145,0.7939598033458838,0.0027211508792554804
0,0,preamble,20,391492,334,334,0,334,0.008010041285116867,0.0067962309387432545,0.713666265635371,0.002494128444243311
0,0,preamble,21,395588,915,915,0,915,0.006300612167150666,0.006240866088686466,0.041378835817835954,0.001995516945186274
0,0,preamble,22,399684,1109,1109,0,1109,0.010417638959902085,0.007541401695334589,1.4031722793292476,0.002880754146657981
0,0,preamble,23,403780,3398,-698,0,698,0.011574990680300185,0.011557937433564237,0.006403108383947858,0.0021076981811760835
0,0,preamble,24,407876,0,0,0,0,0.014316905154888338,0.012198558254733363,0.6954064337480709,0.003088441003826419
0,0,preamble,25,411972,3465,-631,0,631,0.00827305228518446,0.006719186623543296,0.9034906538467973,0.002622407254773398
0,0,preamble,26,416068,3213,-883,0,883,0.007439138538237461,0.007120266416464149,0.1902640281850694,0.002288990971389681
0,0,preamble,27,420164,464,464,0,464,0.006133392528977443,0.006005336390870585,0.09163420280167245,0.001888559729791607
0,0,preamble,28,424260,690,690,0,690,0.007848866047380732,0.006430063047480929,0.8659168601207812,0.0024533672944235525
0,0,preamble,29,428356,3943,-153,0,153,0.006969133731558988,0.006401625748208376,0.36888517499915957,0.0021266163146017297
0,0,preamble,30,432452,4007,-89,0,89,0.00779567975539242,0.006281579865172774,0.9378510425658205,0.002416951114255159
0,0,preamble,31,436548,182,182,0,182,0.006126487003734492,0.0060107630520321075,0.0828190841806875,0.0018763694182885866
0,0,sync,32,440644,2652,-1444,24,1468,0.0069295124745869475,0.005639782246482603,0.8944034484603756,0.0021674519544384583
0,0,sync,33,444740,3718,-378,32,410,0.0076315458883602725,0.0067100519893173935,0.5588663488585234,0.002404664504320271
0,0,sfd,34,448836,564,564,,,0.007692421591596736,0.0066253299970060915,0.6485556354823738,0.0025118467445948574
0,0,sfd,35,452932,391,391,,,0.010791308863540433,0.010394204453382835,0.1628286776188734,0.002213370770382577
1,1,preamble,0,1150964,216,216,0,216,0.007104713639546957,0.006776475741385134,0.2054269010643114,0.0023072128034329195
1,1,preamble,1,1155060,468,468,0,468,0.0062210645457299015,0.006002505250327093,0.1553215872188143,0.002093697366227252
1,1,preamble,2,1159156,3493,-603,0,603,0.007410563802530161,0.006803436423381716,0.3712292000528403,0.002438681584521307
1,1,preamble,3,1163252,3634,-462,0,462,0.007060522428868467,0.006419407703960178,0.4134187786788951,0.0023340116053016144
1,1,preamble,4,1167348,451,451,0,451,0.007584991707093368,0.0072681061785222715,0.18533847079106144,0.0022289807013712915
1,1,preamble,5,1171444,3851,-245,0,245,0.012881582684186644,0.010325505249795228,0.9605791366950507,0.0022924047553639472
1,1,preamble,6,1175540,3970,-126,0,126,0.00995609207576177,0.008959471487033376,0.4580651270049403,0.0022130400486541496
1,1,preamble,7,1179636,2667,-1429,0,1429,0.00687081310982775,0.006013295056967138,0.5789562155051992,0.0022833904482379933
1,1,preamble,8,1183732,3646,-450,0,450,0.005135137372648437,0.005124316368523461,0.009161314513168347,0.001716909508298007
1,1,preamble,9,1187828,4082,-14,0,14,0.007039674287470716,0.006055052283901916,0.6543466809326435,0.002236649966922082
1,1,preamble,10,1191924,292,292,0,292,0.006674871624128577,0.00573149430887196,0.6617505194852209,0.0022331880580089536
1,1,preamble,11,1196020,310,310,0,310,0.006100855281042883,0.006080245469789289,0.01469610345513586,0.0018918839841378138
1,1,preamble,12,1200116,3667,-429,0,429,0.00792855627025561,0.006372244768238084,0.9490166339387178,0.0026194100745442375
1,1,preamble,13,1204212,3489,-607,0,607,0.007479650684523921,0.006596240534983864,0.5458483185716083,0.0024553443080937813
1,1,preamble,14,1208308,3742,-354,0,354,0.007906427996178437,0.0063477467130208165,0.9536073090425483,0.0025638928413267846
1,1,preamble,15,1212404,1104,1104,0,1104,0.005816064578748991,0.005770175908329089,0.03440166907436547,0.0018819053377309297
1,1,preamble,16,1216500,3456,-640,0,640,0.008444421606516758,0.006664434866531914,1.0280658046367106,0.0027343176805041413
1,1,preamble,17,1220596,3578,-518,0,518,0.010492912169052212,0.009374340975485992,0.4895529143041175,0.002271382415486459
1,1,preamble,18,1224692,350,350,0,350,0.013062934985566136,0.011680424124150084,0.48582152773161347,0.0022927700497622715
1,1,preamble,19,1228788,2925,-1171,0,1171,0.005860899936335543,0.00569512486114688,0.12461056611233479,0.0018667924372795211
1,1,preamble,20,1232884,2957,-1139,0,1139,0.005836078748284552,0.005680921988534452,0.11702317844224709,0.0019214638918794524
1,1,preamble,21,1236980,736,736,0,736,0.008829619575590494,0.007736973283391141,0.5737089519641217,0.002965757028105661
1,1,preamble,22,1241076,3755,-341,0,341,0.007479724923240673,0.006326274205972229,0.727376143614019,0.002441335447536315
1,1,preamble,23,1245172,4068,-28,0,28,0.006585604910723503,0.006548593885808095,0.024476143059233506,0.002219617836399451
1,1,preamble,24,1249268,338,338,0,338,0.006649963224580097,0.005616623294436089,0.7334394676070622,0.0021574986264247344
1,1,preamble,25,1253364,197,197,0,197,0.005902288594419686,0.005723742415454931,0.13340359608889982,0.00196882999992393
1,1,preamble,26,1257460,3972,-124,0,124,0.006741897244021628,0.006666911122830339,0.048574634310248783,0.002189406638617338
1,1,preamble,27,1261556,342,342,0,342,0.008103227479813466,0.007172303883419196,0.5299934900766999,0.002641783576121044
1,1,preamble,28,1265652,3795,-301,0,301,0.007557495783004962,0.007353583183125698,0.11878904031306815,0.00240377146521661
1,1,preamble,29,1269748,3891,-205,0,205,0.0067138081386511695,0.006626843190081065,0.05662232128117707,0.0020288461220047686
1,1,preamble,30,1273844,4070,-26,0,26,0.012304122785331682,0.00933550118012171,1.1991301820726565,0.0023474064338240043
1,1,preamble,31,1277940,3599,-497,0,497,0.008216670864517798,0.007913902817397248,0.16305177938949228,0.0017934605009902902
1,1,sync,32,1282036,500,500,24,476,0.007140450554123698,0.006130333731054141,0.6624149826943392,0.002307082436043545
1,1,sync,33,1286132,2979,-1117,32,1149,0.006380548249176295,0.006318617658595394,0.042359202437173615,0.002102395940946348
1,1,sfd,34,1290228,3866,-230,,,0.0071352963330604275,0.007044722968806888,0.05548095023796072,0.002391372574044386
1,1,sfd,35,1294324,3293,-803,,,0.009398427957104159,0.007314585149207761,1.0886551681687864,0.0031071204322245297
2,2,preamble,0,1738624,970,970,0,970,0.01149972353513044,0.010032438354341523,0.5928089977128853,0.0024871274496244093
2,2,preamble,1,1742720,2809,-1287,0,1287,0.007705566657965787,0.006579611558481526,0.686043268528362,0.002512102200669976
2,2,preamble,2,1746816,424,424,0,424,0.0059160894272485935,0.005724315947222934,0.14311133995527736,0.0019208977683651957
2,2,preamble,3,1750912,3403,-693,0,693,0.007465441138586165,0.005439692785642356,1.3748110261549127,0.002429374028436014
2,2,preamble,4,1755008,442,442,0,442,0.006654674412829848,0.005949072448876865,0.4867755412779476,0.0021849316427351518
2,2,preamble,5,1759104,2625,-1471,0,1471,0.006686816097857609,0.005348254032699401,0.9700735200406064,0.0021758592199755903
2,2,preamble,6,1763200,8,8,0,8,0.006794369524239583,0.005566768132171035,0.8654603069045799,0.002171389450542049
2,2,preamble,7,1767296,3798,-298,0,298,0.006490546631658462,0.006184787858845514,0.20956466762071418,0.0020889282990807826
2,2,preamble,8,1771392,3026,-1070,0,1070,0.00695585915328494,0.006831185619545705,0.07854693237200823,0.002276935031626229
2,2,preamble,9,1775488,3778,-318,0,318,0.005795774599681429,0.0057530427192916175,0.03213888320352084,0.0018413279855591762
2,2,preamble,10,1779584,0,0,0,0,0.008420933402940586,0.0064150771170151865,1.1815835125496745,0.002772745742989854
2,2,preamble,11,1783680,4085,-11,0,11,0.0105426191231876,0.00903281205562718,0.6712554286995245,0.002325335408854916
2,2,preamble,12,1787776,3159,-937,0,937,0.014193094940032505,0.012719757572375031,0.47598273735331,0.0025115314304740978
2,2,preamble,13,1791872,211,211,0,211,0.007109967569535853,0.006252690223148937,0.5580070682629796,0.0023239506797470993
2,2,preamble,14,1795968,281,281,0,281,0.0065027227413046364,0.006411086194212642,0.06163621428358169,0.0020623073347154075
2,2,preamble,15,1800064,1578,1578,0,1578,0.0064982730546846315,0.006091512914976374,0.28072786942698447,0.0020817610004370806
2,2,preamble,16,1804160,4000,-96,0,96,0.005149624190800337,0.0051313558432150635,0.015434036198190924,0.001647275222598366
2,2,preamble,17,1808256,48,48,0,48,0.008919703652530852,0.007650281992663222,0.666729819243536,0.0023983321047232158
2,2,preamble,18,1812352,272,272,0,272,0.006634060963595901,0.006200748868306959,0.2933531546283736,0.00201663657816265
2,2,preamble,19,1816448,3657,-439,0,439,0.006763100900959956,0.006583182370801606,0.11709980543749102,0.0021662083954510454
2,2,preamble,20,1820544,3694,-402,0,402,0.007053777736656267,0.0065185478846440745,0.3427091084068012,0.0022243397237998383
2,2,preamble,21,1824640,3199,-897,0,897,0.005331284954796771,0.005314976258314555,0.01330567095378115,0.0017586767570462705
2,2,preamble,22,1828736,44,44,0,44,0.009012684066796861,0.007688226393023665,0.6902798405510379,0.002915786333366353
2,2,preamble,23,1832832,4023,-73,0,73,0.005885466028838288,0.005507636082136922,0.288156208184264,0.0018792526655484316
2,2,preamble,24,1836928,708,708,0,708,0.010130485241831305,0.009968671167668999,0.06992977856941185,0.0018821400850267509
2,2,preamble,25,1841024,184,184,0,184,0.012148885385577401,0.009283202550160234,1.1683860845467144,0.002356022208445369
