dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,v3_symbol_ser,v3_symbol_accuracy,v3_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,phase_line_symbol_ser,phase_line_symbol_accuracy,phase_line_crc_valid_rate,phase_line_ser_gain_vs_v3,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_phase_line_false_lock_rate,mean_phase_line_uncertain_candidate_recall,mean_phase_line_rmse_pi,mean_phase_line_r2
0_0_0_10_14_16,-22.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.051948051948051945,0.9480519480519479,0.8181818181818182,0.051948051948051945,0.9480519480519479,0.8181818181818182,-0.051948051948051945,-0.051948051948051945,-0.18181818181818177,-0.051948051948051945,-0.18181818181818177,0.0,1.0,0.1751196922011483,0.8937279245504892
mean_of_datasets,-22.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.051948051948051945,0.9480519480519479,0.8181818181818182,0.051948051948051945,0.9480519480519479,0.8181818181818182,-0.051948051948051945,-0.051948051948051945,-0.18181818181818177,-0.051948051948051945,-0.18181818181818177,0.0,1.0,0.1751196922011483,0.8937279245504892
