payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index
17,656,852,860,6,12,-6,1,0,0,0,1,0.21009561304552407,tau0_slope0,timing,0_0_0_10_14_8,-25.0,5
18,889,813,813,2,21,-19,1,0,0,0,1,0.07030911684426144,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
19,510,510,510,1,1,0,1,1,1,1,1,0.12099774070433539,tau0_slope0,timing,0_0_0_10_14_8,-25.0,5
20,860,860,860,1,1,0,1,1,1,1,1,0.09686384750195362,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
21,553,943,943,2,2,0,1,1,0,0,1,0.16774086040556957,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
22,629,629,629,1,1,0,1,1,1,1,1,0.10354809651380643,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
23,759,759,842,1,3,-2,1,1,1,0,1,0.118070880970254,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
24,874,826,446,8,27,-19,1,0,0,0,1,0.11803667844089547,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
25,720,379,379,2,6,-4,1,1,0,0,1,0.08702225168590942,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,5
26,314,910,910,137,137,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,5
27,602,602,653,1,2,-1,1,1,1,0,1,0.053305889865270434,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,5
28,7,659,659,5,50,-45,1,0,0,0,1,0.09939183669401765,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,5
29,610,75,155,18,2,16,0,1,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,5
30,871,979,979,4,29,-25,1,0,0,0,1,0.09256918580907082,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,5
31,904,904,904,1,1,0,1,1,1,1,1,0.14765352780728597,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,5
32,744,744,744,1,1,0,1,1,1,1,1,0.11961951879871358,tau0_slope0,timing,0_0_0_10_14_8,-25.0,5
33,591,591,591,1,1,0,1,1,1,1,1,0.09001909374472156,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,5
34,89,89,89,1,1,0,1,1,1,1,1,0.13570165736355394,tau0_slope0,timing,0_0_0_10_14_8,-25.0,5
0,803,305,305,2,2,0,1,1,0,0,1,0.18359800582114746,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
1,711,920,920,3,12,-9,1,0,0,0,1,0.12796891133340296,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
2,922,922,915,1,2,-1,1,1,1,0,1,0.06100038276508838,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
3,691,691,691,1,1,0,1,1,1,1,1,0.12357032400561774,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
4,86,86,86,1,1,0,1,1,1,1,1,0.07857890211587507,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
5,467,467,467,1,1,0,1,1,1,1,1,0.06959323777805133,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
6,89,946,241,71,70,1,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,6
7,713,713,713,1,1,0,1,1,1,1,1,0.16490141664935068,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
8,865,865,530,1,5,-4,1,1,1,0,1,0.0824778980586201,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
9,405,326,326,2,2,0,1,1,0,0,1,0.10575176438153866,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
10,765,765,765,1,1,0,1,1,1,1,1,0.14950851152087466,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.23087747371653347,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
12,597,975,975,36,26,10,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,6
13,562,118,574,9,32,-23,0,0,0,0,1,0.1319534474852463,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
14,478,200,200,2,5,-3,1,1,0,0,1,0.0500743892525846,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
15,267,689,53,16,69,-53,0,0,0,0,1,0.15020741850186914,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
16,917,745,745,108,108,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,6
17,656,656,656,1,1,0,1,1,1,1,1,0.10447551258585533,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
18,889,889,889,1,1,0,1,1,1,1,1,0.08091520991396843,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
19,510,510,510,1,1,0,1,1,1,1,1,0.08575164662670544,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
20,860,872,872,16,48,-32,0,0,0,0,1,0.12550031441045398,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
21,553,532,532,3,12,-9,1,0,0,0,1,0.07212798570641031,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
22,629,629,629,1,1,0,1,1,1,1,1,0.07044311849021759,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
23,759,759,759,1,1,0,1,1,1,1,1,0.058913448597110916,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
24,874,693,693,2,2,0,1,1,0,0,1,0.1175915114638409,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
25,720,720,588,1,9,-8,1,0,1,0,1,0.07220751117675105,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
26,314,314,314,1,1,0,1,1,1,1,1,0.11040684190593504,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
27,602,455,455,3,32,-29,1,0,0,0,1,0.06845587367481587,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
28,7,848,357,3,7,-4,1,1,0,0,1,0.11827180089223562,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
29,610,988,988,2,2,0,1,1,0,0,1,0.09214331692866509,tau0_slope0,timing,0_0_0_10_14_8,-25.0,6
30,839,784,784,2,2,0,1,1,0,0,1,0.051436138018551084,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,6
31,905,369,947,5,14,-9,1,0,0,0,1,0.1182208821421065,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
32,757,874,874,3,16,-13,1,0,0,0,1,0.0936405619818655,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
33,590,590,590,1,1,0,1,1,1,1,1,0.09109146856658869,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
34,930,930,930,1,1,0,1,1,1,1,1,0.07930092325436178,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,6
0,222,338,768,29,19,10,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,7
1,826,826,826,1,1,0,1,1,1,1,1,0.09429864988149171,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
2,922,922,922,1,1,0,1,1,1,1,1,0.09488974272768612,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
3,691,947,947,5,32,-27,1,0,0,0,1,0.10014041445373399,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
4,86,115,937,3,3,0,1,1,0,0,1,0.1653960035533856,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
5,467,467,467,1,1,0,1,1,1,1,1,0.08538022642208505,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
6,89,322,322,3,4,-1,1,1,0,0,1,0.07630161398901707,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
7,713,951,951,54,51,3,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,7
8,865,776,918,16,48,-32,0,0,0,0,1,0.1853315037606061,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
9,405,405,405,1,1,0,1,1,1,1,1,0.1347609485725406,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
10,765,934,767,37,25,12,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,7
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.17568546853005576,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
12,597,597,597,1,1,0,1,1,1,1,1,0.070724704173523,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
13,562,675,675,3,13,-10,1,0,0,0,1,0.17188354982555498,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
14,478,478,478,1,1,0,1,1,1,1,1,0.23410417791526816,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
15,267,397,397,5,19,-14,1,0,0,0,1,0.11102818525819985,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
16,917,795,917,3,1,2,1,1,0,1,1,0.1861894923017746,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
17,656,656,656,1,1,0,1,1,1,1,1,0.2074603632929981,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
18,889,778,159,2,26,-24,1,0,0,0,1,0.09826405069848115,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
19,510,844,844,3,3,0,1,1,0,0,1,0.1201096696463085,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
20,860,860,358,1,5,-4,1,1,1,0,1,0.035060957025497115,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
21,553,553,553,1,1,0,1,1,1,1,1,0.21404340218171963,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
22,629,261,293,3,19,-16,1,0,0,0,1,0.04863029431816544,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
23,759,759,759,1,1,0,1,1,1,1,1,0.0924413377685007,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
24,874,874,874,1,1,0,1,1,1,1,1,0.21881994020361284,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
25,720,906,906,3,4,-1,1,1,0,0,1,0.08038408563858285,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
26,314,314,314,1,1,0,1,1,1,1,1,0.15885280483596584,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
27,602,602,602,1,1,0,1,1,1,1,1,0.10579639036037704,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
28,7,934,934,2,4,-2,1,1,0,0,1,0.07388020026656131,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,7
29,610,331,782,15,70,-55,0,0,0,0,1,0.16468778054348637,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
30,858,594,364,8,119,-111,1,0,0,0,1,0.04099064766876689,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
31,920,268,268,3,5,-2,1,1,0,0,1,0.0865519803551123,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
32,737,737,737,1,1,0,1,1,1,1,1,0.27783772298717596,tau0_slope0,timing,0_0_0_10_14_8,-25.0,7
33,584,584,584,1,1,0,1,1,1,1,1,0.0858091255784948,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,7
34,932,515,515,229,229,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,7
0,803,803,803,1,1,0,1,1,1,1,1,0.09101969146492978,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
1,826,826,826,1,1,0,1,1,1,1,1,0.11127006382911668,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
2,922,922,922,1,1,0,1,1,1,1,1,0.07254277661271363,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
3,691,485,691,4,1,3,1,1,0,1,1,0.15744521254932548,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
4,107,34,34,10,32,-22,0,0,0,0,1,0.17005965790368163,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
5,467,467,467,1,1,0,1,1,1,1,1,0.06084447158436143,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
6,89,237,237,3,2,1,1,1,0,0,1,0.2827716848683233,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
7,713,151,522,5,38,-33,1,0,0,0,1,0.09162561313904798,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
8,865,865,865,1,1,0,1,1,1,1,1,0.08772455197779475,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
9,405,405,405,1,1,0,1,1,1,1,1,0.15769861856534484,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
10,765,765,765,1,1,0,1,1,1,1,1,0.05020135795176378,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
11,1023,717,717,3,46,-43,1,0,0,0,1,0.08557349972500604,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
12,597,1005,1005,2,2,0,1,1,0,0,1,0.181189471973475,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
13,562,562,562,1,1,0,1,1,1,1,1,0.1454468436436854,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
14,478,286,1023,40,32,8,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,8
15,267,15,777,17,3,14,0,1,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,8
16,917,917,917,1,1,0,1,1,1,1,1,0.11467853209876601,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
17,656,264,761,2,2,0,1,1,0,0,1,0.12120537593069776,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
18,889,889,889,1,1,0,1,1,1,1,1,0.07539265991295385,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
19,510,528,528,158,158,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,8
20,860,819,819,4,9,-5,1,0,0,0,1,0.08594340964168397,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
21,553,553,553,1,1,0,1,1,1,1,1,0.10216669843120557,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
22,629,629,629,1,1,0,1,1,1,1,1,0.14829842987639716,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
23,759,759,759,1,1,0,1,1,1,1,1,0.08838950773055171,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
24,874,874,874,1,1,0,1,1,1,1,1,0.1290421569312246,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
25,720,523,523,2,2,0,1,1,0,0,1,0.08828512903047332,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
26,314,297,297,40,35,5,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-25.0,8
27,602,369,497,6,5,1,1,1,0,0,1,0.15917032075918885,tau0_slope0,timing,0_0_0_10_14_8,-25.0,8
28,7,7,365,1,26,-25,1,0,1,0,1,0.04805665433495629,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
29,610,610,610,1,1,0,1,1,1,1,1,0.0659209601405473,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
30,890,1017,1017,2,2,0,1,1,0,0,1,0.14804279014132282,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
31,921,921,921,1,1,0,1,1,1,1,1,0.07813995656102829,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
32,756,756,756,1,1,0,1,1,1,1,1,0.0628173923552284,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
33,581,581,581,1,1,0,1,1,1,1,1,0.15763516363454666,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,8
34,91,91,479,1,2,-1,1,1,1,0,1,0.16152794337992937,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,8
0,222,222,222,1,1,0,1,1,1,1,1,0.12153547275360792,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
1,711,711,711,1,1,0,1,1,1,1,1,0.08125484648617529,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
2,871,871,227,1,16,-15,1,0,1,0,1,0.05920664251294823,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
3,691,24,24,7,8,-1,1,1,0,0,1,0.29582986629407626,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
4,86,311,448,2,4,-2,1,1,0,0,1,0.07447181309331097,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
5,467,467,467,1,1,0,1,1,1,1,1,0.11386508023892265,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
6,89,11,669,3,2,1,1,1,0,0,1,0.12391223212047034,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
7,713,713,713,1,1,0,1,1,1,1,1,0.07312748551247221,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
8,865,865,865,1,1,0,1,1,1,1,1,0.09040581902154926,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
9,405,405,689,1,2,-1,1,1,1,0,1,0.038864784321985694,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
10,765,534,914,3,3,0,1,1,0,0,1,0.2208661420596164,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
11,1023,905,626,3,61,-58,1,0,0,0,1,0.05080868137874027,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
12,597,597,597,1,1,0,1,1,1,1,1,0.12469209493746122,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
13,562,162,162,5,27,-22,1,0,0,0,1,0.10095312397576083,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
14,478,682,682,2,2,0,1,1,0,0,1,0.20185871403203418,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
15,267,260,260,2,2,0,1,1,0,0,1,0.10861239611882045,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
16,917,748,748,10,55,-45,0,0,0,0,1,0.11463544405284738,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
17,656,656,656,1,1,0,1,1,1,1,1,0.13475006550210228,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
18,889,889,889,1,1,0,1,1,1,1,1,0.08960715176684242,tau0_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
19,510,877,877,8,22,-14,1,0,0,0,1,0.28851540152652916,tau0_slope0.5,timing,0_0_0_10_14_8,-25.0,9
20,860,860,860,1,1,0,1,1,1,1,1,0.06154498547639732,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
21,553,553,553,1,1,0,1,1,1,1,1,0.140346978417351,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
22,629,271,271,2,12,-10,1,0,0,0,1,0.08360649841219668,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
23,759,223,223,4,10,-6,1,0,0,0,1,0.1221432272905594,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
24,874,994,994,3,6,-3,1,1,0,0,1,0.16682903629069445,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
25,720,720,720,1,1,0,1,1,1,1,1,0.11415007047977267,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
26,314,314,314,1,1,0,1,1,1,1,1,0.09255919026321496,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
27,602,789,862,3,18,-15,1,0,0,0,1,0.04836560356844074,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
28,7,958,994,7,32,-25,1,0,0,0,1,0.15862470775596282,tau0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
29,610,610,610,1,1,0,1,1,1,1,1,0.05920482599510576,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
30,887,887,0,1,2,-1,1,1,1,0,1,0.07241229331328063,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
31,920,860,860,2,2,0,1,1,0,0,1,0.1033723333719464,tau0_slope0.5,timing,0_0_0_10_14_8,-25.0,9
32,752,752,752,1,1,0,1,1,1,1,1,0.11416012476470588,tau0_slope0,timing,0_0_0_10_14_8,-25.0,9
33,590,590,590,1,1,0,1,1,1,1,1,0.11136419470204183,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-25.0,9
34,936,936,936,1,1,0,1,1,1,1,1,0.06989395726801288,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-25.0,9
0,222,222,222,1,1,0,1,1,1,1,1,0.07285484807678069,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
1,826,826,826,1,1,0,1,1,1,1,1,0.1150837378376789,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
2,922,922,922,1,1,0,1,1,1,1,1,0.1227429625055642,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
3,718,718,718,1,1,0,1,1,1,1,1,0.07661269429928601,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
4,107,107,107,1,1,0,1,1,1,1,1,0.09613831363459414,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
5,468,962,981,8,55,-47,1,0,0,0,1,0.13136096033669659,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
6,89,89,89,1,1,0,1,1,1,1,1,0.07005477869760873,tau0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
7,713,1,201,129,129,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
8,865,285,285,2,2,0,1,1,0,0,1,0.06656194012996866,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
9,492,399,399,92,89,3,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
10,765,765,765,1,1,0,1,1,1,1,1,0.117749051681742,tau0_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.11447400199196636,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
12,597,277,82,24,8,16,0,1,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
13,562,213,213,27,15,12,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
14,478,478,478,1,1,0,1,1,1,1,1,0.071104921766832,tau-0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
15,267,963,267,2,1,1,1,1,0,1,1,0.14236720181794296,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
16,917,917,917,1,1,0,1,1,1,1,1,0.11224596801542631,tau-0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
17,656,651,651,12,53,-41,0,0,0,0,1,0.09443035564693865,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
18,889,434,434,3,3,0,1,1,0,0,1,0.09310913180308174,tau0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
19,510,654,353,13,68,-55,0,0,0,0,1,0.10731720984419356,tau0_slope0.5,timing,0_0_0_10_14_16,-25.0,1
20,860,860,860,1,1,0,1,1,1,1,1,0.10248518619047452,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
21,553,553,553,1,1,0,1,1,1,1,1,0.04115419410346911,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
22,629,998,998,58,50,8,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
23,759,759,759,1,1,0,1,1,1,1,1,0.08403118488801836,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
24,874,874,874,1,1,0,1,1,1,1,1,0.11579700224904528,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
25,720,720,720,1,1,0,1,1,1,1,1,0.057062584953974566,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
26,314,314,314,1,1,0,1,1,1,1,1,0.09251149755829999,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
27,602,602,602,1,1,0,1,1,1,1,1,0.18877886164878563,tau-0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,1
28,7,7,7,1,1,0,1,1,1,1,1,0.10585079957536844,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
29,610,510,510,156,156,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,1
30,807,807,807,1,1,0,1,1,1,1,1,0.08681838955718245,tau0_slope0.5,timing,0_0_0_10_14_16,-25.0,1
31,897,897,897,1,1,0,1,1,1,1,1,0.10782260956122167,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,1
32,749,749,749,1,1,0,1,1,1,1,1,0.16324358068775416,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
33,584,581,382,7,14,-7,1,0,0,0,1,0.21506529499108423,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
34,934,706,706,7,6,1,1,1,0,0,1,0.09760240300564149,tau0_slope0,timing,0_0_0_10_14_16,-25.0,1
0,803,490,490,2,3,-1,1,1,0,0,1,0.09299389645852814,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
1,826,861,861,14,52,-38,0,0,0,0,1,0.16583640776397437,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
2,922,922,922,1,1,0,1,1,1,1,1,0.08635157824616747,tau0_slope-0.5,timing,0_0_0_10_14_16,-25.0,2
3,718,818,818,7,26,-19,1,0,0,0,1,0.12194601535306408,tau-0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,2
4,86,86,86,1,1,0,1,1,1,1,1,0.08169763590795072,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,2
5,468,981,693,8,5,3,1,1,0,0,1,0.3152146868142509,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
6,89,89,89,1,1,0,1,1,1,1,1,0.11132285820136534,tau-0.5_slope0,timing,0_0_0_10_14_16,-25.0,2
7,713,503,503,173,173,0,0,0,0,0,0,nan,,timing,0_0_0_10_14_16,-25.0,2
8,865,252,380,4,24,-20,1,0,0,0,1,0.07461601166959314,tau-0.5_slope0,timing,0_0_0_10_14_16,-25.0,2
9,492,891,891,13,64,-51,0,0,0,0,1,0.07935671108408679,tau-0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,2
10,765,765,765,1,1,0,1,1,1,1,1,0.05806537596972789,tau-0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,2
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.1274035949864423,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
12,597,597,597,1,1,0,1,1,1,1,1,0.1300527215553593,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
13,562,562,562,1,1,0,1,1,1,1,1,0.05841509245592074,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,2
14,478,478,478,1,1,0,1,1,1,1,1,0.06116021818836775,tau0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,2
15,267,774,774,2,2,0,1,1,0,0,1,0.17425761380958604,tau0.5_slope0.5,timing,0_0_0_10_14_16,-25.0,2
16,917,917,917,1,1,0,1,1,1,1,1,0.0514693634904026,tau0.5_slope-0.5,timing,0_0_0_10_14_16,-25.0,2
17,656,756,404,8,22,-14,1,0,0,0,1,0.1980799392615862,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
18,889,889,889,1,1,0,1,1,1,1,1,0.10180422650899675,tau0_slope0,timing,0_0_0_10_14_16,-25.0,2
