dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_selected_offset_coherence,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-12.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8457142857142858,0.0,0.5,0.9940444989203314,0.8970193739689943,0.27467595285241064
0_0_0_10_14_8,-13.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8485714285714285,0.0,0.5,0.992627667066077,0.8962319881467739,0.27381301659165963
0_0_0_10_14_8,-14.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8542857142857143,0.0,0.6,0.9908363563041702,0.8863170001935791,0.2681936909639134
0_0_0_10_14_8,-15.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8542857142857143,0.0,0.6,0.9885700359290974,0.8859178257736879,0.26832783859842313
0_0_0_10_14_8,-16.0,10,0.017142857142857144,0.9828571428571429,0.7,0.0,1.0,1.0,0.0,1.0,1.0,0.017142857142857144,0.30000000000000004,0.0,0.0,0.8428571428571429,0.0,0.6,0.9856971798903691,0.8713092746664215,0.2750321991599797
0_0_0_10_14_8,-17.0,10,0.06285714285714286,0.9371428571428572,0.6,0.0,1.0,1.0,0.0,1.0,1.0,0.06285714285714286,0.4,0.0,0.0,0.8400000000000001,0.0,0.6,0.9820281823867107,0.8040503032443878,0.2989458163809532
0_0_0_10_14_8,-18.0,10,0.12857142857142856,0.8714285714285716,0.4,0.002857142857142857,0.9971428571428571,0.9,0.002857142857142857,0.9971428571428571,0.9,0.1257142857142857,0.5,0.0,0.0,0.82,0.0,0.6,0.975767298204558,0.780839608405113,0.3239991389909474
0_0_0_10_14_8,-19.0,10,0.22857142857142856,0.7714285714285715,0.0,0.011428571428571429,0.9885714285714287,0.8,0.011428571428571429,0.9885714285714287,0.8,0.21714285714285714,0.8,0.0,0.0,0.7857142857142858,0.0,0.6,0.9673264455014531,0.759304641135725,0.33423900325689215
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.04571428571428572,0.9542857142857143,0.6,0.32,0.6,0.0,0.0,0.72,0.0,0.9,0.9408587590829617,0.779618908359865,0.32673784267732753
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.13142857142857142,0.8685714285714285,0.5,0.3857142857142857,0.5,0.0,0.0,0.6028571428571429,0.0,0.981304347826087,0.896448692542139,0.8848618773840963,0.32414265590074615
0_0_0_10_14_8,-22.0,10,0.6628571428571428,0.33714285714285713,0.0,0.18857142857142856,0.8114285714285716,0.3,0.18857142857142856,0.8114285714285716,0.3,0.47428571428571425,0.3,0.0,0.0,0.4228571428571429,0.0,0.9459513546798031,0.8625114048944639,0.7540930938989111,0.3637271338105804
0_0_0_10_14_8,-23.0,10,0.7942857142857143,0.20571428571428568,0.0,0.33428571428571424,0.6657142857142857,0.0,0.33428571428571424,0.6657142857142857,0.0,0.46,0.0,0.0,0.0,0.29999999999999993,0.004545454545454545,0.8807691600262345,0.791463548342761,0.7898944256071112,0.41101456183528134
0_0_0_10_14_8,-24.0,10,0.86,0.13999999999999999,0.0,0.49428571428571433,0.5057142857142857,0.0,0.49428571428571433,0.5057142857142857,0.0,0.36571428571428566,0.0,0.0,0.0,0.17999999999999997,0.0375,0.8000143593843783,0.7242248357441539,0.7255925285878588,0.47602316951877555
0_0_0_10_14_8,-25.0,10,0.9200000000000002,0.08000000000000002,0.0,0.6542857142857142,0.34571428571428575,0.0,0.6542857142857142,0.34571428571428575,0.0,0.2657142857142859,0.0,0.0,0.0,0.07428571428571427,0.125,0.7117434228975239,0.6496666051395341,0.6552208086285232,0.5376143612685499
0_0_0_10_14_8,-26.0,10,0.9571428571428571,0.04285714285714287,0.0,0.7857142857142858,0.21428571428571427,0.0,0.7857142857142858,0.21428571428571427,0.0,0.17142857142857126,0.0,0.0,0.0,0.04571428571428572,0.07333333333333333,0.5898672137476692,0.5786441674610115,0.608486151133364,0.5380840435572691
0_0_0_10_14_16,-12.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9272727272727272,0.0,0.18181818181818182,0.9940806288818631,0.9688550417271824,0.21910330853361748
0_0_0_10_14_16,-13.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9272727272727272,0.0,0.18181818181818182,0.9927586392936175,0.9688728362402034,0.2187721112885899
0_0_0_10_14_16,-14.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9246753246753247,0.0,0.2727272727272727,0.9910915727770199,0.9689617892872189,0.21848233347032223
0_0_0_10_14_16,-15.0,11,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0,1.0,1.0,0.0,1.0,1.0,0.0025974025974025974,0.09090909090909094,0.0,0.0,0.922077922077922,0.0,0.2727272727272727,0.9889880283539779,0.965955235260677,0.2064944978778027
0_0_0_10_14_16,-16.0,11,0.01038961038961039,0.9896103896103896,0.8181818181818182,0.0,1.0,1.0,0.0,1.0,1.0,0.01038961038961039,0.18181818181818177,0.0,0.0,0.922077922077922,0.0,0.2727272727272727,0.9863313404216424,0.9655796325799294,0.2066200273612161
0_0_0_10_14_16,-17.0,11,0.04675324675324675,0.9532467532467532,0.45454545454545453,0.0,1.0,1.0,0.0,1.0,1.0,0.04675324675324675,0.5454545454545454,0.0,0.0,0.922077922077922,0.0,0.2727272727272727,0.9829720502608491,0.965274912969122,0.2086598463227401
0_0_0_10_14_16,-18.0,11,0.11948051948051944,0.8805194805194805,0.09090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.11688311688311684,0.8181818181818181,0.0,0.0,0.9272727272727272,0.0,0.45454545454545453,0.9780188611569571,0.9651246892777343,0.21034463622616695
0_0_0_10_14_16,-19.0,11,0.2363636363636363,0.7636363636363637,0.0,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.2337662337662337,0.9090909090909091,0.0,0.0,0.8597402597402596,0.0,1.0,0.9726054290112853,0.9650246173142478,0.2092702794392685
0_0_0_10_14_16,-20.0,11,0.35844155844155845,0.6415584415584417,0.0,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.34285714285714286,0.6363636363636364,0.0,0.0,0.7688311688311689,0.0,1.0,0.9622727928005044,0.9636199346969364,0.21052595679232244
