dataset,target_snr_db,packet_count,traditional_fft_symbol_ser,traditional_fft_symbol_accuracy,traditional_fft_crc_valid_rate,multi_offset_argmax_symbol_ser,multi_offset_argmax_symbol_accuracy,multi_offset_argmax_crc_valid_rate,current_selected_symbol_ser,current_selected_symbol_accuracy,current_selected_crc_valid_rate,savaux_paper_symbol_ser,savaux_paper_symbol_accuracy,savaux_paper_crc_valid_rate,savaux_codec_symbol_ser,savaux_codec_symbol_accuracy,savaux_codec_crc_valid_rate,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,savaux_codec_crc_gain_vs_current,savaux_codec_crc_gain_vs_savaux,savaux_codec_success_rate,savaux_codec_argmax_fallback_rate,savaux_codec_mean_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_mean_symbol_change_count,savaux_codec_mean_symbol_fix_count,savaux_codec_mean_symbol_break_count
0_0_0_10_14_16,-24.0,11,0.8337662337662338,0.16623376623376618,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.703896103896104,0.0,0.10389610389610389,0.8961038961038961,0.0,0.04675324675324675,0.9532467532467532,0.6363636363636364,0.19220779220779216,0.2493506493506493,0.05714285714285714,0.6363636363636364,0.6363636363636364,1.0,0.36363636363636365,0.9974025974025974,1.7298701298701296,2.0,2.0,0.0
mean_of_datasets,-24.0,11,0.8337662337662338,0.16623376623376618,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.703896103896104,0.0,0.10389610389610389,0.8961038961038961,0.0,0.04675324675324675,0.9532467532467532,0.6363636363636364,0.19220779220779216,0.2493506493506493,0.05714285714285714,0.6363636363636364,0.6363636363636364,1.0,0.36363636363636365,0.9974025974025974,1.7298701298701296,2.0,2.0,0.0
