dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_selected_offset_coherence,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.005714285714285714,0.9942857142857143,0.9,0.36,0.9,0.04000000000000001,0.30000000000000004,0.72,0.0,0.9,0.9640169346251215,0.7065237053380007,0.31497399953411037
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.034285714285714294,0.9657142857142856,0.6,0.4828571428571428,0.6,0.09714285714285713,0.09999999999999998,0.6028571428571429,0.0,0.9966666666666667,0.9555589209951337,0.7823258823212076,0.31778781573296644
0_0_0_10_14_8,-22.0,10,0.6628571428571428,0.33714285714285713,0.0,0.18857142857142856,0.8114285714285716,0.3,0.10285714285714284,0.8971428571428571,0.4,0.5599999999999999,0.4,0.08571428571428572,0.10000000000000003,0.4228571428571429,0.0,0.9836052955665024,0.9464844963969231,0.8167002787850279,0.25695522553786254
0_0_0_10_14_8,-23.0,10,0.7942857142857143,0.20571428571428568,0.0,0.33428571428571424,0.6657142857142857,0.0,0.1742857142857143,0.8257142857142858,0.1,0.62,0.1,0.15999999999999995,0.1,0.29999999999999993,0.004545454545454545,0.9429974042402884,0.9368983800897546,0.7283568085029737,0.31116352820756804
0_0_0_10_14_16,-20.0,11,0.35844155844155845,0.6415584415584417,0.0,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.005194805194805195,0.9948051948051948,0.8181818181818182,0.35324675324675325,0.8181818181818182,0.01038961038961039,0.18181818181818188,0.7688311688311689,0.0,1.0,0.9665751103540476,0.9639884510842488,0.2093752400374165
0_0_0_10_14_16,-21.0,11,0.4961038961038961,0.5038961038961038,0.0,0.07012987012987014,0.92987012987013,0.2727272727272727,0.02077922077922078,0.9792207792207793,0.45454545454545453,0.4753246753246753,0.45454545454545453,0.04935064935064936,0.18181818181818182,0.6051948051948052,0.0,0.9935064935064936,0.9591315425759379,0.9634596984082944,0.2119063986955637
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.05714285714285714,0.942857142857143,0.36363636363636365,0.5454545454545455,0.36363636363636365,0.12207792207792209,0.36363636363636365,0.41558441558441556,0.00505050505050505,0.9910160427807487,0.9485734755581223,0.9534037761373276,0.2099174077850659
0_0_0_10_14_16,-23.0,11,0.7324675324675325,0.2675324675324675,0.0,0.3194805194805194,0.6805194805194805,0.0,0.1636363636363636,0.8363636363636364,0.0,0.5688311688311689,0.0,0.1558441558441558,0.0,0.24675324675324675,0.009090909090909092,0.9783749583749585,0.9411387191702442,0.8517106274794446,0.23885961871573105
0_0_0_10_14_32,-20.0,7,0.3959183673469387,0.6040816326530614,0.0,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.12244897959183673,0.8775510204081632,0.8571428571428571,0.273469387755102,0.8571428571428571,0.020408163265306117,0.1428571428571428,0.6408163265306123,0.0,0.9428571428571428,0.9640631080439578,0.7840502229400119,0.4160443307973987
0_0_0_10_14_32,-21.0,7,0.5428571428571428,0.4571428571428572,0.0,0.15918367346938772,0.8408163265306123,0.42857142857142855,0.1346938775510204,0.8653061224489795,0.8571428571428571,0.4081632653061224,0.8571428571428571,0.024489795918367308,0.42857142857142855,0.5428571428571429,0.0,0.9346938775510204,0.9585341930535858,0.8445130816500256,0.4133162786052627
0_0_0_10_14_32,-22.0,7,0.673469387755102,0.32653061224489793,0.0,0.24489795918367346,0.7551020408163266,0.0,0.15510204081632648,0.8448979591836735,0.42857142857142855,0.5183673469387755,0.42857142857142855,0.08979591836734699,0.42857142857142855,0.36326530612244895,0.0,0.9306122448979591,0.9509185376352433,0.7818127016969683,0.44508105412584886
0_0_0_10_14_32,-23.0,7,0.7755102040816327,0.22448979591836737,0.0,0.34285714285714286,0.6571428571428573,0.0,0.21224489795918364,0.7877551020408163,0.14285714285714285,0.5632653061224491,0.14285714285714285,0.13061224489795922,0.14285714285714285,0.22040816326530613,0.0,0.9001759324419424,0.9418151193503096,0.7149253132177151,0.45040873179379975
mean_of_datasets,-20.0,28,0.3733580705009276,0.6266419294990725,0.0,0.06805194805194804,0.931948051948052,0.6502164502164502,0.044452690166975874,0.9555473098330242,0.8584415584415584,0.3289053803339517,0.8584415584415584,0.023599257884972174,0.20822510822510823,0.709882498453927,0.0,0.9476190476190475,0.9648850510077089,0.8181874597874205,0.31346452345630854
mean_of_datasets,-21.0,28,0.5187012987012988,0.4812987012987013,0.0,0.12024737167594308,0.879752628324057,0.4004329004329004,0.06325293753865183,0.9367470624613482,0.6372294372294371,0.4554483611626468,0.6372294372294371,0.056994434137291265,0.23679653679653678,0.5836363636363636,0.0,0.9749556792413935,0.9577415522082191,0.8634328874598425,0.31433683101126425
mean_of_datasets,-22.0,28,0.6463079777365492,0.3536920222634508,0.0,0.2042300556586271,0.795769944341373,0.09999999999999999,0.10503401360544214,0.8949659863945579,0.3974025974025974,0.541273964131107,0.3974025974025974,0.09919604205318493,0.2974025974025974,0.40056895485466915,0.0016835016835016834,0.9684111944150701,0.9486588365300962,0.8506389188731079,0.30398456248292577
mean_of_datasets,-23.0,28,0.7674211502782932,0.23257884972170687,0.0,0.3322077922077922,0.6677922077922078,0.0,0.1833889919604205,0.8166110080395795,0.08095238095238096,0.5840321583178727,0.08095238095238096,0.14881880024737168,0.08095238095238096,0.25572047000618425,0.004545454545454546,0.9405160983523965,0.9399507395367696,0.7649975830667112,0.33347729290569966
