trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power
12:20260819:239,12.0,20260819,239,exp0_000008_rxg20_0_fulltrim,8,22,957,958,1,3,1,1,1,7.144188377162249e-08,1.8463449607866592e-05
12:20260819:240,12.0,20260819,240,exp0_000008_rxg20_0_fulltrim,8,23,273,879,1,2,1,1,1,7.28066349200592e-08,1.88161560697649e-05
12:20260819:241,12.0,20260819,241,exp0_000008_rxg20_0_fulltrim,8,24,2753,24,1,2,1,1,1,7.272724819931743e-08,1.8795639355471153e-05
12:20260819:242,12.0,20260819,242,exp0_000008_rxg20_0_fulltrim,8,25,1129,4081,1,8,0,1,1,7.497954924048851e-08,1.9377724325519578e-05
12:20260819:243,12.0,20260819,243,exp0_000008_rxg20_0_fulltrim,8,26,865,4094,1,6,0,1,1,7.252976206977067e-08,1.87446010148138e-05
12:20260819:244,12.0,20260819,244,exp0_000008_rxg20_0_fulltrim,8,27,3909,3909,0,1,1,1,1,7.484709606667111e-08,1.9343493110284587e-05
12:20260819:245,12.0,20260819,245,exp0_000008_rxg20_0_fulltrim,8,28,1273,3624,1,10,0,0,1,7.099657401431171e-08,1.8348363697054357e-05
12:20260819:246,12.0,20260819,246,exp0_000008_rxg20_0_fulltrim,8,29,3589,3589,0,1,1,1,1,7.051968580823462e-08,1.8225116647891473e-05
12:20260819:247,12.0,20260819,247,exp0_000008_rxg20_0_fulltrim,8,30,797,797,0,1,1,1,1,7.209803868820428e-08,1.8633026368692067e-05
12:20260819:248,12.0,20260819,248,exp0_000008_rxg20_0_fulltrim,8,31,2821,2821,0,1,1,1,1,7.242692610736488e-08,1.8718024075495886e-05
12:20260820:0,12.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,3293,0,1,1,1,1,5.461110784836597e-08,1.4113701718886987e-05
12:20260820:1,12.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,9,1,9,0,0,1,5.516800773616521e-08,1.425762699733957e-05
12:20260820:2,12.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,1433,0,1,1,1,1,5.490116890765393e-08,1.4188665136263938e-05
12:20260820:3,12.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,2865,0,1,1,1,1,5.706549947195974e-08,1.4748015004984768e-05
12:20260820:4,12.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,3469,0,1,1,1,1,5.727483806912936e-08,1.4802116498895236e-05
12:20260820:5,12.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,3985,0,1,1,1,1,5.998009479350775e-08,1.5501263393825555e-05
12:20260820:6,12.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,3724,1,29,0,0,0,6.021993173101038e-08,1.5563246882724594e-05
12:20260820:7,12.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,3640,1,5,0,1,1,6.297640756193777e-08,1.62756308501228e-05
12:20260820:8,12.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,849,0,1,1,1,1,6.501240630023145e-08,1.68018146252642e-05
12:20260820:9,12.0,20260820,9,exp0_000000_rxg20_0_fulltrim,0,9,665,665,0,1,1,1,1,6.361536648147813e-08,1.644076347526666e-05
12:20260820:10,12.0,20260820,10,exp0_000000_rxg20_0_fulltrim,0,10,713,713,0,1,1,1,1,6.285975786989332e-08,1.6245483888744786e-05
12:20260820:11,12.0,20260820,11,exp0_000000_rxg20_0_fulltrim,0,11,797,797,0,1,1,1,1,6.41980468785086e-08,1.6591351471832576e-05
12:20260820:12,12.0,20260820,12,exp0_000000_rxg20_0_fulltrim,0,12,3881,3881,0,1,1,1,1,6.638878275846576e-08,1.7157525533718118e-05
12:20260820:13,12.0,20260820,13,exp0_000000_rxg20_0_fulltrim,0,13,693,4073,1,2,1,1,1,6.707617489640913e-08,1.7335175246039986e-05
12:20260820:14,12.0,20260820,14,exp0_000000_rxg20_0_fulltrim,0,14,2437,1011,1,55,0,0,0,6.669297009117698e-08,1.7236139747010963e-05
12:20260820:15,12.0,20260820,15,exp0_000000_rxg20_0_fulltrim,0,15,1117,3680,1,2,1,1,1,6.649173228138338e-08,1.718413182162928e-05
12:20260820:16,12.0,20260820,16,exp0_000000_rxg20_0_fulltrim,0,16,3705,1684,1,6,0,1,1,6.725976160509957e-08,1.738262141858795e-05
12:20260820:17,12.0,20260820,17,exp0_000000_rxg20_0_fulltrim,0,17,3961,3961,0,1,1,1,1,6.763267734756565e-08,1.7478997810915633e-05
12:20260820:18,12.0,20260820,18,exp0_000000_rxg20_0_fulltrim,0,18,661,661,0,1,1,1,1,6.599972254066516e-08,1.705697676111366e-05
12:20260820:19,12.0,20260820,19,exp0_000000_rxg20_0_fulltrim,0,19,73,73,0,1,1,1,1,6.574391180668965e-08,1.6990865002204747e-05
12:20260820:20,12.0,20260820,20,exp0_000000_rxg20_0_fulltrim,0,20,2989,2989,0,1,1,1,1,6.626869349066005e-08,1.712648964793907e-05
12:20260820:21,12.0,20260820,21,exp0_000000_rxg20_0_fulltrim,0,21,693,693,0,1,1,1,1,6.652362307658597e-08,1.7192373682832996e-05
12:20260820:22,12.0,20260820,22,exp0_000000_rxg20_0_fulltrim,0,22,3273,3273,0,1,1,1,1,6.679654523945706e-08,1.7262907721621066e-05
12:20260820:23,12.0,20260820,23,exp0_000000_rxg20_0_fulltrim,0,23,3277,3277,0,1,1,1,1,6.76383617920378e-08,1.7480466899474326e-05
12:20260820:24,12.0,20260820,24,exp0_000000_rxg20_0_fulltrim,0,24,893,893,0,1,1,1,1,6.80420313290309e-08,1.7584791306405258e-05
12:20260820:25,12.0,20260820,25,exp0_000000_rxg20_0_fulltrim,0,25,3605,3605,0,1,1,1,1,6.842685608202886e-08,1.7684245464942713e-05
12:20260820:26,12.0,20260820,26,exp0_000000_rxg20_0_fulltrim,0,26,357,357,0,1,1,1,1,6.476401392503328e-08,1.673762006794947e-05
12:20260820:27,12.0,20260820,27,exp0_000000_rxg20_0_fulltrim,0,27,1981,1981,0,1,1,1,1,6.694602402354048e-08,1.7301539037757575e-05
12:20260820:28,12.0,20260820,28,exp0_000000_rxg20_0_fulltrim,0,28,3501,3501,0,1,1,1,1,6.276138429432516e-08,1.622006020925371e-05
12:20260820:29,12.0,20260820,29,exp0_000000_rxg20_0_fulltrim,0,29,2269,4078,1,507,0,0,0,6.393811427330359e-08,1.6524174455994277e-05
12:20260820:30,12.0,20260820,30,exp0_000000_rxg20_0_fulltrim,0,30,2677,3151,1,16,0,0,1,6.23435032529794e-08,1.6112062979314557e-05
12:20260820:31,12.0,20260820,31,exp0_000000_rxg20_0_fulltrim,0,31,1909,3075,1,8,0,1,1,6.194128315506919e-08,1.600811316560617e-05
12:20260820:32,12.0,20260820,32,exp0_000002_rxg20_0_fulltrim,2,1,313,313,0,1,1,1,1,2.8571456172268963e-08,7.384010798852937e-06
12:20260820:33,12.0,20260820,33,exp0_000002_rxg20_0_fulltrim,2,2,1433,328,1,6,0,1,1,2.8822207680385437e-08,7.448815050781749e-06
12:20260820:34,12.0,20260820,34,exp0_000002_rxg20_0_fulltrim,2,3,2865,2865,0,1,1,1,1,3.087116764368785e-08,7.978348526577316e-06
12:20260820:35,12.0,20260820,35,exp0_000002_rxg20_0_fulltrim,2,4,3469,3882,1,208,0,0,0,2.938706659844156e-08,7.594797262035056e-06
12:20260820:36,12.0,20260820,36,exp0_000002_rxg20_0_fulltrim,2,5,3985,3986,1,2,1,1,1,3.0635793243844216e-08,7.917518336483407e-06
12:20260820:37,12.0,20260820,37,exp0_000002_rxg20_0_fulltrim,2,6,3165,3165,0,1,1,1,1,2.944709671099476e-08,7.610311452025114e-06
12:20260820:38,12.0,20260820,38,exp0_000002_rxg20_0_fulltrim,2,8,173,175,1,2,1,1,1,2.844139065605319e-08,7.350396650154846e-06
12:20260820:39,12.0,20260820,39,exp0_000002_rxg20_0_fulltrim,2,9,1669,207,1,74,0,0,0,2.8904408243193406e-08,7.470058974780097e-06
12:20260820:40,12.0,20260820,40,exp0_000002_rxg20_0_fulltrim,2,10,53,53,0,1,1,1,1,3.0146085913362616e-08,7.79095831116474e-06
12:20260820:41,12.0,20260820,41,exp0_000002_rxg20_0_fulltrim,2,11,541,541,0,1,1,1,1,2.918315687256153e-08,7.5420988063171896e-06
12:20260820:42,12.0,20260820,42,exp0_000002_rxg20_0_fulltrim,2,12,213,214,1,2,1,1,1,2.973033652740225e-08,7.683511986516875e-06
12:20260820:43,12.0,20260820,43,exp0_000002_rxg20_0_fulltrim,2,13,1301,1302,1,6,0,1,1,3.006001965050024e-08,7.768715335148364e-06
12:20260820:44,12.0,20260820,44,exp0_000002_rxg20_0_fulltrim,2,14,2677,465,1,12,0,0,1,2.8955769661715394e-08,7.483332826372543e-06
12:20260820:45,12.0,20260820,45,exp0_000002_rxg20_0_fulltrim,2,15,1117,4033,1,31,0,0,0,2.915803053910802e-08,7.535605153475779e-06
12:20260820:46,12.0,20260820,46,exp0_000002_rxg20_0_fulltrim,2,16,3085,3085,0,1,1,1,1,2.7375284707791176e-08,7.074872092105591e-06
12:20260820:47,12.0,20260820,47,exp0_000002_rxg20_0_fulltrim,2,17,2501,3607,1,58,0,0,0,2.8294015271034982e-08,7.312308936742613e-06
12:20260820:48,12.0,20260820,48,exp0_000002_rxg20_0_fulltrim,2,18,1409,208,1,2,1,1,1,2.9683665142736638e-08,7.671450227875999e-06
12:20260820:49,12.0,20260820,49,exp0_000002_rxg20_0_fulltrim,2,19,2009,2873,1,51,0,0,0,2.877050545110491e-08,7.4354531200131404e-06
12:20260820:50,12.0,20260820,50,exp0_000002_rxg20_0_fulltrim,2,20,153,4019,1,11,0,0,1,2.871050379445332e-08,7.419946284169945e-06
12:20260820:51,12.0,20260820,51,exp0_000002_rxg20_0_fulltrim,2,21,2085,147,1,24,0,0,0,3.0583522438251264e-08,7.904009462779668e-06
12:20260820:52,12.0,20260820,52,exp0_000002_rxg20_0_fulltrim,2,23,1589,1590,1,14,0,0,1,3.0654694840829973e-08,7.922403267633464e-06
12:20260820:53,12.0,20260820,53,exp0_000002_rxg20_0_fulltrim,2,24,169,169,0,1,1,1,1,2.970387430237634e-08,7.6766730856861e-06
12:20260820:54,12.0,20260820,54,exp0_000002_rxg20_0_fulltrim,2,25,2949,1016,1,23,0,0,0,3.068795020769464e-08,7.930997788912603e-06
12:20260820:55,12.0,20260820,55,exp0_000002_rxg20_0_fulltrim,2,26,3433,3126,1,35,0,0,0,3.0631302435411055e-08,7.916357731375775e-06
12:20260820:56,12.0,20260820,56,exp0_000002_rxg20_0_fulltrim,2,27,2973,3934,1,2,1,1,1,3.035187150887835e-08,7.84414156687193e-06
12:20260820:57,12.0,20260820,57,exp0_000002_rxg20_0_fulltrim,2,28,989,52,1,107,0,0,0,2.9685597820806067e-08,7.671949709444223e-06
12:20260820:58,12.0,20260820,58,exp0_000002_rxg20_0_fulltrim,2,29,2545,2545,0,1,1,1,1,3.026040489320457e-08,7.820502922982115e-06
12:20260820:59,12.0,20260820,59,exp0_000002_rxg20_0_fulltrim,2,30,2897,22,1,13,0,0,1,3.020611617388162e-08,7.806472539395098e-06
12:20260820:60,12.0,20260820,60,exp0_000002_rxg20_0_fulltrim,2,31,3949,3949,0,1,1,1,1,2.9340935267037116e-08,7.5828750748282846e-06
12:20260820:61,12.0,20260820,61,exp0_000003_rxg20_0_fulltrim,3,0,3293,3871,1,3,1,1,1,5.121082167596095e-08,1.3234931324237023e-05
12:20260820:62,12.0,20260820,62,exp0_000003_rxg20_0_fulltrim,3,1,313,314,1,2,1,1,1,5.104155990421327e-08,1.3191187290230423e-05
12:20260820:63,12.0,20260820,63,exp0_000003_rxg20_0_fulltrim,3,2,1433,1258,1,4,1,1,1,5.190583120022059e-08,1.3414549674855771e-05
12:20260820:64,12.0,20260820,64,exp0_000003_rxg20_0_fulltrim,3,3,2865,2866,1,2,1,1,1,5.050714270918412e-08,1.305307244178185e-05
12:20260820:65,12.0,20260820,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,3469,0,1,1,1,1,5.363718742013514e-08,1.3862001598461911e-05
12:20260820:66,12.0,20260820,66,exp0_000003_rxg20_0_fulltrim,3,5,3985,3985,0,1,1,1,1,5.4426619992905013e-08,1.4066022653852036e-05
12:20260820:67,12.0,20260820,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,3166,1,3,1,1,1,5.551768183468996e-08,1.4347996816225174e-05
12:20260820:68,12.0,20260820,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,1670,1,5,0,1,1,5.623764731608835e-08,1.453406478760869e-05
12:20260820:69,12.0,20260820,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3949,0,1,1,1,1,5.5429028909629816e-08,1.4325085342898543e-05
12:20260820:70,12.0,20260820,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,3667,1,5,0,1,1,5.510321109689072e-08,1.4240880945572123e-05
12:20260820:71,12.0,20260820,71,exp0_000003_rxg20_0_fulltrim,3,10,969,316,1,2,1,1,1,5.236998567475801e-08,1.3534505816805819e-05
12:20260820:72,12.0,20260820,72,exp0_000003_rxg20_0_fulltrim,3,11,541,3522,1,2,1,1,1,5.146162982794843e-08,1.3299750215215123e-05
12:20260820:73,12.0,20260820,73,exp0_000003_rxg20_0_fulltrim,3,12,3881,37,1,2,1,1,1,5.3372025464603164e-08,1.379347310865419e-05
12:20260820:74,12.0,20260820,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,2826,1,73,0,0,0,5.518114853351036e-08,1.4261023106691405e-05
12:20260820:75,12.0,20260820,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,2485,0,1,1,1,1,5.4668958061153547e-08,1.4128652535301939e-05
12:20260820:76,12.0,20260820,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,1441,0,1,1,1,1,5.768076175710014e-08,1.4907023468894042e-05
12:20260820:77,12.0,20260820,77,exp0_000003_rxg20_0_fulltrim,3,16,781,423,1,8,0,1,1,6.088178022130336e-08,1.5734295091470467e-05
12:20260820:78,12.0,20260820,78,exp0_000003_rxg20_0_fulltrim,3,17,1501,19,1,141,0,0,0,6.054959530028768e-08,1.5648445177864156e-05
12:20260820:79,12.0,20260820,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,641,1,3,1,1,1,6.12067164916302e-08,1.581827166286276e-05
12:20260820:80,12.0,20260820,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,3937,0,1,1,1,1,6.201544848585949e-08,1.602728046321096e-05
12:20260820:81,12.0,20260820,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,529,1,6,0,1,1,6.272461308789527e-08,1.6210557053946257e-05
12:20260820:82,12.0,20260820,82,exp0_000003_rxg20_0_fulltrim,3,21,3693,26,1,13,0,0,1,6.367111348141865e-08,1.6455170737083577e-05
12:20260820:83,12.0,20260820,83,exp0_000003_rxg20_0_fulltrim,3,22,1329,224,1,6,0,1,1,6.604347503916389e-08,1.7068284162439076e-05
12:20260820:84,12.0,20260820,84,exp0_000003_rxg20_0_fulltrim,3,23,2549,2549,0,1,1,1,1,6.756247987885564e-08,1.746085596809595e-05
12:20260820:85,12.0,20260820,85,exp0_000003_rxg20_0_fulltrim,3,24,1289,465,1,8,0,1,1,6.735450534052649e-08,1.740710700172722e-05
12:20260820:86,12.0,20260820,86,exp0_000003_rxg20_0_fulltrim,3,25,2737,229,1,37,0,0,0,6.70837727965835e-08,1.7337138848335858e-05
12:20260820:87,12.0,20260820,87,exp0_000003_rxg20_0_fulltrim,3,26,769,3762,1,7,0,1,1,7.144233516283017e-08,1.8463566265468217e-05
12:20260820:88,12.0,20260820,88,exp0_000003_rxg20_0_fulltrim,3,27,125,125,0,1,1,1,1,7.061066522452057e-08,1.824862937990899e-05
12:20260820:89,12.0,20260820,89,exp0_000003_rxg20_0_fulltrim,3,28,1081,1081,0,1,1,1,1,7.266508263716313e-08,1.877957327961221e-05
12:20260820:90,12.0,20260820,90,exp0_000003_rxg20_0_fulltrim,3,29,3285,3285,0,1,1,1,1,7.51784529148212e-08,1.9429129016633277e-05
12:20260820:91,12.0,20260820,91,exp0_000003_rxg20_0_fulltrim,3,30,1741,3975,1,70,0,0,0,7.734548353416439e-08,1.998917668792438e-05
12:20260820:92,12.0,20260820,92,exp0_000003_rxg20_0_fulltrim,3,31,2133,378,1,2,1,1,1,7.826555026098304e-08,2.0226958850847116e-05
12:20260820:93,12.0,20260820,93,exp0_000004_rxg20_0_fulltrim,4,1,313,313,0,1,1,1,1,8.157081366743916e-08,2.108117154967391e-05
12:20260820:94,12.0,20260820,94,exp0_000004_rxg20_0_fulltrim,4,2,1433,465,1,146,0,0,0,8.030162244751467e-08,2.075316160796055e-05
12:20260820:95,12.0,20260820,95,exp0_000004_rxg20_0_fulltrim,4,4,3469,57,1,31,0,0,0,7.58633036501803e-08,1.9606121928545207e-05
12:20260820:96,12.0,20260820,96,exp0_000004_rxg20_0_fulltrim,4,5,3985,3985,0,1,1,1,1,7.015064903730328e-08,1.8129742737464897e-05
12:20260820:97,12.0,20260820,97,exp0_000004_rxg20_0_fulltrim,4,6,3165,762,1,8,0,1,1,6.721845937988267e-08,1.737194726620386e-05
12:20260820:98,12.0,20260820,98,exp0_000004_rxg20_0_fulltrim,4,7,1669,140,1,128,0,0,0,6.0957886044426e-08,1.5753963890162592e-05
12:20260820:99,12.0,20260820,99,exp0_000004_rxg20_0_fulltrim,4,8,3245,3301,1,66,0,0,0,5.7288762375525745e-08,1.4805715098426793e-05
12:20260820:100,12.0,20260820,100,exp0_000004_rxg20_0_fulltrim,4,9,1381,40,1,12,0,0,1,5.143671891759314e-08,1.3293312236346858e-05
12:20260820:101,12.0,20260820,101,exp0_000004_rxg20_0_fulltrim,4,10,709,4074,1,4,1,1,1,4.895049323003227e-08,1.2650771750673139e-05
12:20260820:102,12.0,20260820,102,exp0_000004_rxg20_0_fulltrim,4,11,609,610,1,5,0,1,1,4.6849944792774036e-08,1.2107905743049673e-05
12:20260820:103,12.0,20260820,103,exp0_000004_rxg20_0_fulltrim,4,12,213,213,0,1,1,1,1,4.5580639758656736e-08,1.177986638718172e-05
12:20260820:104,12.0,20260820,104,exp0_000004_rxg20_0_fulltrim,4,13,1385,1386,1,6,0,1,1,4.4617085211113114e-08,1.1530845226291379e-05
12:20260820:105,12.0,20260820,105,exp0_000004_rxg20_0_fulltrim,4,14,2473,2473,0,1,1,1,1,4.4256107747480834e-08,1.1437554164277173e-05
12:20260820:106,12.0,20260820,106,exp0_000004_rxg20_0_fulltrim,4,15,1449,3782,1,6,0,1,1,4.563515593836338e-08,1.1793955555659483e-05
12:20260820:107,12.0,20260820,107,exp0_000004_rxg20_0_fulltrim,4,16,3157,433,1,9,0,0,1,4.70494773734987e-08,1.2159472968812003e-05
12:20260820:108,12.0,20260820,108,exp0_000004_rxg20_0_fulltrim,4,17,1013,678,1,92,0,0,0,4.915906440463978e-08,1.2704674911798195e-05
12:20260820:109,12.0,20260820,109,exp0_000004_rxg20_0_fulltrim,4,18,2033,121,1,119,0,0,0,5.006619798609439e-08,1.2939114630973734e-05
12:20260820:110,12.0,20260820,110,exp0_000004_rxg20_0_fulltrim,4,19,1361,73,1,10,0,0,1,5.239450365795853e-08,1.3540842247529794e-05
12:20260820:111,12.0,20260820,111,exp0_000004_rxg20_0_fulltrim,4,20,185,185,0,1,1,1,1,5.395148196945539e-08,1.394322792211194e-05
12:20260820:112,12.0,20260820,112,exp0_000004_rxg20_0_fulltrim,4,21,2965,2965,0,1,1,1,1,5.7458506812434e-08,1.4849583872479419e-05
12:20260820:113,12.0,20260820,113,exp0_000004_rxg20_0_fulltrim,4,22,3321,3321,0,1,1,1,1,5.831985063599937e-08,1.5072189680751279e-05
12:20260820:114,12.0,20260820,114,exp0_000004_rxg20_0_fulltrim,4,23,2253,2254,1,6,0,1,1,6.212196775232584e-08,1.605480931610285e-05
12:20260820:115,12.0,20260820,115,exp0_000004_rxg20_0_fulltrim,4,24,3105,3106,1,109,0,0,0,6.49452103014986e-08,1.6784448482730497e-05
12:20260820:116,12.0,20260820,116,exp0_000004_rxg20_0_fulltrim,4,25,2373,113,1,2,1,1,1,5.8547636028418385e-08,1.5131058566792706e-05
12:20260820:117,12.0,20260820,117,exp0_000004_rxg20_0_fulltrim,4,26,3849,2,1,2,1,1,1,5.850730340253594e-08,1.5120634997785008e-05
12:20260820:118,12.0,20260820,118,exp0_000004_rxg20_0_fulltrim,4,27,465,568,1,4,1,1,1,6.049199774171361e-08,1.563355965743656e-05
12:20260820:119,12.0,20260820,119,exp0_000004_rxg20_0_fulltrim,4,28,469,469,0,1,1,1,1,5.688932824976974e-08,1.4702485291719376e-05
12:20260820:120,12.0,20260820,120,exp0_000004_rxg20_0_fulltrim,4,29,1277,1277,0,1,1,1,1,5.9206405974189554e-08,1.530131115609739e-05
12:20260820:121,12.0,20260820,121,exp0_000004_rxg20_0_fulltrim,4,30,701,701,0,1,1,1,1,5.894161321915254e-08,1.5232878082512957e-05
12:20260820:122,12.0,20260820,122,exp0_000004_rxg20_0_fulltrim,4,31,2945,2945,0,1,1,1,1,5.84143870995519e-08,1.5096621696520737e-05
12:20260820:123,12.0,20260820,123,exp0_000005_rxg20_0_fulltrim,5,0,3293,428,1,3,1,1,1,7.249505305370264e-08,1.873563081224804e-05
12:20260820:124,12.0,20260820,124,exp0_000005_rxg20_0_fulltrim,5,1,313,313,0,1,1,1,1,7.13653638782939e-08,1.8443673796817318e-05
12:20260820:125,12.0,20260820,125,exp0_000005_rxg20_0_fulltrim,5,2,1433,837,1,2,1,1,1,7.34177059824057e-08,1.8974081353517593e-05
12:20260820:126,12.0,20260820,126,exp0_000005_rxg20_0_fulltrim,5,3,2865,211,1,6,0,1,1,7.379963170968246e-08,1.9072786287475718e-05
12:20260820:127,12.0,20260820,127,exp0_000005_rxg20_0_fulltrim,5,4,3469,3473,1,42,0,0,0,7.13478549320875e-08,1.8439148782513352e-05
12:20260820:128,12.0,20260820,128,exp0_000005_rxg20_0_fulltrim,5,5,3985,3985,0,1,1,1,1,7.13836115905981e-08,1.844838973792638e-05
12:20260820:129,12.0,20260820,129,exp0_000005_rxg20_0_fulltrim,5,6,3165,3165,0,1,1,1,1,7.474616020142153e-08,1.9317407232319506e-05
12:20260820:130,12.0,20260820,130,exp0_000005_rxg20_0_fulltrim,5,7,1669,325,1,78,0,0,0,7.21146055350827e-08,1.8637307906724834e-05
12:20260820:131,12.0,20260820,131,exp0_000005_rxg20_0_fulltrim,5,8,1169,105,1,237,0,0,0,7.319520731070152e-08,1.8916578768255984e-05
12:20260820:132,12.0,20260820,132,exp0_000005_rxg20_0_fulltrim,5,9,665,666,1,2,1,1,1,7.108724047885675e-08,1.8371795549783803e-05
12:20260820:133,12.0,20260820,133,exp0_000005_rxg20_0_fulltrim,5,10,197,197,0,1,1,1,1,7.095845389543231e-08,1.8338511928640388e-05
12:20260820:134,12.0,20260820,134,exp0_000005_rxg20_0_fulltrim,5,11,993,45,1,111,0,0,0,7.257523556474177e-08,1.8756353190688337e-05
12:20260820:135,12.0,20260820,135,exp0_000005_rxg20_0_fulltrim,5,12,4053,4053,0,1,1,1,1,7.264942060432588e-08,1.877552558183633e-05
12:20260820:136,12.0,20260820,136,exp0_000005_rxg20_0_fulltrim,5,13,1333,1333,0,1,1,1,1,7.129279860818548e-08,1.842492001910044e-05
12:20260820:137,12.0,20260820,137,exp0_000005_rxg20_0_fulltrim,5,14,2681,2681,0,1,1,1,1,7.219362232585112e-08,1.8657729016268808e-05
12:20260820:138,12.0,20260820,138,exp0_000005_rxg20_0_fulltrim,5,15,1101,188,1,4,1,1,1,7.42442024293012e-08,1.9187681201292004e-05
12:20260820:139,12.0,20260820,139,exp0_000005_rxg20_0_fulltrim,5,16,3589,3589,0,1,1,1,1,7.236800005619763e-08,1.8702795219272066e-05
12:20260820:140,12.0,20260820,140,exp0_000005_rxg20_0_fulltrim,5,17,1489,281,1,35,0,0,0,7.449941647545796e-08,1.9253638752124486e-05
12:20260820:141,12.0,20260820,141,exp0_000005_rxg20_0_fulltrim,5,18,2549,3635,1,10,0,0,1,7.155321407299494e-08,1.8492221825236865e-05
12:20260820:142,12.0,20260820,142,exp0_000005_rxg20_0_fulltrim,5,19,697,3991,1,262,0,0,0,7.269648988430673e-08,1.8787690172593526e-05
12:20260820:143,12.0,20260820,143,exp0_000005_rxg20_0_fulltrim,5,20,985,985,0,1,1,1,1,7.351215678369982e-08,1.8998491230721993e-05
12:20260820:144,12.0,20260820,144,exp0_000005_rxg20_0_fulltrim,5,21,2509,3808,1,17,0,0,0,7.270385147654732e-08,1.8789592703436667e-05
12:20260820:145,12.0,20260820,145,exp0_000005_rxg20_0_fulltrim,5,22,1597,586,1,21,0,0,0,7.198547749976708e-08,1.8603936040710858e-05
12:20260820:146,12.0,20260820,146,exp0_000005_rxg20_0_fulltrim,5,23,185,185,0,1,1,1,1,7.44806000905469e-08,1.9248775843193946e-05
12:20260820:147,12.0,20260820,147,exp0_000005_rxg20_0_fulltrim,5,24,1801,667,1,5,0,1,1,7.353438407213862e-08,1.9004235653997858e-05
12:20260820:148,12.0,20260820,148,exp0_000005_rxg20_0_fulltrim,5,25,2865,921,1,76,0,0,0,7.200372553035296e-08,1.860865206407668e-05
12:20260820:149,12.0,20260820,149,exp0_000005_rxg20_0_fulltrim,5,26,1881,240,1,13,0,0,1,7.311661664373236e-08,1.8896267786201366e-05
12:20260820:150,12.0,20260820,150,exp0_000005_rxg20_0_fulltrim,5,27,3313,3313,0,1,1,1,1,7.324219131919251e-08,1.8928721321438403e-05
12:20260820:151,12.0,20260820,151,exp0_000005_rxg20_0_fulltrim,5,28,705,705,0,1,1,1,1,7.165320786012896e-08,1.851806423241289e-05
12:20260820:152,12.0,20260820,152,exp0_000005_rxg20_0_fulltrim,5,29,3225,3226,1,3,1,1,1,7.328661707209845e-08,1.8940202718719196e-05
12:20260820:153,12.0,20260820,153,exp0_000005_rxg20_0_fulltrim,5,30,3929,3930,1,2,1,1,1,7.336083072909742e-08,1.8959382505755557e-05
12:20260820:154,12.0,20260820,154,exp0_000005_rxg20_0_fulltrim,5,31,4025,4025,0,1,1,1,1,7.284002814379635e-08,1.882478621879185e-05
12:20260820:155,12.0,20260820,155,exp0_000006_rxg20_0_fulltrim,6,0,3293,3294,1,2,1,1,1,7.721268182147939e-08,1.995485539625973e-05
12:20260820:156,12.0,20260820,156,exp0_000006_rxg20_0_fulltrim,6,1,313,3709,1,21,0,0,0,7.39910849543863e-08,1.9122265488600255e-05
12:20260820:157,12.0,20260820,157,exp0_000006_rxg20_0_fulltrim,6,2,1433,553,1,406,0,0,0,7.619259322312635e-08,1.9691223568024935e-05
12:20260820:158,12.0,20260820,158,exp0_000006_rxg20_0_fulltrim,6,3,2865,117,1,6,0,1,1,7.754608874146294e-08,2.0041021123436083e-05
12:20260820:159,12.0,20260820,159,exp0_000006_rxg20_0_fulltrim,6,4,3469,3469,0,1,1,1,1,7.49369313530366e-08,1.9366710153218668e-05
12:20260820:160,12.0,20260820,160,exp0_000006_rxg20_0_fulltrim,6,5,3985,3875,1,15,0,0,1,7.659248267263495e-08,1.979457104866139e-05
12:20260820:161,12.0,20260820,161,exp0_000006_rxg20_0_fulltrim,6,6,3165,3159,1,54,0,0,0,7.639391653583376e-08,1.9743253590790637e-05
12:20260820:162,12.0,20260820,162,exp0_000006_rxg20_0_fulltrim,6,7,1669,146,1,405,0,0,0,7.495432637858539e-08,1.937120572585326e-05
