trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power,wrong_symbol,c_1m_true,c_1m_wrong,delta_c_1m,c_multirate_true,c_multirate_wrong,delta_c_multirate,ratio_variance_true,ratio_variance_wrong,delta_wrong_minus_true_ratio_variance,c_1m_true_wins,c_multirate_true_wins,true_ratio_variance_is_lower
11:20260821:41,11.0,20260821,41,exp0_000002_rxg20_0_fulltrim,2,11,541,542,1,10,0,0,1,2.918315687256153e-08,9.494939845535162e-06,542,-0.0014805307051831713,-5.9383443946762324e-05,-0.001421147261236409,-0.006065647849129573,-0.00012557094656735077,-0.005940076902562222,2.900574462476456e-05,3.138045840781738e-05,2.3747137830528235e-06,0,0,1
11:20260821:42,11.0,20260821,42,exp0_000002_rxg20_0_fulltrim,2,12,213,214,1,10,0,0,1,2.973033652740225e-08,9.672968491651173e-06,214,-0.007123434516310106,-0.002201850405314143,-0.004921584110995964,-0.028707062235782912,-0.009295715696521076,-0.019411346539261836,0.00016265815398746564,5.0177670585399646e-05,-0.000112480483402066,0,0,0
11:20260821:44,11.0,20260821,44,exp0_000002_rxg20_0_fulltrim,2,14,2677,3413,1,2,1,1,1,2.8955769661715394e-08,9.42095786003386e-06,3413,-0.004760813277818362,-0.0018531456903663752,-0.002907667587451987,-0.015964489261952246,-0.006435174191592204,-0.009529315070360042,7.54361339560049e-06,2.386120202611198e-05,1.631758863051149e-05,0,0,1
11:20260821:46,11.0,20260821,46,exp0_000002_rxg20_0_fulltrim,2,16,3085,3946,1,6,0,1,1,2.7375284707791176e-08,8.90673626194509e-06,3946,-0.0033262374808836056,-2.131245482365515e-05,-0.0033049250260599504,-0.011240831615126906,-0.0009396450004293103,-0.010301186614697595,8.476763735219508e-06,0.00012011750773240845,0.00011164074399718894,0,0,1
11:20260821:48,11.0,20260821,48,exp0_000002_rxg20_0_fulltrim,2,18,1409,1410,1,7,0,1,1,2.9683665142736638e-08,9.657783637187246e-06,1410,-0.0037238515202301526,-0.0027982949918895494,-0.0009255565283406032,-0.01226523088632589,-0.008291510462627646,-0.003973720423698243,4.637186541537269e-06,1.5158914222173063e-07,-4.485597399315539e-06,0,0,0
11:20260821:49,11.0,20260821,49,exp0_000002_rxg20_0_fulltrim,2,19,2009,465,1,259,0,0,0,2.877050545110491e-08,9.360680880988765e-06,465,-0.0015905266967847314,-0.00010360233555795507,-0.0014869243612267763,-0.007221693458933757,-0.00016417800941299953,-0.007057515449520758,0.00010037901240235823,1.4973212473814295e-05,-8.540579992854394e-05,0,0,0
11:20260821:50,11.0,20260821,50,exp0_000002_rxg20_0_fulltrim,2,20,153,3984,1,41,0,0,0,2.871050379445332e-08,9.341158931289245e-06,3984,-0.025161837764455526,-0.0028693791420835264,-0.022292458622372,-0.08213501800803742,-0.008524831323730322,-0.0736101866843071,2.5396844773050797e-05,2.2901503904703188e-05,-2.495340868347609e-06,0,0,0
11:20260821:51,11.0,20260821,51,exp0_000002_rxg20_0_fulltrim,2,21,2085,3873,1,224,0,0,0,3.0583522438251264e-08,9.950558367754885e-06,3873,-0.01442458578790171,-0.0010564062299222284,-0.013368179557979481,-0.037600148279061496,-0.002723787990884014,-0.034876360288177484,6.469983713539326e-05,6.460468881989563e-06,-5.823936825340369e-05,0,0,0
11:20260821:52,11.0,20260821,52,exp0_000002_rxg20_0_fulltrim,2,23,1589,1254,1,42,0,0,0,3.0654694840829973e-08,9.973714796104912e-06,1254,-0.05488267481728589,-0.031663480178949814,-0.023219194638336077,-0.15585789708396308,-0.08913539338738746,-0.06672250369657562,2.5575995873376597e-05,2.139216913168345e-05,-4.183826741693148e-06,0,0,0
11:20260821:53,11.0,20260821,53,exp0_000002_rxg20_0_fulltrim,2,24,169,130,1,7,0,1,1,2.970387430237634e-08,9.664358825606572e-06,130,-0.016788477331014497,-0.001664014507280695,-0.015124462823733802,-0.055469157914719874,-0.01108747783630335,-0.04438168007841652,2.015332286238191e-05,0.00020017410433423636,0.00018002078147185446,0,0,1
11:20260821:54,11.0,20260821,54,exp0_000002_rxg20_0_fulltrim,2,25,2949,1019,1,10,0,0,1,3.068795020769464e-08,9.984534657345425e-06,1019,-0.0008822142410194619,-0.031010957597611317,0.030128743356591856,-0.0029104082113524917,-0.0947005067514729,0.09179009854012041,1.9265239465061034e-06,3.934307567319287e-05,3.7416551726686766e-05,1,1,1
11:20260821:55,11.0,20260821,55,exp0_000002_rxg20_0_fulltrim,2,26,3433,3434,1,2,1,1,1,3.0631302435411055e-08,9.966103916882184e-06,3434,-0.0007950015783856861,-8.734639579995677e-05,-0.0007076551825857293,-0.0017936224053527313,-0.0002184101293069502,-0.0015752122760457812,1.6857462510390766e-05,7.427507336538399e-06,-9.429955173852367e-06,0,0,0
11:20260821:56,11.0,20260821,56,exp0_000002_rxg20_0_fulltrim,2,27,2973,144,1,3,1,1,1,3.035187150887835e-08,9.875189152245985e-06,144,-0.009109394108824552,-6.376151574989452e-08,-0.009109330347308802,-0.023600536800493867,-5.2134314126289026e-05,-0.023548402486367578,4.022133128609944e-05,6.507666888626012e-06,-3.3713664397473426e-05,0,0,0
11:20260821:57,11.0,20260821,57,exp0_000002_rxg20_0_fulltrim,2,28,989,469,1,34,0,0,0,2.9685597820806067e-08,9.658412447226207e-06,469,-0.01822856363482694,-0.006748481168715292,-0.011480082466111648,-0.05381387056497852,-0.024758081878981084,-0.02905578868599744,6.485223310787204e-07,7.1538466150314e-05,7.088994381923528e-05,0,0,1
11:20260821:58,11.0,20260821,58,exp0_000002_rxg20_0_fulltrim,2,29,2545,3788,1,2,1,1,1,3.026040489320457e-08,9.845429862752745e-06,3788,-9.366350925196144e-05,-0.0013484986284036107,0.0012548351191516492,-0.00015129051168562648,-0.0037424848738255834,0.0035911943621399567,2.6412163793457747e-05,3.0053006779520286e-05,3.6408429860625388e-06,1,1,1
11:20260821:60,11.0,20260821,60,exp0_000002_rxg20_0_fulltrim,2,31,3949,506,1,11,0,0,1,2.9340935267037116e-08,9.546274126161921e-06,506,-0.005973734904579548,-0.0022437585953971823,-0.0037299763091823658,-0.014466039550990404,-0.0070223664748417895,-0.007443673076148615,3.810124961121435e-05,2.0678983181154526e-05,-1.742226643005982e-05,0,0,0
11:20260821:61,11.0,20260821,61,exp0_000003_rxg20_0_fulltrim,3,0,3293,148,1,24,0,0,0,5.121082167596095e-08,1.6661791367432612e-05,148,-0.0036921012998796104,-0.005025749929061745,0.001333648629182135,-0.011667449360684624,-0.012925442354731094,0.0012579929940464696,3.2132097551878087e-06,4.407625621754812e-05,4.086304646236031e-05,1,1,1
11:20260821:63,11.0,20260821,63,exp0_000003_rxg20_0_fulltrim,3,2,1433,466,1,5,0,1,1,5.190583120022059e-08,1.6887917473451107e-05,466,-0.0025693098382235996,-5.933215944620064e-05,-0.002509977678777399,-0.0073308431922342555,-0.00044600162772743873,-0.006884841564506817,7.272155811917366e-06,8.454102642064807e-06,1.1819468301474417e-06,0,0,1
11:20260821:64,11.0,20260821,64,exp0_000003_rxg20_0_fulltrim,3,3,2865,59,1,11,0,0,1,5.050714270918412e-08,1.6432844598949306e-05,59,-0.001010791356706577,-0.0004741920588118462,-0.0005365992978947308,-0.0035769485696288132,-0.0027053514365494038,-0.0008715971330794095,5.538911254482546e-06,3.738588419733574e-05,3.1846972942853196e-05,0,0,1
11:20260821:65,11.0,20260821,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,4035,1,3,1,1,1,5.363718742013514e-08,1.745122607063506e-05,4035,-6.247685778207055e-06,-0.0014293238635780887,0.0014230761777998817,-0.00016618474125763057,-0.004448083200173522,0.0042818984589158915,8.595793857674101e-06,4.520805872193522e-07,-8.143713270454749e-06,1,1,0
11:20260821:67,11.0,20260821,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,164,1,2,1,1,1,5.551768183468996e-08,1.806305780028767e-05,164,-0.0003255222419000176,-8.014955444194958e-05,-0.000245372687458068,-0.0012480911309750565,-0.000902457277520308,-0.0003456338534547485,2.8143835120137046e-06,2.8454496546146142e-05,2.5640113034132437e-05,0,0,1
11:20260821:68,11.0,20260821,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,4094,1,7,0,1,1,5.623764731608835e-08,1.829730349778337e-05,4094,-0.00394142169490548,-0.00011450326904932646,-0.0038269184258561536,-0.011622764949040987,-0.00029846421415519674,-0.01132430073488579,2.444752556100529e-07,1.0560823384262761e-05,1.0316348128652708e-05,0,0,1
11:20260821:69,11.0,20260821,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3901,1,79,0,0,0,5.5429028909629816e-08,1.803421396429513e-05,3901,-0.0005252501173760268,-0.0008742428502825016,0.0003489927329064749,-0.0011598355343573697,-0.0023579287070048514,0.0011980931726474817,8.02536322133462e-05,6.77069733694879e-06,-7.34829348763974e-05,1,1,0
11:20260821:70,11.0,20260821,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,3320,1,11,0,0,1,5.510321109689072e-08,1.7928206908716087e-05,3320,-0.04028583948637263,-0.029689120668322213,-0.010596718818050414,-0.12540271265247677,-0.08608467319379631,-0.039318039458680454,6.907842043399556e-06,3.335906229908731e-05,2.6451220255687757e-05,0,0,1
11:20260821:74,11.0,20260821,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,421,1,5,0,1,1,5.518114853351036e-08,1.7953564387197603e-05,421,-0.013133810354286284,-0.005597395915830658,-0.007536414438455626,-0.03749078681370904,-0.016353500253045394,-0.02113728656066365,5.383643827530373e-06,4.898732511880742e-07,-4.893770576342299e-06,0,0,0
11:20260821:75,11.0,20260821,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,75,1,16,0,0,1,5.4668958061153547e-08,1.7786919711101692e-05,75,-0.011322875129697046,-0.001123482650817283,-0.010199392478879764,-0.03425644585397915,-0.002325291646145345,-0.0319311542078338,7.531140212502202e-07,1.967665485032037e-05,1.892354082907015e-05,0,0,1
11:20260821:76,11.0,20260821,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,3815,1,46,0,0,0,5.768076175710014e-08,1.876683065920274e-05,3815,-0.014025171382978225,-0.002424010906317621,-0.011601160476660604,-0.0394363253984423,-0.009214095623556701,-0.0302222297748856,7.799465611944074e-06,4.3367014316222104e-05,3.556754870427803e-05,0,0,1
11:20260821:79,11.0,20260821,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,283,1,2,1,1,1,6.12067164916302e-08,1.9914024167041502e-05,283,-0.0001839110225086156,-0.000678046332763179,0.0004941353102545633,-0.0007558959574230626,-0.0018573893711666487,0.001101493413743586,3.4488317729126144e-06,1.4644536361244066e-06,-1.9843781367882077e-06,1,1,0
11:20260821:80,11.0,20260821,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,245,1,147,0,0,0,6.201544848585949e-08,2.017715065708846e-05,245,-0.005974887146598897,-0.001032448658681175,-0.004942438487917722,-0.02979960955760591,-0.0028844535882323434,-0.026915155969373567,0.0003733813746999385,8.728813814268148e-07,-0.00037250849331851166,0,0,0
11:20260821:81,11.0,20260821,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,469,1,16,0,0,1,6.272461308789527e-08,2.0407882214552127e-05,469,-4.3034223982429395e-06,-2.246702644774946e-06,-2.0567197534679934e-06,-4.975803594073308e-05,-5.801311206630852e-05,8.255076125575436e-06,7.908596247328603e-06,1.1490889595682722e-05,3.5822933483541195e-06,0,1,1
11:20260821:82,11.0,20260821,82,exp0_000003_rxg20_0_fulltrim,3,21,3693,3910,1,15,0,0,1,6.367111348141865e-08,2.0715832596326265e-05,3910,-0.0020625117567329575,-9.231179335642799e-05,-0.0019701999633765293,-0.005612724892468363,-0.00012595476255404514,-0.005486770129914317,2.591420976941953e-06,9.585904960913114e-06,6.99448398397116e-06,0,0,1
11:20260821:83,11.0,20260821,83,exp0_000003_rxg20_0_fulltrim,3,22,1329,112,1,20,0,0,0,6.604347503916389e-08,2.1487696667818472e-05,112,-0.004125865850707377,-0.0025010756199471164,-0.0016247902307602608,-0.012851703894237235,-0.0065877134867749505,-0.006263990407462285,1.93616113221425e-06,1.2034676889279692e-05,1.0098515757065442e-05,0,0,1
11:20260821:84,11.0,20260821,84,exp0_000003_rxg20_0_fulltrim,3,23,2549,182,1,247,0,0,0,6.756247987885564e-08,2.1981915289913826e-05,182,-2.7217625404148604e-07,-0.0011253412069982321,0.0011250690307441906,-7.747758170526079e-05,-0.0029438863952958184,0.0028664088135905577,1.4843822879637045e-05,1.0112596189919447e-05,-4.731226689717598e-06,1,1,0
11:20260821:85,11.0,20260821,85,exp0_000003_rxg20_0_fulltrim,3,24,1289,3664,1,26,0,0,0,6.735450534052649e-08,2.1914249350294563e-05,3664,-0.001019660561924969,-4.32133714780079e-06,-0.001015339224777168,-0.003278313483635575,-2.7195652888497748e-05,-0.003251117830747077,6.316340607345285e-07,5.872404048481028e-06,5.240769987746499e-06,0,0,1
11:20260821:86,11.0,20260821,86,exp0_000003_rxg20_0_fulltrim,3,25,2737,3515,1,10,0,0,1,6.70837727965835e-08,2.1826164663973863e-05,3515,-0.017169812054192605,-0.004447940937427068,-0.012721871116765537,-0.047032703188077396,-0.012164224991896384,-0.03486847819618101,1.9886841402028308e-05,5.322715451175088e-06,-1.456412595085322e-05,0,0,0
11:20260821:87,11.0,20260821,87,exp0_000003_rxg20_0_fulltrim,3,26,769,3722,1,3,1,1,1,7.144233516283017e-08,2.3244252763943463e-05,3722,-0.019814172297895546,-0.0005176877658043277,-0.019296484532091217,-0.06337324413790701,-0.0014273847884351315,-0.06194585934947188,1.0293362060896526e-05,2.5770726497962534e-06,-7.716289411100273e-06,0,0,0
11:20260821:89,11.0,20260821,89,exp0_000003_rxg20_0_fulltrim,3,28,1081,3503,1,51,0,0,0,7.266508263716313e-08,2.3642082024354538e-05,3503,-0.014339534658975426,-0.002272091511384701,-0.012067443147590725,-0.04344352829362802,-0.007232445808155477,-0.03621108248547254,5.628283472542233e-06,7.851629063399814e-06,2.22334559085758e-06,0,0,1
11:20260821:91,11.0,20260821,91,exp0_000003_rxg20_0_fulltrim,3,30,1741,584,1,238,0,0,0,7.734548353416439e-08,2.516488249327156e-05,584,-0.002773660307661589,-0.00035080580620760733,-0.002422854501453982,-0.007108844094554662,-0.0006871825779835162,-0.006421661516571146,9.416394839680514e-06,1.7533692751725745e-05,8.117297912045231e-06,0,0,1
11:20260821:92,11.0,20260821,92,exp0_000003_rxg20_0_fulltrim,3,31,2133,3816,1,22,0,0,0,7.826555026098304e-08,2.546423250064637e-05,3816,-0.010945262774785715,-6.715035344185173e-05,-0.010878112421343863,-0.034449575942088334,-0.000258211712614517,-0.03419136422947382,6.374309577272643e-06,2.407547444173749e-05,1.7701164864464845e-05,0,0,1
11:20260821:93,11.0,20260821,93,exp0_000004_rxg20_0_fulltrim,4,1,313,26,1,36,0,0,0,8.157081366743916e-08,2.6539622574276703e-05,26,-0.0002343647611902808,-0.0003840439343999814,0.00014967917320970063,-0.0003964474299030503,-0.0009651886347237044,0.0005687412048206541,1.4105743069893988e-05,1.1903584021180354e-05,-2.202159048713634e-06,1,1,0
11:20260821:94,11.0,20260821,94,exp0_000004_rxg20_0_fulltrim,4,2,1433,342,1,132,0,0,0,8.030162244751467e-08,2.612668252333263e-05,342,-0.014230284301847798,-0.0038240337092163477,-0.01040625059263145,-0.04049162579529274,-0.01129491725665719,-0.029196708538635548,1.2116853750352978e-05,1.6372170133561727e-05,4.255316383208749e-06,0,0,1
11:20260821:97,11.0,20260821,97,exp0_000004_rxg20_0_fulltrim,4,6,3165,4026,1,160,0,0,0,6.721845937988267e-08,2.186998586577224e-05,4026,-1.3416865755522236e-05,-0.0007192406725004869,0.0007058238067449647,-0.000375200922984198,-0.0018636103996423745,0.0014884094766581765,3.466870123490732e-05,2.6730773418374066e-06,-3.199562389306991e-05,1,1,0
11:20260821:98,11.0,20260821,98,exp0_000004_rxg20_0_fulltrim,4,7,1669,572,1,120,0,0,0,6.0957886044426e-08,1.9833065477813375e-05,572,-0.051654183287704644,-0.0017680812002760684,-0.04988610208742857,-0.15113277271618875,-0.005095348831311956,-0.14603742388487678,2.0707836964660142e-05,8.501939949762283e-07,-1.9857642969683914e-05,0,0,0
11:20260821:99,11.0,20260821,99,exp0_000004_rxg20_0_fulltrim,4,8,3245,3909,1,19,0,0,0,5.7288762375525745e-08,1.8639290977194063e-05,3909,-0.002737855494391309,-0.004305229059066282,0.001567373564674973,-0.00963891289052107,-0.01432475350837508,0.004685840617854011,1.4793111388703254e-05,7.452902081557651e-06,-7.340209307145603e-06,1,1,0
11:20260821:100,11.0,20260821,100,exp0_000004_rxg20_0_fulltrim,4,9,1381,201,1,33,0,0,0,5.143671891759314e-08,1.6735288581251402e-05,201,-0.007042584513872372,-0.000416402736980486,-0.006626181776891886,-0.021207283289411214,-0.0005925206759232326,-0.02061476261348798,2.276260522360818e-06,4.1354838113265276e-05,3.907857759090446e-05,0,0,1
11:20260821:101,11.0,20260821,101,exp0_000004_rxg20_0_fulltrim,4,10,709,28,1,442,0,0,0,4.895049323003227e-08,1.5926378035730195e-05,28,-0.03374654285321951,-0.0011331070314669807,-0.03261343582175253,-0.08901565531430063,-0.004847437674532341,-0.08416821763976828,0.00023091439661758313,7.751965068791269e-05,-0.00015339474592967044,0,0,0
11:20260821:102,11.0,20260821,102,exp0_000004_rxg20_0_fulltrim,4,11,609,610,1,2,1,1,1,4.6849944792774036e-08,1.5242950223533768e-05,610,-0.0024992293612060507,-0.0007697699261641803,-0.0017294594350418704,-0.006178898699239129,-0.0021190919498480713,-0.004059806749391057,1.2031013512434988e-05,1.0347097281620088e-06,-1.099630378427298e-05,0,0,0
11:20260821:104,11.0,20260821,104,exp0_000004_rxg20_0_fulltrim,4,13,1385,3746,1,4,1,1,1,4.4617085211113114e-08,1.4516474074843677e-05,3746,-0.02322503135829675,-0.0006124131484034566,-0.022612618209893295,-0.0677023492582639,-0.003270939868166144,-0.06443140939009775,2.4519804977938044e-06,3.4353410081228016e-05,3.190142958343421e-05,0,0,1
11:20260821:105,11.0,20260821,105,exp0_000004_rxg20_0_fulltrim,4,14,2473,1416,1,54,0,0,0,4.4256107747480834e-08,1.4399027586180728e-05,1416,-0.002298710843157251,-0.017290165289602737,0.014991454446445486,-0.005555172326613741,-0.05349504591370294,0.0479398735870892,2.250678388217989e-05,9.599606252619726e-06,-1.2907177629560165e-05,1,1,0
11:20260821:106,11.0,20260821,106,exp0_000004_rxg20_0_fulltrim,4,15,1449,3580,1,3,1,1,1,4.563515593836338e-08,1.4847710354590715e-05,3580,-0.0048105401240743405,-0.00046972331411914683,-0.004340816809955194,-0.015475107409235878,-0.0022733518754351812,-0.013201755533800697,6.386026663992798e-06,1.6471948648737783e-05,1.0085921984744985e-05,0,0,1
11:20260821:107,11.0,20260821,107,exp0_000004_rxg20_0_fulltrim,4,16,3157,169,1,3,1,1,1,4.70494773734987e-08,1.530786951446169e-05,169,-0.007432316581070113,-0.0017060207889410131,-0.0057262957921290995,-0.02215897788786175,-0.0055301307290375416,-0.016628847158824206,2.6935291536867146e-07,8.963028325657355e-06,8.693675410288683e-06,0,0,1
11:20260821:109,11.0,20260821,109,exp0_000004_rxg20_0_fulltrim,4,18,2033,3484,1,368,0,0,0,5.006619798609439e-08,1.6289380215050538e-05,3484,-0.006833063691045559,-0.0015893237695562648,-0.005243739921489294,-0.019132875217528995,-0.0049784271441445,-0.014154448073384496,1.1478656812262714e-05,3.6173012485685263e-05,2.469435567342255e-05,0,0,1
11:20260821:110,11.0,20260821,110,exp0_000004_rxg20_0_fulltrim,4,19,1361,5,1,20,0,0,0,5.239450365795853e-08,1.70469104025113e-05,5,-0.0021621187066665484,-0.0007238584114346684,-0.00143826029523188,-0.006874135067091162,-0.006098693163712963,-0.0007754419033781986,1.8405093761683528e-05,0.00016045396630725594,0.0001420488725455724,0,0,1
11:20260821:112,11.0,20260821,112,exp0_000004_rxg20_0_fulltrim,4,21,2965,2966,1,8,0,1,1,5.7458506812434e-08,1.869451849163317e-05,2966,-3.1201378952329614e-05,-0.0032161393403874403,0.0031849379614351104,-0.00018227230987445656,-0.01039094997154593,0.010208677661671474,5.284050169834177e-06,3.5176056262940253e-06,-1.7664445435401513e-06,1,1,0
11:20260821:113,11.0,20260821,113,exp0_000004_rxg20_0_fulltrim,4,22,3321,3865,1,23,0,0,0,5.831985063599937e-08,1.8974762600479596e-05,3865,-0.025314396162389213,-0.0007470660220421319,-0.02456733014034708,-0.0697423453279395,-0.00255032117590724,-0.06719202415203226,2.56254282981751e-05,1.6445519165564447e-06,-2.3980876381618653e-05,0,0,0
11:20260821:114,11.0,20260821,114,exp0_000004_rxg20_0_fulltrim,4,23,2253,67,1,11,0,0,1,6.212196775232584e-08,2.02118074295516e-05,67,-0.02866151277809805,-0.0002990062415139024,-0.028362506536584148,-0.08256552157621362,-0.0011312196956162624,-0.08143430188059736,1.1851172286269727e-05,1.0967807249033303e-05,-8.833650372364238e-07,0,0,0
11:20260821:115,11.0,20260821,115,exp0_000004_rxg20_0_fulltrim,4,24,3105,226,1,12,0,0,1,6.49452103014986e-08,2.1130368717859467e-05,226,-0.0033065439538028617,-0.0011600438931341694,-0.0021465000606686923,-0.009936059590428828,-0.004447976797244858,-0.00548808279318397,2.611852801185834e-06,4.773697500374757e-05,4.5125122202561735e-05,0,0,1
11:20260821:116,11.0,20260821,116,exp0_000004_rxg20_0_fulltrim,4,25,2373,3837,1,17,0,0,0,5.8547636028418385e-08,1.9048874137081165e-05,3837,-0.020530289933028724,-0.0009299466232934392,-0.019600343309735285,-0.06379433164803282,-0.002136253479119618,-0.0616580781689132,5.293720268415123e-06,1.0641593461314363e-05,5.347873192899239e-06,0,0,1
11:20260821:117,11.0,20260821,117,exp0_000004_rxg20_0_fulltrim,4,26,3849,1057,1,8,0,1,1,5.850730340253594e-08,1.9035751641175783e-05,1057,-0.001161986383542229,-0.013208384408704006,0.012046398025161777,-0.002767467766835597,-0.03974814759705399,0.03698067983021839,1.7925463568486832e-05,1.8195461733878212e-06,-1.610591739509901e-05,1,1,0
11:20260821:118,11.0,20260821,118,exp0_000004_rxg20_0_fulltrim,4,27,465,3305,1,9,0,0,1,6.049199774171361e-08,1.968148552954699e-05,3305,-0.0038997206170165864,-0.023886628862521162,0.019986908245504576,-0.010842905927493705,-0.0639471066174428,0.05310420068994909,1.2451828445677937e-05,5.3160142808555054e-05,4.070831436287712e-05,1,1,1
11:20260821:121,11.0,20260821,121,exp0_000004_rxg20_0_fulltrim,4,30,701,143,1,5,0,1,1,5.894161321915254e-08,1.917705731283796e-05,143,-0.011688823775876782,-0.001113321583290342,-0.01057550219258644,-0.03519762084019515,-0.002708194694318322,-0.032489426145876826,6.272446774045756e-07,1.7287607463632943e-05,1.666036278622837e-05,0,0,1
11:20260821:123,11.0,20260821,123,exp0_000005_rxg20_0_fulltrim,5,0,3293,364,1,3,1,1,1,7.249505305370264e-08,2.3586761735532846e-05,364,-0.00011388659517652985,-0.0020243148060970313,0.0019104282109205014,-0.0001410254180368275,-0.0061741913199422765,0.006033165901905449,1.61714040885244e-05,6.880034421011755e-07,-1.5483400646423224e-05,1,1,0
11:20260821:125,11.0,20260821,125,exp0_000005_rxg20_0_fulltrim,5,2,1433,3749,1,176,0,0,0,7.34177059824057e-08,2.3886953181393154e-05,3749,-6.877730235806473e-07,-0.0018198540476069718,0.0018191662745833913,-6.66265789098927e-05,-0.0037589121561350416,0.0036922855772251488,7.415084850812739e-06,4.419853509640067e-05,3.678345024558793e-05,1,1,1
11:20260821:126,11.0,20260821,126,exp0_000005_rxg20_0_fulltrim,5,3,2865,2866,1,28,0,0,0,7.379963170968246e-08,2.4011215331022508e-05,2866,-2.4420321189573432e-05,-0.009054421968396939,0.009030001647207365,-7.460589990402056e-05,-0.025634990507011585,0.025560384607107564,7.531606704032386e-06,3.7683047670418697e-06,-3.7633019369905164e-06,1,1,0
11:20260821:127,11.0,20260821,127,exp0_000005_rxg20_0_fulltrim,5,4,3469,3470,1,2,1,1,1,7.13478549320875e-08,2.321351297415953e-05,3470,-0.002353649252378204,-0.0027244357617143325,0.0003707865093361285,-0.006974512587291555,-0.008724809054781521,0.0017502964674899662,1.4678809835399806e-07,1.693163417914166e-06,1.546375319560168e-06,1,1,1
11:20260821:128,11.0,20260821,128,exp0_000005_rxg20_0_fulltrim,5,5,3985,3986,1,2,1,1,1,7.13836115905981e-08,2.3225146647758246e-05,3986,-0.00027697665845858866,-0.0003256051755735278,4.8628517114939135e-05,-0.0005880148762377758,-0.0009426321038885895,0.00035461722765081367,4.0198700376357955e-06,1.4353440726480826e-05,1.0333570688845031e-05,1,1,1
11:20260821:129,11.0,20260821,129,exp0_000005_rxg20_0_fulltrim,5,6,3165,3622,1,8,0,1,1,7.474616020142153e-08,2.431917485474345e-05,3622,-0.0208958599109836,-0.0020907465722816957,-0.018805113338701905,-0.057452275588677305,-0.008237635415218427,-0.049214640173458876,2.547275717666162e-05,2.7656728263507273e-05,2.1839710868456532e-06,0,0,1
11:20260821:130,11.0,20260821,130,exp0_000005_rxg20_0_fulltrim,5,7,1669,9,1,14,0,0,1,7.21146055350827e-08,2.3462980531208243e-05,9,-0.025727031858585755,-0.0002532975430696268,-0.02547373431551613,-0.07403323158862189,-0.00047587679254493004,-0.07355735479607696,5.7686179503608685e-06,5.435215710988093e-05,4.858353915952006e-05,0,0,1
11:20260821:131,11.0,20260821,131,exp0_000005_rxg20_0_fulltrim,5,8,1169,234,1,7,0,1,1,7.319520731070152e-08,2.3814561715563456e-05,234,-0.006024689739101561,-0.0004213432083136806,-0.00560334653078788,-0.01890323441159902,-0.0013206706424528601,-0.01758256376914616,7.498983075360591e-06,4.239877582463728e-06,-3.259105492896863e-06,0,0,0
11:20260821:132,11.0,20260821,132,exp0_000005_rxg20_0_fulltrim,5,9,665,666,1,7,0,1,1,7.108724047885675e-08,2.3128720277909815e-05,666,-0.0002945162359456314,-0.0014084318763876984,0.001113915640442067,-0.0008055921387359985,-0.004262558196579815,0.003456966057843817,8.957569414676439e-06,4.622241365504428e-06,-4.335328049172011e-06,1,1,0
11:20260821:134,11.0,20260821,134,exp0_000005_rxg20_0_fulltrim,5,11,993,1132,1,3,1,1,1,7.257523556474177e-08,2.361284966434415e-05,1132,-0.036054964039688525,-2.635300897607884e-05,-0.03602861103071245,-0.10381958102559731,-0.0003528670098293507,-0.10346671401576796,1.0008313239150946e-05,1.3279555414896391e-05,3.2712421757454452e-06,0,0,1
11:20260821:136,11.0,20260821,136,exp0_000005_rxg20_0_fulltrim,5,13,1333,623,1,60,0,0,0,7.129279860818548e-08,2.319560002232061e-05,623,-0.01694040967276378,-0.0010253141281204568,-0.01591509554464332,-0.049873033583482045,-0.0024343735955386784,-0.04743865998794337,5.805854533403781e-06,1.5395828892101753e-05,9.589974358697972e-06,0,0,1
11:20260821:137,11.0,20260821,137,exp0_000005_rxg20_0_fulltrim,5,14,2681,380,1,2,1,1,1,7.219362232585112e-08,2.3488689184950187e-05,380,-0.002039286609484593,-0.00013396513647159512,-0.0019053214730129979,-0.006363614121303122,-0.0007276825150549224,-0.0056359316062481995,4.35660786052666e-06,6.918734581634371e-06,2.5621267211077115e-06,0,0,1
11:20260821:138,11.0,20260821,138,exp0_000005_rxg20_0_fulltrim,5,15,1101,49,1,86,0,0,0,7.42442024293012e-08,2.4155859457711727e-05,49,-0.005948237574629888,-0.00017962428291401594,-0.0057686132917158725,-0.019088033832973424,-0.000909752509684161,-0.01817828132328926,6.688295098125545e-06,7.4114506347247345e-06,7.231555365991892e-07,0,0,1
