trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power,wrong_symbol,c_1m_true,c_1m_wrong,delta_c_1m,c_multirate_true,c_multirate_wrong,delta_c_multirate,ratio_variance_true,ratio_variance_wrong,delta_wrong_minus_true_ratio_variance,c_1m_true_wins,c_multirate_true_wins,true_ratio_variance_is_lower
10:20260821:65,10.0,20260821,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,4035,1,10,0,0,1,5.363718742013514e-08,2.1969791967287353e-05,4035,-4.2508025968091195e-06,-0.001456331069325456,0.0014520802667286469,-0.000155767846440852,-0.004485747143541878,0.004329979297101026,9.16409086785989e-06,3.616817085980215e-07,-8.80240915926187e-06,1,1,0
10:20260821:67,10.0,20260821,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,164,1,4,1,1,1,5.551768183468996e-08,2.2740042479489008e-05,164,-0.00034612813360497774,-7.526563662289903e-05,-0.0002708624969820787,-0.001336164258249246,-0.0008105730374754701,-0.0005255912207737758,3.1744260082599438e-06,2.5014598464046415e-05,2.1840172455786472e-05,0,0,1
10:20260821:68,10.0,20260821,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,4094,1,22,0,0,0,5.623764731608835e-08,2.303494034066979e-05,4094,-0.005577989461499943,-9.584862207576747e-05,-0.005482140839424175,-0.01652652555550921,-0.00025015921001725913,-0.016276366345491948,1.5850047875583363e-07,7.825330433524805e-06,7.66682995476897e-06,0,0,1
10:20260821:69,10.0,20260821,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3901,1,193,0,0,0,5.5429028909629816e-08,2.2703730241384372e-05,3901,-0.00046525362781741177,-0.0008469061057605528,0.000381652477943141,-0.0010257545851104738,-0.002409459733934741,0.0013837051488242674,7.815242390433803e-05,3.87154802812565e-06,-7.428087587621238e-05,1,1,0
10:20260821:70,10.0,20260821,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,3320,1,33,0,0,0,5.510321109689072e-08,2.2570275265286438e-05,3320,-0.04562086385524744,-0.029771975824595735,-0.015848888030651705,-0.14154880465636552,-0.08651333877856475,-0.05503546587780077,6.514192764018739e-06,2.723027826117098e-05,2.071608549715224e-05,0,0,1
10:20260821:71,10.0,20260821,71,exp0_000003_rxg20_0_fulltrim,3,10,969,411,1,2,1,1,1,5.236998567475801e-08,2.1450746132380882e-05,411,-0.003521273874949862,-9.93612619025885e-06,-0.003511337748759603,-0.010603582899712319,-0.00019485676402248084,-0.010408726135689838,3.3227409389811323e-06,4.4541596847932174e-05,4.121885590895104e-05,0,0,1
10:20260821:72,10.0,20260821,72,exp0_000003_rxg20_0_fulltrim,3,11,541,3675,1,3,1,1,1,5.146162982794843e-08,2.1078683577527676e-05,3675,-0.0015718933781272493,-0.0009317479857154056,-0.0006401453924118437,-0.005522409105785641,-0.0022914352942864143,-0.003230973811499227,1.3370336756806615e-05,7.3700526299355606e-06,-6.000284126871054e-06,0,0,0
10:20260821:74,10.0,20260821,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,421,1,7,0,1,1,5.518114853351036e-08,2.2602198439325845e-05,421,-0.014181440009191453,-0.005559710542463109,-0.008621729466728345,-0.04064668682592958,-0.01631720026241414,-0.024329486563515444,4.924703495755963e-06,3.339902428517891e-07,-4.590713252904174e-06,0,0,0
10:20260821:75,10.0,20260821,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,75,1,29,0,0,0,5.4668958061153547e-08,2.2392405221848493e-05,75,-0.01342706722913463,-0.0011526421647336054,-0.012274425064401025,-0.04058185117322927,-0.002465173413388531,-0.03811667775984074,7.228164643863131e-07,1.727341466191995e-05,1.6550598197533635e-05,0,0,1
10:20260821:76,10.0,20260821,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,3815,1,99,0,0,0,5.768076175710014e-08,2.362604001570822e-05,3815,-0.01710741252971354,-0.0024881717958051787,-0.01461924073390836,-0.048513981569264765,-0.009225320150197037,-0.03928866141906773,7.131885697915853e-06,3.568312188913814e-05,2.855123619122229e-05,0,0,1
10:20260821:78,10.0,20260821,78,exp0_000003_rxg20_0_fulltrim,3,17,1501,3454,1,2,1,1,1,6.054959530028768e-08,2.4801114234997833e-05,3454,-0.005999409621026296,-3.355589552626274e-05,-0.0059658537255000334,-0.0156350683534696,-0.00037316490897802495,-0.015261903444491574,1.5449650300421457e-05,2.7750043935839457e-05,1.2300393635418e-05,0,0,1
10:20260821:79,10.0,20260821,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,283,1,3,1,1,1,6.12067164916302e-08,2.5070271074971727e-05,283,-0.00014348642457816217,-0.0006759053430842985,0.0005324189185061363,-0.0005996978930270889,-0.0018570047179156798,0.001257306824888591,2.931184717472539e-06,1.427751806111711e-06,-1.503432911360828e-06,1,1,0
10:20260821:80,10.0,20260821,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,245,1,372,0,0,0,6.201544848585949e-08,2.5401527699808048e-05,245,-0.009030036488622795,-0.0010112899571638346,-0.00801874653145896,-0.041664557144439916,-0.0028058055789066476,-0.03885875156553327,0.00040571659438044246,8.31824014191839e-07,-0.0004048847703662506,0,0,0
10:20260821:81,10.0,20260821,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,469,1,29,0,0,0,6.272461308789527e-08,2.5692001520801904e-05,469,-4.9436136396755516e-06,-1.8791699845723468e-06,-3.0644436551032045e-06,-4.098329860540399e-05,-4.6372015251256044e-05,5.388716645852053e-06,7.536366684330467e-06,9.187996409880432e-06,1.6516297255499655e-06,0,1,1
