payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index
18,889,889,889,1,1,0,1,1,1,1,1,0.0953609593756681,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,0
19,510,510,510,1,1,0,1,1,1,1,1,0.08253238913328327,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
20,860,860,860,1,1,0,1,1,1,1,1,0.1052015291010655,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
21,553,553,553,1,1,0,1,1,1,1,1,0.10566201393993087,tau0_slope0,timing,0_0_0_10_14_8,-24.0,0
22,629,629,154,1,2,-1,1,1,1,0,1,0.03669831563285445,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
23,759,759,759,1,1,0,1,1,1,1,1,0.09130019237922102,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
24,874,874,874,1,1,0,1,1,1,1,1,0.08338599915987409,tau0_slope0,timing,0_0_0_10_14_8,-24.0,0
25,720,720,720,1,1,0,1,1,1,1,1,0.07005455638650045,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
26,314,314,314,1,1,0,1,1,1,1,1,0.04858698575082954,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,0
27,602,602,602,1,1,0,1,1,1,1,1,0.07662417670197261,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
28,7,7,7,1,1,0,1,1,1,1,1,0.07613111363764997,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
29,610,610,610,1,1,0,1,1,1,1,1,0.09545033989040333,tau0_slope0,timing,0_0_0_10_14_8,-24.0,0
30,839,839,839,1,1,0,1,1,1,1,1,0.09188106199765626,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,0
31,913,913,913,1,1,0,1,1,1,1,1,0.13384055519877067,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,0
32,764,764,764,1,1,0,1,1,1,1,1,0.07060168378872954,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,0
33,577,577,577,1,1,0,1,1,1,1,1,0.07466099197872178,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,0
34,936,936,936,1,1,0,1,1,1,1,1,0.04955615738324683,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,0
0,222,222,222,1,1,0,1,1,1,1,1,0.062168051851724186,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
1,711,711,711,1,1,0,1,1,1,1,1,0.08175482042724753,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
2,871,871,871,1,1,0,1,1,1,1,1,0.16635198558600325,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
3,718,718,718,1,1,0,1,1,1,1,1,0.12753807968650832,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
4,107,107,107,1,1,0,1,1,1,1,1,0.10753396562851208,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,1
5,467,467,467,1,1,0,1,1,1,1,1,0.07501979974570303,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
6,89,89,89,1,1,0,1,1,1,1,1,0.10514408266142067,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
7,713,713,713,1,1,0,1,1,1,1,1,0.058959912504821105,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
8,865,865,865,1,1,0,1,1,1,1,1,0.07267294732430914,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
9,405,405,405,1,1,0,1,1,1,1,1,0.07186985304802386,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
10,765,765,765,1,1,0,1,1,1,1,1,0.05121297322643518,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.076953135699937,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
12,597,597,597,1,1,0,1,1,1,1,1,0.05021740873803226,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
13,562,562,562,1,1,0,1,1,1,1,1,0.0836939877008632,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
14,478,478,478,1,1,0,1,1,1,1,1,0.06563605841190083,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
15,267,267,267,1,1,0,1,1,1,1,1,0.05694345577016917,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
16,917,917,917,1,1,0,1,1,1,1,1,0.07888468510663432,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
17,656,656,656,1,1,0,1,1,1,1,1,0.09371647791273766,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
18,889,889,889,1,1,0,1,1,1,1,1,0.0721363742894974,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
19,510,510,510,1,1,0,1,1,1,1,1,0.13219190196782607,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
20,860,860,860,1,1,0,1,1,1,1,1,0.046421251756639734,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
21,553,553,553,1,1,0,1,1,1,1,1,0.07278863323192168,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
22,629,629,629,1,1,0,1,1,1,1,1,0.05977855379939095,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
23,759,759,759,1,1,0,1,1,1,1,1,0.06469893221122575,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
24,874,874,874,1,1,0,1,1,1,1,1,0.09900842451042925,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
25,720,720,720,1,1,0,1,1,1,1,1,0.16457715235291778,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
26,314,314,314,1,1,0,1,1,1,1,1,0.11180293550528062,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
27,602,602,929,1,7,-6,1,1,1,0,1,0.038984607496640566,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,1
28,7,7,7,1,1,0,1,1,1,1,1,0.11543202378981653,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,1
29,610,610,610,1,1,0,1,1,1,1,1,0.07504480449241888,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
30,842,842,842,1,1,0,1,1,1,1,1,0.08798279321800101,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
31,928,928,928,1,1,0,1,1,1,1,1,0.09357118342727871,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,1
32,744,744,744,1,1,0,1,1,1,1,1,0.1113846463749262,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,1
33,586,586,586,1,1,0,1,1,1,1,1,0.1781202931935433,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
34,91,91,91,1,1,0,1,1,1,1,1,0.10955969918860452,tau0_slope0,timing,0_0_0_10_14_8,-24.0,1
0,803,803,803,1,1,0,1,1,1,1,1,0.12982984768107708,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
1,711,711,711,1,1,0,1,1,1,1,1,0.07235089265748201,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
2,871,871,871,1,1,0,1,1,1,1,1,0.07143814408861764,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
3,718,718,718,1,1,0,1,1,1,1,1,0.10120640483997285,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
4,86,86,86,1,1,0,1,1,1,1,1,0.06865311283177654,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
5,467,467,467,1,1,0,1,1,1,1,1,0.08957755586777305,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
6,89,89,89,1,1,0,1,1,1,1,1,0.12664018874076347,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
7,713,713,713,1,1,0,1,1,1,1,1,0.07175546435318514,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
8,865,865,865,1,1,0,1,1,1,1,1,0.14622697294890544,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
9,405,405,405,1,1,0,1,1,1,1,1,0.09229149129312156,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
10,765,765,765,1,1,0,1,1,1,1,1,0.08367666575380162,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.06394598249620774,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
12,597,597,597,1,1,0,1,1,1,1,1,0.13188378952514584,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
13,562,562,562,1,1,0,1,1,1,1,1,0.1144903690837252,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
14,478,478,478,1,1,0,1,1,1,1,1,0.11151790186896762,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
15,267,267,267,1,1,0,1,1,1,1,1,0.12558493071562965,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
16,917,917,917,1,1,0,1,1,1,1,1,0.07377135575975971,tau-0.5_slope0,timing,0_0_0_10_14_8,-24.0,2
17,656,656,656,1,1,0,1,1,1,1,1,0.05554447666189685,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
18,889,889,889,1,1,0,1,1,1,1,1,0.062165525558408194,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
19,510,510,510,1,1,0,1,1,1,1,1,0.08732661058479275,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
20,860,860,860,1,1,0,1,1,1,1,1,0.07512099731181192,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
21,553,553,553,1,1,0,1,1,1,1,1,0.09750241470665763,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
22,629,629,629,1,1,0,1,1,1,1,1,0.09155363930159142,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
23,759,759,759,1,1,0,1,1,1,1,1,0.12584547548120342,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
24,874,874,874,1,1,0,1,1,1,1,1,0.07558057870719911,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
25,720,720,720,1,1,0,1,1,1,1,1,0.07141347996699338,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
26,314,314,314,1,1,0,1,1,1,1,1,0.14220729559815673,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
27,602,602,602,1,1,0,1,1,1,1,1,0.07219619821860283,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,2
28,7,7,7,1,1,0,1,1,1,1,1,0.06782561164383193,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
29,610,610,610,1,1,0,1,1,1,1,1,0.07281807613854369,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
30,874,874,874,1,1,0,1,1,1,1,1,0.17027197357667792,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
31,913,913,913,1,1,0,1,1,1,1,1,0.09893592774950138,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
32,757,757,757,1,1,0,1,1,1,1,1,0.22520290057785972,tau0_slope0,timing,0_0_0_10_14_8,-24.0,2
33,587,587,587,1,1,0,1,1,1,1,1,0.11887929562291635,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,2
34,932,932,932,1,1,0,1,1,1,1,1,0.09359764857571241,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,2
0,222,222,222,1,1,0,1,1,1,1,1,0.0754302748276376,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
1,826,826,826,1,1,0,1,1,1,1,1,0.09454177375567391,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
2,871,871,871,1,1,0,1,1,1,1,1,0.06431378586962976,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
3,718,718,718,1,1,0,1,1,1,1,1,0.0749568056906265,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
4,86,86,86,1,1,0,1,1,1,1,1,0.07145564641895655,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
5,467,467,467,1,1,0,1,1,1,1,1,0.048997764560959785,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
6,89,89,89,1,1,0,1,1,1,1,1,0.07180617297742654,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
7,713,713,713,1,1,0,1,1,1,1,1,0.10612066707711619,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
8,865,865,865,1,1,0,1,1,1,1,1,0.0596529984382698,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,3
9,405,405,405,1,1,0,1,1,1,1,1,0.09123911035464068,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
10,765,765,765,1,1,0,1,1,1,1,1,0.06654632822495342,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.07058465180452017,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
12,597,597,597,1,1,0,1,1,1,1,1,0.07052836513108936,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
13,562,562,562,1,1,0,1,1,1,1,1,0.04836395362653337,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
14,478,478,478,1,1,0,1,1,1,1,1,0.06843417304912823,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
15,267,267,267,1,1,0,1,1,1,1,1,0.08566096773415517,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
16,917,917,917,1,1,0,1,1,1,1,1,0.052837808300863015,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
17,656,656,656,1,1,0,1,1,1,1,1,0.04504839884424678,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
18,889,889,889,1,1,0,1,1,1,1,1,0.12379950686208208,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
19,510,510,510,1,1,0,1,1,1,1,1,0.11259154713328899,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
20,860,860,860,1,1,0,1,1,1,1,1,0.1270534017432871,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
21,553,553,553,1,1,0,1,1,1,1,1,0.10613808363233047,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
22,629,629,629,1,1,0,1,1,1,1,1,0.06836669597765861,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
23,759,837,915,2,4,-2,1,1,0,0,1,0.07695839487205886,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
24,874,874,874,1,1,0,1,1,1,1,1,0.06302592831240722,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
25,720,720,720,1,1,0,1,1,1,1,1,0.08340350679527801,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
26,314,314,314,1,1,0,1,1,1,1,1,0.07954674222729247,tau0_slope0,timing,0_0_0_10_14_8,-24.0,3
27,602,602,602,1,1,0,1,1,1,1,1,0.10848563149653727,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
28,7,7,7,1,1,0,1,1,1,1,1,0.09800100007973714,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
29,610,610,610,1,1,0,1,1,1,1,1,0.0938904368329213,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
30,887,887,887,1,1,0,1,1,1,1,1,0.05689820750565659,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
31,912,912,912,1,1,0,1,1,1,1,1,0.07708707915820273,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
32,737,737,737,1,1,0,1,1,1,1,1,0.059053060367065084,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
33,577,577,577,1,1,0,1,1,1,1,1,0.09185206429519119,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,3
34,930,930,930,1,1,0,1,1,1,1,1,0.03973673871499333,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,3
0,803,803,803,1,1,0,1,1,1,1,1,0.09470298093291543,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
1,826,826,826,1,1,0,1,1,1,1,1,0.06333279437567263,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
2,871,871,871,1,1,0,1,1,1,1,1,0.0854693980462131,tau0_slope0,timing,0_0_0_10_14_8,-24.0,4
3,718,617,431,2,3,-1,1,1,0,0,1,0.09177129534917558,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
4,107,107,107,1,1,0,1,1,1,1,1,0.0793776334753672,tau0_slope0,timing,0_0_0_10_14_8,-24.0,4
5,467,467,467,1,1,0,1,1,1,1,1,0.06257559463948899,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
6,89,89,89,1,1,0,1,1,1,1,1,0.1064574405960359,tau0_slope0,timing,0_0_0_10_14_8,-24.0,4
7,713,713,713,1,1,0,1,1,1,1,1,0.09498679734070553,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
8,865,865,865,1,1,0,1,1,1,1,1,0.1138352219529293,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
9,405,405,405,1,1,0,1,1,1,1,1,0.11578964014970737,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
10,765,765,364,1,3,-2,1,1,1,0,1,0.08410478513364399,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.08447478578121023,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
12,597,597,597,1,1,0,1,1,1,1,1,0.07199133700072755,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
13,562,562,562,1,1,0,1,1,1,1,1,0.07899249239169719,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
14,478,478,478,1,1,0,1,1,1,1,1,0.07210922507083098,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
15,267,267,267,1,1,0,1,1,1,1,1,0.10498083397857105,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,4
16,917,917,917,1,1,0,1,1,1,1,1,0.19209704385216325,tau0_slope0,timing,0_0_0_10_14_8,-24.0,4
17,656,656,656,1,1,0,1,1,1,1,1,0.056258651496128194,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
18,889,889,889,1,1,0,1,1,1,1,1,0.07257709336413869,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
19,510,510,510,1,1,0,1,1,1,1,1,0.06081692294313739,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
20,860,860,860,1,1,0,1,1,1,1,1,0.04896392918695131,tau0.5_slope0,timing,0_0_0_10_14_8,-24.0,4
21,553,553,553,1,1,0,1,1,1,1,1,0.05982168915504978,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
22,629,629,629,1,1,0,1,1,1,1,1,0.08316416626967611,tau0_slope0,timing,0_0_0_10_14_8,-24.0,4
23,759,759,759,1,1,0,1,1,1,1,1,0.07361572141462906,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
24,874,517,517,2,8,-6,1,1,0,0,1,0.09048189934060831,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
25,720,720,720,1,1,0,1,1,1,1,1,0.060420121044894234,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
26,314,314,314,1,1,0,1,1,1,1,1,0.07268761206800294,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
27,602,602,602,1,1,0,1,1,1,1,1,0.0692486579094851,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
28,7,7,7,1,1,0,1,1,1,1,1,0.06952200906763727,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
29,610,610,610,1,1,0,1,1,1,1,1,0.06675011139741782,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,4
30,855,855,855,1,1,0,1,1,1,1,1,0.084956321901165,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,4
31,897,897,897,1,1,0,1,1,1,1,1,0.10133924852717197,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,4
32,756,756,756,1,1,0,1,1,1,1,1,0.1049109361565201,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
33,580,580,580,1,1,0,1,1,1,1,1,0.051504537316655254,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
34,89,89,89,1,1,0,1,1,1,1,1,0.077414185660343,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,4
0,222,222,222,1,1,0,1,1,1,1,1,0.15993358012133718,tau0_slope0,timing,0_0_0_10_14_8,-24.0,5
1,711,711,711,1,1,0,1,1,1,1,1,0.10665502024689558,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
2,922,820,392,2,27,-25,1,0,0,0,1,0.07136230283165217,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
3,691,691,691,1,1,0,1,1,1,1,1,0.19089495602208806,tau0_slope0,timing,0_0_0_10_14_8,-24.0,5
4,107,107,107,1,1,0,1,1,1,1,1,0.09898531726820935,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
5,467,467,467,1,1,0,1,1,1,1,1,0.05291303699747996,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
6,89,89,89,1,1,0,1,1,1,1,1,0.0611021552169033,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
7,713,843,843,3,3,0,1,1,0,0,1,0.10119803771050619,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
8,865,76,76,14,78,-64,0,0,0,0,1,0.08873487314120829,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,5
9,405,405,93,1,2,-1,1,1,1,0,1,0.09343081850230585,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
10,765,271,271,4,5,-1,1,1,0,0,1,0.1307032145727337,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.11993557145314195,tau0_slope0.5,timing,0_0_0_10_14_8,-24.0,5
12,597,108,108,15,27,-12,0,0,0,0,1,0.30551880008047433,tau0_slope0,timing,0_0_0_10_14_8,-24.0,5
13,562,105,105,2,4,-2,1,1,0,0,1,0.1019690474377413,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
14,478,211,74,3,16,-13,1,0,0,0,1,0.09168309931506,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
15,267,267,267,1,1,0,1,1,1,1,1,0.08096626587469734,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
16,917,917,917,1,1,0,1,1,1,1,1,0.06913609147029198,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
17,656,852,860,3,3,0,1,1,0,0,1,0.1634580689099421,tau0_slope0,timing,0_0_0_10_14_8,-24.0,5
18,889,813,813,2,2,0,1,1,0,0,1,0.06825023384062681,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
19,510,510,510,1,1,0,1,1,1,1,1,0.11539620778458225,tau0_slope0,timing,0_0_0_10_14_8,-24.0,5
20,860,860,860,1,1,0,1,1,1,1,1,0.09297972348074451,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
21,553,553,553,1,1,0,1,1,1,1,1,0.1545784937467419,tau0_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
22,629,629,629,1,1,0,1,1,1,1,1,0.09803738551923878,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
23,759,759,759,1,1,0,1,1,1,1,1,0.11012278731248155,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
24,874,874,446,1,4,-3,1,1,1,0,1,0.10907410289712874,tau0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
25,720,379,379,2,2,0,1,1,0,0,1,0.08192162776499082,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
26,314,910,910,57,50,7,0,0,0,0,0,nan,,timing,0_0_0_10_14_8,-24.0,5
27,602,602,602,1,1,0,1,1,1,1,1,0.05262339794132282,tau0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
28,7,659,659,2,16,-14,1,0,0,0,1,0.08475664447233446,tau-0.5_slope0.5,timing,0_0_0_10_14_8,-24.0,5
29,610,23,131,6,20,-14,1,0,0,0,1,0.1621334195253868,tau-0.5_slope-0.5,timing,0_0_0_10_14_8,-24.0,5
