dataset,target_snr_db,symbol_count,savaux_correct_rate,fused_correct_rate,savaux_gt_topk_rate,fused_gt_topk_rate,gt_in_structured_topk_rate,mean_savaux_gt_rank,mean_fused_gt_rank,mean_rank_delta,mean_gt_path_ratio
0_0_0_10_14_8,-24.0,350,0.86,0.8028571428571428,0.9628571428571429,0.9285714285714286,0.9857142857142858,2.2485714285714287,3.9171428571428573,-1.6685714285714286,0.09798273581738257
0_0_0_10_14_16,-24.0,385,0.8831168831168831,0.8467532467532467,0.961038961038961,0.9298701298701298,0.9714285714285714,2.3064935064935064,3.2103896103896106,-0.9038961038961039,0.09818740263278586
0_0_0_10_14_32,-24.0,245,0.7836734693877551,0.7795918367346939,0.8489795918367347,0.8163265306122449,0.8693877551020408,41.118367346938776,42.46122448979592,-1.3428571428571427,0.09513790982145663
mean_of_datasets,-24.0,980,0.8422634508348793,0.8097340754483611,0.9242918985776128,0.8915893630179345,0.9421768707482995,15.22447742733457,16.529585652442794,-1.305108225108225,0.09710268275720835
