dataset,snr_label,added_snr_db,signal_reference_power,estimated_covariance_power,added_awgn_power,added_to_estimated_covariance_power_db,total_covariance_color_cv,total_lag1_abs_correlation,total_offdiag_to_diag_frobenius,total_covariance_condition_number,covariance_model
collector_low4_train_low1,clean,,2.0762477987584387e-07,1.8584429126009343e-07,0.0,-inf,0.26991137688080646,0.12989194995684966,0.26991137688080646,9.431600313016162,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,-6,-6.0,2.0762477987584387e-07,1.8584429126009343e-07,8.26569136531649e-07,6.481299599826826,0.04954644729363256,0.023843695389121095,0.04954644729363256,1.6250362060303059,independent_low1_offpacket_circulant_plus_known_awgn_identity
