dataset,file_samples,file_exact_zero_fraction,header_exact_zero_fraction,payload_exact_zero_fraction,header_to_payload_packet_zero_rate_correlation,paired_packet_count,covariance_source,training_noise_window_count,training_noise_power,regularized_psd_mean,regularized_psd_color_cv,regularized_psd_flatness,regularized_psd_p95_to_p05_db,training_noise_lag1_abs_correlation,training_noise_osr_offset_power_cv,training_noise_q0_power,training_noise_q1_power,training_noise_q2_power,training_noise_q3_power,payload_q0_exact_zero_fraction,payload_q1_exact_zero_fraction,payload_q2_exact_zero_fraction,payload_q3_exact_zero_fraction
collector_low4_train_low1,49579960,0.001930679250245462,0.001972198486328125,0.0019325723453443877,0.6515869978331608,8,independent_low1_natural_offpacket_circulant,256,1.858442912600935e-07,1.8584429126009343e-07,0.26991137688080646,0.9653534357921255,3.899894820963598,0.12989194995684966,0.0010858768431087514,1.8584510749322906e-07,1.8584586602849657e-07,1.85557707048133e-07,1.8612848447051512e-07,0.001915756536989796,0.0019307039221938774,0.0019033003826530613,0.001980528539540816
