test_name,training_name,method,pattern_count,frame_count,frame_errors,fer,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol
low4,low1,ordinary_fft,0,8,8,1.0,392,27,0.06887755102040816,0,26,0.0002122000187227968,0.0005413265783744816
low4,low1,savaux,0,8,1,0.125,392,1,0.002551020408163265,0,0,0.8803788999885,2.24586454078699
low4,low1,gls_crossfit,8,8,1,0.125,392,1,0.002551020408163265,0,0,1.9492337999927258,4.972535204063076
low4,low1,gls_offpacket,8,8,1,0.125,392,1,0.002551020408163265,0,0,0.09501050001199474,0.24237372452039474
