capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
low4,low1,3.457024|12.451840|15.450112|18.432000|27.451392|33.447936|45.449216|60.448768|63.455232|66.445312|72.450048|75.448320|78.446592|81.453056|84.451328|87.449600|90.456064|93.454336|96.452608,60.448768|63.455232|66.445312|72.450048|75.448320|81.453056|84.451328|90.456064|93.454336|96.452608,19,10,8,392,99.15992,500000.0,125000.0,-16.67669020345503,-16.656424540799648,-18.952756705375798,-15.070963254464756,-15.273455|-18.952757|-17.329856|-17.146489|-17.373775|-15.070963|-16.206892|-15.897210,8,15.97753205868402,15.427099716870567,27/392,27,0.06887755102040816,1,0.002551020408163265,gls_crossfit,1,0.002551020408163265,0.002551020408163265,0.002551020408163265
