frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,cfo_correction_mode,cfo_common_phase_rad,cfo_common_phase_pi,sto_frac,sfo_hat,sfo_cum_before,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,0,0,header,0,0,8196509,10,125000.0,4,-21,-0.43747633695602417,continuous,-0.0,-0.0,-0.28368729686248817,-0.005494534636291784,-0.03368729686248817,0,301,301,75,-3.2715046405792236,-10.293075561523438,10.800469764253888,116.65013885498047,-1.8785345804350437,26.08436181055671,131.32044979799412,1,33,1,1,0
0,0,0,header,1,1,8200605,10,125000.0,4,-21,-0.43747633695602417,continuous,-134.69563634337214,-42.87495267391205,-0.28368729686248817,-0.005494534636291784,-0.039181831498779955,0,653,-371,163,-2.6070711612701416,-10.601337432861328,10.9171963161479,119.18517303466797,-1.8119304525308038,24.924599232016842,133.63307417973738,1,33,1,1,0
0,0,0,header,2,2,8204701,10,125000.0,4,-21,-0.43747633695602417,continuous,-269.3912726867443,-85.7499053478241,-0.28368729686248817,-0.005494534636291784,-0.04467636613507174,0,61,61,15,-2.004018783569336,-10.45953369140625,10.649785740875783,113.41792297363281,-1.7600995012446043,26.90508162220364,127.63270866639414,1,33,1,1,0
0,0,0,header,3,3,8208797,10,125000.0,4,-21,-0.43747633695602417,continuous,-404.08690903011643,-128.62485802173615,-0.28368729686248817,-0.005494534636291784,-0.050170900771363526,0,81,81,20,-1.3734734058380127,-10.59212875366211,10.680806183556554,114.07964324951172,-1.6997460652221041,25.35757813550503,128.32029566274377,1,33,1,1,0
0,0,0,header,4,4,8212893,10,125000.0,4,-21,-0.43747633695602417,continuous,-538.7825453734886,-171.4998106956482,-0.28368729686248817,-0.005494534636291784,-0.05566543540765531,0,845,-179,211,-0.9532433152198792,-10.885334968566895,10.926993648571258,119.39920806884766,-1.6581448323060282,24.357790054076148,135.00819755105545,1,33,1,1,0
0,0,0,header,5,5,8216989,10,125000.0,4,-21,-0.43747633695602417,continuous,-673.4781817168607,-214.37476336956024,-0.28368729686248817,-0.005494534636291784,-0.0611599700439471,0,825,-199,206,-0.3854343295097351,-11.145332336425781,11.151995001422067,124.36700439453125,-1.6053651286969466,23.803377303990136,140.32101017807327,1,33,1,1,0
0,0,0,header,6,6,8221085,10,125000.0,4,-21,-0.43747633695602417,continuous,-808.1738180602329,-257.2497160434723,-0.28368729686248817,-0.005494534636291784,-0.06665450468023888,0,729,-295,182,-0.0024301609955728054,-11.074954986572266,11.07495525319558,122.65462493896484,-1.5710157553126212,23.75821495416011,138.63337875716024,1,33,1,1,0
0,0,0,header,7,7,8225181,10,125000.0,4,-21,-0.43747633695602417,continuous,-942.869454403605,-300.12466871738434,-0.28368729686248817,-0.005494534636291784,-0.07214903931653066,0,345,345,86,0.5499592423439026,-11.066582679748535,11.08023949993635,122.7717056274414,-1.5211416868909136,23.30105408708838,139.25843044105432,1,33,1,1,0
0,0,0,payload,8,0,8229277,10,125000.0,4,-21,-0.43747633695602417,continuous,-1077.5650907469771,-342.9996213912964,-0.28368729686248817,-0.005494534636291784,-0.07764357395282244,0,222,222,221,0.9115456342697144,-10.775714874267578,10.814201149177302,116.94692993164062,-1.486404653369912,21.76786627689786,133.00804374018844,1,33,1,1,0
0,0,0,payload,9,1,8233373,10,125000.0,4,-21,-0.43747633695602417,continuous,-1212.2607270903493,-385.87457406520844,-0.28368729686248817,-0.005494534636291784,-0.08313810858911422,0,826,-198,825,1.2173932790756226,-10.910387992858887,10.97809694576696,120.51861572265625,-1.4596748554998362,21.4563033640229,137.88334300910708,1,33,1,1,0
