dataset,snr_db,seed,packet_count,symbol_count,bank_kind,pattern_count,covariance_source,noise_mode,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,offpacket_windows,mean_gt_topk_recall,mean_gt_savaux_rank,savaux_ser,best_pattern_ser,mean_pattern_ser,coherent_pattern_ser,whitened_pattern_ser,stable_pattern_ser,hybrid_mean_pattern_ser,gated_mean_pattern_ser,gated_stable_pattern_ser,gated_consensus_pattern_ser,gated_hybrid_pattern_ser,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,best_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,mean_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,coherent_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,whitened_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,stable_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,hybrid_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_mean_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_stable_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_consensus_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,gated_hybrid_pattern_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,2,70,quadratic_only_diverse16,16,offpacket,offpacket_bootstrap,4.0,4.188397303878107,4.822185347877971,128,0.8857142857142857,10.342857142857142,0.35714285714285715,0.4142857142857143,0.38571428571428573,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.38571428571428573,0.35714285714285715,0.35714285714285715,0.37142857142857144,1,5,22,1,3,12,0,0,0,0,0,5,0,0,4,1,1,8,1,3,12,0,0,4,0,0,0,0,1,3
0_0_0_10_14_16,-24.0,42,2,70,quadratic_only_diverse16,16,offpacket,offpacket_bootstrap,4.0,4.18802667374111,4.822035583273029,128,0.8285714285714286,18.02857142857143,0.35714285714285715,0.44285714285714284,0.4,0.35714285714285715,0.4,0.35714285714285715,0.4,0.4,0.35714285714285715,0.35714285714285715,0.4,0,6,23,0,3,11,0,0,0,0,3,8,0,0,4,0,3,10,0,3,11,0,0,4,0,0,0,0,3,5
0_0_0_10_14_16,-25.0,42,2,70,quadratic_only_diverse16,16,offpacket,offpacket_bootstrap,4.0,4.1877036861002095,4.821920509780734,128,0.7428571428571429,29.857142857142854,0.4142857142857143,0.4714285714285714,0.4142857142857143,0.4142857142857143,0.4142857142857143,0.37142857142857144,0.4142857142857143,0.4142857142857143,0.37142857142857144,0.4142857142857143,0.4142857142857143,0,4,25,0,0,9,0,0,0,0,0,7,3,0,7,0,0,7,0,0,9,3,0,7,0,0,0,0,0,3
