snr_label,added_snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,chip_delta,selected_offset,fixed_q0_bin,fixed_q0_correct,savaux_bin,savaux_correct,choice_bin,choice_correct,choice_gt_power,choice_gt_to_mean_energy,choice_gt_margin_db,segment_valid,head_energy,tail_energy,total_energy,head_tail_coherence,head_tail_phase_deg,gt_energy_gain_db,head_energy_gain_db,tail_energy_gain_db,total_segment_gain_db,head_tail_coherence_delta,abs_phase_error_reduction_deg
clean,,0,7,1,9,711,-64,2,711,1,711,1,711,1,5.040266962593715e-06,35.26447957218786,7.073331249654601,1,1.4848311182783509e-06,3.594266114084066e-06,5.04026696259413e-06,0.9925650222732598,10.80758021112124,-0.0718827577762744,-0.23477453938571283,0.0,-0.07188275777627146,-0.00023477216653722266,-0.2294860277318147
clean,,0,7,1,9,711,-64,3,711,1,711,1,711,1,5.014436511155185e-06,35.03485610419678,7.073794031537858,1,1.4521187534461335e-06,3.594266114084066e-06,5.014436511155581e-06,0.9940510905881448,9.686318300829244,-0.09419678669380414,-0.3315238044267627,0.0,-0.09419678669381498,0.0012512961483477358,0.8917758825601805
clean,,0,7,1,9,711,-16,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,-16,1,711,1,711,1,711,1,5.187101344547332e-06,36.34314780910715,7.229363067156522,1,1.6305717483679008e-06,3.594266114084066e-06,5.187101344547753e-06,0.9928253511520506,10.518842000350515,0.05282917577255011,0.17185398759933218,0.0,0.05282917577254725,2.555671225357159e-05,0.05925218303890922
clean,,0,7,1,9,711,-16,2,711,1,711,1,711,1,5.2126851495766654e-06,36.54589387224944,7.260659041777834,1,1.6623520973266976e-06,3.594266114084066e-06,5.2126851495771025e-06,0.991771765901052,11.246345584541963,0.0741967832136915,0.2556850106111272,0.0,0.07419678321370098,-0.0010280285387450627,-0.6682514011525384
clean,,0,7,1,9,711,-16,3,711,1,711,1,711,1,5.180445562874374e-06,36.27823526553886,7.092422503912145,1,1.618150415653037e-06,3.594266114084066e-06,5.18044556287478e-06,0.9938929886087526,9.709788576540639,0.04725298754550206,0.13864374510452568,0.0,0.047252987545488706,0.0010931941689555913,0.8683056068487858
clean,,0,7,1,9,711,-4,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,-4,1,711,1,711,1,711,1,5.171239703840259e-06,36.18846632373555,7.277916469634178,1,1.6071810745093656e-06,3.594266114084066e-06,5.171239703840663e-06,0.994205379228284,9.46380895824051,0.039528535476745376,0.10910295085612404,0.0,0.03952853547673009,0.0014055847884869577,1.1142852251489153
clean,,0,7,1,9,711,-4,2,711,1,711,1,711,1,5.150078115090627e-06,35.99081084704306,7.177133106663241,1,1.598432883280201e-06,3.594266114084066e-06,5.15007811509106e-06,0.9917975877095031,11.270926450286977,0.021720007028711918,0.08539890751622849,0.0,0.021720007028722472,-0.001002206730293942,-0.6928322668975522
clean,,0,7,1,9,711,-4,3,711,1,711,1,711,1,5.124654672006955e-06,35.82819889778493,7.182645182714093,1,1.5667979265190299e-06,3.594266114084066e-06,5.1246546720073736e-06,0.9929504634271494,10.466854295920903,0.00022789856340441406,-0.0014152647864929422,0.0,0.00022789856340441406,0.00015066898735238698,0.1112398874685212
clean,,0,7,1,9,711,-2,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,-2,1,711,1,711,1,711,1,5.08556901630651e-06,35.62559908148482,6.939239292795573,1,1.5409608171598466e-06,3.594266114084066e-06,5.085569016306952e-06,0.9903665587538729,12.261971523144531,-0.033022631549182745,-0.07362918795663709,0.0,-0.03302263154915991,-0.002433235685924129,-1.6838773397551066
clean,,0,7,1,9,711,-2,2,711,1,711,1,711,1,5.134024502295228e-06,35.991369565672116,7.092761019913315,1,1.5841887143320737e-06,3.594266114084066e-06,5.134024502295664e-06,0.9914202336332837,11.53816482559471,0.008161213667584705,0.046524004613697476,0.0,0.008161213667599141,-0.001379560806513358,-0.9600706422052845
clean,,0,7,1,9,711,-2,3,711,1,711,1,711,1,5.149626524446279e-06,35.99041237705292,7.032454893650285,1,1.6010648188280173e-06,3.594266114084066e-06,5.149626524446716e-06,0.9912101292436711,11.667053022359834,0.02133917411765442,0.09254399996129369,0.0,0.021339174117668815,-0.0015896651961259112,-1.0889588389704095
clean,,0,7,1,9,711,-1,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,-1,1,711,1,711,1,711,1,5.155625331746479e-06,36.11017712862527,7.145145719590044,1,1.5961932904765423e-06,3.594266114084066e-06,5.155625331746892e-06,0.9932928694648745,10.19032770761051,0.026395332354444637,0.0793096632492697,0.0,0.026395332354437927,0.0004930750250774496,0.3877664757789141
clean,,0,7,1,9,711,-1,2,711,1,711,1,711,1,5.126793746876374e-06,35.83568387514621,7.141633222107919,1,1.5679229491722363e-06,3.594266114084066e-06,5.126793746876786e-06,0.9931477253327506,10.318243996207908,0.0020403027968149464,0.0017020217002866322,0.0,0.002040302796810127,0.00034793089295359625,0.25985018718151665
clean,,0,7,1,9,711,-1,3,711,1,711,1,711,1,5.147162580629795e-06,36.13332452437052,7.09543124185346,1,1.5876984314522618e-06,3.594266114084066e-06,5.1471625806302084e-06,0.9932846360077836,10.20188172922435,0.019260706329835973,0.056135011124077504,0.0,0.019260706329830214,0.0004848415679865603,0.3762124541650742
clean,,0,7,1,9,711,0,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,0,1,711,1,711,1,711,1,5.129272290780717e-06,35.887825480261334,6.878892060739164,1,1.5673085927535112e-06,3.6035280937437615e-06,5.129272290781112e-06,0.991969433668529,11.17606863031811,0.004139388270356885,0.0,0.011176837685772316,0.004139388270336654,-0.0008303607712680794,-0.597974446928685
clean,,0,7,1,9,711,0,2,711,1,711,1,711,1,5.1599849075181895e-06,36.18375195483501,7.108026316620936,1,1.5673085927535112e-06,3.6304666453692723e-06,5.159984907518607e-06,0.9927495364731509,10.625506899680456,0.030066156997678152,0.0,0.04352222587830857,0.03006615699767528,-5.025796664615001e-05,-0.04741271629103139
clean,,0,7,1,9,711,0,3,711,1,711,1,711,1,5.131069577118587e-06,35.931842582496834,6.948691343415636,1,1.5673085927535112e-06,3.6064221944264346e-06,5.1310695771189784e-06,0.991762982782611,11.32017001809269,0.0056608805499906755,0.0,0.0146633860635752,0.005660880549966598,-0.0010368116571860542,-0.7420758347032645
clean,,0,7,1,9,711,1,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,1,1,711,1,711,1,711,1,5.188031534669179e-06,36.34859975667101,7.180961821696856,1,1.5673085927535112e-06,3.6545651180345386e-06,5.18803153466962e-06,0.9935550091488686,10.022866773043468,0.053607915558969266,0.0,0.0722547618920538,0.05360791555898261,0.0007552147090715833,0.5552274103459567
clean,,0,7,1,9,711,1,2,711,1,711,1,711,1,5.214469581506783e-06,36.598721464892165,7.353938925503111,1,1.5673085927535112e-06,3.685731329321559e-06,5.214469581507201e-06,0.9927202918915616,10.662893924886443,0.07568322696202703,0.0,0.10913445747026095,0.0756832269620204,-7.950254823541059e-05,-0.08479974149701874
clean,,0,7,1,9,711,1,3,711,1,711,1,711,1,5.19562295572371e-06,36.261630364023276,7.202051294339133,1,1.5673085927535112e-06,3.6613435612438713e-06,5.195622955724157e-06,0.9937241505058593,9.891952865732637,0.059958113101143864,0.0,0.08030254229271039,0.05995811310116193,0.0009243560660622263,0.6861413176567872
clean,,0,7,1,9,711,2,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,2,1,711,1,711,1,711,1,5.131622115743278e-06,35.93558097720647,7.0485037650163305,1,1.5673085927535112e-06,3.6022537697140108e-06,5.131622115743693e-06,0.9926680707869869,10.677016902901304,0.00612852487402339,0.0,0.00964076037859355,0.0061285248740205,-0.00013172365281011178,-0.09892271951187936
clean,,0,7,1,9,711,2,2,711,1,711,1,711,1,5.170636343898819e-06,36.27910483081919,7.2524106021123185,1,1.5673085927535112e-06,3.6365087308738017e-06,5.1706363438992605e-06,0.9936473087566913,9.945794479921988,0.039021788166574735,0.0,0.05074406127092683,0.03902178816659003,0.0008475143168942267,0.6322997034674369
clean,,0,7,1,9,711,2,3,711,1,711,1,711,1,5.12004260379777e-06,35.90941385600888,7.170949824191863,1,1.5673085927535112e-06,3.585376488312586e-06,5.12004260379821e-06,0.9936675630861808,9.916093662582638,-0.00368240909099148,0.0,-0.010754622772906293,-0.0036824090909731424,0.0008677686463837153,0.662000520806787
clean,,0,7,1,9,711,4,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,4,1,711,1,711,1,711,1,5.116822269309401e-06,35.7366735122492,7.18003574546874,1,1.5673085927535112e-06,3.5881155666415452e-06,5.116822269309811e-06,0.9925155710251173,10.783653407848249,-0.006414834617073709,0.0,-0.007438060483670989,-0.0064148346170804695,-0.00028422341467970735,-0.20555922445882402
clean,,0,7,1,9,711,4,2,711,1,711,1,711,1,5.043298630663862e-06,35.14378622725149,6.988995366166257,1,1.5673085927535112e-06,3.5171355595706784e-06,5.043298630664258e-06,0.991915396350905,11.18723376033411,-0.06927130701251065,0.0,-0.09421120996140925,-0.06927130701252436,-0.0008843980888920688,-0.6091395769446848
clean,,0,7,1,9,711,4,3,711,1,711,1,711,1,5.070582989033805e-06,35.45202209481671,7.10864000138635,1,1.5673085927535112e-06,3.5418060261772117e-06,5.070582989034214e-06,0.9924596780250745,10.810259574762755,-0.045839205523803696,0.0,-0.06385455944543873,-0.045839205523808574,-0.0003401164147225355,-0.23216539137333037
clean,,0,7,1,9,711,16,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,16,1,711,1,711,1,711,1,5.10383040416484e-06,35.73967722103109,6.99023760178558,1,1.5673085927535112e-06,3.5770018327617906e-06,5.10383040416524e-06,0.9921322680786789,11.053824024461415,-0.017455809320162354,0.0,-0.02091065806731325,-0.017455809320176877,-0.0006675263611181093,-0.4757298410719901
clean,,0,7,1,9,711,16,2,711,1,711,1,711,1,5.135868094336652e-06,35.924208137261786,7.043575935862237,1,1.5673085927535112e-06,3.609699930079259e-06,5.135868094337053e-06,0.9920632338116321,11.11226645616625,0.009720454626607566,0.0,0.018608725625453647,0.009720454626592172,-0.0007365606281649617,-0.534172272776825
clean,,0,7,1,9,711,16,3,711,1,711,1,711,1,5.197616461420935e-06,36.41403351354722,7.059666370134452,1,1.5673085927535112e-06,3.671304570323725e-06,5.1976164614213365e-06,0.9922235073000558,11.017522605068468,0.061624135598685154,0.0,0.0921018646138992,0.061624135598666134,-0.0005762871397412273,-0.43942842167904317
clean,,0,7,1,9,711,64,0,711,1,711,1,711,1,5.124385759818627e-06,35.856677601358456,7.128452298143707,1,1.5673085927535112e-06,3.594266114084066e-06,5.124385759819045e-06,0.992799794439797,10.578094183389425,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,1,9,711,64,1,711,1,711,1,711,1,5.220845679225165e-06,36.43176185704794,7.240593548460659,1,1.5673085927535112e-06,3.689655056415714e-06,5.220845679225597e-06,0.9931962048757681,10.308571729670176,0.08099040615227372,0.0,0.11375537655741749,0.08099040615227845,0.00039641043597105075,0.2695224537192491
