packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,1351680,1523712,18,30,30,2.8011529778490614,1359784,8104,8,8,4.219019470952315,0.5174174666743642,1,1376168,1523624,1542056,291.9386759783388,8,8,16,32,40,24,32,0,0,5,5,0,2.7607160019172365,3.000057258606158,1,-8,-32,1376136,1523592,1542024,1376134,1542042,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.4780505299568176,0.3958568336091246,0.3880688735739011,0.3880688735739011,2,6,13,5.521949470043182,337.03304870869033,0.0014153038420246008,0.005661215368098403,6.910663291135746e-07,124999.91361670886,0.4107137350462947,0.41672877637489925,2,25,33,1,1,-0.08327122362510075,1.0,1,0,12,,,,,,
1,1,3850240,4022272,18,7709,-483,9.021458061143958,3858432,8192,7709,-483,10.808948493381308,0.5735991171830499,1,3875840,4023296,4041728,443.7225838675769,7965,-227,16,7989,7997,24,32,0,0,240,240,0,15.007226731487147,12.718942188850917,1,227,908,3876748,4024204,4042636,3876748,4042656,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.4998367130756378,0.0457540040547757,0.03815932749798123,0.03815932749798123,0,6,13,5.500163286924362,335.703325617942,0.0014097199320597606,0.005638879728239042,6.88339810576055e-07,124999.91395752368,0.060714846410937384,0.06670615612219133,0,25,33,1,1,0.06670615612219133,1.0,1,0,12,,,,,,
2,2,6348800,6520832,18,7341,-851,0.37952596956862433,6356992,8192,7341,-851,0.07101736627456837,0.24964882246864065,1,6374400,6521856,6540288,233.2354376817195,7597,-595,16,7622,7630,24,32,1,1,607,607,0,0.7773818108440413,2.3294436439734367,0,595,2380,6376780,6524236,6542668,6376782,6542686,0.9375,1,1,16,25,33,24,32,1,1,12,12,12.0,12,0.47179678082466125,-0.4292605151241997,-0.4381708967304111,-0.4381708967304111,-2,5,11,5.471796780824661,333.9719714858802,0.001402449451718439,0.005609797806873756,6.84789771346894e-07,124999.91440127858,-0.41573170550291605,-0.4097712953331127,-2,25,33,1,1,0.09022870466688732,1.0,1,0,12,,,,,,
3,3,8855552,9027584,18,757,757,1.789805507750526,8860744,5192,7,7,7.0264729730863165,0.5598244480399212,1,8877128,9024584,9043016,299.6820729245001,7,7,16,31,39,24,32,0,0,6,6,0,5.414878765324822,0.5659415387799811,1,-7,-28,8877100,9024556,9042988,8877098,9043010,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.4515255093574524,0.3935776015490988,0.38477426485644545,0.38477426485644545,2,6,12,6.451525509357452,393.76986751449294,0.0016535589269421396,0.006614235707768559,8.074018197959666e-07,124999.89907477252,0.41123120768751975,0.41825883312702383,2,24,32,0,1,-0.08174116687297617,0.0,0,12,12,,,,,,
4,4,11354112,11534336,19,306,306,9.106623253798432,11361104,6992,6,6,20.23876721571993,0.8191995596524994,1,11377496,11524952,11543384,437.3887505187832,8,8,16,32,40,24,32,0,0,5,5,0,16.952658739622052,7.232761235411415,1,-8,-32,11377464,11524920,11543352,11377463,11543375,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.43187010288238525,0.1949840463226717,0.18757641829180807,0.18757641829180807,1,6,12,6.431870102882385,392.57019670912996,0.0016485211459099818,0.006594084583639927,8.049419657763583e-07,124999.89938225428,0.2139527566263678,0.22095897149648525,1,24,32,0,1,-0.029041028503514754,0.0,0,12,12,,,,,,
5,5,13852672,14024704,18,8007,-185,3.4965476368267043,13860864,8192,8007,-185,2.43312968108884,0.4440074308708247,1,13878016,14025472,14043904,363.8900550082348,7,7,16,31,39,24,32,0,0,6,6,0,4.657018405752742,14.45960709692702,1,-7,-28,13877988,14025444,14043876,13877989,14043901,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.4163927435874939,-0.28925128839455283,-0.3005173109293082,-0.3005173109293082,-1,6,12,6.416392743587494,391.6255336662289,0.0016445542197015312,0.006578216878806125,8.030049900886383e-07,124999.89962437624,-0.27420444341408373,-0.2672150879803522,-1,24,32,0,1,-0.017215087980352206,0.0,0,12,12,,,,,,
6,6,16351232,16523264,18,7508,-684,3.25651316236066,16359424,8192,7508,-684,2.645539403070811,0.37785703881394744,1,16376832,16524288,16542720,344.4724612916983,7764,-428,16,7788,7796,24,32,0,0,441,441,0,5.078635900903265,11.298012711582235,1,428,1712,16378544,16526000,16544432,16378545,16544457,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.3970586955547333,-0.16010501696086743,-0.17248704704338808,-0.17248704704338808,-1,6,12,6.397058695554733,390.4454770236043,0.0016395988044788634,0.006558395217915454,8.00585353749445e-07,124999.89992683078,-0.1462534661717263,-0.13928517125269108,-1,24,32,0,1,0.11071482874730892,0.0,0,12,12,,,,,,
7,7,18866176,19038208,18,876,876,2.335620325399525,18870888,4712,6,6,16.078586884687315,0.7877218879256156,1,18879088,19026544,19044976,389.1503020022357,8,8,16,32,40,24,32,0,0,5,5,0,14.123566384953238,2.131935428399312,1,-8,-32,18879056,19026512,19044944,18879055,19044967,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.383298397064209,0.2782813387844144,0.269454981304105,0.269454981304105,1,6,12,6.383298397064209,389.60561505518854,0.0016360719697211935,0.006544287878884774,7.988632664654265e-07,124999.90014209169,0.29563213281964407,0.3025854386909592,1,24,32,0,1,0.05258543869095922,0.0,0,12,12,,,,,,
8,8,21356544,21536768,19,332,332,11.324327449896742,21363432,6888,6,6,21.18779993646962,0.8230696934442661,1,21379832,21527288,21545720,519.6870691568605,10,10,16,34,42,24,32,0,0,3,3,0,25.417189072726828,9.441027314038102,1,-10,-40,21379792,21527248,21545680,21379792,21545704,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.36720678210258484,0.07755399935089835,0.0687779290585347,0.0687779290585347,0,6,12,6.367206782102585,388.62346082169097,0.0016319476066492169,0.0065277904265968675,7.968494173091879e-07,124999.90039382283,0.09488909076492213,0.10182486809318136,0,24,32,0,1,0.10182486809318136,0.0,0,12,12,,,,,,
9,9,23855104,24027136,18,8022,-170,3.2874070116258114,23863296,8192,8022,-170,4.551636805327304,0.5012297391757814,1,23880384,24027840,24046272,326.1527180921213,6,6,16,30,38,24,32,0,0,6,6,0,3.9857539074018016,8.343349135777586,1,-6,-24,23880360,24027816,24046248,23880362,24046266,0.0,0,16,16,24,32,24,32,0,0,12,12,12.0,12,0.3525436818599701,-0.46727598089475675,-0.47560010465784897,-0.47560010465784897,-2,5,11,5.35254368185997,326.69333995727357,0.0013718842735954404,0.005487537094381762,6.698653679665237e-07,124999.91626682901,-0.4536499562803219,-0.4478194481175413,-2,25,33,1,1,0.05218055188245868,1.0,1,0,12,,,,,,
