packet_index,payload_symbol_index,gt_bin,multi_top1_bin,top1_margin_db,gt_energy_drop_db,locked_count,linear_anchor_count,linear_line_rmse_pi,linear_line_r2,linear_gt_rank,linear_top1_rank,linear_gt_score,linear_top1_score,linear_gt_minus_top1,quadratic_gt_rank,quadratic_top1_rank,quadratic_gt_score,quadratic_top1_score,quadratic_gt_minus_top1,local_linear_gt_rank,local_linear_top1_rank,local_linear_gt_score,local_linear_top1_score,local_linear_gt_minus_top1,oracle_gt_linear_loo_gt_rank,oracle_gt_linear_loo_top1_rank,oracle_gt_linear_loo_gt_score,oracle_gt_linear_loo_top1_score,oracle_gt_linear_loo_gt_minus_top1,oracle_gt_quadratic_loo_gt_rank,oracle_gt_quadratic_loo_top1_rank,oracle_gt_quadratic_loo_gt_score,oracle_gt_quadratic_loo_top1_score,oracle_gt_quadratic_loo_gt_minus_top1,dataset,target_snr_db
5,1,711,629,0.1163059702772533,-0.11630597027725342,22,22,0.21230661543104068,0.841036394962759,5,3,0.4124262549643043,0.844439303386618,-0.4320130484223137,5,3,0.26100455833253433,0.7118972425449926,-0.4508926842124583,5,3,0.2889178561190373,0.7397851693360491,-0.4508673132170118,8,5,0.003751584137207442,0.15649110849806402,-0.15273952436085658,4,8,0.3314187204761518,0.021006720496724474,0.3104119999794273,0_0_0_10_14_8,-18.0
5,1,711,629,0.960829238255511,-1.0051522359004104,12,12,0.1989486661338463,0.723273542604886,3,2,0.8904861402429327,0.9768126286019867,-0.08632648835905399,5,3,0.10865941185240785,0.5406305597462889,-0.4319711478938811,5,1,0.6318985811881865,0.9740600301282334,-0.34216144894004685,7,6,0.04553851199091469,0.07379265539222296,-0.028254143401308274,6,3,0.05880210898166888,0.44977616580946195,-0.39097405682779307,0_0_0_10_14_8,-19.0
5,8,865,404,0.2580341919075707,-0.258034191907571,12,12,0.1989486661338463,0.723273542604886,3,8,0.9239055198230246,0.2128440047943817,0.7110615150286429,3,8,0.8805414719446933,0.1560374773051203,0.724503994639573,6,7,0.17949336640329838,0.13368851919192842,0.04580484721136996,3,2,0.7542033742035589,0.9165397783444325,-0.16233640414087358,3,2,0.686090418469082,0.9536100715620981,-0.26751965309301606,0_0_0_10_14_8,-19.0
5,25,720,45,0.07894912121544036,-0.0789491212154405,12,12,0.1989486661338463,0.723273542604886,4,1,0.4088682405068457,0.9212565171690956,-0.5123882766622498,4,2,0.08554178864428491,0.6032770651481109,-0.5177352765038259,4,2,0.21294181702672516,0.7713696191632364,-0.5584278021365112,5,8,0.3200290582557094,7.543719333197307e-05,0.3199536210623774,6,7,0.19815632539343842,0.01713326520488151,0.1810230601885569,0_0_0_10_14_8,-19.0
7,26,314,802,0.07427740459213764,-0.07427740459213779,23,23,0.12628098616287428,0.9310316376304504,5,2,0.42557430545021807,0.9184552960844985,-0.4928809906342804,5,2,0.3825933242428136,0.8929017717702984,-0.5103084475274848,5,2,0.30738381142402604,0.8391921222814468,-0.5318083108574208,4,7,0.7063277737818972,0.17194469200728624,0.5343830817746109,4,7,0.6399932945715675,0.12198029695039786,0.5180129976211696,0_0_0_10_14_8,-19.0
5,3,691,864,0.23949759785917468,-0.3063284182870852,12,12,0.154327854201861,0.9709879401388427,4,5,0.6274850683126252,0.36790506979620524,0.25957999851641994,5,2,0.336821337233118,0.6586591499506395,-0.32183781271752143,4,5,0.5484916335102266,0.44675963933040685,0.1017319941798197,7,2,0.14663830377931758,0.849968432491546,-0.7033301287122284,5,4,0.42605178775257885,0.5692238974669703,-0.14317210971439148,0_0_0_10_14_8,-20.0
5,5,467,589,0.31838022863871024,-0.31838022863871057,12,12,0.154327854201861,0.9709879401388427,7,1,0.07222524405176739,0.7499957546819163,-0.6777705106301488,5,1,0.17593527884543997,0.874010358917162,-0.6980750800717219,6,1,0.1064901619637923,0.8002943547456027,-0.6938041927818104,7,1,0.017820218444425717,0.6223392616950332,-0.6045190432506075,8,1,0.0008427668987152082,0.46070800707355397,-0.45986524017483876,0_0_0_10_14_8,-20.0
5,8,865,404,0.6723656162280149,-1.4226897865405235,12,12,0.154327854201861,0.9709879401388427,6,2,0.09681640212275944,0.8426235821574839,-0.7458071800347245,6,2,0.0997435314099997,0.8461876901725536,-0.7464441587625539,6,2,0.07964777848025584,0.8199406331339499,-0.7402928546536941,4,2,0.7267162276011085,0.9147057426697534,-0.1879895150686448,4,2,0.6567849743376939,0.952145447155086,-0.2953604728173921,0_0_0_10_14_8,-20.0
5,11,1023,879,0.06744574321765798,-0.34341646040599527,12,12,0.154327854201861,0.9709879401388427,4,3,0.5330436227984167,0.6913386697682073,-0.1582950469697907,4,3,0.6577903596272705,0.8016472500229984,-0.1438568903957279,2,1,0.9453909225462098,0.9947401926182455,-0.04934927007203571,8,6,0.24629461786035167,0.3979127848244463,-0.15161816696409464,5,3,0.4131898411401404,0.575733587344601,-0.1625437462044606,0_0_0_10_14_8,-20.0
5,12,597,921,0.3668183594708023,-0.36681835947080216,12,12,0.154327854201861,0.9709879401388427,5,6,0.6494225822757327,0.5300882330959813,0.11933434917975139,5,6,0.4930046174875294,0.37278383762097844,0.12022077986655094,4,3,0.8317239483465055,0.9120713711605299,-0.0803474228140244,4,3,0.518857319644817,0.6386549342154133,-0.11979761457059634,4,3,0.3001867403403173,0.4164734841134958,-0.11628674377317849,0_0_0_10_14_8,-20.0
