packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8571428571428571,0.8571428571428571,0.6,0.6,0.37142857142857144,0.2571428571428571,0,35,0.0,0,0,0.0,24,35,0.6857142857142857,0.8076256610349302,0.3347693963520378,0.6228213506247194,0.8538267386374828,0.8843018908075405,-0.060823292153598586,0.7805841557008462,0.31382829986494715,26,1,,4064331031110322581011f2f73cf93a3be9342aa6f068a333114440c37a760429,0,0x6d40,0x553f,33,
2,1,2,33,1,1,0,35,35,1.0,1.0,0.7714285714285715,0.7714285714285715,0.5428571428571428,0.5428571428571428,0.4571428571428572,0.22857142857142865,3,32,0.08571428571428572,1,3,0.3333333333333333,19,32,0.59375,0.8119676660472557,0.1727054904482673,0.5458626530674745,0.878493919292201,0.9033871502791212,-0.004185320390656894,0.010967719687092425,0.3975614106346842,26,1,,40741323111152114d3070d695701dfa731c7d587d3e3d3f3f41f170c0c876bf1b,0,0xf9c7,0x0928,33,
3,2,3,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8285714285714286,0.8285714285714286,0.7714285714285715,0.7714285714285715,0.19999999999999996,0.05714285714285716,1,34,0.02857142857142857,0,1,0.0,18,34,0.5294117647058824,0.7859226537686371,0.10992882308564172,0.4774227598839616,0.863047627239806,0.9035649132396323,-0.07295192301879769,0.7378543229297623,0.44577235972351853,26,1,,40f41a19123f2ea25a3011628ef0b8786105334e49084e5d1832c36a43d87c0ea2,0,0xd194,0xc38c,33,
5,3,5,33,1,1,0,35,35,1.0,1.0,0.7428571428571429,0.7428571428571429,0.6571428571428571,0.6571428571428571,0.34285714285714286,0.08571428571428574,1,34,0.02857142857142857,0,1,0.0,18,34,0.5294117647058824,0.8159415174528465,0.007634619714822796,0.57991870869096,0.874947219643318,0.9182239962514955,-0.12119805999029859,0.7661669298935712,0.6623862872015198,26,1,,4064b23198b35c3349250061332171664264f3a991283c26275060668f5e5c7476,0,0xf4ae,0x6b89,33,
6,4,6,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.8857142857142857,0.8857142857142857,0.6857142857142857,0.6857142857142857,0.2571428571428571,0.19999999999999996,1,34,0.02857142857142857,0,1,0.0,19,34,0.5588235294117647,0.775990985728893,0.003711989320227726,0.42921711307808263,0.8626844538915955,0.8930155436920936,-0.06572424094354883,0.49630020845368095,0.7096878614602712,26,1,,40443302110025661e30dffe83705de83128282a3b3d021da6b3e8f21a301e3e12,0,0xe720,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.7428571428571429,0.7428571428571429,0.4857142857142857,0.4857142857142857,0.45714285714285713,0.2571428571428572,3,32,0.08571428571428572,1,3,0.3333333333333333,19,32,0.59375,0.8608615014225688,0.6059068456897259,0.7604690124626416,0.8859596236625504,0.879783008142186,-0.11898484284277197,0.9674386564666314,0.21235021126469616,26,1,,4064210110304a4018307536773035723738393a3bbcae949d516a0043743e347a,0,0x1982,0x8ae2,33,
9,6,9,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.7142857142857143,0.7142857142857143,0.5428571428571428,0.5428571428571428,0.4285714285714286,0.17142857142857149,2,33,0.05714285714285714,0,2,0.0,15,33,0.45454545454545453,0.8334303016143213,0.05241630214397365,0.5772538669712086,0.8974744102750994,0.9148810146474016,0.013181800194034185,0.06433745431660132,0.5151391912657876,26,1,,40043b26d94002005831201260203715353929aa2b2c7d6e2b05c568c9705e7e1a,0,0xe1e8,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.8571428571428571,0.8571428571428571,0.6857142857142857,0.6857142857142857,0.2571428571428571,0.17142857142857137,0,35,0.0,0,0,0.0,17,35,0.4857142857142857,0.7807425106415156,0.004790905424080874,0.49575181847224586,0.851990183683833,0.8744580527655373,-0.01727385574993456,0.04979784949579813,0.6933204364105415,26,1,,40c4b3339100a334efacb1aab89826bf0d0a2a2a199fbfb61dc04140653a547200,0,0x88a4,0x4442,33,
11,8,11,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.7428571428571429,0.7428571428571429,0.5714285714285714,0.5714285714285714,0.3142857142857143,0.17142857142857149,2,33,0.05714285714285714,0,2,0.0,22,33,0.6666666666666666,0.7842142854655288,0.0003411192394801114,0.46706170309542083,0.8635024310580557,0.9157055939504931,-0.2320255558601612,0.895120713990123,0.8476408802858397,26,1,,4004b726194c084aa7b79a487434145037b031babba4f5e7fad55cc58450ef913a,0,0x8578,0x6f4d,33,
12,9,12,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6571428571428571,0.6571428571428571,0.4,0.4,0.4571428571428571,0.2571428571428571,2,33,0.05714285714285714,0,2,0.0,24,33,0.7272727272727273,0.8263773386302344,0.23943945640739567,0.5753624753036469,0.8891310544618813,0.9081002734997181,0.1915197078819346,0.9670088798695103,0.3586794135625948,26,1,,4064112231001f344d652170b73875b23b3a1b1a192e2c3e2f5140624158743612,0,0x4540,0x88db,33,
