packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.8,0.8,0.5428571428571428,0.5428571428571428,0.37142857142857144,0.25714285714285723,0,35,0.0,0,0,0.0,28,35,0.8,0.8341296993854157,0.4697882548756397,0.6746206885615391,0.8740069520913848,0.8945456186886909,-0.05951654820094669,0.8485710386038129,0.26075388522533866,26,1,,4064331031110322581011f2f73cf93a3be9342aa6f068a333114440c37a762403,0,0x4d6a,0x5d15,33,
2,1,2,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.6285714285714286,0.6285714285714286,0.45714285714285713,0.45714285714285713,0.4857142857142857,0.17142857142857143,5,30,0.14285714285714285,1,5,0.2,20,30,0.6666666666666666,0.8524856040985945,0.5834003774048253,0.6934170141821938,0.8922527515776947,0.9115086714213742,-0.10335984629356246,0.9581217814131577,0.2202256608977848,26,1,,40543323111142015c2061d795701dfa731c7d587d2e2d2e3f50e060c1d876be1b,0,0x9ad9,0x0928,33,
3,2,3,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.7714285714285715,0.7714285714285715,0.6285714285714286,0.6285714285714286,0.3142857142857143,0.1428571428571429,1,34,0.02857142857142857,0,1,0.0,23,34,0.6764705882352942,0.823307136980664,0.20886381555085587,0.5552913098628424,0.8903110937601193,0.9015682983407576,-0.026698094775145745,0.3370627354288842,0.3754284959446402,26,1,,40f41a19123f0e80583031329bb4bd3c650d3b4e49084e5d1832c3eac350740ea2,0,0x6502,0xc38c,33,
5,3,5,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.6857142857142857,0.6857142857142857,0.45714285714285713,0.45714285714285713,0.5142857142857142,0.2285714285714286,1,34,0.02857142857142857,0,1,0.0,23,34,0.6764705882352942,0.8470172098899711,0.0015769432909992242,0.6836109968189299,0.8878687631577314,0.9303061869088749,-0.09952771223850373,0.6002479417624367,0.7620393847124394,26,1,,4044b23398911e3349210061332171665274f3b891283c2627504046077c563432,0,0xdbfa,0x6bcd,33,
6,4,6,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.8,0.8,0.5428571428571428,0.5428571428571428,0.37142857142857144,0.25714285714285723,2,33,0.05714285714285714,0,2,0.0,22,33,0.6666666666666666,0.7625627214673626,4.393314504997194e-05,0.3523743214873977,0.8651098214623538,0.912159942397707,-0.14600308187299837,0.6953730390574915,0.9502398307380353,26,1,,40443302110025661e30dffea3707dea3328282a3b3d243fa6d14872101a343412,0,0x3d52,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5428571428571428,0.5428571428571428,0.37142857142857144,0.37142857142857144,0.5428571428571428,0.17142857142857137,3,32,0.08571428571428572,1,3,0.3333333333333333,23,32,0.71875,0.8929995411245497,0.6426242042328124,0.7821345526281078,0.9207157882486601,0.8873067487331436,-0.11617669878137091,0.9697831061162392,0.1994932706190923,26,1,,4064210110300a0058303132773035723738393a3bbcae949d516a0043743e345a,0,0x0c06,0x8ae2,33,
9,6,9,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.6,0.6,0.5142857142857142,0.5142857142857142,0.4571428571428572,0.08571428571428574,2,33,0.05714285714285714,0,2,0.0,18,33,0.5454545454545454,0.8513520802288516,0.1715443861792693,0.5931301753772751,0.9159075564417456,0.9219967028339369,0.018113810016824744,0.18996446165971415,0.3983242285988926,26,1,,40443b22990002005831201260203715353929aa2b2c7d6e2b05c568c9705e7e1a,0,0x9056,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.7142857142857143,0.7142857142857143,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.2571428571428572,0,35,0.0,0,0,0.0,25,35,0.7142857142857143,0.7936885493482488,0.020547915514134606,0.4854808227182531,0.8707404810057476,0.8927674314011018,-0.020214720228630165,0.09782695480131609,0.5913117790318444,26,1,,40c4b33391008310c9a8b1babbb835be0f0a2a2a193f3d3e3f404140653a543200,0,0x91e4,0x0442,33,
11,8,11,33,1,1,0,35,35,0.8,0.8,0.6285714285714286,0.6285714285714286,0.34285714285714286,0.34285714285714286,0.4571428571428572,0.2857142857142857,3,32,0.08571428571428572,0,3,0.0,25,32,0.78125,0.8420551376087633,0.045366801059912865,0.6195927418484799,0.8976707365488341,0.920527431988549,-0.3256685199843759,0.9764095080310482,0.5276056506574469,26,1,,4044b32219080c4885b5b80a303414143738393a3b2c3d2f3e515047067847913a,0,0xb515,0x6f4d,33,
12,9,12,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.37142857142857144,0.37142857142857144,0.22857142857142856,0.22857142857142856,0.6000000000000001,0.14285714285714288,4,31,0.11428571428571428,0,4,0.0,26,31,0.8387096774193549,0.8440624392130626,0.04638423635793093,0.5107867560760403,0.9273813599973181,0.9171191886582954,0.15329793151826743,0.885813503334915,0.5257105715147821,26,1,,4044332211000d205830317037307532333a1b1a192e2c3e2f5140424378563412,0,0x0060,0x88db,33,
13,10,13,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5428571428571428,0.5428571428571428,0.2571428571428571,0.2571428571428571,0.6571428571428571,0.2857142857142857,1,34,0.02857142857142857,0,1,0.0,27,34,0.7941176470588235,0.867917183550804,0.5112956855050032,0.7050951096785993,0.9086227020188551,0.9336082619153737,-0.0520520440308932,0.8377182025166736,0.24570846417958211,26,1,,40c4bb2a19885e055c213037333435363728293a3b3d2d3f3f5040524268563512,0,0x9c3f,0x4607,33,
