packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.08571428571428574,0.0,0,35,0.0,0,0,0.0,15,35,0.42857142857142855,0.7685879086394206,0.23891177129824964,0.5918805754153816,0.8127647419454304,0.8965719788424423,0.027898839828345786,0.38811193454487913,0.3589561056255525,26,1,,4064f39c75150f6b111c19c6c53fe918ba6116a884d24aa111334640c26b760529,0,0x006f,0x553f,33,
2,1,2,33,1,1,0,35,35,1.0,1.0,0.8,0.8,0.6571428571428571,0.6571428571428571,0.34285714285714286,0.1428571428571429,2,33,0.05714285714285714,1,2,0.5,17,33,0.5151515151515151,0.8097037003636581,0.15809576151515592,0.5704547935127805,0.8695159270763775,0.8890286965057108,0.020059224895897072,0.17124155051647172,0.4074431137730374,26,1,,40f413a399195a114d3070d695701dfa731c7d587d1e3d7f5f67b734c0c872bf1b,0,0x35af,0x0928,33,
3,2,3,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9142857142857143,0.8285714285714286,0.8285714285714286,0.1428571428571428,0.08571428571428563,0,35,0.0,0,0,0.0,12,35,0.34285714285714286,0.7722198701194767,0.09089573187630577,0.465992976537877,0.8487765935148764,0.9021684386697972,-0.06779795405238348,0.6947226053527816,0.4645684028925568,26,1,,40f41a19123f6e845a3037608ef0b8786105334e49084e5d1832836e479c3c0aa2,0,0xbc16,0xc38c,33,
5,3,5,33,1,1,0,35,35,1.0,1.0,0.8857142857142857,0.8857142857142857,0.7428571428571429,0.7428571428571429,0.2571428571428571,0.1428571428571428,0,35,0.0,0,0,0.0,16,35,0.45714285714285713,0.801644805546803,0.07040612136729234,0.5778523363500879,0.8575929228459817,0.9195822264866036,-0.10128438800022323,0.8276765983310977,0.48868472060444135,26,1,,4064b23198b35c33492500613321f9664a64f3a991283c66671060668f5e5c7476,0,0xe5df,0x7b99,33,
6,4,6,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.8857142857142857,0.8285714285714286,0.8285714285714286,0.1428571428571428,0.05714285714285705,0,35,0.0,0,0,0.0,12,35,0.34285714285714286,0.7910748543888061,1.2792303182322527e-08,0.5581929027038328,0.8492953423100493,0.8904648506112135,-0.1821924285743727,0.6531830439655064,1.278944093566534,26,1,,40443302110025661f21defe83705de8b146e68ed937021da6b3c8b25c127c3813,0,0x978a,0x1c21,33,
8,5,8,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8285714285714286,0.8285714285714286,0.6285714285714286,0.6285714285714286,0.34285714285714286,0.20000000000000007,2,33,0.05714285714285714,1,2,0.5,17,33,0.5151515151515151,0.7898744456356378,0.0015341562183397608,0.5338508029367443,0.8538803563103611,0.8747950804075193,-0.014938072418474092,0.035432142485467,0.763662050227451,26,1,,406421011030da5190a9fc3e47020660347c393e3fb8ae949d514a0241563e367a,0,0x7f82,0x8ae2,33,
9,6,9,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.8285714285714286,0.8285714285714286,0.6571428571428571,0.6571428571428571,0.3142857142857143,0.17142857142857149,2,33,0.05714285714285714,0,2,0.0,14,33,0.42424242424242425,0.8334909444528587,0.4697873481180883,0.6860115919075673,0.8703607825891815,0.9105479963101306,-0.15329285337503037,0.9695315099576618,0.2607542183224708,26,1,,40043b26d94082885039a01260203715b531a92a2b247f6c0907c768c9705e6e0a,0,0xb76b,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.9142857142857143,0.9142857142857143,0.8857142857142857,0.8857142857142857,0.05714285714285716,0.02857142857142858,0,35,0.0,0,0,0.0,14,35,0.4,0.7960996058192991,0.05722615518875845,0.6653248649240658,0.8287932910431072,0.8753028409730061,0.011735420125864184,0.04593668896109726,0.5074120420236633,26,1,,40e493139302a334efacb1aafafa06bf090e2a2a59dfbbb21981c4c86dba54fa00,0,0x0572,0xcc4a,33,
11,8,11,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.8571428571428571,0.8571428571428571,0.6857142857142857,0.6857142857142857,0.2571428571428571,0.17142857142857137,1,34,0.02857142857142857,1,1,1.0,16,34,0.47058823529411764,0.7790322977718153,0.051966627437850105,0.44783542609327054,0.8618315156914514,0.8904260030887788,-0.07053994128558874,0.5948611147991019,0.5158912862051381,26,1,,4004b726194c084aa6b78b497434145077f470ffffa1f5e7fad55cc5c054eb913a,0,0x2475,0x6f4d,33,
12,9,12,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.8285714285714286,0.8285714285714286,0.5428571428571428,0.5428571428571428,0.37142857142857144,0.2857142857142858,1,34,0.02857142857142857,0,1,0.0,22,34,0.6470588235294118,0.8111448996827818,0.29230120046873914,0.6193537517941811,0.859092686654932,0.8977455401022726,0.14489502519334263,0.9432046804835955,0.3327121052665048,26,1,,4064103220011e344d652170b73875b2bbb29b92996e6c3e2b55c0eac950fc3612,0,0x980f,0xc89f,33,
