dataset,target_snr_db,seed_count,packet_count_total,argmax_ser,best_phase_line_ser,best_phase_line_source,savaux_ser,loratrimmer_ser,symfec_ser
0_0_0_10_14_16,-26.0,5,55,0.9418181818181818,0.38597402597402597,savaux_phase_symbol_ser,0.40779220779220776,0.5329870129870129,0.8306493506493506
0_0_0_10_14_16,-25.0,5,55,0.9096103896103896,0.21506493506493504,savaux_phase_symbol_ser,0.2472727272727273,0.37506493506493505,0.72
0_0_0_10_14_16,-24.0,5,55,0.8535064935064935,0.09922077922077921,savaux_phase_symbol_ser,0.12311688311688311,0.22389610389610387,0.5548051948051947
0_0_0_10_14_16,-23.0,5,55,0.7677922077922077,0.02753246753246753,savaux_phase_symbol_ser,0.03896103896103896,0.10285714285714284,0.36831168831168826
0_0_0_10_14_16,-22.0,5,55,0.6644155844155843,0.006233766233766235,savaux_phase_symbol_ser,0.01090909090909091,0.03584415584415585,0.15428571428571428
