event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,4120576,4255744,1006,1037,32,85,85,85,85,349.5488919939684,12.429778683200265,0.38931505565552055,10,125000.0,500000.0,4,4096,2,4096,31,2
1,5619712,5754880,1372,1403,32,3942,-154,3942,3942,46.59016223802816,3.7733020539585236,0.26623192510437266,10,125000.0,500000.0,4,4096,2,4096,31,2
2,7118848,7254016,1738,1769,32,3635,-461,3635,3635,650.2638645048921,2.5425664589171273,0.4103711672048055,10,125000.0,500000.0,4,4096,2,4096,31,2
3,8622080,8757248,2105,2136,32,256,256,256,256,1014.9650544486851,7.91224253358568,0.459157152032826,10,125000.0,500000.0,4,4096,2,4096,31,2
4,10121216,10260480,2471,2503,33,4045,-51,4045,4045,1525.9127946242334,9.362035529606787,0.7929232039760262,10,125000.0,500000.0,4,4096,2,4096,31,2
5,11620352,11755520,2837,2868,32,3738,-358,3737,3738,641.8891383734478,0.8596235564602827,0.41104913347891175,10,125000.0,500000.0,4,4096,2,4096,31,2
6,13123584,13262848,3204,3236,33,359,359,358,359,584.724418155261,0.7066978903855625,0.27546189838942486,10,125000.0,500000.0,4,4096,2,4096,31,2
7,14622720,14757888,3570,3601,32,51,51,51,51,1625.798629173777,15.791473310971522,0.7389887924923445,10,125000.0,500000.0,4,4096,2,4096,31,2
8,16121856,16261120,3936,3968,33,3840,-256,3840,3840,1058.9773444168206,6.0646231515993145,0.5536432390311894,10,125000.0,500000.0,4,4096,2,4096,31,2
9,17629184,17764352,4304,4335,32,461,461,461,461,513.6785792279725,0.7703423662444908,0.2346642638074729,10,125000.0,500000.0,4,4096,2,4096,31,2
10,19124224,19263488,4669,4701,33,154,154,154,154,1308.4208771086178,11.16866036374916,0.5874365690186187,10,125000.0,500000.0,4,4096,2,4096,31,2
11,20623360,20758528,5035,5066,32,3943,-153,3943,3943,1490.6956777591306,13.002510847750385,0.6929409267773522,10,125000.0,500000.0,4,4096,2,4096,31,2
12,22122496,22257664,5401,5432,32,3636,-460,3636,3636,881.9884143167146,2.6727866541958534,0.4596779929343173,10,125000.0,500000.0,4,4096,2,4096,31,2
13,23625728,23760896,5768,5799,32,257,257,256,257,1020.3945636229004,1.1337027373482815,0.3875859597109693,10,125000.0,500000.0,4,4096,2,4096,31,2
