dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,effective_min_consistency_gain,predicted_phase_rad,predicted_fractional_bin,predicted_timing_offset_chips,timing_offset_at_reference_chips,timing_slope_chips_per_symbol,timing_fit_consistency,timing_grid_contrast,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency,gls_candidate_loss_db
0_0_0_10_14_8,-22.0,44,0,0,8,803,884,803,803,803,803,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.5476831881677764,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9758550502698835,-0.6193451324045509,803|201|674|805|572|797|262|131,0.97585505|0.96664335|0.59622786|0.95386556|0.54216612|0.60127487|0.98781714|0.97157416,0|-1.4965081|-2.0760414|-2.6086589|-2.6877516|-2.7879807|-2.8290335|-2.9804175
0_0_0_10_14_8,-22.0,44,0,1,9,826,743,826,826,826,826,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.5304858638334066,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9713784136371015,0.6651174385719321,826|654|289|30|98|759|830|19,0.97137841|0.93465141|0.4344589|0.85154342|0.72153216|0.94344293|0.92560895|0.89161772,0|-4.5720927|-6.5627604|-7.2189931|-7.2289364|-8.1680515|-8.1895248|-8.2379959
0_0_0_10_14_8,-22.0,44,0,2,10,922,117,922,922,922,922,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.5132885394990367,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9795646812309753,1.3746086401134914,922|1019|5|814|230|51|310|871,0.97956468|0.74778029|0.92144273|0.76550385|0.91890424|0.89383307|0.19323532|0.95571499,0|-2.9965427|-3.7831721|-3.8106214|-4.58984|-5.00496|-5.0910317|-5.2700267
0_0_0_10_14_8,-22.0,44,0,3,11,718,581,718,718,718,718,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.4960912151646669,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9218345200592233,0.6020208945090868,718|722|492|723|105|190|187|60,0.92183452|0.59585913|0.80754488|0.89991333|0.90382822|0.81558123|0.70988759|0.90306824,0|-4.9249487|-5.0599209|-5.1431918|-5.2236679|-5.2840798|-5.4484541|-5.5346547
0_0_0_10_14_8,-22.0,44,0,4,12,86,86,86,86,86,86,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.4788938908302971,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9744104428988388,3.0275602923413794,86|589|928|57|698|754|537|759,0.97441044|0.96838815|0.79759933|0.93666361|0.57346836|0.68547207|0.60831098|0.85982887,0|-2.9399069|-3.8806627|-3.906285|-4.6344562|-4.8006976|-4.9885677|-5.2435599
0_0_0_10_14_8,-22.0,44,0,5,13,467,997,467,467,467,467,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.4616965664959273,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.6236583541209019,1.3508066991946945,467|752|602|975|780|426|621|963,0.62365835|0.95850678|0.5235699|0.84383872|0.88673204|0.72523427|0.91027851|0.88561898,0|-4.0754317|-4.4766227|-4.7992361|-5.1288945|-5.1759278|-5.2596929|-5.3387953
0_0_0_10_14_8,-22.0,44,0,6,14,89,89,89,89,89,89,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.44449924216155745,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.8161329820262075,0.26927592344498164,89|843|356|570|572|639|319|932,0.81613298|0.59008929|0.94335233|0.88708653|0.44024141|0.87277983|0.46475417|0.92334621,0|-2.9143478|-3.7355497|-4.0653019|-4.0966707|-4.4656378|-4.7059132|-4.7235118
0_0_0_10_14_8,-22.0,44,0,7,15,713,31,713,713,713,713,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.4273019178271876,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9488593990801559,0.5928140339511891,713|483|970|31|868|702|900|167,0.9488594|0.72824576|0.96453774|0.99473817|0.73428459|0.88962884|0.95233183|0.95301137,0|-5.3457526|-6.9826937|-7.3256981|-7.3570178|-7.3916236|-7.6424603|-7.8794414
0_0_0_10_14_8,-22.0,44,0,8,16,865,338,865,865,865,865,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.4101045934928178,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.8810860924232583,1.978612641038338,865|859|239|189|143|190|268|860,0.88108609|0.83700915|0.98333098|0.7485646|0.89139494|0.91034184|0.82196737|0.63470997,0|-2.3569626|-3.1385742|-3.4827568|-3.7197905|-3.7370297|-3.7664633|-4.2279763
0_0_0_10_14_8,-22.0,44,0,9,17,405,902,405,405,405,405,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.392907269158448,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.9575503570080598,0.1760477542494979,405|165|612|745|867|1017|980|783,0.95755036|0.725589|0.91014509|0.49418343|0.96542466|0.98119422|0.87888623|0.65221673,0|-4.5248907|-5.4656376|-6.4870371|-6.6834316|-6.9133802|-7.0460525|-7.2981309
0_0_0_10_14_8,-22.0,44,0,10,18,765,885,765,765,765,765,1,1,7,0.49446312357026534,0.9631964954453598,0.28895894863360794,0.12,-0.37570994482407816,-0.006007109484152902,-0.09850374064837908,-0.09850374064837908,0.0,0.9631964954453598,0.1569585991827942,0.11811492551919976,0.8636779270280972,1.0979312673484891,765|416|691|640|143|912|809|440,0.86367793|0.81597193|0.86342047|0.9774666|0.54320933|0.89957316|0.84309695|0.72208147,0|-4.6110738|-5.1316413|-5.704161|-5.9396093|-6.1356837|-6.343737|-6.4316044
