packet_index,payload_symbol_index,gt_bin,bank_kind,pattern_count,savaux_selected_bin,savaux_ok,savaux_gt_rank,savaux_gt_power,savaux_gt_margin_db,savaux_gt_floor_db,plain_coherent_selected_bin,plain_coherent_ok,plain_coherent_gt_rank,plain_coherent_gt_power,plain_coherent_gt_margin_db,plain_coherent_gt_floor_db,lora_coherent_selected_bin,lora_coherent_ok,lora_coherent_gt_rank,lora_coherent_gt_power,lora_coherent_gt_margin_db,lora_coherent_gt_floor_db,lora_mean_power_selected_bin,lora_mean_power_ok,lora_mean_power_gt_rank,lora_mean_power_gt_power,lora_mean_power_gt_margin_db,lora_mean_power_gt_floor_db,lora_best_power_selected_bin,lora_best_power_ok,lora_best_power_gt_rank,lora_best_power_gt_power,lora_best_power_gt_margin_db,lora_best_power_gt_floor_db,lora_stable_power_selected_bin,lora_stable_power_ok,lora_stable_power_gt_rank,lora_stable_power_gt_power,lora_stable_power_gt_margin_db,lora_stable_power_gt_floor_db,lora_adaptive_gls_selected_bin,lora_adaptive_gls_ok,lora_adaptive_gls_gt_rank,lora_adaptive_gls_gt_power,lora_adaptive_gls_gt_margin_db,lora_adaptive_gls_gt_floor_db,lora_offpacket_gls_selected_bin,lora_offpacket_gls_ok,lora_offpacket_gls_gt_rank,lora_offpacket_gls_gt_power,lora_offpacket_gls_gt_margin_db,lora_offpacket_gls_gt_floor_db,dataset,snr_db,seed,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas
1,0,222,multiscale_only_diverse16,16,222,True,1,0.5722940622954411,1.2935044782478204,11.893164380143364,222,True,1,0.03206448277524646,0.5441918681294342,11.156777282295455,222,True,1,0.03870323739923202,0.866713150634886,11.991866294816674,222,True,1,0.04884282686522948,0.5463339953645143,6.012964390525406,265,False,22,0.08437473374365817,-1.9923443196198398,3.4284739362887233,222,True,1,0.45348794033375955,1.6138836335181919,17.72133203910157,222,True,1,11.70815531310515,1.1230416013381865,12.067525286915293,222,True,1,0.03870323739923202,0.866713150634886,11.991866294816674,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,1,826,multiscale_only_diverse16,16,826,True,1,0.9753143768035102,4.255677036180344,14.249479638086406,826,True,1,0.03361012453030934,2.3062757825158178,11.770232240024418,826,True,1,0.057783738867390876,4.652149639755855,13.816521709232646,826,True,1,0.06593734472178711,2.8158078592338827,7.2912652161354305,826,True,1,0.12796867329147107,0.0037241968763544672,5.0978769804284765,826,True,1,0.8547100508917588,4.996164395861465,20.605324802225073,826,True,1,19.43844665527705,4.369670524614799,14.416025998658403,826,True,1,0.057783738867390876,4.652149639755855,13.816521709232646,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,2,922,multiscale_only_diverse16,16,922,True,1,1.0582692969081933,4.949127377839881,14.895984096539184,922,True,1,0.07044461609410632,5.2304907186435825,14.683866478275895,922,True,1,0.059650342937686236,4.575467840108195,14.25335817991221,922,True,1,0.06715593099749537,3.2832982855688426,7.404834815295244,922,True,1,0.1531320427526722,0.4198652695068786,5.980915434503391,922,True,1,0.9399933191805823,6.195887553484242,21.640704462992414,922,True,1,20.543309916027333,4.855818097424152,14.613676798896186,922,True,1,0.059650342937686236,4.575467840108195,14.25335817991221,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,3,718,multiscale_only_diverse16,16,718,True,1,0.4787582111006863,1.8202867630752826,11.124312794318488,75,False,251,0.004348514264050916,-7.0223652397207275,3.015029044048529,718,True,1,0.028117505578916423,1.394355367249588,10.909647326274952,256,False,2,0.03331683097362399,-0.08792979042281246,4.341098266755249,833,False,62,0.07034702738968632,-3.307758488526572,2.6733575061237502,718,True,1,0.40404463084237147,2.538625935910958,17.65636268752966,718,True,1,9.99717968103265,2.1083601319442797,11.549611321103992,718,True,1,0.028117505578916423,1.394355367249588,10.909647326274952,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,4,107,multiscale_only_diverse16,16,107,True,1,0.6068247243866267,1.8766421669349553,12.452262818555898,107,True,1,0.03447246546281931,2.632667346760724,11.940250815590836,107,True,1,0.0366687839599509,1.8855657953158464,12.118404133655911,107,True,1,0.04990419402676622,2.1175924408025244,6.176932904589859,731,False,3,0.11146452013560004,-0.222051548358928,4.570502929351558,107,True,1,0.44588486306692604,1.5663911060169937,18.147395131362863,107,True,1,11.77134160790559,1.974925742351818,12.340058194461347,107,True,1,0.0366687839599509,1.8855657953158464,12.118404133655911,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,5,468,multiscale_only_diverse16,16,468,True,1,1.2274585748173195,5.3209499439162125,15.570085196655496,83,False,23,0.012930704679533571,-3.015937564648106,7.43455512532331,468,True,1,0.08165684460051124,5.821708068759868,15.80336372121024,468,True,1,0.09625390967670669,4.48832237232942,9.00104606490171,468,True,1,0.2325773998985701,2.6446587057959103,7.777966604677421,468,True,1,1.0413124457393181,6.420302314759134,22.21812158101677,468,True,1,24.80121226179667,5.427267041132894,15.614614755308926,468,True,1,0.08165684460051124,5.821708068759868,15.80336372121024,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,6,89,multiscale_only_diverse16,16,89,True,1,0.9094337666485899,2.9283112396384636,13.48737690581759,89,True,1,0.05056514946622876,3.6638749198599156,13.23857560880429,89,True,1,0.05783931315653687,3.2778465431811554,13.556498412522096,89,True,1,0.06302259453228051,2.189210498506618,6.885103886511987,674,False,4,0.10561486822469593,-1.3736217463094291,4.1920087151477405,89,True,1,0.8346375583977923,3.557035023563828,19.859189205909516,89,True,1,17.242965293840335,2.881965036383968,13.750674180820074,89,True,1,0.05783931315653687,3.2778465431811554,13.556498412522096,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,7,713,multiscale_only_diverse16,16,713,True,1,0.6790492819760061,2.3674826009317345,12.893837710019678,998,False,9,0.017814679791286158,-1.5674105952026287,8.90008458850869,713,True,1,0.0452559106346378,2.206272437350775,13.150894570296801,713,True,1,0.05564908368742223,1.9221603296272072,6.6489734489773955,713,True,1,0.1646788518084743,1.2802809491955713,6.266579231654685,713,True,1,0.552228205485563,2.651594708655302,19.301962032325715,713,True,1,13.795304499260281,2.4724690377413334,12.948275624048176,713,True,1,0.0452559106346378,2.206272437350775,13.150894570296801,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,8,865,multiscale_only_diverse16,16,865,True,1,0.5745285133939468,2.072601635153598,12.271058503598216,166,False,5,0.017264738509905394,-0.9180125360851211,8.915934147496401,865,True,1,0.034043182605983824,1.5298667544995037,11.973453282586483,865,True,1,0.044728079496066914,0.9044257795636257,5.789773912748579,467,False,12,0.09425953181383512,-1.6491635432373641,3.932990566599681,865,True,1,0.4372818890096639,1.9090623302791079,18.525856940554654,865,True,1,11.66880286416179,1.8822580061570982,12.345490083869805,865,True,1,0.034043182605983824,1.5298667544995037,11.973453282586483,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
1,9,492,multiscale_only_diverse16,16,492,True,1,0.5786602994601395,0.7744218166300016,12.24435576511299,167,False,920,0.00037881686754372997,-17.431087944682865,-7.854175420175562,492,True,1,0.03515386815808607,0.7222729515608615,12.141458316268022,492,True,1,0.04401786392612427,0.03195716472837487,5.632689674132649,806,False,3,0.11309355622493311,-1.808026957776493,4.794718460439244,492,True,1,0.46213391703152223,1.4647376034624882,18.55959768666417,492,True,1,11.609938235495827,0.48951242450670734,12.095002958014398,492,True,1,0.03515386815808607,0.7222729515608615,12.141458316268022,0_0_0_10_14_16,-23.0,42,awgn,white,0.0,0.0,0.0
