file_name,input_iq,experiment_id,corridor_id,position_id,sf,tx_power_dbm,preamble_len,status,error,sync_returncode,sync_elapsed_s,header_returncode,header_elapsed_s,probe_returncode,probe_elapsed_s,probe_file_name,probe_input_iq,probe_symbol_csv,probe_detected_events,probe_framesync_valid,probe_header_valid_packets,probe_traditional_fft_crc_valid,probe_traditional_fft_crc_valid_rate,probe_multi_offset_argmax_crc_valid,probe_multi_offset_argmax_crc_valid_rate,probe_current_selected_crc_valid,probe_current_selected_crc_valid_rate,probe_savaux_paper_crc_valid,probe_savaux_paper_crc_valid_rate,probe_savaux_codec_crc_valid,probe_savaux_codec_crc_valid_rate,probe_savaux_codec_extra_crc_valid_vs_paper,probe_savaux_codec_mean_symbol_change_count,probe_note
0_0_0_10_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,0,0,0,10,14,16,ok,,0,8.234,0,0.235,0,0.656,0_0_0_10_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\0_0_0_10_14_16_header_first_symbols.csv,7,7,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
0_0_0_10_14_32.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_32.bin,0,0,0,10,14,32,ok,,0,11.828,0,0.219,0,0.640,0_0_0_10_14_32.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_32.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\0_0_0_10_14_32_header_first_symbols.csv,4,4,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,0,0,0,10,14,8,ok,,0,2.281,0,0.203,0,0.562,0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\0_0_0_10_14_8_header_first_symbols.csv,2,2,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_10_11_2_16.bin,1,0,10,11,2,16,ok,,0,43.313,0,0.266,0,1.390,1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_10_11_2_16_header_first_symbols.csv,8,8,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_15_11_2_16.bin,1,0,15,11,2,16,ok,,0,32.750,0,0.219,0,1.500,1_0_15_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_15_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_15_11_2_16_header_first_symbols.csv,3,3,3,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_2_11_2_16.bin,1,1,2,11,2,16,ok,,0,40.531,0,0.250,0,1.469,1_1_2_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_2_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_2_11_2_16_header_first_symbols.csv,8,8,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_7_11_2_16.bin,1,1,7,11,2,16,ok,,0,40.609,0,0.266,0,1.469,1_1_7_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_7_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_7_11_2_16_header_first_symbols.csv,8,8,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_10_12_2_16.bin,1,0,10,12,2,16,ok,,0,179.828,0,0.281,0,12.172,1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_10_12_2_16_header_first_symbols.csv,7,7,3,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_15_12_2_16.bin,1,0,15,12,2,16,ok,,0,91.891,0,0.218,0,11.469,1_0_15_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_15_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_15_12_2_16_header_first_symbols.csv,3,3,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_2_12_2_16.bin,1,1,2,12,2,16,ok,,0,186.766,0,0.281,0,15.547,1_1_2_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_2_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_2_12_2_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_7_12_2_16.bin,1,1,7,12,2,16,ok,,0,154.688,0,0.266,0,15.750,1_1_7_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_7_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_7_12_2_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_10_12_6_16.bin,1,0,10,12,6,16,ok,,0,189.344,0,0.266,0,15.515,1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_10_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_15_12_6_16.bin,1,0,15,12,6,16,ok,,0,181.375,0,0.266,0,15.906,1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_15_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_2_12_6_16.bin,1,1,2,12,6,16,ok,,0,158.672,0,0.281,0,15.609,1_1_2_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_2_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_2_12_6_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_7_12_6_16.bin,1,1,7,12,6,16,ok,,0,182.360,0,0.281,0,15.562,1_1_7_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_7_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_7_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_10_12_10_16.bin,1,0,10,12,10,16,ok,,0,154.750,0,0.282,0,15.484,1_0_10_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_10_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_10_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_15_12_10_16.bin,1,0,15,12,10,16,ok,,0,180.687,0,0.266,0,15.625,1_0_15_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_15_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_15_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_2_12_10_16.bin,1,1,2,12,10,16,ok,,0,181.031,0,0.282,0,15.937,1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_2_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_7_12_10_16.bin,1,1,7,12,10,16,ok,,0,177.297,0,0.265,0,15.985,1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_7_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_10_12_14_16.bin,1,0,10,12,14,16,ok,,0,182.984,0,0.266,0,15.953,1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_10_12_14_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_16_12_14_16.bin,1,0,16,12,14,16,ok,,0,158.313,0,0.234,0,15.735,1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_0_16_12_14_16_header_first_symbols.csv,4,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_1_12_14_16.bin,1,1,1,12,14,16,ok,,0,159.843,0,0.266,0,15.437,1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_1_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_7_12_14_16.bin,1,1,7,12,14,16,ok,,0,191.391,0,0.281,0,15.547,1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_param4_fastscreen_sample20m_hop2_probe3\header_first\1_1_7_12_14_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
