packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,573440,917504,18,208,208,10.4511123935031,589063,15623,18,18,17.831072940707756,0.94267337886975,1,621831,916743,953607,547.2691285470997,18,18,16,42,50,24,32,0,0,17,17,0,24.378439459922003,15.225756195273664,1,-18,-72,621759,916671,953535,621760,953600,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.3417661190032959,-0.21153686525402904,-0.24097259645675995,-0.24097259645675995,-1,17,35,16.658233880996704,508.36895388783887,0.004269590393940103,0.017078361575760412,1.042380467270533e-06,124999.86970244159,-0.1726591501537183,-0.15451339097947286,-1,25,33,1,1,0.09548660902052714,1.0,1,0,12,,,,,,
1,1,3112960,3440640,17,1847,1847,1.7576504326507787,3122028,9068,18,18,22.542496552265998,0.9738058681646847,1,3121992,3416904,3453768,545.8783098941888,9,9,16,33,41,24,32,0,0,26,26,0,21.41495867931109,20.580531204485737,1,-9,-36,3121956,3416868,3453732,3121956,3453796,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.3889293670654297,-0.027287327320678956,-0.05117886206725619,-0.05117886206725619,0,17,35,16.61107063293457,506.92964578047395,0.0042575022126652064,0.017030008850660826,1.0394292511389664e-06,124999.87007134361,0.01694117333538714,0.035035557739214296,0,25,33,1,1,0.035035557739214296,1.0,1,0,12,,,,,,
2,2,5570560,5914624,18,15730,-654,12.286557134698828,5586944,16384,15730,-654,12.270296839549488,0.7416035265148715,1,5621760,5916672,5953536,567.1595758459368,16242,-142,16,16266,16274,24,32,0,0,177,177,0,22.99952306275302,23.806622507764665,1,142,568,5622328,5917240,5954104,5622328,5954168,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.4003250300884247,-0.08809911751650956,-0.1147879114244087,-0.1147879114244087,0,17,35,16.599674969911575,506.5818777438835,0.004254581446050742,0.017018325784202967,1.0387161733522319e-06,124999.87016047833,-0.046714608287596826,-0.02863263714188119,0,25,33,1,1,-0.02863263714188119,1.0,1,0,12,,,,,,
3,3,8077312,8421376,18,901,901,6.633125586625653,8090164,12852,18,18,17.46224063815486,0.9323496848601353,1,8122927,8417839,8454703,544.7738792297183,17,17,16,41,49,24,32,0,0,18,18,0,21.96116664993299,19.537118485614243,1,-17,-68,8122859,8417771,8454635,8122860,8454700,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.38354820013046265,-0.18920409813410677,-0.21634799541970295,-0.21634799541970295,-1,17,35,16.616451799869537,507.09386596281547,0.004258881433224712,0.01703552573289885,1.039765974908377e-06,124999.87002925314,-0.14820589248810756,-0.13010564639690253,-1,25,33,1,1,0.11989435360309747,1.0,1,0,12,,,,,,
4,4,10567680,10911744,18,14730,-1654,1.4220850935251816,10574367,6687,18,18,22.716737128365025,0.9678662047614411,0,10607007,10901919,10938783,156.3632039499663,16370,-14,15,16370,10,24,32,24,8,63,49,14,15.657574956432999,11.208103012219235,0,14,56,10607063,10901975,10938839,10607063,10938907,372.0625,5953,15,16,0,24,24,32,24,8,69,35,52.0,12,-0.35906580090522766,-0.00807607431984625,-0.0359558417470901,-0.0359558417470901,0,17,35,16.640934199094772,507.841009493859,0.004265156397143421,0.017060625588573686,1.0412979485213431e-06,124999.86983775643,0.03228666060720464,0.050413575295064184,0,1,25,-23,0,0.050413575295064184,1.0833333333333333,2,0,12,,,,,,
5,5,13074432,13418496,18,16313,-71,7.61357125195311,13090813,16381,16312,-72,19.78723623679981,0.9262225757836173,1,13123921,13418833,13455697,593.9533012841539,13,13,16,37,45,24,32,0,0,22,22,0,29.156426218772772,17.26269797879957,1,-13,-52,13123869,13418781,13455645,13123869,13455709,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.4576089382171631,-0.05448114237378188,-0.08110033344052581,-0.08110033344052581,0,17,35,16.542391061782837,504.8337116022594,0.0042398992879287565,0.016959597151715026,1.0351316620919816e-06,124999.87060854225,-0.013261944833665718,0.004757627140031473,0,25,33,1,1,0.004757627140031473,1.0,1,0,12,,,,,,
6,6,15581184,15925248,18,1523,1523,0.3226428564875605,15591546,10362,18,18,21.50538999413589,0.958893856537286,1,15624282,15919194,15956058,602.8653729026169,10,10,16,34,42,24,32,0,0,25,25,0,29.365359471683384,18.968392010924838,1,-10,-40,15624242,15919154,15956018,15624242,15956082,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.4406901001930237,-0.06310284469261684,-0.09001636463594576,-0.09001636463594576,0,17,35,16.559309899806976,505.3500335634453,0.0042442356724951245,0.016976942689980498,1.036190349730255e-06,124999.87047620628,-0.022108593876023763,-0.004070592267919504,0,25,33,1,1,-0.004070592267919504,1.0,1,0,12,,,,,,
7,7,18071552,18415616,18,15383,-1001,1.0158161417480518,18087934,16382,15383,-1001,7.626177364015287,0.6174018637084446,1,18122750,18417662,18454526,449.46964755133973,15895,-489,16,15919,15927,24,32,0,0,524,524,0,14.618359246145207,13.814777483084818,1,489,1956,18124706,18419618,18456482,18124706,18456546,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.4479493796825409,-0.09496223794245684,-0.12211168577947695,-0.12211168577947695,0,17,35,16.55205062031746,505.12849793449277,0.004242375082099,0.016969500328396,1.0357361040280762e-06,124999.870532987,-0.05423368446589294,-0.03620359036697218,0,25,33,1,1,-0.03620359036697218,1.0,1,0,12,,,,,,
8,8,20578304,20938752,19,640,640,8.039361579049482,20592201,13897,18,18,23.590477461928497,0.9706048679671971,1,20624969,20919881,20956745,564.7606614637174,18,18,16,42,50,24,32,0,0,17,17,0,20.568021604029216,26.98483210907715,1,-18,-72,20624897,20919809,20956673,20624897,20956737,0.0,0,16,16,24,32,24,32,0,0,35,35,35.0,12,-0.341052770614624,-0.07214178886720368,-0.09652712965773935,-0.09652712965773935,0,17,35,16.658947229385376,508.3907235530205,0.004269773228774189,0.017079092915096756,1.0424251046811985e-06,124999.86969686192,-0.028210757997352343,-0.010064221775062054,0,25,33,1,1,-0.010064221775062054,1.0,1,0,12,,,,,,
9,9,23068672,23379968,16,14484,-1900,1.6336805705035575,23076345,7673,18,18,21.161054108394243,0.9651398512734332,0,23108905,23403817,23440681,165.04354263227475,16350,-34,15,16350,16374,24,32,24,8,87,69,18,20.276760247047644,6.273420657928078,0,34,136,23109041,23403953,23440817,23109042,23440886,-434.1875,6947,15,16,0,24,24,32,24,8,65,35,50.0,12,-0.26026204228401184,-0.17293365441963804,-0.21554939136386597,-0.21554939136386597,-1,17,35,16.739737957715988,510.8562609166256,0.004290480304930282,0.017161921219721127,1.0474805431958696e-06,124999.8690649321,-0.14690170648498146,-0.12866716518902777,-1,1,25,-23,0,0.12133283481097223,0.9166666666666666,1,1,12,,,,,,
