packet_index,frame_index,event_index,payload_len,symbol_count,gt_compared_symbols,center_raw_ser,center_symbol_ser,center_symbol_accuracy,multi_raw_ser,multi_symbol_ser,multi_symbol_accuracy,selected_raw_ser,selected_symbol_ser,selected_symbol_accuracy,v3_raw_ser,v3_symbol_ser,v3_symbol_accuracy,phase_line_raw_ser,phase_line_symbol_ser,phase_line_symbol_accuracy,phase_line_ser_gain_vs_v3,phase_line_locked_symbol_count,phase_line_uncertain_symbol_count,phase_line_false_lock_count,phase_line_locked_with_gt_count,phase_line_false_lock_rate,phase_line_uncertain_candidate_hits,phase_line_uncertain_candidate_total,phase_line_uncertain_candidate_recall,phase_line_phase_rmse_pi,phase_line_phase_r2,phase_line_error,v3_phase_rmse_pi,v3_phase_r2,center_crc_valid,center_payload_hex,center_decode_error,multi_crc_valid,multi_payload_hex,multi_decode_error,v3_crc_valid,v3_payload_hex,v3_decode_error,phase_line_crc_valid,phase_line_payload_hex,phase_line_decode_error,selected_crc_valid,dataset,target_snr_db
1,0,1,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.09585312850635715,0.9614851420800659,,0.09585312850635715,0.9614851420800659,1,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
2,1,2,33,35,35,0.02857142857142857,0.02857142857142857,0.9714285714285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34,1,0,34,0.0,1,1,1.0,0.1275640140753687,0.979723946975719,,0.1275640140753687,0.979723946975719,1,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
3,2,3,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.12151931977601034,0.9822040321183906,,0.12151931977601034,0.9822040321183906,1,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
5,3,5,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34,1,0,34,0.0,1,1,1.0,0.13124601358974453,0.9833981084683389,,0.13124601358974453,0.9833981084683389,1,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
6,4,6,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.12092129515144633,0.9856858975513678,,0.12092129515144633,0.9856858975513678,1,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
8,5,8,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.13750993068211606,0.9833329215861988,,0.13750993068211606,0.9833329215861988,1,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
9,6,9,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.13153250901248906,0.9842687596840703,,0.13153250901248906,0.9842687596840703,1,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
10,7,10,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34,1,0,34,0.0,1,1,1.0,0.14466404047303233,0.9826584647534372,,0.14466404047303233,0.9826584647534372,1,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
11,8,11,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.02857142857142857,0.02857142857142857,0.9714285714285714,0.0,0.0,1.0,0.02857142857142857,0.02857142857142857,0.9714285714285714,-0.02857142857142857,34,1,0,34,0.0,1,1,1.0,0.7741514095770504,0.5928854299382574,,0.6017268061120867,0.0014061756498979783,1,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,,0,4044332211000c0058303112333635363538393a3b3c3d3e3f4041424378563412,,0,0_0_0_10_14_16,-24.0
12,9,12,33,35,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35,0,0,35,0.0,0,0,0.0,0.6365809505062164,0.9067259228821427,,0.6365809505062164,0.9067259228821427,1,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,0_0_0_10_14_16,-24.0
