packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,kappa_source,kappa_source_line_rmse_pi,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,2,1,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.037749797,0.037749797,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.840912410,0.459189935,0.000000000,0.050578928,0.847883738,1.363649639,-0.014212377,-1.480282121,0.000000000
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.014069773,0.014069773,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.790978068,0.462156429,0.000000000,0.055291790,0.862078388,1.163912273,-0.016984345,-1.342080614,0.000000000
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,-0.041450024,-0.041450024,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.779493024,0.444701271,0.000000000,0.045963695,0.842754948,1.117972096,-0.011737007,-1.575372724,0.000000000
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,-0.048603855,-0.048603855,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.727931605,0.469156497,0.000000000,0.073743141,0.797197776,0.911726420,-0.030211393,-1.307148818,0.000000000
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,-0.050991843,-0.050991843,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.752197668,0.452684439,0.000000000,0.055285987,0.856168244,1.008790670,-0.016980780,-1.473495602,0.000000000
1,1,66,0,6:42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,-0.057929567,-0.057929567,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.788099452,0.439899330,0.000000000,0.049109614,0.894702151,1.152397810,-0.013398634,-1.696648510,0.000000000
1,1,84,0,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,-0.064875268,-0.064875268,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.729558682,0.447667764,0.000000000,0.050198552,0.836474848,0.918234730,-0.013999415,-1.437171217,0.000000000
1,1,18,0,6:12,404433221100120058303132333435363738393a3b3c3d3e3f4041424378563412,-0.077877667,-0.077877667,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.763833390,0.456371388,0.000000000,0.113288376,0.630003064,1.055333560,-0.071301424,-1.530301726,0.000000000
1,1,194,0,6:c2,404433221100c20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.097333132,-0.097333132,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.791542762,0.353989682,0.000000000,0.049109614,0.894702151,1.166171048,-0.013398634,-1.910882883,0.000000000
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,-0.097868577,-0.097868577,0.000000000,map,2.000000000,initial_line,0.074547669,10,0.775131707,0.350985022,0.000000000,0.050578928,0.847883738,1.100526828,-0.014212377,-1.829470475,0.000000000
