dataset,target_snr_db,symbol_count,savaux_correct_rate,fused_correct_rate,savaux_gt_topk_rate,fused_gt_topk_rate,gt_in_structured_topk_rate,mean_savaux_gt_rank,mean_fused_gt_rank,mean_rank_delta,mean_gt_path_ratio
0_0_0_10_14_8,-25.0,350,0.7171428571428572,0.72,0.9257142857142857,0.92,0.9542857142857143,4.897142857142857,4.96,-0.06285714285714286,2.709734650788299
0_0_0_10_14_16,-25.0,385,0.7506493506493507,0.7402597402597403,0.9064935064935065,0.9064935064935065,0.9428571428571428,6.015584415584415,6.007792207792208,0.007792207792207792,2.76470530915417
0_0_0_10_14_32,-25.0,245,0.7020408163265306,0.6857142857142857,0.8204081632653061,0.8163265306122449,0.8448979591836735,51.08163265306123,51.11020408163265,-0.02857142857142857,2.653951976265176
mean_of_datasets,-25.0,980,0.7232776747062463,0.7153246753246755,0.8842053184910328,0.8809400123685838,0.9140136054421769,20.6647866419295,20.692665429808287,-0.027878787878787878,2.7094639787358816
